CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
CED147,24,13,41,41,94,147,242,280,148,1027,18,28,21,66,184,477,645,559,173,2169,374,1679,1935,1751,1718,1546,1007,546,237,10797,0,3,21,37,76,155,211,273,139,922,547,596,816,1000,1225,1514,1398,802,436,8348,12101,6071,6065,5993,5768,4750,3252,1468,325,45794,1253,733,696,693,768,712,623,528,399,6406,15197,9597,10083,10295,10917,11092,10147,6556,2620,86507,29,117,389,858,2076,4044,5728,4544,1671,19465,2562,1857,2073,2086,1881,1807,1690,1057,307,15314,36,46,107,220,517,1133,1771,1503,513,5847,6,6,3,3,12,61,184,516,546,1339,65,134,246,466,1146,2126,2824,2072,586,9660,62,33,83,147,500,1268,2304,2243,972,7610,40,39,66,87,174,286,511,571,271,2035,36,36,47,111,298,844,1231,1092,352,4045,810,2623,2936,2832,2819,2571,1657,850,340,17430,11,11,32,61,140,299,504,593,279,1926,1446,1170,1295,1633,2106,2573,2431,1392,679,14724,24211,13068,12755,12316,11781,9568,6225,2784,622,93336
CED194,0,0,0,3,6,4,7,3,3,36,0,0,4,10,23,35,22,6,5,102,24,165,170,141,142,135,35,8,6,830,0,0,5,0,3,4,6,5,0,30,13,45,59,76,79,105,48,15,3,434,269,275,449,236,215,229,119,27,7,1823,285,220,335,292,212,157,68,19,7,1605,616,703,1022,749,666,698,404,104,32,4997,3,3,33,57,120,272,240,78,11,813,57,106,139,113,111,131,95,26,4,776,0,0,6,19,29,86,82,34,3,260,0,0,0,0,3,3,6,6,6,27,0,6,8,33,51,109,116,36,7,365,3,5,8,10,44,95,152,49,8,387,0,0,0,8,17,19,21,9,3,85,0,6,12,25,33,90,79,20,8,268,40,261,298,290,305,277,91,14,3,1585,0,0,4,0,8,27,25,11,0,79,37,75,101,147,154,215,125,28,8,894,583,558,974,607,499,488,303,73,4,4089
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,7,11,28,29,67,98,126,144,129,633,16,11,19,44,85,217,336,316,148,1193,276,1361,1638,1348,1359,1125,751,419,304,8583,0,9,11,38,68,100,141,195,161,711,445,568,824,961,1275,1356,1241,799,518,7992,10960,6192,6653,7582,6675,5285,3055,1080,316,47796,775,543,534,562,566,556,424,303,165,4431,13053,9102,10190,11402,11196,10687,8477,4851,2203,81164,17,73,247,572,1424,2765,3761,3033,1291,13186,1815,1697,2059,2135,1917,1732,1556,885,315,14105,32,36,77,189,495,966,1474,1013,378,4662,0,0,3,4,8,25,137,438,584,1208,43,108,219,504,1148,1969,2451,1562,533,8534,45,28,78,154,461,1116,1834,1710,897,6326,17,27,48,62,129,230,318,311,214,1358,26,26,37,88,152,428,655,654,264,2331,584,2079,2533,2221,2223,1809,1196,702,432,13778,10,9,12,54,121,223,380,441,266,1522,1183,1084,1298,1630,2069,2385,2182,1327,762,13923,22208,13583,13925,15324,13180,10371,5856,2087,537,97061
CED202,7,17,20,43,64,118,172,146,104,688,13,12,24,79,214,382,622,453,184,1985,427,1721,2235,1999,1893,1569,1035,404,234,11518,7,4,7,28,83,126,204,191,142,786,569,682,1037,1030,1301,1417,1230,625,395,8304,10514,5154,5136,5267,5058,4397,2907,1068,308,39799,1207,772,727,685,762,679,617,373,230,6066,13631,8760,9530,9741,10156,10173,9040,4783,2237,78063,32,116,428,851,1865,3435,4855,3207,1345,16143,2545,2068,2408,2375,2143,2036,1849,952,327,16705,22,41,100,234,514,1112,1693,1160,421,5293,5,10,0,8,13,51,165,377,473,1094,58,124,241,491,953,1678,2270,1412,477,7702,58,56,100,157,510,1251,2270,1853,900,7159,32,27,51,78,121,228,361,309,184,1387,25,33,60,133,373,719,1213,903,332,3771,947,2686,3484,3172,3109,2689,1796,710,320,18911,14,16,27,54,161,300,490,448,254,1761,1398,1207,1564,1692,2161,2504,2145,1129,588,14389,21089,11136,11192,10688,10258,8627,5669,2009,521,81187
CED203,18,24,19,37,90,122,195,211,134,858,21,18,22,61,138,359,516,413,151,1698,394,1716,2194,1895,1843,1714,1059,496,287,11600,3,5,19,30,65,125,214,204,136,801,534,621,887,1021,1216,1375,1310,692,479,8144,10393,4925,5180,5192,4962,4396,2976,1094,321,39432,1237,723,744,757,784,822,654,509,379,6603,13304,8313,9431,9522,9882,10611,9476,5283,2462,78286,41,112,348,833,1846,3971,5420,3797,1541,17913,2156,1759,2206,2068,1894,2109,1918,1042,348,15490,34,38,75,209,499,1099,1747,1409,492,5598,6,0,7,8,19,52,183,383,542,1202,50,100,242,435,865,1558,2267,1406,487,7407,60,44,83,161,420,1185,2251,1994,1057,7264,43,40,47,68,145,245,411,449,245,1701,35,29,50,110,252,671,1008,816,307,3280,838,2617,3325,3029,3054,2823,1815,820,407,18741,16,19,26,52,120,278,495,470,266,1750,1332,1084,1414,1640,2047,2426,2329,1178,710,14145,20926,10629,10809,10464,10081,8596,5859,2157,559,80086
CED204,13,11,34,59,99,123,180,158,127,811,16,19,7,56,120,231,324,248,115,1139,242,1193,1357,1192,1440,1288,732,447,283,8178,5,7,14,31,68,130,188,211,149,802,425,575,792,957,1264,1435,1143,717,492,7803,13499,7973,8853,8333,6398,4937,2673,989,267,53923,1347,851,1047,931,899,738,562,295,188,6853,16198,11093,12655,12359,11519,10833,7902,4243,2004,88799,22,88,249,630,1554,2998,3505,2523,1206,12773,2005,1808,1893,1825,1780,1702,1366,696,267,13345,35,51,78,180,475,866,1130,803,325,3943,3,4,4,4,19,52,163,493,552,1286,53,105,312,777,1614,2727,2904,1699,596,10777,53,47,87,170,529,1339,1912,1549,763,6450,43,30,57,128,195,265,420,357,212,1703,32,34,32,108,227,439,619,528,208,2222,536,1823,2176,2040,2334,2137,1244,720,422,13424,12,13,26,53,144,310,438,440,267,1695,1138,1071,1288,1640,2227,2597,2054,1269,769,14044,27275,17188,19295,17332,13426,10141,5311,1929,476,112379
CED205,18,26,39,56,109,141,173,141,76,780,17,11,29,38,120,187,257,175,61,895,221,950,1210,1112,1291,1107,542,281,135,6847,0,4,13,29,56,78,148,109,53,487,575,511,787,1071,1363,1424,932,511,185,7364,18168,9187,12118,10162,5935,3677,1603,468,106,61426,1838,980,1249,1180,867,689,401,203,90,7499,21573,12294,16294,14649,10941,8934,5535,2609,901,93729,24,115,352,803,1735,2898,2750,1589,556,10834,2288,1897,2059,1804,1561,1386,980,457,148,12586,34,40,90,180,372,708,774,494,130,2829,6,3,6,14,25,74,152,281,233,794,63,126,369,959,1778,2803,2491,1281,299,10176,87,53,97,216,589,1308,1391,985,365,5094,47,42,74,119,211,328,392,276,129,1613,38,23,56,82,197,424,520,349,113,1802,473,1426,1930,1867,2036,1864,899,442,195,11135,16,8,22,46,124,254,364,283,116,1239,1454,1031,1367,1863,2399,2677,1660,879,288,13616,36751,19226,24446,21243,12261,7701,3269,1003,214,126119
CED206,10,11,28,36,62,103,133,146,77,605,13,6,19,39,118,279,421,338,120,1347,435,1575,1843,1850,1669,1350,791,369,192,10082,0,4,25,23,57,98,161,178,100,657,528,604,940,1081,1277,1368,1275,662,290,8015,11387,5604,5813,6191,6020,4787,2935,1064,241,44049,991,635,603,649,723,689,516,274,126,5206,14039,8801,9727,10610,11120,10537,8648,4451,1599,79535,41,90,304,715,1757,3430,4478,3020,1014,14849,2045,1722,2154,2366,2199,1847,1655,860,214,15067,32,34,101,197,545,1024,1595,1118,327,4969,8,7,3,3,11,41,130,347,339,882,47,117,198,372,829,1537,1974,1305,340,6727,64,54,90,147,397,1108,1969,1664,706,6209,27,36,50,70,123,214,328,312,147,1307,30,23,39,77,210,526,825,687,241,2662,855,2439,2824,2890,2688,2251,1362,585,257,16163,13,15,32,42,125,227,407,441,187,1490,1279,1154,1463,1700,2097,2449,2200,1156,442,13944,23315,12268,12383,12736,12494,9711,5710,2089,449,91146
CED207,3,12,17,33,68,71,120,202,182,718,10,5,10,14,69,119,242,349,202,1012,178,1499,1139,845,1054,811,632,573,499,7217,4,6,9,9,31,57,137,248,264,765,355,669,663,747,1151,1267,1309,1145,878,8189,11955,9340,9297,9638,8235,5861,3657,1885,592,60464,652,775,794,580,630,547,469,380,312,5150,13688,12740,12312,12505,12293,10334,8859,6996,3826,93552,7,81,157,330,1015,1881,2986,3663,2248,12383,1482,1886,1594,1475,1444,1269,1180,1051,534,11914,17,54,59,164,473,797,1312,1393,749,5015,0,4,4,5,15,39,173,623,901,1758,39,97,173,454,977,1665,2316,1998,899,8614,53,33,48,130,380,914,1672,2250,1618,7103,22,23,44,72,132,175,299,428,344,1530,13,16,26,34,119,234,468,665,386,1958,361,2264,1908,1456,1705,1394,1009,866,706,11673,4,18,12,26,71,162,338,507,463,1600,911,1233,1178,1373,1989,2294,2216,1927,1331,14452,24040,20313,20076,18582,15905,11286,6758,3396,1103,121465
CED208,8,6,31,43,60,87,119,155,119,622,6,13,19,40,92,204,227,221,118,931,197,1511,3185,2050,1430,1131,614,488,290,10896,7,0,10,24,44,91,131,162,151,623,358,561,1358,1202,1134,1210,920,731,515,7999,9701,5463,9323,8103,6539,4112,2034,933,337,46544,743,597,925,752,767,498,393,293,262,5242,11487,8389,15305,12931,11015,8417,5953,4310,2486,80287,21,75,306,564,1206,2174,2729,2652,1532,11255,1360,1549,3013,2498,1802,1262,927,625,293,13327,25,28,141,257,473,763,876,729,354,3640,0,0,0,8,11,38,111,446,590,1209,22,57,220,413,754,1339,1672,1471,650,6609,46,31,74,125,394,774,1197,1349,875,4873,23,17,49,82,120,199,231,311,231,1254,11,21,40,66,172,348,465,429,231,1788,409,2168,4810,3376,2500,1890,1053,702,416,17327,6,3,27,44,108,190,288,357,271,1291,889,940,2092,1906,2012,2140,1613,1147,790,13532,19611,11730,19507,16615,13158,8075,3946,1799,603,95031
CED209,10,9,23,54,57,91,166,162,122,690,16,14,21,38,76,217,420,371,185,1357,370,1537,1692,1575,1386,1189,873,419,434,9479,6,4,17,28,51,96,157,191,140,688,456,567,792,899,962,1279,1257,662,606,7469,11441,5145,5817,6425,5571,4559,3544,1288,279,44067,1050,650,543,667,611,622,651,426,244,5465,14012,8353,9334,10463,9645,9722,9605,5172,2362,78661,29,88,243,610,1307,2815,4522,3127,1281,14032,2126,1745,1920,2254,1749,1605,1769,913,307,14386,28,48,81,215,480,983,1740,1228,439,5226,0,0,4,10,14,45,201,501,666,1441,41,104,195,342,690,1253,1975,1302,438,6336,43,35,55,112,351,1035,2128,1856,978,6603,25,25,40,89,100,173,344,330,207,1328,33,19,35,66,142,377,812,724,330,2539,784,2272,2564,2529,2297,1936,1493,730,598,15205,11,12,27,51,104,209,427,441,261,1542,1170,1029,1226,1365,1617,2032,2213,1162,862,12680,23144,11292,12148,12788,11023,8741,6764,2462,552,88910
CED210,11,18,45,53,81,134,205,195,164,899,13,7,27,50,156,368,485,399,187,1696,419,1750,2279,1856,1743,1465,925,469,353,11257,8,6,10,21,93,105,193,218,166,814,526,628,1009,1067,1176,1379,1183,709,506,8181,10637,5849,7050,6061,5548,4441,2883,1218,334,44019,1123,782,802,728,721,615,580,349,195,5904,13461,9482,11713,10485,10375,9860,8487,5086,2330,81268,21,106,333,621,1550,3025,3989,3033,1458,14131,2179,2048,2531,2302,2043,1849,1659,840,305,15758,30,38,94,226,485,940,1446,1066,433,4766,4,0,5,8,16,49,186,484,581,1334,37,117,250,470,1052,1793,2293,1510,534,8053,50,45,89,154,475,1139,1959,1754,994,6650,26,38,74,85,154,261,382,388,246,1652,35,15,44,97,268,661,943,734,341,3130,865,2710,3477,2963,2877,2437,1581,744,478,18137,15,14,24,47,167,275,503,474,289,1800,1296,1185,1583,1707,1959,2396,2030,1219,724,14098,21297,12640,15197,12300,11162,8712,5447,2263,621,89635
CED211,20,10,29,44,74,98,132,189,107,707,14,5,14,34,89,190,351,403,172,1280,355,1525,1630,1582,1582,1130,771,528,413,9511,8,4,5,20,57,99,150,264,205,812,531,619,871,1128,1303,1410,1312,922,580,8682,12203,6009,6989,8288,6910,5202,3262,1394,431,50701,791,489,530,623,564,515,447,403,418,4776,14539,9009,10537,12488,11659,10236,8845,5914,3066,86289,25,60,280,607,1403,2657,3759,3448,1806,14043,1940,1715,2035,2249,1989,1639,1508,1032,431,14537,36,29,70,251,516,928,1496,1361,601,5288,9,3,3,14,13,35,154,468,686,1380,53,94,201,529,917,1603,2004,1515,572,7496,55,39,58,140,391,930,1748,1987,1148,6486,38,31,45,92,153,210,300,401,193,1459,32,18,33,70,179,367,630,720,335,2399,710,2342,2528,2506,2516,1870,1281,820,564,15132,18,13,10,46,116,224,393,527,344,1685,1375,1197,1398,1881,2204,2423,2271,1551,872,15173,24566,13389,14405,16489,13812,10085,6018,2535,740,102039
CED212,7,14,30,50,78,109,183,190,182,847,21,11,27,58,170,335,487,424,186,1718,421,1559,1966,1961,1817,1493,843,406,336,10813,6,9,16,37,85,120,173,206,182,832,539,546,907,1105,1216,1321,1067,666,442,7811,11536,5430,5959,6558,6068,4431,2731,1083,283,44078,1205,711,758,797,795,615,470,341,190,5885,14516,8636,10217,11301,11209,10020,8033,4724,2215,80871,23,84,311,792,1774,3159,4013,2925,1460,14554,2372,1742,2398,2511,2234,1882,1540,867,272,15817,25,45,112,223,506,1056,1489,1190,492,5134,3,5,3,3,14,43,153,429,599,1256,49,131,216,477,994,1809,2079,1400,534,7682,59,57,89,172,493,1229,1903,1701,999,6700,32,27,44,92,161,252,373,383,278,1646,41,21,50,107,289,614,906,776,319,3128,859,2429,3051,3167,2988,2412,1393,692,476,17477,15,9,25,71,174,301,423,442,307,1769,1367,1056,1393,1801,2090,2334,1917,1155,641,13761,23063,11820,12542,13295,12379,8863,5139,2060,507,89670
CED213,0,9,23,30,65,102,198,234,162,818,24,10,15,39,124,268,535,553,247,1813,293,1199,1271,1391,1564,1480,1130,657,419,9406,5,7,13,16,65,116,196,307,253,979,368,420,566,781,1069,1372,1434,1009,562,7578,9216,4553,4172,4873,5768,5239,4159,1845,453,40275,1028,637,545,651,851,804,898,671,383,6467,11466,7118,6944,8298,10404,10995,11638,7697,3161,77714,21,88,256,582,1502,3203,5613,4862,2084,18203,1634,1327,1445,1709,1878,1804,2029,1380,487,13690,28,35,68,176,523,1166,2329,2030,764,7104,0,0,7,3,10,41,199,615,803,1673,49,88,137,266,661,1292,2244,1828,626,7192,50,49,50,102,382,1089,2634,2811,1427,8597,14,21,36,45,131,208,409,514,304,1684,46,24,26,66,237,498,1012,1053,458,3428,665,1840,1997,2258,2529,2370,1856,1082,612,15204,8,15,24,37,122,266,517,645,439,2075,999,783,906,1228,1733,2266,2451,1654,906,12916,18527,10270,8678,9613,11310,10110,7912,3567,880,80869
CED214,13,3,43,56,77,134,151,154,127,751,17,14,26,31,72,170,249,194,85,857,180,1077,2185,1415,1118,992,718,436,249,8377,0,5,9,28,65,108,165,176,129,688,368,428,1135,1021,1051,1292,1080,729,504,7610,11194,7229,11640,9087,6623,4262,2424,881,239,53569,1251,849,1451,1071,878,731,513,348,315,7397,13556,10060,17067,13541,10976,9081,7083,4074,2148,87592,14,60,321,542,1163,2138,2838,2309,1186,10579,1751,1645,2759,2198,1740,1437,1167,595,249,13551,20,32,124,207,434,677,864,667,257,3279,3,4,6,4,19,57,162,455,571,1283,23,76,285,614,1177,2101,2640,1795,650,9350,46,38,101,165,366,916,1445,1238,659,4978,32,16,83,96,164,295,395,346,214,1643,31,22,37,58,155,379,522,401,175,1786,406,1617,3406,2471,2020,1688,1166,671,328,13774,6,7,22,61,147,272,411,395,227,1543,966,817,1855,1776,1913,2359,2028,1238,740,13691,22647,15170,25179,18834,13336,8871,4777,1706,467,110992
CED215,21,13,28,44,78,82,137,154,112,663,8,6,8,38,79,174,245,208,82,854,276,1049,1479,1414,1236,912,583,293,196,7449,3,0,12,24,48,90,115,151,112,563,560,444,798,1119,1181,1080,856,551,315,6911,18102,6462,10656,12943,7479,4391,2252,764,231,63283,1441,675,1033,1122,760,543,366,217,132,6296,21185,9121,14639,17954,12142,8759,6207,3347,1573,94911,32,58,238,658,1365,2229,2602,1939,898,10018,2198,1516,2004,2442,1872,1258,950,473,187,12900,34,29,87,266,455,719,934,640,258,3431,0,0,10,5,13,34,94,321,385,857,52,111,242,947,1242,1658,1946,1260,394,7853,63,45,77,183,451,877,1371,1123,581,4776,58,18,43,88,140,175,288,292,184,1285,20,15,30,61,154,319,466,414,160,1636,615,1623,2241,2376,2068,1518,951,440,269,12098,5,4,24,52,105,188,313,318,191,1199,1384,846,1282,1940,1972,1954,1539,905,458,12278,36688,14099,21154,26552,15346,8805,4343,1468,406,128859
CED216,7,14,32,36,106,139,211,214,114,866,10,13,37,71,230,534,818,526,163,2402,357,1310,1774,1512,1638,1778,1107,418,204,10115,4,5,14,44,83,165,269,261,149,995,444,481,755,847,1145,1541,1333,707,389,7640,9640,4557,4829,4649,4730,4995,3462,1317,312,38497,1391,842,844,855,888,957,913,569,419,7678,12594,7581,8700,8565,9611,11735,10956,5982,2340,78058,31,79,376,774,1880,4178,6169,4135,1376,18996,2053,1655,2012,1889,1898,2133,2168,1159,269,15239,25,24,90,184,476,1139,1966,1387,415,5712,4,4,9,5,15,57,180,382,366,1023,42,127,212,390,970,1970,2951,1836,448,8942,46,49,97,191,538,1471,3021,2372,953,8747,20,23,62,77,176,311,518,461,199,1854,32,30,68,132,399,1035,1659,1130,327,4811,757,2121,2708,2441,2721,2963,2082,764,295,16844,13,17,30,64,164,370,639,580,262,2135,1183,913,1196,1351,1934,2788,2484,1284,581,13704,19441,9912,10111,9507,9527,9916,7176,2638,574,78803
CED217,11,10,14,32,49,93,131,136,140,611,3,10,9,14,64,120,278,325,222,1041,224,1236,1061,1009,1114,926,611,440,403,7008,3,0,3,10,42,56,114,170,179,586,385,562,615,691,1074,1171,1116,775,698,7087,11437,6181,5241,7368,8521,5832,3445,1498,484,50013,730,514,436,564,716,568,495,333,241,4600,13325,8841,7680,10378,12790,10487,8502,5344,3131,80469,20,69,135,342,980,2087,3222,2814,1700,11355,1455,1450,1280,1570,1787,1475,1264,787,348,11418,39,38,76,216,565,1078,1526,1235,609,5375,0,0,0,3,8,30,121,444,767,1375,37,85,114,223,560,972,1490,1105,521,5102,36,36,35,83,312,861,1707,1724,1227,6028,23,19,24,60,93,178,286,281,244,1207,23,18,20,39,111,254,494,546,335,1842,415,1874,1661,1673,1842,1535,992,660,511,11173,4,0,11,25,72,155,302,360,299,1236,924,1046,936,1142,1775,2065,1923,1291,1003,12099,22886,13609,10589,14099,16355,11467,6470,2734,847,99062
CED218,14,7,33,64,84,113,158,150,68,693,9,7,19,31,96,189,268,167,69,863,235,885,949,979,1068,966,628,279,154,6136,0,8,10,20,56,91,160,131,78,554,494,502,638,922,1183,1215,1007,523,209,6695,15339,8163,9420,10035,7364,4626,2317,634,155,58053,1325,818,1102,1044,817,620,402,188,90,6401,18178,11059,12960,14122,12050,9556,6828,3013,1133,88900,18,83,228,602,1342,2484,3056,1935,720,10456,2238,1977,2004,1921,1666,1330,1038,524,177,12872,35,38,90,200,395,764,983,571,148,3228,4,0,4,8,7,46,141,332,344,888,51,109,234,778,1613,2369,2805,1457,396,9807,77,29,70,171,499,1050,1611,1069,443,5024,41,22,57,124,163,256,388,327,126,1502,19,18,22,69,166,332,505,379,144,1651,499,1336,1567,1677,1676,1519,1024,474,204,9967,14,8,19,44,129,237,372,341,139,1295,1301,988,1107,1598,2036,2190,1815,907,340,12277,30841,17209,18912,20042,14721,9208,4583,1380,274,117176
CED219,22,17,38,62,80,109,170,161,91,740,18,7,35,59,193,361,523,303,127,1624,460,1568,2100,1872,1640,1325,824,352,203,10345,12,8,16,30,93,126,191,150,84,710,687,602,972,1159,1203,1285,1016,492,291,7714,14285,6166,8024,7357,5426,3717,2038,612,134,47763,1705,826,991,938,808,623,467,226,99,6684,18133,9665,12908,12369,10535,8961,7077,3130,1205,83986,28,104,420,921,1790,3001,3939,2232,836,13275,2913,2034,2852,2758,2144,1718,1436,647,166,16677,34,28,99,235,505,900,1289,793,194,4079,0,8,3,3,17,46,159,310,302,846,67,112,312,806,1341,2024,2489,1204,298,8655,66,49,101,196,524,1099,1897,1242,499,5678,46,28,71,113,144,229,376,330,148,1494,41,28,66,117,305,633,985,627,211,3020,961,2426,3230,2953,2693,2105,1390,579,281,16615,10,12,23,67,171,264,441,361,137,1495,1775,1164,1562,1903,2036,2155,1849,851,416,13710,28359,13279,16310,15295,11251,7474,3966,1219,240,97396
CED220,11,7,27,38,19,51,80,114,89,440,7,5,9,18,51,102,189,239,110,729,133,1558,2261,1195,937,786,569,348,211,7997,0,9,7,18,31,38,93,151,130,476,259,605,1120,825,821,932,937,690,481,6663,8575,6823,11132,7779,6752,4903,3034,1391,406,50790,568,617,1032,672,594,527,436,376,322,5158,9893,9954,16309,11258,10165,8617,7177,4763,2428,80562,9,58,265,380,795,1614,2530,2307,1229,9200,996,1551,2827,1957,1446,1128,1031,667,256,11851,19,41,126,213,467,865,1229,1020,442,4424,0,0,0,5,7,26,102,351,531,1024,21,77,186,299,468,826,1191,998,436,4495,26,37,72,118,259,646,1282,1441,886,4771,20,17,58,74,60,132,201,271,179,1017,13,11,24,43,94,196,402,448,207,1436,275,2179,3487,2063,1687,1365,910,538,288,12797,5,9,12,34,72,114,235,341,235,1057,666,989,1737,1410,1491,1678,1628,1178,710,11491,17325,13741,22483,15716,13010,9473,5547,2541,701,100534
CED221,17,22,42,69,74,115,136,112,55,648,7,18,30,42,115,243,338,223,82,1095,287,1350,1768,1472,1406,1029,537,242,144,8241,4,9,13,22,71,123,148,124,77,586,586,571,909,1099,1175,1083,741,381,226,6769,18585,8545,11296,10603,6070,3594,1709,580,135,61115,1691,878,1158,1009,783,551,344,182,85,6665,22091,11892,15965,15419,11011,8289,5434,2591,1031,93721,29,65,359,787,1621,2558,2700,1643,643,10395,2642,1970,2457,2328,1927,1478,1099,515,153,14569,41,40,89,205,403,708,885,562,200,3145,3,5,5,6,14,31,116,254,279,713,67,139,360,1192,1890,2440,2137,1040,252,9520,79,46,97,207,619,1154,1401,1040,398,5042,53,46,66,135,164,269,293,247,103,1382,31,32,51,93,225,445,609,447,146,2086,650,2078,2639,2371,2221,1695,920,407,199,13170,5,13,23,59,140,263,351,302,121,1282,1530,1077,1456,1923,2077,1999,1360,660,323,12406,37543,17804,22456,22129,12709,7402,3323,1092,253,124711
