CED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
CED203,9,0,7,4,0,0,4,63,0,0,0,0,0,9,13,6,0,0,0,0,0,0,3,28,3,16,34,22,30,17,41,21,0,0,3,0,0,0,12,199,15,88,56,12,13,5,8,9,0,3,0,0,0,0,20,232,0,3,0,4,3,12,19,4,0,0,3,6,0,0,4,66,3,0,0,0,7,5,11,19,10,4,12,5,0,0,3,77,0,0,0,0,6,4,6,0,8,0,0,0,0,0,9,35,0,5,21,34,46,27,63,35,20,24,28,30,5,0,18,351,0,0,0,0,0,0,22,32,22,19,13,15,11,0,0,126,17,206,60,26,13,14,9,20,0,0,0,3,0,0,8,384,4,11,83,242,268,223,264,97,12,33,19,17,8,6,73,1347,0,0,6,5,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,4,32,39,18,4,14,4,0,0,0,120
CED204,88,91,44,51,19,7,14,1352,0,0,3,9,8,150,145,112,46,25,7,17,13,0,8,547,0,12,52,49,64,12,33,39,0,0,0,0,0,0,6,286,53,497,761,176,55,23,24,32,8,7,0,3,0,0,72,1723,0,0,3,0,8,17,46,10,0,0,6,0,0,0,0,98,0,0,0,0,16,67,312,103,10,19,10,4,0,0,5,552,4,4,87,240,169,123,103,39,13,11,0,12,6,4,32,841,0,3,13,86,261,155,415,262,96,105,82,65,20,7,13,1589,0,0,0,0,0,8,44,32,9,20,14,20,10,0,0,160,28,369,81,25,43,9,15,8,0,3,0,3,0,0,19,595,0,10,50,215,407,485,770,524,53,72,59,61,24,29,78,2848,3,8,76,111,103,62,52,4,0,3,0,4,0,0,10,440,0,0,3,14,74,167,522,1004,142,219,198,228,116,80,44,2820
CED205,19,16,3,28,3,6,38,835,0,0,9,62,160,2612,4174,2986,1466,1246,569,1380,393,29,218,15291,0,6,26,20,15,13,18,23,0,3,0,5,0,0,4,132,39,736,1119,204,62,44,53,71,17,10,4,0,0,0,78,2428,0,4,0,0,0,8,20,14,4,0,3,0,0,0,0,54,0,0,0,0,3,4,59,28,0,3,0,3,0,0,0,121,0,17,194,708,621,493,866,426,111,102,84,81,51,25,136,3892,0,0,5,15,42,39,133,102,32,31,27,18,3,0,12,455,0,0,0,0,0,21,839,580,121,205,230,264,86,10,32,2396,3,35,18,3,3,4,10,4,0,0,0,0,0,0,5,91,0,3,12,88,247,368,763,721,143,115,116,112,52,47,80,2865,0,8,81,105,51,50,32,21,6,6,3,3,0,0,7,380,0,0,5,0,44,178,863,1199,338,311,324,280,128,25,70,3758
CED206,33,11,10,10,0,0,0,308,0,0,4,0,0,3,7,3,0,0,0,0,0,0,0,21,6,22,63,71,73,25,64,45,6,3,0,4,0,0,4,379,52,349,262,42,21,13,34,26,0,0,0,5,0,3,29,834,0,0,6,8,8,25,39,26,4,4,5,0,0,0,4,127,0,0,0,0,13,9,45,30,0,3,0,8,0,0,5,113,0,0,4,18,15,4,9,0,0,0,5,4,0,0,3,68,0,7,22,40,75,28,117,94,19,16,18,14,3,0,8,463,0,0,0,0,0,4,41,18,8,0,4,3,0,0,0,79,45,705,253,97,130,48,54,22,0,0,8,4,0,0,27,1391,14,17,113,325,402,333,366,161,14,20,9,21,8,12,41,1860,0,4,13,15,9,0,4,0,0,0,0,0,0,0,0,53,0,5,0,4,0,4,7,10,7,5,4,12,0,0,0,53
CED207,67,50,74,73,44,25,9,1032,0,0,7,0,9,23,42,27,0,0,6,0,0,0,3,115,7,21,33,32,48,25,53,36,4,5,8,0,0,0,14,274,61,614,595,97,22,26,41,59,10,3,15,11,0,4,77,1630,4,0,9,25,56,110,175,107,17,19,14,23,25,0,3,589,0,0,0,35,118,202,835,302,54,56,75,37,12,5,26,1751,0,9,28,64,35,16,23,3,0,7,4,6,0,0,5,189,6,23,192,504,1557,718,1445,963,351,382,357,321,128,15,118,7073,0,0,0,0,0,21,55,48,19,44,67,68,13,0,4,341,12,152,38,20,19,12,44,13,0,9,0,0,0,6,12,336,16,26,106,183,268,262,412,284,54,31,45,86,47,30,39,1885,0,6,28,16,8,6,0,0,0,0,0,0,0,0,0,74,0,3,0,4,11,34,146,163,48,61,97,70,52,17,12,721
CED208,11,16,23,16,0,3,4,440,0,0,0,5,8,79,72,48,4,4,5,0,3,0,0,241,0,10,21,33,78,50,142,90,12,10,17,11,4,0,3,495,133,2061,2124,269,73,67,97,201,44,25,22,19,4,5,230,5373,0,0,0,6,16,77,148,46,12,11,7,5,5,0,5,359,0,0,0,11,20,22,73,47,13,12,5,6,3,0,9,208,0,41,233,363,246,133,89,41,4,12,5,15,11,3,60,1260,0,8,22,68,216,124,246,140,74,57,45,41,14,0,18,1085,0,0,0,0,4,10,117,149,90,159,267,233,52,5,18,1116,0,44,14,13,13,22,37,18,5,5,0,0,5,0,6,187,3,11,48,171,315,416,771,501,72,76,78,79,23,15,39,2624,10,73,349,308,200,88,65,18,3,7,4,5,0,0,37,1171,0,0,0,0,17,25,66,136,37,28,49,37,21,4,12,430
CED209,4,7,0,8,0,0,3,157,0,0,0,0,0,3,13,13,21,0,0,0,5,0,0,51,5,23,47,37,58,28,99,72,5,6,9,11,0,0,9,399,39,256,144,42,15,12,20,38,5,0,0,3,0,0,24,593,0,0,0,3,13,19,39,11,0,0,0,0,0,0,11,96,0,0,0,0,5,11,30,14,7,5,7,5,0,0,6,82,0,0,4,12,3,3,6,0,0,0,0,0,0,0,0,34,0,3,24,31,34,19,63,43,17,21,13,16,3,0,3,292,0,0,0,0,0,0,38,28,13,20,10,10,4,0,0,131,17,418,78,23,27,18,38,18,4,5,8,12,0,0,23,700,9,24,105,205,317,243,379,263,39,22,29,35,17,13,45,1750,0,10,26,10,16,0,7,0,0,0,0,0,0,0,0,67,0,0,0,0,4,0,19,59,6,17,12,22,11,0,0,157
CED210,14,22,29,26,9,6,11,379,0,0,0,0,0,21,18,55,66,16,17,18,8,0,13,226,0,18,45,35,65,35,83,83,8,4,3,5,6,0,13,409,60,435,400,64,18,11,40,26,7,4,8,8,4,0,60,1145,0,0,0,0,3,17,43,22,6,4,4,3,5,0,4,106,0,0,0,0,11,5,49,35,12,13,0,5,0,3,0,132,0,0,14,26,12,15,14,4,0,3,0,4,0,0,10,107,3,9,9,32,61,35,89,64,31,25,33,25,17,0,13,441,0,0,0,0,0,0,39,56,26,37,34,25,4,0,0,222,19,600,59,29,22,14,26,6,8,0,6,0,0,0,18,793,5,13,71,206,262,266,351,190,26,25,28,34,18,7,91,1607,0,27,275,195,69,33,23,14,3,0,3,0,0,0,8,650,0,0,0,7,7,9,69,268,31,54,49,93,23,6,21,642
CED211,76,83,66,68,13,12,9,1145,0,0,0,0,4,17,26,23,0,12,0,0,0,0,0,77,12,11,55,78,78,22,60,53,6,3,4,0,0,0,6,391,29,381,291,53,17,20,27,42,3,7,5,8,0,0,56,936,5,5,3,13,25,46,72,39,9,9,0,9,0,0,3,238,0,0,0,4,29,71,368,145,26,14,17,5,3,0,9,691,0,0,16,25,29,15,22,11,3,3,5,3,5,0,7,146,0,12,72,179,470,277,867,527,126,108,78,75,36,10,46,2884,0,0,0,0,0,3,55,33,15,37,39,39,12,0,3,228,28,348,75,51,35,25,30,12,3,0,0,0,0,0,24,627,18,28,104,249,379,290,388,191,26,12,18,34,23,4,44,1800,3,10,21,5,5,0,4,0,0,0,0,0,0,0,0,48,0,0,7,3,19,17,94,126,17,42,43,37,10,0,12,431
CED212,4,5,8,4,3,0,0,145,0,0,0,6,3,12,16,5,7,0,3,0,0,0,4,51,5,32,78,73,115,44,106,102,15,8,8,0,0,0,20,604,35,196,198,58,28,15,31,34,10,5,6,5,0,0,29,656,0,4,0,0,3,26,47,15,4,0,3,3,3,0,0,111,0,0,0,6,14,15,46,16,15,0,3,0,0,0,0,127,0,3,23,45,33,32,27,7,3,0,0,0,0,3,3,180,0,10,28,50,96,51,111,44,14,16,16,0,3,0,4,435,0,0,0,0,0,0,20,17,3,15,10,5,3,0,3,83,21,349,85,29,45,13,36,16,8,4,0,0,0,0,34,647,7,33,137,360,671,565,790,418,46,43,53,37,12,18,82,3259,0,3,6,18,8,12,8,0,0,4,0,0,0,0,0,64,3,0,12,7,9,13,22,19,3,4,7,0,0,0,0,101
CED213,0,0,0,0,0,0,0,33,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,20,0,36,92,77,106,44,134,86,14,10,0,0,0,0,21,631,46,477,364,72,18,15,22,44,5,7,11,8,0,0,84,1178,0,3,6,4,9,15,24,13,3,0,6,3,8,0,4,89,0,0,0,0,5,12,10,4,0,0,4,0,0,0,0,43,0,0,9,12,5,3,7,6,0,0,0,0,0,0,0,40,3,12,27,37,34,12,26,13,5,9,7,5,0,0,3,195,0,0,0,0,0,0,16,0,3,0,0,3,0,0,0,28,52,416,89,49,58,22,35,9,4,3,0,0,0,5,30,780,15,34,171,439,440,258,366,155,36,16,22,7,3,3,95,2056,0,7,22,17,20,11,0,0,0,0,0,0,0,0,3,76,0,0,7,3,0,0,0,8,0,0,0,0,0,0,0,18
CED214,16,15,16,16,6,7,9,420,0,0,0,3,0,38,47,72,172,140,71,144,40,6,15,747,0,9,34,31,40,25,106,57,12,8,3,8,0,0,4,339,40,608,648,116,43,21,45,72,15,11,12,6,3,0,69,1706,0,0,0,5,15,42,85,39,15,7,14,15,3,3,5,255,0,0,0,4,22,29,111,57,8,15,18,12,4,0,7,287,0,0,39,107,69,51,50,13,6,3,7,7,3,5,13,374,0,6,16,63,225,170,359,254,101,110,123,52,17,5,30,1525,0,0,0,0,4,23,210,199,115,200,310,319,82,4,32,1496,0,69,16,6,11,7,23,18,5,3,7,0,0,0,0,174,0,8,36,129,260,419,816,606,102,77,102,88,27,23,65,2752,0,6,451,567,215,123,88,33,7,5,11,4,0,0,53,1575,0,0,0,5,19,41,209,666,69,95,110,114,60,18,20,1422
CED215,29,25,30,29,4,4,6,606,0,0,0,0,3,42,73,43,6,19,0,4,0,5,10,205,0,31,39,36,62,52,197,193,11,11,19,16,4,3,14,698,42,510,650,109,33,26,83,77,24,15,13,5,3,0,78,1682,0,0,0,0,13,37,101,54,13,14,5,4,0,0,8,245,0,0,0,3,35,52,300,140,16,21,21,14,3,0,7,613,0,10,90,241,174,178,247,144,17,17,17,22,14,12,43,1217,0,0,19,55,196,121,631,422,94,81,71,82,47,15,31,1875,0,0,0,0,0,21,220,134,30,33,62,75,16,0,5,609,6,89,24,15,11,26,45,27,3,4,12,0,4,0,3,271,4,11,45,218,430,600,1489,1332,216,178,250,224,93,84,180,5351,0,10,299,341,165,116,67,26,0,5,9,11,4,0,19,1072,0,0,0,3,15,69,367,552,146,172,183,177,76,39,28,1820
CED216,0,5,0,0,0,0,3,34,0,0,0,0,0,4,4,4,0,0,4,7,0,0,4,23,3,27,46,39,33,13,24,25,0,0,0,0,3,0,6,228,31,295,277,54,9,11,12,8,0,0,0,3,0,0,51,753,4,0,0,8,3,9,5,0,0,0,0,8,7,3,8,52,0,0,0,0,6,5,15,7,0,0,0,0,0,0,0,41,0,0,3,4,5,0,3,0,6,0,0,0,0,0,5,21,0,6,14,36,37,12,46,57,14,23,23,19,4,0,33,323,0,0,0,0,0,0,5,11,15,14,18,3,3,0,0,75,44,634,113,50,55,28,27,5,0,0,4,0,0,0,44,1011,9,29,100,300,301,264,277,165,21,19,31,31,8,8,107,1659,0,0,5,4,0,4,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,4,32,41,3,9,14,10,0,0,0,118
CED217,9,8,9,9,0,6,7,258,0,0,6,10,7,10,16,5,0,0,0,0,0,0,0,43,4,19,52,59,121,64,242,231,25,39,42,36,14,6,10,983,65,358,283,70,27,26,54,89,7,15,13,11,3,0,37,1061,6,5,7,21,35,98,140,88,13,16,31,59,43,19,19,605,0,0,0,7,27,37,115,77,11,18,19,17,9,0,0,335,3,3,23,61,28,16,8,0,0,3,0,3,0,0,3,164,3,10,58,111,193,128,172,95,38,32,28,28,10,0,17,930,0,0,0,0,0,9,21,33,14,23,56,45,12,0,4,223,14,104,25,22,32,35,85,36,11,6,10,11,0,3,7,407,15,35,100,299,448,418,653,329,54,44,52,40,23,19,48,2576,0,5,14,18,24,17,12,5,0,0,3,0,0,0,0,99,0,0,0,13,6,10,13,31,5,0,10,5,5,0,0,105
CED218,16,14,15,7,5,0,16,401,0,0,0,4,16,95,149,149,453,202,111,306,89,0,15,1598,0,7,26,22,18,10,34,42,7,0,6,0,0,0,10,184,38,617,885,202,72,43,52,64,3,3,0,0,0,0,75,2064,0,0,0,0,6,29,43,11,4,0,0,0,3,0,0,101,0,0,0,0,9,28,71,41,0,11,5,4,0,0,0,174,0,0,58,199,143,95,102,67,15,7,12,13,6,0,29,758,0,0,15,57,148,101,271,214,31,32,22,25,4,0,39,947,0,0,0,0,3,8,159,55,8,7,20,19,4,3,3,299,7,64,12,14,11,4,4,3,0,0,0,0,0,0,9,125,0,6,16,107,201,335,822,738,154,101,93,93,38,38,142,2878,3,10,650,1044,380,308,239,120,9,12,25,12,7,4,67,2893,0,0,0,16,62,80,426,517,107,142,97,101,44,36,29,1661
CED219,4,7,0,0,0,0,6,122,0,0,0,12,0,29,41,65,27,8,9,6,0,0,10,195,3,16,58,42,91,30,62,48,0,9,4,0,0,0,5,376,18,261,344,93,22,27,31,29,0,4,3,0,3,0,27,871,0,0,0,0,0,9,37,19,0,5,3,0,0,0,3,87,0,0,0,0,15,13,70,12,4,3,0,0,0,0,0,123,0,0,25,52,39,41,58,15,7,3,3,7,0,0,6,261,0,5,7,39,71,35,101,120,21,23,17,9,0,4,15,462,0,0,0,0,0,3,84,58,10,3,5,10,0,0,0,177,15,211,48,35,34,8,30,9,4,0,3,0,3,0,3,402,0,7,53,207,394,514,866,776,138,117,102,100,36,35,120,3457,0,4,125,141,76,64,41,18,10,4,3,0,3,0,8,486,0,0,0,6,23,51,253,268,57,74,33,37,10,19,10,841
CED220,30,22,22,15,11,6,5,407,0,0,9,4,4,15,17,16,0,3,0,0,0,0,0,67,4,24,42,37,80,46,123,184,40,51,110,142,64,4,7,964,48,270,197,55,26,28,57,115,25,21,25,23,9,0,39,923,3,0,6,33,46,90,134,78,28,31,40,41,15,4,24,571,0,0,0,14,50,79,191,93,31,35,21,21,13,3,9,564,0,0,21,26,16,17,10,14,0,0,3,0,0,0,0,119,3,14,93,222,458,229,442,266,79,69,76,75,41,7,21,2096,0,0,0,0,0,5,43,67,32,82,99,90,19,0,10,452,7,88,16,11,32,21,36,31,5,9,11,17,7,0,4,281,15,42,136,238,334,446,656,490,116,118,118,160,50,67,49,3036,0,0,13,16,19,3,6,7,3,0,0,0,0,0,0,75,0,0,0,7,15,14,33,33,14,8,26,11,10,0,3,178
CED221,64,86,29,54,6,11,6,822,0,0,0,0,3,71,150,86,34,20,3,8,9,0,3,391,0,5,46,57,40,8,35,58,10,9,6,0,0,0,9,286,16,135,224,46,22,16,31,27,0,0,5,7,0,0,32,556,0,0,0,0,5,15,47,19,3,6,3,0,0,0,0,98,0,0,0,0,3,14,125,40,5,7,3,5,3,0,4,208,0,0,10,50,54,55,33,21,13,0,12,0,0,0,5,260,0,0,5,27,113,78,301,145,62,29,35,21,9,0,4,829,0,0,0,0,0,33,207,128,24,24,36,41,12,0,9,520,16,261,59,36,42,15,19,9,0,0,5,0,0,0,14,468,8,0,46,196,552,801,1347,1066,137,155,154,163,51,37,130,4850,0,0,16,31,59,38,48,13,3,0,3,0,4,0,13,237,0,0,0,3,20,89,540,866,139,196,173,184,77,42,33,2364
CED222,18,28,33,30,14,6,12,471,0,0,6,8,3,56,47,38,22,8,0,4,0,0,4,191,3,17,45,42,53,19,59,75,8,7,5,12,0,0,11,372,38,831,986,161,45,28,60,63,12,18,25,11,3,0,88,2358,0,5,4,16,38,70,169,73,16,9,13,33,15,10,9,468,0,0,0,13,45,99,490,317,59,54,64,53,20,11,35,1258,0,15,65,129,83,46,52,10,4,8,4,5,4,7,13,428,0,0,27,140,382,235,658,662,466,595,672,455,116,6,113,4519,0,0,0,0,0,19,99,112,54,126,164,146,32,5,6,765,13,101,30,11,20,17,14,7,0,5,0,0,0,0,10,234,8,13,47,162,296,428,537,334,57,71,42,73,23,21,61,2171,0,10,25,54,24,20,14,8,0,0,0,0,0,0,0,157,0,0,4,13,52,70,185,279,90,108,136,96,46,16,18,1116
CED223,0,0,0,0,0,0,0,40,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,15,6,16,30,33,28,12,36,18,3,5,0,16,9,0,3,199,39,360,193,27,7,9,4,13,0,0,6,4,3,0,63,735,0,3,6,3,8,14,15,13,0,5,4,0,3,0,0,69,0,0,0,0,3,3,15,7,5,0,0,0,0,0,0,38,4,3,0,0,0,4,0,0,0,0,0,0,4,0,0,23,0,10,27,16,25,16,31,25,13,21,14,18,8,0,0,225,0,0,0,0,0,0,50,77,27,38,32,16,7,0,7,251,26,354,59,63,33,24,29,14,0,4,0,6,3,0,15,643,14,23,126,276,297,216,235,119,18,19,15,17,8,8,70,1465,0,0,9,11,4,3,3,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,12,16,14,9,6,7,8,0,0,69
CED224,22,20,15,14,10,0,0,306,0,0,3,3,7,27,32,22,0,4,0,0,0,0,0,104,0,27,71,72,104,42,209,197,17,18,12,12,0,3,10,786,48,379,411,101,23,27,40,80,7,3,0,3,3,0,44,1187,0,0,0,3,41,61,108,31,7,3,3,11,6,3,7,303,0,0,0,7,18,25,116,42,6,12,10,9,0,0,5,240,0,0,29,61,59,35,33,28,0,4,10,3,5,0,8,272,0,0,25,81,204,75,213,86,36,37,53,26,9,0,14,875,0,0,0,0,0,10,35,16,5,14,28,9,5,0,8,136,10,154,48,31,31,17,41,14,4,9,9,7,0,0,13,384,10,18,106,268,401,396,662,380,42,43,61,36,10,12,74,2510,0,4,50,169,226,200,116,48,9,5,0,3,0,0,18,846,0,0,3,6,23,19,124,212,33,33,50,34,18,12,9,575
CED225,42,51,43,25,14,3,10,939,0,0,3,0,4,40,29,20,0,10,3,3,0,0,6,108,0,10,61,68,112,63,122,83,6,13,9,3,0,8,8,569,102,1080,748,106,61,33,43,59,6,5,9,4,0,0,91,2346,0,6,3,6,35,60,106,42,5,5,5,9,0,5,5,295,0,0,0,7,24,33,143,53,0,7,5,3,0,0,0,277,5,17,57,125,103,23,21,7,3,0,3,0,0,0,3,378,0,4,66,163,321,141,301,146,48,53,39,18,9,3,9,1321,0,0,0,0,0,10,39,23,20,14,29,38,4,0,7,177,9,131,23,24,26,25,46,22,12,4,5,0,0,0,7,338,8,20,80,191,291,368,453,258,37,36,31,33,10,18,32,1871,8,32,180,114,75,44,23,7,0,5,0,0,0,0,12,499,0,0,0,8,10,24,43,48,11,17,11,17,4,0,3,197
CED226,35,43,54,50,11,7,13,851,0,0,0,0,3,14,16,27,0,0,9,0,0,0,0,78,0,26,48,36,89,39,98,70,9,7,3,5,5,0,8,443,79,642,342,70,30,34,47,62,13,9,26,4,5,0,51,1408,6,5,7,25,43,77,105,56,8,19,9,28,13,3,12,404,0,0,0,9,56,97,235,106,14,14,21,29,26,0,8,619,0,10,31,38,14,13,4,5,0,0,0,0,0,0,7,123,10,33,190,540,1036,472,708,342,101,101,88,88,67,8,47,3834,0,0,0,0,0,6,16,27,11,42,32,50,8,0,0,189,18,91,33,25,12,26,37,22,4,11,12,15,4,0,5,304,21,44,134,253,289,407,568,312,53,54,56,54,33,18,38,2334,0,13,31,13,6,19,9,3,0,0,0,0,0,0,0,104,0,0,0,13,23,21,43,81,17,21,33,33,11,0,4,301
CED227,15,10,4,8,0,0,3,250,0,0,0,0,0,20,35,34,17,4,9,8,0,0,0,124,3,10,46,34,66,27,70,73,18,4,4,4,0,0,5,365,27,179,166,47,17,12,31,27,3,4,0,10,0,0,37,572,0,0,0,3,3,11,41,8,3,0,5,4,0,6,3,94,0,0,0,3,6,16,132,71,0,8,4,7,0,0,0,252,0,0,3,28,33,23,36,21,0,0,3,4,0,0,0,169,0,0,18,18,55,40,235,200,28,34,25,27,7,0,4,699,0,0,0,0,0,9,70,59,9,10,18,6,0,0,0,189,36,429,71,57,67,14,37,16,5,0,4,0,0,0,17,755,10,17,65,214,390,445,740,562,85,102,74,90,36,26,81,2936,0,0,9,13,9,13,8,8,0,0,0,0,0,0,0,62,0,0,0,4,18,61,310,437,62,95,43,43,15,19,8,1117
CED228,7,7,9,12,6,0,8,363,0,0,0,0,0,46,67,69,17,10,8,6,7,0,3,229,4,13,37,27,28,14,56,50,0,0,3,0,0,0,4,247,63,442,550,118,37,17,38,65,20,11,12,8,0,0,61,1427,0,0,0,0,7,22,84,25,9,3,7,3,0,0,4,173,0,0,0,0,18,46,137,80,18,8,13,6,0,0,6,318,0,3,26,103,120,97,282,148,13,34,18,11,11,6,20,885,0,3,24,59,155,108,420,283,78,86,75,46,22,5,26,1383,0,0,0,0,7,38,445,214,46,65,61,66,38,0,8,987,5,107,21,15,9,3,18,5,0,0,0,4,0,4,6,195,0,4,43,215,438,725,1631,1537,263,260,332,318,121,99,190,6194,0,10,105,126,80,54,38,24,8,9,14,4,0,3,18,491,0,0,3,12,45,130,740,953,213,226,234,159,70,37,40,2851
CED229,35,40,58,65,39,10,4,729,0,0,8,3,6,14,13,14,3,6,0,4,0,0,0,79,0,10,41,34,87,63,292,361,122,135,209,360,120,9,20,1875,44,245,187,60,29,24,114,290,67,71,45,62,29,0,28,1305,0,10,4,24,48,71,160,107,40,44,73,72,33,22,14,717,0,0,0,11,42,62,309,187,56,49,46,65,26,3,20,876,0,6,14,31,23,11,8,6,3,0,7,0,0,0,3,119,0,3,49,134,254,191,572,384,100,110,115,101,49,5,33,2100,0,0,0,0,0,14,50,55,53,59,67,103,18,0,8,432,13,62,28,25,22,36,68,38,18,21,16,21,10,3,11,383,12,19,123,315,479,532,874,703,151,185,204,226,85,84,63,4053,0,4,13,24,25,12,32,16,6,7,9,6,0,0,3,147,0,0,0,4,8,22,38,46,16,34,31,18,3,3,0,215
CED230,0,0,0,4,0,0,0,44,0,0,0,0,0,12,18,15,0,0,0,4,8,0,0,56,3,9,14,17,23,5,17,19,0,4,3,8,3,0,3,125,73,390,242,33,9,0,11,21,4,3,0,4,0,0,54,850,0,0,0,0,0,4,18,3,5,4,0,4,3,0,0,49,0,0,0,0,0,3,30,15,9,3,0,5,4,0,0,72,0,6,3,6,4,0,4,0,0,0,0,0,0,0,0,26,0,0,8,13,9,12,120,313,280,317,344,335,70,0,114,1950,0,0,0,0,0,0,38,51,36,40,27,16,12,0,0,211,14,243,51,25,25,7,18,0,3,0,0,3,0,0,11,415,7,5,73,190,246,225,171,122,17,19,15,19,15,11,61,1190,0,0,6,6,3,0,0,6,0,0,0,0,0,0,0,18,0,0,0,0,0,9,17,39,7,10,27,0,3,0,0,118
