CED_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
CED138,13813,13643,5156,375,32989,9301,2000,44288,1658,808,853,72,3390,2777,311,6475,1297,827,790,49,2970,1813,336,5122,2961,1638,1644,123,6358,4596,642,11595,571,217,347,34,1171,1740,176,3087,480,171,199,13,866,858,96,1818,279,43,40,4,364,303,27,693,217,40,28,3,290,229,22,550,63,36,18,0,124,102,11,239,1623,503,637,61,2820,3236,336,6386,69,14,12,0,98,180,12,290,232,28,57,8,323,618,31,972,7,0,0,0,6,15,0,25,37,15,17,0,68,50,11,135,347,55,85,14,496,867,49,1414,45,29,24,0,94,135,11,244,18784,15860,7547,567,42756,18140,3038,63929
CED139,16454,15524,6420,549,38942,13731,1486,54160,435,170,161,14,782,1594,67,2443,63,27,29,3,122,189,27,335,496,194,191,13,902,1781,99,2776,382,210,198,30,825,2025,147,2995,20,0,0,0,26,122,0,150,11,3,0,0,8,30,0,41,0,0,0,0,3,0,0,3,6,3,3,0,18,25,0,44,421,222,204,35,875,2204,149,3233,18,3,0,0,21,65,4,94,17,8,3,0,29,37,8,70,4,0,3,0,11,8,0,13,44,31,11,0,80,82,21,183,80,44,19,0,141,194,26,368,45,53,8,4,110,94,0,208,17500,16032,6839,605,40979,18001,1762,60743
CED140,12425,14986,5226,330,32970,9088,1104,43165,1201,390,445,47,2087,2598,141,4822,838,462,484,35,1823,1253,110,3183,2037,853,934,84,3904,3844,249,8003,855,431,423,36,1742,1996,122,3857,252,101,112,10,475,506,66,1044,566,169,156,26,912,679,132,1729,137,53,46,7,236,191,28,450,54,42,40,0,136,84,4,226,1860,792,772,78,3506,3452,344,7303,36,6,8,0,49,87,8,135,47,25,42,0,116,220,17,350,4,0,0,0,4,0,0,3,15,5,11,0,33,31,3,74,99,34,58,0,194,342,26,567,28,13,16,0,62,100,3,165,16453,16685,7006,500,40637,16827,1737,59198
CED141,14666,16252,6434,473,37833,10694,1203,49724,817,225,431,37,1509,2044,103,3647,524,243,340,28,1131,791,76,1994,1339,469,770,64,2643,2831,175,5643,288,71,191,16,570,1122,47,1739,61,4,18,0,85,138,3,227,191,33,47,4,282,315,29,614,78,14,17,0,115,113,24,248,41,16,24,0,82,60,3,144,668,139,299,23,1133,1743,108,2982,32,8,14,0,48,56,4,106,32,0,7,0,40,63,0,102,3,0,0,0,3,0,0,6,12,15,11,0,38,28,8,76,75,17,31,3,132,149,14,294,17,9,3,0,31,38,0,67,16770,16891,7537,559,41758,15453,1499,58712
CED142,645,732,190,31,1596,415,186,2195,1350,802,303,59,2509,1263,489,4273,3843,2726,1124,182,7875,3786,2339,14001,5193,3529,1425,238,10386,5051,2830,18270,548,172,95,22,840,1242,230,2314,2090,585,378,89,3147,4085,790,8025,8675,2498,1032,353,12559,11803,2745,27100,11205,3049,1274,631,16151,14090,4212,34456,30,15,8,0,55,32,9,91,22549,6318,2784,1097,32741,31257,7984,71984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,40,26,14,189,230,110,532,110,40,26,14,189,233,110,532,82,26,13,7,133,248,38,416,28583,10642,4433,1387,45043,37208,11150,93398
CED143,5574,12814,1991,180,20565,2767,379,23717,475,682,160,12,1334,602,43,1979,1073,1127,332,22,2558,798,107,3466,1553,1814,498,34,3889,1398,148,5442,1710,1350,520,44,3621,2202,374,6201,3814,2033,1008,120,6973,4894,852,12720,2134,918,401,53,3511,2666,335,6517,805,277,121,20,1224,1117,139,2481,96,66,34,5,202,85,9,298,8556,4645,2081,243,15531,10971,1706,28212,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,68,34,22,8,133,81,34,245,67,34,24,8,139,87,34,258,24,16,8,6,44,55,10,111,15771,19317,4601,476,40171,15276,2283,57730
CED144,5252,12719,3826,425,22215,3916,811,26940,481,833,307,31,1656,703,82,2448,1260,3090,1069,79,5496,1296,177,6970,1740,3929,1383,108,7157,2003,260,9416,1792,2688,1084,276,5842,3334,909,10092,1168,1683,729,134,3714,1790,490,6000,1124,1028,390,95,2633,1093,265,3990,395,209,91,34,729,254,107,1095,73,141,48,6,273,77,23,373,4549,5750,2349,540,13193,6553,1794,21541,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,65,21,10,149,93,32,271,53,64,21,10,147,94,32,275,23,23,7,0,54,54,21,129,11619,22487,7580,1086,42775,12611,2920,58304
CED145,2572,5388,848,85,8892,1290,240,10427,745,1415,318,26,2503,784,208,3502,2185,2978,724,73,5957,1659,563,8186,2932,4390,1042,96,8466,2450,774,11684,1648,1130,467,76,3319,2266,735,6317,4311,2012,970,152,7447,5674,1697,14814,3060,1067,479,85,4692,5195,804,10689,1530,497,244,36,2311,2540,315,5162,27,32,13,3,79,38,6,121,10580,4741,2172,349,17846,15714,3550,37109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,110,44,5,375,309,83,765,220,110,44,5,375,309,83,765,30,18,0,0,55,69,10,136,16335,14645,4106,540,35629,19832,4655,60119
CED146,8256,25270,7400,573,41492,5174,655,47322,342,673,303,21,1335,687,42,2067,720,1889,945,75,3627,1195,90,4908,1061,2557,1244,97,4965,1881,134,6979,60,53,88,12,208,389,11,604,47,29,59,8,145,361,14,520,46,89,67,8,212,78,4,296,63,36,12,5,115,98,13,225,89,176,89,17,370,125,17,511,307,382,318,44,1047,1049,56,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,10,11,0,17,4,0,3,0,11,7,0,19,45,68,18,0,134,40,4,179,9663,28281,8979,718,47644,8157,847,56648
CED147,15629,18280,6867,498,41271,9933,1074,52275,934,321,445,46,1744,1959,87,3794,765,601,476,45,1886,1087,108,3080,1697,922,921,92,3626,3044,200,6876,290,164,226,17,695,1151,53,1905,62,12,12,0,86,76,8,165,37,6,0,0,42,51,4,98,0,0,0,0,0,0,0,0,56,45,33,0,132,71,7,210,444,223,269,20,960,1348,70,2378,65,3,20,0,93,198,9,290,26,0,5,0,41,105,0,148,0,0,0,0,0,0,0,5,15,17,7,0,42,28,9,79,110,25,31,8,172,332,18,519,11,15,12,0,43,40,5,87,17898,19465,8106,613,46080,14698,1361,62141
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,12474,20164,5591,480,38709,8049,1095,47854,1258,712,428,58,2459,2443,122,5021,712,839,419,49,2019,779,135,2931,1973,1548,846,107,4480,3223,255,7959,128,72,68,3,267,383,20,671,70,25,45,3,151,221,14,385,46,20,39,5,106,134,11,243,40,6,20,0,63,102,5,170,11,10,9,0,31,27,0,56,290,134,173,19,613,870,46,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,22,22,4,47,8,3,4,0,22,22,4,47,6,7,4,0,14,22,0,37,14753,21860,6620,606,43837,12185,1397,57422
CED202,15109,15384,6161,490,37143,13054,1751,51946,875,425,518,58,1871,2878,204,4956,119,60,84,5,266,264,48,584,999,478,601,59,2142,3147,253,5537,140,40,88,11,285,804,36,1123,20,3,3,0,28,54,3,88,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,3,3,0,12,9,0,16,165,45,102,8,320,864,44,1234,9,6,6,0,22,43,4,68,11,0,0,0,13,41,0,59,5,0,0,0,5,4,0,8,20,17,10,0,49,32,4,87,45,22,22,0,92,121,8,226,29,21,0,0,50,41,5,101,16355,15948,6890,560,39753,17221,2063,59035
CED203,15953,15382,6435,569,38342,14402,1677,54416,451,217,309,36,1021,2153,139,3322,113,44,67,9,241,201,46,486,566,266,376,41,1254,2362,186,3804,68,27,43,4,141,260,13,418,8,4,0,0,11,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,13,0,22,80,25,46,4,159,281,14,456,21,6,0,0,22,58,0,83,34,21,0,0,53,25,0,84,5,0,0,0,3,8,0,13,25,14,7,3,47,38,9,99,77,44,10,4,135,127,11,279,34,14,4,0,50,48,8,109,16712,15739,6875,620,39945,17219,1897,59059
CED204,11226,20982,6116,595,38924,7676,1513,48108,1053,1341,638,72,3101,1988,240,5329,516,936,323,50,1831,463,140,2433,1570,2284,959,120,4930,2451,375,7758,354,384,241,35,1006,835,119,1955,62,39,33,3,136,120,21,284,19,17,19,0,56,41,10,106,0,0,0,0,0,0,0,0,6,5,8,0,18,9,0,33,445,437,297,40,1216,1011,146,2378,0,0,0,0,0,0,0,0,7,6,6,0,21,69,0,90,0,0,0,0,0,0,0,0,0,3,3,0,16,10,0,24,7,9,13,3,35,82,3,117,10,15,4,5,30,23,8,57,13257,23724,7391,762,45135,11246,2047,58429
CED205,8877,25477,6594,614,41562,6322,1071,48957,439,757,384,45,1622,772,65,2460,546,812,411,58,1824,620,141,2583,984,1568,796,99,3445,1390,202,5039,183,299,190,23,695,303,43,1045,0,0,0,0,0,0,0,0,21,29,25,3,67,52,6,128,0,0,0,0,0,0,0,0,4,3,0,0,13,15,0,29,206,334,212,25,776,375,50,1208,0,0,0,0,3,43,0,47,4,0,0,0,5,57,0,63,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,5,6,6,4,0,12,106,0,115,8,18,8,0,37,22,3,58,10080,27398,7609,745,45831,8211,1333,55380
CED206,15103,20247,5964,424,41737,9981,1071,52796,374,154,225,16,767,1266,40,2067,243,120,121,6,492,328,27,849,616,275,343,21,1256,1590,71,2919,39,25,11,4,81,164,5,245,0,0,3,0,3,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,28,28,0,50,57,32,20,4,113,201,5,313,10,0,0,0,10,52,0,66,23,4,0,0,26,92,0,114,0,0,0,0,0,0,0,0,4,6,0,0,18,12,0,28,40,15,5,0,58,153,0,216,20,14,9,0,37,26,3,71,15835,20582,6335,450,43202,11956,1153,56307
CED207,11034,18490,4785,563,34869,7440,1941,44246,1338,1157,447,66,3005,2150,252,5407,1104,1716,530,88,3442,787,436,4662,2441,2879,980,151,6449,2937,688,10072,1302,1635,587,107,3632,2241,270,6147,472,127,106,35,740,748,146,1640,656,142,163,47,1011,1118,173,2304,395,125,107,29,653,476,139,1263,13,9,3,0,27,20,0,49,2833,2040,970,216,6060,4608,727,11399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,17,8,4,32,7,10,0,0,17,9,4,28,5,3,0,0,11,33,9,47,16324,23422,6733,929,47405,15021,3365,65793
CED208,8437,12945,3852,546,25774,7326,2247,35348,2004,1563,788,143,4500,3605,657,8759,2407,1778,740,146,5067,2357,737,8158,4412,3346,1527,282,9564,5963,1396,16920,858,331,269,64,1515,2925,305,4744,347,99,81,21,555,861,124,1542,823,238,174,38,1276,1555,210,3042,83,16,17,13,133,276,34,440,10,13,0,0,22,11,0,32,2118,693,543,138,3502,5631,674,9802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,79,49,33,4,163,137,55,353,79,49,33,4,166,138,55,356,6,3,8,0,18,21,6,45,15058,17031,5958,982,39029,19079,4374,62474
CED209,16491,17645,4885,410,39429,10334,1585,51352,661,242,234,23,1167,1556,76,2802,278,125,124,3,529,294,36,855,938,373,360,27,1696,1849,111,3656,52,13,10,0,69,120,17,204,13,4,0,0,16,21,0,37,3,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,3,0,0,0,8,8,0,17,72,17,8,0,98,147,12,260,12,0,3,0,16,26,0,44,21,3,8,0,39,103,0,145,0,0,0,0,0,3,0,8,7,4,0,0,15,7,0,21,39,11,13,4,68,145,9,215,17,14,3,0,37,26,3,70,17557,18055,5271,437,41320,12505,1725,55553
CED210,13516,16043,6484,602,36646,12532,2004,51184,1112,492,516,66,2182,3967,269,6422,428,238,164,24,852,563,135,1551,1543,726,680,88,3033,4532,406,7973,290,132,144,17,579,1111,74,1774,23,7,8,0,43,106,11,163,65,19,13,3,94,185,23,300,57,4,4,5,68,59,7,134,5,0,0,0,8,6,0,11,440,159,161,26,796,1470,120,2382,0,3,0,5,5,30,0,37,37,6,12,0,53,143,4,203,0,0,0,0,0,0,0,5,30,33,8,0,75,42,10,123,63,44,21,7,139,214,20,367,15,12,4,0,39,47,5,88,15581,16987,7352,724,40643,18797,2553,61989
CED211,13311,20113,5577,506,39506,10627,1240,51377,1214,989,573,58,2834,2782,194,5807,592,769,322,28,1716,570,101,2388,1808,1759,896,93,4552,3354,292,8198,92,95,67,8,260,214,17,496,154,56,81,10,302,360,32,686,272,75,63,17,425,509,48,971,22,4,5,0,27,40,0,74,5,15,10,0,29,24,0,47,546,239,220,28,1036,1148,95,2274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,20,8,0,28,5,10,3,0,20,8,0,29,4,11,0,0,19,24,0,49,15676,22130,6700,627,45126,15161,1633,61926
CED212,12381,17737,6508,472,37093,9680,1275,48044,1343,632,840,62,2885,3982,203,7070,514,375,388,42,1319,835,104,2255,1855,1010,1233,106,4205,4819,308,9327,184,59,111,7,366,769,37,1177,35,11,19,0,69,108,7,180,23,0,12,0,40,61,3,116,0,0,6,0,3,23,0,24,6,8,0,0,21,38,3,61,253,85,151,11,496,995,56,1553,3,0,5,0,5,15,0,26,23,4,13,0,35,209,3,253,0,0,0,0,0,0,0,0,6,15,0,8,23,10,0,32,25,20,20,7,66,239,3,307,9,11,3,0,27,26,0,55,14533,18857,7906,593,41888,15765,1644,59295
CED213,16066,14607,5395,397,36460,12102,936,49502,1312,307,481,29,2133,2849,104,5087,627,276,244,6,1162,516,53,1729,1944,585,730,36,3295,3366,158,6822,375,96,137,11,624,759,24,1399,44,10,9,0,57,66,5,129,27,0,0,0,27,17,0,40,0,0,0,0,0,0,0,0,11,7,5,0,21,22,0,44,449,111,149,13,723,868,23,1616,3,0,0,3,7,33,0,41,74,6,22,0,97,272,12,372,0,0,0,0,4,0,0,6,9,0,3,0,13,19,0,33,84,8,22,3,122,326,10,450,10,6,5,0,24,24,3,45,18556,15313,6304,455,40617,16683,1129,58434
