CED_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
CED101,42,251,2889,12614,10586,4011,873,328,31592,56,212,682,1537,252,66,3,53,2854,10,380,876,2788,2375,413,31,88,6947,63,590,1554,4322,2621,477,34,139,9802,83,720,1097,242,29,11,0,63,2254,27,360,3769,1123,54,0,4,83,5415,37,582,4018,1046,52,7,0,80,5819,0,261,487,168,3,0,0,24,942,8,43,142,60,25,25,9,7,314,156,1963,9520,2647,154,42,13,255,14750,4,64,156,67,19,3,0,8,320,3,21,23,24,15,6,0,3,85,260,2891,14137,19672,13398,4538,925,736,56556
CED102,59,273,3425,13010,7571,2968,851,373,28545,33,137,1477,1484,200,28,4,44,3416,0,143,501,1332,702,106,19,42,2842,37,282,1981,2820,898,136,22,83,6256,72,667,1626,288,52,21,9,52,2787,46,614,4074,593,38,0,6,104,5478,92,1713,8220,1289,64,3,5,171,11555,45,2104,5697,1235,69,0,0,124,9274,4,83,157,90,41,25,9,11,415,264,5176,19764,3492,258,52,32,464,29508,32,127,186,70,17,10,4,18,454,4,29,51,16,14,3,3,24,142,394,5892,25403,19411,8757,3168,909,962,64902
CED103,42,253,2102,10985,11533,4900,1221,282,31313,42,220,834,1947,178,54,12,33,3326,17,282,2011,2524,1126,202,21,72,6248,58,501,2844,4473,1301,250,35,105,9578,50,554,808,266,24,14,7,35,1757,60,1349,5891,779,30,27,3,113,8242,66,2652,7179,1325,39,0,4,121,11391,85,3315,3521,525,14,0,0,82,7548,7,43,99,31,32,21,10,9,250,268,7915,17491,2922,143,59,29,365,29184,3,31,40,40,3,0,0,9,135,6,28,38,13,7,25,0,13,128,377,8732,22516,18427,12992,5238,1286,766,70339
CED104,54,374,1745,10198,19209,7286,1908,279,41050,0,174,527,465,41,10,3,22,1246,10,133,418,1987,433,41,11,17,3047,6,303,942,2448,475,48,14,47,4294,5,219,430,265,18,4,0,16,949,69,113,435,41,0,0,3,12,671,21,534,1383,303,4,0,0,19,2269,0,17,71,17,0,0,0,0,108,5,46,105,30,20,16,8,3,238,101,921,2426,655,41,23,11,51,4235,8,24,53,27,9,3,6,0,119,3,21,31,7,10,7,0,9,84,172,1646,5193,13339,19738,7373,1937,381,49783
CED105,56,375,3621,12942,8915,3121,978,665,30677,37,199,377,688,175,26,3,35,1539,7,292,801,2804,1704,175,17,120,5924,47,487,1180,3491,1880,197,23,159,7460,156,847,2104,446,74,8,3,118,3755,57,265,3938,874,15,0,4,133,5292,75,305,2679,533,16,6,0,81,3695,13,207,1682,567,32,0,0,78,2581,3,74,311,189,100,48,23,29,778,303,1701,10712,2616,241,57,35,438,16104,5,26,124,87,16,8,4,7,279,5,24,71,26,14,3,0,24,170,419,2614,15702,19164,11069,3383,1043,1293,54690
CED106,26,159,1073,8142,15197,8103,1694,212,34611,0,41,128,204,28,10,3,0,423,7,84,332,1347,285,36,9,21,2132,9,131,465,1556,315,49,9,27,2555,16,314,1160,741,39,11,5,36,2316,59,541,3013,940,27,5,4,56,4644,19,1505,5120,2349,63,4,4,75,9140,73,1318,2893,731,25,0,0,52,5087,0,25,52,7,11,25,12,3,136,169,3698,12238,4769,169,35,18,217,21316,3,64,49,12,6,0,0,3,141,4,20,10,8,5,0,0,5,47,211,4068,13840,14486,15690,8192,1722,459,58668
CED107,146,860,5759,23399,19589,4055,972,843,55622,30,519,2119,1115,119,7,7,127,4053,5,201,220,211,48,9,0,23,715,34,717,2344,1325,166,15,14,153,4766,27,365,862,166,26,3,5,51,1509,0,22,45,3,0,0,0,5,74,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,20,9,12,6,0,0,7,45,30,403,918,180,38,5,6,56,1631,33,103,85,103,91,31,8,64,521,7,37,32,48,31,3,5,19,190,252,2120,9136,25056,19917,4110,1006,1128,62731
CED108,73,473,2977,23226,17088,4243,831,846,49761,20,149,552,1260,217,25,8,53,2283,22,225,670,2825,1263,93,15,104,5216,40,375,1223,4084,1482,120,25,153,7494,29,351,106,40,6,0,3,30,566,0,49,326,29,0,0,0,17,413,9,163,1344,240,3,0,0,40,1792,0,0,0,0,0,0,0,0,0,6,27,210,94,36,17,8,23,419,39,587,1980,405,52,17,13,105,3189,0,6,14,21,5,0,0,0,42,3,11,26,15,15,7,0,5,80,155,1445,6220,27745,18642,4384,865,1115,60567
CED109,18,174,1543,10149,11525,4406,836,244,28901,34,199,952,1448,113,19,0,38,2806,3,273,1274,4095,807,110,13,63,6640,37,478,2226,5538,925,128,16,101,9443,23,966,1232,353,36,4,0,37,2646,10,749,4864,1038,15,0,4,60,6739,69,851,4046,1073,22,5,0,74,6139,20,264,956,305,10,0,0,10,1564,3,23,37,26,14,14,0,0,116,124,2848,11140,2789,92,18,8,181,17207,10,53,109,43,15,5,3,10,244,8,12,27,18,10,0,0,3,80,205,3559,15045,18538,12559,4559,865,546,55876
CED110,184,1023,5861,23321,15742,3145,715,788,50771,21,369,2661,1763,156,19,10,144,5145,7,154,771,1340,178,35,4,41,2532,30,516,3433,3109,336,55,11,189,7680,44,798,2566,842,56,3,6,119,4428,7,109,774,186,5,4,0,22,1109,14,189,688,328,16,0,0,26,1263,5,13,141,93,0,0,0,4,252,8,34,24,20,26,3,3,3,107,72,1135,4189,1463,95,13,12,176,7162,80,291,295,110,29,3,4,53,877,7,54,84,53,18,5,0,26,255,376,3019,13871,28057,16220,3226,751,1230,66737
CED111,35,376,3508,17237,12716,3404,732,360,38368,25,326,1407,972,100,14,5,49,2903,12,398,1691,2761,267,25,8,63,5229,37,732,3101,3733,365,40,13,115,8131,45,955,3001,935,112,26,14,87,5177,18,371,2087,426,19,3,0,53,2978,24,467,2303,949,37,0,3,53,3827,12,242,1103,657,37,0,0,23,2075,3,51,74,43,33,9,4,0,223,108,2076,8573,3010,235,45,18,215,14280,16,119,198,85,25,16,4,9,475,10,28,39,33,7,5,9,11,140,204,3337,15422,24093,13353,3502,776,709,61396
CED112,100,684,4436,18608,18406,4151,1072,604,48069,37,392,2283,1543,109,20,6,120,4516,3,250,800,1560,185,15,12,63,2896,45,643,3084,3109,296,33,22,185,7412,18,382,1323,555,54,6,0,65,2402,0,40,348,71,3,0,0,7,478,11,66,544,110,4,0,4,7,749,0,13,118,11,0,0,0,0,146,0,23,84,26,7,6,0,0,149,25,521,2421,774,75,12,6,87,3923,37,97,90,26,6,0,0,22,274,5,29,20,29,13,3,3,3,101,219,1974,10043,22546,18787,4199,1105,902,59780
CED113,242,1161,5342,20529,17217,3983,1065,646,50179,15,299,1822,1029,88,4,6,56,3328,7,190,1058,972,107,3,8,36,2372,18,489,2880,2006,189,14,13,98,5699,51,708,1186,357,50,7,11,63,2436,12,165,433,62,8,0,0,11,689,0,219,674,42,0,0,0,15,953,0,17,56,3,0,0,0,0,80,0,21,21,21,6,3,6,0,78,67,1125,2373,492,72,13,16,87,4241,45,156,182,62,23,12,8,11,512,11,51,65,54,23,12,12,31,256,385,2984,10837,23137,17523,4023,1115,879,60888
CED114,87,646,5946,26243,18677,2909,587,997,56093,14,695,3779,941,71,13,7,152,5679,4,159,209,127,21,8,0,8,544,15,855,3994,1073,91,20,7,164,6223,9,308,1010,298,14,6,3,67,1713,4,9,81,4,4,0,0,0,105,0,0,22,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,8,3,3,0,0,0,19,12,325,1120,307,25,4,3,67,1861,29,131,120,89,36,5,8,50,476,3,23,60,68,58,17,14,52,304,150,1978,11247,27790,18890,2954,624,1332,64963
CED115,44,318,2404,13325,11321,3414,988,504,32319,21,143,329,601,62,15,8,29,1201,10,284,1270,2787,582,67,9,96,5106,31,430,1595,3390,642,75,16,123,6309,64,570,1286,460,28,9,7,76,2517,18,391,4700,480,13,0,4,158,5766,4,248,1537,495,9,0,0,56,2354,75,568,2006,397,8,0,4,40,3099,4,57,285,144,57,48,9,18,621,170,1837,9827,1968,121,56,19,347,14352,7,17,54,23,10,4,3,3,116,6,17,61,24,16,8,0,8,145,257,2615,13951,18742,12105,3554,1029,990,53241
CED116,134,822,5754,23469,19106,3824,856,699,54668,12,287,1981,1186,110,12,7,95,3684,5,185,803,992,122,13,8,42,2168,13,473,2782,2177,231,25,16,134,5849,24,268,841,435,42,13,8,45,1668,0,15,143,70,0,0,0,5,234,0,70,182,80,6,0,5,12,347,0,0,0,0,0,0,0,0,0,0,32,48,41,23,4,3,5,157,23,386,1222,621,68,16,12,63,2415,44,278,568,144,39,10,3,47,1124,8,62,99,33,18,3,0,79,318,223,2012,10427,26452,19469,3880,888,1028,64375
CED117,55,323,2795,7719,4609,1007,221,142,16875,28,434,4045,3863,973,108,22,58,9538,66,410,2144,3634,1413,220,36,60,7986,97,848,6186,7495,2386,334,59,116,17523,331,2326,3997,958,138,25,18,113,7904,335,2230,5799,581,34,4,10,95,9085,288,2236,4057,809,33,3,0,60,7493,27,397,579,141,5,0,0,10,1154,12,93,99,36,16,6,0,3,268,996,7289,14534,2525,221,31,31,280,25907,44,284,399,188,41,10,14,26,1006,10,45,32,17,10,7,7,4,137,1204,8788,23948,17947,7266,1391,338,567,61444
CED118,57,380,2544,15347,22989,5687,1017,543,48573,11,167,858,1138,366,44,10,48,2640,12,214,883,3197,1170,113,16,74,5678,25,381,1744,4330,1542,155,29,123,8316,95,173,133,143,22,3,0,22,602,0,4,210,37,0,0,0,4,259,28,435,3496,535,36,3,0,64,4606,0,16,150,49,3,0,0,7,219,8,31,136,71,29,18,5,8,308,134,659,4121,838,102,23,9,105,5991,0,4,20,16,16,6,0,0,57,4,16,29,26,45,11,0,13,137,215,1443,8451,20561,24689,5878,1049,782,63077
CED119,30,244,1199,13329,17011,4843,821,245,37728,10,82,396,668,187,28,4,15,1391,7,142,785,2854,499,71,4,26,4388,13,227,1184,3520,685,93,11,46,5783,11,380,711,305,17,0,4,22,1457,0,147,2596,257,3,0,7,32,3038,0,397,1633,247,0,0,0,19,2303,0,34,113,55,0,0,0,0,199,5,21,43,32,15,9,0,0,134,23,984,5092,894,33,15,9,81,7129,5,30,41,14,5,0,0,0,97,4,11,15,11,0,6,3,10,56,79,1497,7529,17775,17730,4955,843,385,50790
CED120,122,803,3525,17539,24266,5652,1523,654,54084,23,301,918,700,101,10,6,46,2108,0,122,303,353,122,30,3,23,956,24,421,1223,1056,223,46,7,62,3065,0,146,397,53,19,3,0,18,634,0,29,38,0,0,0,0,0,66,0,7,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,34,39,19,36,15,10,0,152,3,219,483,73,55,14,6,21,872,42,131,86,38,13,3,5,16,338,0,18,44,33,26,6,4,15,149,184,1591,5364,18738,24585,5723,1553,761,58501
CED121,101,770,5851,23638,20676,3740,848,675,56291,0,401,1818,1256,109,13,3,87,3686,3,166,553,430,62,3,0,36,1253,7,564,2369,1688,170,16,4,123,4944,9,350,473,114,25,0,6,38,1018,0,11,61,37,0,0,0,0,103,0,3,29,41,4,0,0,0,77,0,0,0,0,0,0,0,0,0,0,31,49,16,18,4,0,0,120,13,389,616,205,44,10,6,42,1324,37,194,131,37,12,3,4,27,434,6,33,52,32,22,3,0,0,149,159,1949,9016,25599,20920,3774,864,859,63147
CED122,35,171,1416,7133,6417,2500,719,167,18556,58,187,1271,1686,432,96,20,43,3797,14,320,907,2952,1431,213,35,63,5940,76,510,2180,4642,1868,310,51,110,9739,221,1376,3643,1246,147,35,18,129,6815,151,2583,9934,2354,83,13,14,236,15360,128,2801,6906,1814,65,23,5,150,11899,55,1326,3542,1370,61,5,0,80,6435,8,30,48,23,23,8,6,4,147,563,8118,24071,6811,376,82,47,588,40661,11,132,196,84,31,0,3,0,463,8,21,49,12,8,3,8,15,123,688,8957,27901,18679,8699,2901,832,880,69536
CED123,63,451,2525,20006,19087,4507,1184,609,48425,25,209,712,1430,197,29,9,49,2668,12,251,1025,3782,918,53,9,99,6151,37,458,1734,5217,1120,81,19,140,8814,48,322,1104,148,19,3,0,45,1692,18,108,1205,166,5,0,0,30,1524,21,305,1776,173,0,0,3,29,2311,0,229,549,43,0,0,0,5,831,0,38,102,55,29,8,8,4,245,92,994,4735,580,57,9,9,114,6604,3,27,79,26,14,0,3,0,149,3,24,21,24,12,7,3,10,97,198,1958,9094,25852,20286,4605,1223,881,64098
CED124,192,938,6363,23506,17265,3312,846,946,53367,14,283,1928,1432,93,7,0,187,3946,0,81,294,320,71,7,0,8,786,14,361,2218,1751,165,19,5,201,4735,32,478,1241,288,19,7,9,68,2137,8,58,327,72,0,0,0,11,478,0,20,276,69,5,0,0,5,381,0,3,32,41,0,0,0,0,75,3,9,17,7,12,6,0,0,50,43,567,1892,475,46,11,11,88,3121,74,299,321,87,19,9,8,180,997,6,36,54,40,10,9,0,41,205,318,2201,10842,25870,17508,3351,865,1461,62418
CED125,58,478,1979,19663,25222,5390,1172,689,54655,12,84,1210,1485,216,15,11,71,3103,15,326,1246,1650,627,82,11,79,4033,29,404,2452,3132,853,98,19,153,7141,32,167,636,151,13,0,0,24,1023,0,17,304,146,0,0,0,11,475,4,135,1119,286,0,0,0,18,1564,0,28,119,31,0,0,0,0,180,0,64,184,49,39,20,9,11,377,41,401,2357,667,56,20,15,68,3617,0,18,67,13,3,0,0,9,105,0,11,21,16,16,7,0,17,90,132,1320,6878,23485,26146,5510,1207,928,65604
CED126,91,554,1998,10821,14371,5559,1356,269,35019,24,209,429,232,83,27,7,18,1032,20,406,943,1839,348,61,10,54,3680,54,618,1380,2070,431,83,17,68,4716,106,685,1317,712,112,26,11,62,3022,45,1054,4482,667,15,8,3,76,6360,66,955,2816,632,12,4,0,44,4524,0,157,229,122,0,0,0,3,517,8,74,117,44,28,18,5,0,309,230,2924,8962,2185,170,52,20,187,14725,9,59,118,42,3,5,0,6,240,3,18,41,24,10,3,0,10,118,385,4181,12489,15138,14987,5706,1395,546,54824
CED127,103,704,4672,19830,16463,4683,1271,411,48140,21,267,860,1117,102,13,8,34,2425,4,86,303,607,85,9,4,13,1117,26,360,1156,1725,190,18,10,51,3536,20,365,496,120,24,3,4,22,1056,9,62,189,30,0,0,4,6,297,0,19,29,0,0,0,0,5,50,0,0,0,0,0,0,0,0,0,5,41,76,35,31,9,6,0,196,33,489,780,192,57,11,11,33,1608,25,46,48,23,16,6,0,0,167,7,19,29,19,20,11,5,28,139,195,1622,6687,21791,16739,4723,1297,521,53591
CED128,66,419,2474,16854,13033,3994,937,611,38391,8,135,676,699,97,23,4,41,1684,6,179,583,2438,1116,223,28,84,4659,12,316,1260,3140,1215,244,34,131,6341,37,524,895,205,35,10,6,55,1771,28,208,2279,289,22,0,5,60,2879,12,241,2092,232,0,0,3,51,2634,18,114,416,110,0,0,0,14,665,3,35,196,126,61,23,11,20,481,94,1125,5887,962,122,33,19,195,8432,9,50,14,16,4,4,0,0,99,7,28,60,17,21,7,0,7,142,188,1939,9690,20987,14393,4280,991,941,53405
CED129,20,210,1162,9358,25019,9063,1651,342,46835,4,56,370,454,58,10,5,11,969,0,49,805,2919,981,135,24,34,4946,3,103,1172,3376,1034,149,28,49,5905,19,164,628,375,9,0,0,35,1229,0,83,720,403,6,0,0,11,1232,5,498,1813,640,22,5,0,29,3007,0,222,836,220,10,0,0,16,1303,10,27,57,24,29,14,11,4,181,31,996,4060,1655,82,15,13,96,6945,0,0,0,0,0,0,0,0,3,3,5,15,24,21,10,5,8,93,60,1317,6411,14415,26154,9243,1692,496,59786
CED130,186,1025,5910,24303,17075,3432,834,915,53681,32,601,2224,762,59,15,7,129,3826,3,136,332,113,21,0,0,16,623,39,735,2556,878,82,16,10,146,4449,17,359,558,102,21,5,3,27,1103,0,7,53,7,0,0,0,0,72,0,0,17,3,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,10,5,8,0,3,0,0,36,17,381,643,126,26,8,5,32,1235,60,142,115,49,24,8,8,41,439,19,58,51,54,17,7,9,29,245,315,2338,9269,25408,17221,3472,865,1164,60053
CED131,73,538,6577,21823,11912,2616,571,384,44495,16,494,2407,1248,122,23,6,74,4402,44,540,2084,2895,381,80,25,92,6130,57,1031,4490,4142,505,100,35,167,10531,124,1345,1500,359,58,10,5,90,3493,36,499,1436,237,6,4,3,52,2289,57,419,953,443,24,0,8,20,1921,24,415,634,274,23,0,0,10,1386,7,78,112,62,22,10,0,4,290,253,2757,4633,1385,130,30,16,179,9383,19,71,94,43,24,4,0,7,250,11,42,26,23,9,0,5,11,128,405,4443,15822,27406,12577,2753,631,749,64787
CED132,25,132,1577,6919,8156,3588,680,106,21195,10,78,780,906,228,23,0,9,2029,13,303,1192,2822,567,67,16,24,4999,23,377,1974,3728,789,92,15,27,7034,92,1075,2840,1014,75,12,6,48,5169,252,2184,6414,1662,65,8,6,98,10680,303,3259,6230,1786,38,8,4,100,11731,546,3756,5287,1775,69,0,7,107,11545,0,9,36,23,20,4,0,6,101,1199,10283,20808,6265,261,32,18,359,39222,12,44,62,26,6,3,0,3,152,3,40,32,18,10,0,0,11,118,1259,10872,24463,16956,9228,3720,720,503,67719
CED133,331,1512,7043,25247,16430,3254,781,961,55559,37,396,1907,907,89,8,7,95,3446,11,120,703,573,88,23,11,27,1551,44,513,2609,1482,178,35,17,121,5001,28,371,1128,382,49,5,7,58,2033,0,14,146,28,4,0,0,4,200,0,5,10,0,0,0,0,0,22,0,0,0,0,0,0,0,0,5,3,48,63,36,14,9,0,4,180,33,441,1347,449,72,15,6,68,2433,165,502,297,177,74,13,3,76,1306,20,62,65,52,22,8,4,22,249,595,3033,11361,27406,16779,3317,809,1244,64545
CED134,133,885,5605,22196,15865,2970,781,1050,49480,22,408,1821,517,131,21,13,104,3040,0,37,127,54,7,3,6,9,232,26,439,1948,566,141,28,16,109,3268,39,567,1015,135,24,3,0,62,1845,0,5,6,0,0,0,0,0,8,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,14,3,6,0,0,0,33,39,577,1041,134,29,3,3,65,1895,57,166,128,93,31,3,3,50,537,16,81,97,114,72,35,33,47,494,268,2148,8813,23109,16138,3050,837,1316,55677
CED135,56,376,2669,10622,8025,2975,779,394,25890,46,361,764,778,113,25,5,52,2143,39,495,1695,4071,1544,240,29,131,8242,85,861,2458,4850,1654,259,41,182,10380,57,702,3445,583,49,4,7,80,4924,37,556,7552,1227,30,3,6,172,9583,52,1409,7561,1644,34,5,4,178,10883,201,1511,4747,705,18,4,0,124,7312,0,34,124,61,33,15,11,13,288,353,4204,23425,4231,160,27,31,563,32991,6,19,134,54,7,3,0,4,234,8,50,97,31,10,0,0,25,219,503,5501,28786,19782,9865,3267,841,1169,69717
CED136,72,551,5072,22626,22510,3481,683,601,55592,8,342,2683,1716,192,10,4,99,5048,0,231,615,1259,322,21,11,39,2504,5,572,3298,2967,514,30,15,141,7550,11,387,510,107,21,3,7,45,1088,3,22,121,66,4,0,0,8,234,0,28,270,144,13,0,0,3,459,0,0,0,0,0,0,0,0,0,0,25,70,37,19,7,0,0,161,18,457,972,357,52,11,4,59,1940,38,197,254,80,15,3,0,25,612,10,32,29,40,21,8,0,11,150,147,1814,9624,26082,23115,3535,699,829,65852
CED137,48,209,1960,8994,7506,3216,973,237,23144,10,174,824,649,157,28,11,23,1876,11,109,908,2352,684,107,51,52,4272,23,280,1735,2995,842,134,63,72,6146,138,797,3085,1030,112,24,9,86,5282,46,664,5300,1513,78,5,9,96,7713,124,3715,10552,3343,155,46,3,230,18166,53,3668,8348,1711,54,6,0,179,14028,0,29,72,32,31,8,9,3,183,370,8861,27351,7630,437,93,29,601,45370,30,116,245,148,23,5,0,5,565,16,70,108,36,4,0,0,26,268,482,9539,31401,19809,8813,3449,1065,938,75494
CED138,264,1450,5203,18167,14667,3127,746,673,44288,10,318,2577,3206,209,25,6,127,6475,10,320,1670,2742,254,32,10,81,5122,20,639,4254,5949,467,54,14,204,11595,64,569,1699,601,55,10,7,86,3087,0,159,1225,389,8,3,0,35,1818,0,76,389,208,9,0,0,14,693,0,54,347,127,5,0,0,14,550,16,102,56,28,25,8,0,5,239,85,964,3715,1356,96,21,6,142,6386,123,550,535,107,25,7,3,73,1414,28,77,51,36,22,3,6,16,244,516,3678,13763,25616,15265,3212,780,1110,63929
CED139,119,679,5546,24075,18503,3551,746,943,54160,19,304,1491,455,83,16,3,72,2443,4,32,167,116,14,3,0,5,335,21,333,1659,571,91,23,7,76,2776,34,465,2074,266,35,7,14,97,2995,0,51,79,16,0,0,0,5,150,0,10,21,16,0,0,0,0,41,0,0,0,0,0,0,0,0,3,0,8,17,10,14,0,0,0,44,34,535,2187,303,49,15,14,98,3233,39,99,82,70,29,15,18,21,368,7,29,33,54,36,13,7,31,208,222,1675,9494,25074,18704,3607,789,1174,60743
CED140,128,867,5509,16492,14607,4219,849,492,43165,17,225,2161,2203,66,8,3,135,4822,15,217,859,1846,170,22,3,51,3183,29,446,3021,4049,242,28,7,186,8003,66,563,1633,1340,143,18,14,90,3857,21,69,606,316,19,0,0,12,1044,21,199,1155,310,19,0,0,23,1729,0,61,247,140,0,0,0,3,450,12,37,85,45,25,13,4,9,226,125,925,3718,2157,196,29,15,135,7303,21,152,271,80,17,9,0,19,567,12,40,38,20,9,0,5,28,165,312,2425,12563,22805,15075,4286,877,861,59198
CED141,67,650,6446,22323,15668,3479,578,525,49724,5,377,1995,1116,67,10,9,72,3647,3,137,706,997,111,6,5,31,1994,9,511,2705,2112,176,18,11,97,5643,25,477,889,255,17,4,0,53,1739,3,53,112,52,0,0,0,7,227,0,159,308,129,5,0,0,18,614,0,57,136,57,0,0,0,0,248,4,31,57,36,14,6,0,3,144,27,782,1508,530,34,8,3,85,2982,16,79,117,57,10,5,0,12,294,3,13,14,8,4,0,0,15,67,127,2033,10794,25027,15894,3507,589,731,58712
CED142,25,113,372,937,547,138,37,23,2195,17,507,1999,1305,330,48,19,41,4273,209,1350,4253,5319,2177,397,162,130,14001,229,1854,6255,6621,2506,454,176,174,18270,245,874,776,277,44,15,14,61,2314,657,2772,3664,712,82,4,4,124,8025,1421,10270,12033,2801,125,15,16,424,27100,1738,12384,16294,3317,162,16,22,520,34456,9,25,23,20,16,0,4,0,91,4066,26330,32784,7127,426,53,56,1134,71984,42,170,156,116,23,9,3,10,532,64,162,91,33,10,3,8,42,416,4427,28630,39661,14837,3511,657,290,1388,93398
CED143,78,274,1445,7102,9389,4360,924,133,23717,74,187,428,923,311,35,0,17,1979,8,238,727,1850,519,82,25,27,3466,83,423,1161,2769,833,121,28,41,5442,116,1279,3029,1500,174,37,11,54,6201,106,2625,8012,1725,96,8,7,122,12720,142,1879,3286,1103,40,5,3,60,6517,51,671,1165,555,14,0,0,27,2481,10,61,125,56,27,10,3,0,298,425,6515,15620,4939,358,62,30,256,28212,0,48,122,63,11,3,0,6,258,8,23,42,16,3,4,4,14,111,590,7289,18382,14888,10591,4546,988,459,57730
