CED_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
CED316,0,3,3,66,18,20,11,0,0,128,0,4,3,6,12,15,20,18,3,90,0,7,0,20,26,19,9,3,0,88,9,56,36,271,141,206,215,140,49,1114,148,436,375,927,539,683,773,643,294,4808,3313,8834,7477,15943,9748,12182,12792,7726,2804,80821,0,0,0,0,0,0,0,0,0,0,6380,16576,13399,23506,14283,17032,18217,10281,3209,122891,0,4,3,24,9,3,0,0,0,42,0,0,0,4,0,0,0,4,0,7,0,4,0,19,10,13,4,0,0,51,0,3,0,3,6,6,0,0,0,25,0,13,9,74,32,47,68,34,4,281,0,0,0,11,8,3,3,0,0,28,0,7,21,103,48,59,22,7,5,272,0,0,0,5,3,10,22,21,11,71,0,12,0,18,3,13,14,10,0,82,12,88,176,509,659,1401,1821,1633,437,6728,0,8,17,76,28,51,22,17,0,225,0,3,6,31,8,25,32,25,8,136
CED317,0,8,0,44,15,16,6,0,0,84,0,0,6,13,8,11,15,10,0,50,0,3,12,55,25,24,11,7,0,141,7,42,44,447,186,186,157,114,27,1196,371,970,913,2188,1125,1034,844,504,266,8208,4713,11349,9054,20758,11044,11413,9039,4856,1779,84011,0,0,0,0,0,0,0,0,0,0,8993,20673,16156,30172,16512,17376,13648,6757,1986,132278,0,4,0,6,0,0,0,0,0,9,0,0,0,4,0,3,3,0,0,12,0,0,0,40,6,0,3,0,0,49,0,5,0,8,0,0,0,0,0,15,3,14,5,80,44,40,41,25,4,252,0,0,0,21,4,8,4,0,0,28,3,8,18,117,33,22,17,5,4,224,0,0,0,0,3,7,22,38,17,87,0,4,0,10,5,0,3,3,0,22,3,64,89,493,422,856,823,572,139,3463,0,10,24,100,64,60,21,7,0,302,0,6,8,78,21,19,24,7,3,164
CED318,0,15,23,119,51,18,11,0,0,238,0,3,0,37,21,23,15,4,4,99,0,3,13,36,25,26,16,0,0,119,13,91,149,938,414,348,252,155,43,2403,330,808,924,2428,996,903,634,341,138,7500,4866,11474,10072,24737,12680,11355,8157,3821,1405,88573,0,6,3,10,0,0,0,0,0,20,8962,20268,15838,29672,16015,14362,10426,4463,1423,121434,0,0,5,25,6,3,0,0,0,40,0,0,0,10,6,9,3,0,0,25,0,0,3,168,22,13,3,4,0,220,0,3,9,23,14,3,6,4,0,64,8,16,33,222,87,88,72,33,4,568,0,0,5,165,11,9,3,7,0,203,7,41,53,371,158,136,69,28,9,878,0,0,0,7,10,22,26,31,14,110,8,0,17,13,6,16,10,7,10,88,7,159,251,1305,1164,1643,1372,827,210,6942,0,15,30,98,55,58,29,13,3,304,0,11,27,207,54,53,48,18,4,418
CED319,0,16,20,95,62,48,13,12,4,266,0,0,0,20,13,13,8,11,0,76,0,0,14,46,19,10,13,3,0,110,18,107,126,956,292,222,154,98,40,2012,132,221,315,897,283,250,243,254,314,2904,4695,9019,9468,25603,10842,8787,6893,4768,2760,82842,0,6,0,18,10,14,6,4,0,56,9120,16293,14829,32340,14522,11710,9027,5815,2890,116537,3,11,21,56,8,7,0,0,0,110,0,0,0,31,4,29,12,6,0,84,0,13,25,314,31,14,5,6,0,409,0,4,0,18,3,5,3,0,0,33,5,22,28,178,65,36,24,7,6,371,0,4,4,34,13,16,5,4,0,87,0,48,123,573,193,187,134,52,33,1344,0,0,0,21,15,20,15,18,11,93,0,4,10,17,0,13,8,8,4,59,15,245,342,1256,919,842,655,491,196,4971,0,16,58,292,160,168,118,51,13,864,4,18,15,111,26,34,22,13,9,242
CED320,3,0,10,61,41,16,10,3,0,142,0,3,14,16,21,15,24,23,5,127,0,7,12,55,27,35,15,4,0,156,7,68,88,382,204,191,206,112,45,1296,238,603,549,1239,551,516,527,373,207,4814,5402,12193,10974,23776,11937,11660,11153,5998,1998,95091,0,0,0,9,0,0,0,0,0,15,10333,22502,18767,34752,16701,15650,14764,7630,2191,143288,0,0,0,15,0,0,0,0,0,23,0,0,0,13,9,8,0,0,0,32,0,3,3,53,18,5,7,0,0,91,0,5,0,21,17,5,4,0,0,57,4,16,13,99,55,57,45,25,8,327,0,4,0,14,12,11,11,6,0,66,5,8,20,157,71,48,32,11,11,359,0,0,0,8,8,23,21,26,3,85,0,4,0,13,6,3,14,5,3,46,14,196,496,996,1244,1818,1898,1421,395,8482,0,8,28,172,88,92,72,19,5,476,0,0,6,35,23,23,32,23,7,149
CED321,3,12,10,70,3,5,3,0,0,112,0,0,0,0,3,7,6,6,0,22,0,0,3,23,7,14,12,0,0,76,0,15,33,227,74,102,76,66,22,611,287,855,703,1654,905,1015,860,604,311,7187,4090,9802,7816,17097,9764,10783,9174,5291,2054,75875,0,0,0,4,3,0,0,0,0,4,7832,17910,13829,25948,15348,17091,14962,7954,2645,123521,0,3,0,4,4,0,0,0,0,8,0,0,0,7,0,0,0,0,0,6,0,5,5,37,7,3,0,0,0,62,0,7,0,13,0,4,0,0,0,23,0,9,7,51,21,34,34,8,4,172,0,3,5,38,6,9,4,3,0,66,0,0,5,81,30,23,13,4,0,152,0,0,0,0,0,4,13,15,5,42,3,3,0,7,0,0,3,0,0,20,3,20,57,236,264,600,767,599,127,2674,0,7,12,48,29,38,11,0,0,143,0,0,16,37,4,12,15,9,6,99
CED322,0,10,9,67,20,24,6,7,0,139,0,15,11,33,34,19,19,16,8,157,0,0,4,43,26,9,13,10,0,98,11,81,121,864,322,243,282,176,83,2180,169,408,405,1167,499,411,401,337,263,4052,4020,10130,9691,23179,11540,10259,8972,5242,2606,85643,0,0,0,3,0,0,0,0,0,4,7957,17777,15011,28303,14240,12443,10835,5835,2485,114885,0,0,0,9,10,0,0,0,0,20,0,0,0,28,20,42,21,12,4,130,5,53,108,1293,126,29,19,0,0,1636,0,0,4,12,11,3,4,3,0,38,8,35,50,369,121,64,69,12,17,728,0,0,6,86,22,13,13,18,3,154,9,139,204,848,307,254,134,66,35,1993,0,0,4,18,20,37,37,53,11,174,0,0,6,10,13,19,47,36,13,143,27,343,573,1569,1327,1366,1243,1046,417,7904,0,0,15,64,42,47,25,21,5,211,7,14,16,152,45,38,33,22,8,339
CED323,3,19,57,158,66,34,20,5,0,371,0,6,10,41,15,20,21,20,6,132,0,0,15,43,15,19,18,7,0,117,17,111,280,1477,453,456,424,275,126,3623,194,432,771,2101,772,824,709,567,388,6767,3747,8296,11340,26843,12124,11584,10155,6378,2549,93016,0,0,6,12,13,0,0,0,0,24,7110,14199,15652,26752,13881,12542,10965,6608,2230,109951,0,9,16,70,9,3,0,0,0,109,0,0,3,108,41,86,59,14,0,319,12,45,227,2066,88,25,18,8,0,2478,5,6,17,20,12,17,3,3,0,93,7,22,69,378,104,92,62,27,5,785,0,7,20,223,38,20,27,19,8,359,11,184,384,1475,430,407,242,78,34,3248,0,0,0,48,39,69,102,106,33,391,5,14,9,34,28,39,69,55,21,264,28,198,473,1561,1044,1478,1409,1138,427,7764,0,4,23,120,56,53,43,21,5,324,0,19,27,229,43,39,55,37,18,478
CED324,9,24,135,464,310,267,197,52,26,1489,0,6,9,6,11,8,12,9,0,61,0,4,15,76,31,23,21,0,3,173,29,275,393,1363,500,407,323,173,65,3520,155,324,371,1013,307,268,240,185,135,2998,4751,9984,10964,27052,10506,8719,6867,3990,2025,84858,5,49,93,301,84,38,9,0,0,573,8980,16460,14901,23879,10562,8540,6608,4214,1939,96085,3,26,26,166,36,28,26,0,0,319,0,5,10,153,86,108,99,26,4,492,0,11,21,213,23,7,3,0,0,280,0,0,15,49,51,54,33,10,3,213,11,32,32,194,79,42,18,10,3,422,0,3,12,58,29,22,33,20,4,180,47,418,1091,4874,1445,1382,924,331,140,10644,0,0,3,44,25,65,51,51,13,250,3,23,16,41,11,20,23,7,3,155,27,213,329,877,694,708,582,448,177,4050,0,13,43,260,159,143,99,49,9,782,0,18,22,120,38,19,10,4,7,239
CED325,11,144,364,1906,1266,958,597,181,97,5522,0,3,5,19,17,11,13,16,4,92,0,10,22,115,51,42,21,7,0,264,46,423,732,1922,774,505,357,211,77,5044,288,658,500,1296,417,355,258,170,74,4010,6417,13507,11781,28217,12022,9604,6777,3504,1376,93200,9,28,70,216,48,23,7,0,0,402,12484,22521,16449,28721,11262,8743,6138,3090,1051,110455,0,41,85,255,101,34,15,5,0,537,0,0,3,52,31,32,15,15,6,157,0,17,30,203,53,28,11,6,0,342,0,5,9,37,18,17,18,0,0,108,3,25,20,111,60,35,24,16,0,306,0,9,7,45,70,57,46,26,0,267,10,101,153,868,335,298,201,59,34,2058,0,0,0,23,23,50,16,25,11,151,8,19,65,35,19,4,19,7,0,178,26,231,319,912,920,1268,907,745,262,5591,4,26,94,548,326,247,156,49,20,1463,3,12,14,60,28,31,25,17,3,185
CED326,0,8,10,73,47,23,21,8,5,187,0,10,13,26,23,18,32,29,11,150,0,7,25,108,49,44,22,3,0,261,14,126,145,761,349,267,234,174,63,2126,182,440,388,1018,457,398,384,354,284,3905,5563,12241,10380,25775,12544,10901,9879,6079,2736,96101,0,0,8,45,13,9,5,5,3,98,10876,21140,15812,30222,14607,12848,11816,6897,2796,127023,0,4,6,72,22,18,4,0,0,123,0,0,0,32,14,25,6,0,0,84,3,18,17,176,42,12,4,0,0,273,0,0,4,13,6,0,9,0,0,33,9,27,26,117,75,70,46,22,10,403,0,4,8,31,27,20,10,5,0,107,5,55,62,522,174,155,122,37,19,1145,0,0,0,16,7,19,22,17,11,88,0,17,8,32,12,16,16,10,9,119,25,397,657,1416,1510,1580,1520,1330,408,8842,0,22,43,394,223,182,121,50,8,1043,0,4,9,57,46,40,26,24,9,217
CED327,0,16,38,256,181,138,61,23,4,724,0,3,4,3,0,14,14,9,3,52,6,0,32,99,55,39,26,10,3,276,40,308,584,1486,730,620,471,207,87,4539,400,855,698,1786,591,403,343,227,173,5479,6560,14245,11986,27917,11583,9901,7575,3343,1297,94401,18,133,241,1015,192,79,36,6,0,1722,12104,23159,15994,24354,10693,8752,6980,3166,962,106163,0,12,10,119,29,19,6,0,0,204,0,0,15,204,105,148,80,24,3,581,0,5,7,78,29,10,4,0,0,128,4,24,38,209,170,142,96,35,16,736,0,22,21,72,37,21,14,8,3,203,0,0,0,18,21,22,25,3,5,96,20,270,376,3399,750,753,611,128,55,6364,0,0,0,62,63,85,89,65,13,383,0,25,27,86,36,32,37,13,0,271,12,82,230,531,637,1035,893,686,199,4307,3,34,98,581,398,319,172,66,23,1696,0,0,3,33,4,28,9,9,3,103
CED328,8,21,43,149,73,39,19,8,0,357,0,9,6,20,31,15,15,17,5,115,0,6,17,72,70,67,31,8,9,263,37,202,257,1111,423,279,222,112,54,2698,65,171,324,649,210,195,175,164,172,2131,3864,10826,13222,22327,11618,8381,6971,4178,1975,83367,0,0,9,19,9,3,0,0,0,37,7421,18398,20081,25404,13793,9975,8490,5250,2100,110911,5,32,13,193,28,14,7,3,0,289,0,0,0,19,7,7,4,0,0,40,5,22,32,311,60,17,5,0,0,456,0,6,0,17,3,6,4,0,0,48,16,82,78,285,139,83,50,15,3,750,10,15,15,110,34,16,15,6,0,223,19,343,881,2109,429,260,197,75,29,4346,0,0,3,13,12,19,13,6,6,71,4,33,17,59,6,7,3,6,0,144,60,628,934,1472,1547,1317,907,711,248,7810,0,9,29,107,70,57,44,16,0,327,4,31,41,166,89,43,32,12,3,424
CED329,0,10,7,47,15,7,0,0,4,86,0,0,6,11,13,31,22,19,7,103,0,0,10,23,29,27,23,5,0,114,5,34,49,292,192,195,203,115,47,1132,174,465,403,1050,715,764,720,518,227,5038,3031,8472,6889,14699,10567,12733,11936,6247,2300,76871,0,0,0,0,0,0,0,0,0,4,5779,15817,12766,22175,15188,18033,17362,8552,2733,118401,0,0,4,5,5,0,0,0,0,12,0,0,0,3,0,9,0,0,0,10,0,10,13,217,26,11,3,0,0,281,0,7,3,9,3,0,5,0,0,23,0,25,17,98,82,65,66,30,4,390,0,0,3,27,13,0,0,4,0,53,0,12,10,58,35,30,17,13,0,174,0,0,0,3,5,19,21,19,0,61,0,0,0,3,5,4,9,7,4,34,10,180,262,635,1040,1661,1915,1331,340,7381,0,6,14,25,25,26,16,7,0,121,0,15,15,137,30,49,34,28,9,308
CED330,0,3,6,79,45,29,19,3,0,184,0,0,14,19,25,23,15,6,0,104,0,4,21,53,43,37,19,3,0,178,10,51,115,556,311,287,226,102,52,1706,252,611,539,1262,653,576,513,273,120,4799,5413,13029,10770,23363,12971,11562,8783,4110,1401,91387,0,8,13,29,6,5,0,0,0,64,10616,24558,18285,33010,18047,15661,12042,5499,1549,139259,0,4,10,42,3,5,0,0,0,71,0,0,0,24,11,6,7,5,0,59,0,5,6,61,14,7,0,7,0,103,0,3,0,45,27,17,3,0,0,98,7,29,23,99,58,54,30,12,3,320,0,3,0,12,16,15,9,3,3,66,4,19,59,235,70,80,24,15,0,505,0,4,0,9,17,44,26,12,9,122,0,5,3,9,0,0,8,11,0,43,12,224,413,1075,1363,1877,1528,979,254,7728,0,15,21,134,64,45,38,16,7,325,0,0,8,50,24,26,27,16,0,154
CED394,0,0,0,14,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,6,3,0,0,7,5,9,27,119,12,12,14,0,0,195,32,60,156,487,171,163,99,20,3,1183,229,457,777,2230,887,1170,870,160,25,6807,0,0,0,0,0,0,0,0,0,5,414,737,927,2462,1193,1608,1380,268,26,9019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,28,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,24,8,9,0,0,0,46,0,0,0,35,0,0,0,0,0,37,0,0,4,49,4,4,0,0,0,69,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,9,38,142,70,169,167,59,9,657,0,0,0,6,4,0,0,0,0,16,0,0,18,52,0,5,7,0,0,81
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,24,0,0,9,18,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,16,7,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,12,88,453,1081,719,555,345,106,52,3411,0,0,4,20,11,12,29,9,0,83,0,9,16,44,20,7,9,0,0,100,27,224,448,1536,464,356,363,237,159,3816,128,251,538,1130,399,363,375,277,216,3685,4715,9411,13822,31970,11439,10790,8901,5142,3182,99379,12,140,377,1111,318,181,76,17,0,2228,9055,15527,16530,32328,14348,13272,9455,4518,2201,117228,12,62,56,414,84,11,0,0,0,642,0,0,10,180,96,104,85,27,12,515,0,16,15,401,35,11,3,3,0,484,0,16,42,181,184,138,115,50,8,736,10,23,36,173,34,45,25,11,0,359,0,0,11,59,32,19,16,4,0,146,21,194,1948,3636,562,456,284,107,52,7259,0,0,0,77,47,96,104,75,42,435,5,35,22,88,23,14,33,30,19,255,32,175,321,1021,774,1501,1250,712,311,6099,0,11,3,79,30,36,17,5,8,186,4,20,18,144,38,35,30,12,7,306
CED402,4,14,9,81,31,16,9,0,0,159,0,7,4,6,8,27,15,16,5,84,0,0,9,20,19,13,9,7,0,67,0,45,60,245,80,98,96,79,53,758,212,556,500,1142,748,809,814,549,323,5640,4238,10067,8408,18632,11096,12397,10996,6438,2816,85087,0,9,37,129,72,40,9,0,0,290,8071,18844,15785,30420,18216,19593,17416,9057,3285,140683,0,3,0,32,0,0,6,0,0,42,0,0,0,6,6,0,5,3,0,14,0,0,0,31,9,0,4,0,0,45,3,6,7,45,8,11,4,0,0,77,4,7,3,42,18,27,15,0,0,117,0,0,0,4,3,0,0,0,0,11,5,42,26,290,91,65,20,7,0,545,0,0,0,4,4,22,34,31,11,111,0,3,0,10,5,5,0,8,0,32,4,61,110,384,646,1645,1444,967,332,5581,0,0,8,28,11,18,6,0,5,72,0,0,0,31,20,4,15,8,0,72
CED403,0,22,48,172,86,58,43,3,5,437,0,4,7,28,21,27,27,21,13,146,0,3,6,28,19,16,5,0,0,77,31,195,228,979,339,299,263,240,126,2698,70,173,261,627,245,312,340,298,227,2560,4137,9067,10426,23544,11261,11454,10741,6624,4008,91268,4,26,13,64,21,4,0,0,0,131,7964,16029,16177,29071,15479,15265,13756,7558,3910,125216,4,30,28,157,26,9,3,0,0,270,0,0,0,62,33,63,39,12,3,215,0,27,21,412,22,9,3,0,0,501,0,4,9,38,36,41,26,7,5,167,16,37,24,181,73,67,46,19,0,465,0,0,0,31,13,11,6,13,0,69,17,164,432,1979,432,349,240,62,18,3699,0,0,0,16,13,37,48,55,31,210,0,17,15,64,8,19,42,28,10,209,31,300,582,1296,1415,1995,1836,1337,693,9474,0,0,7,30,16,14,23,12,7,110,6,20,14,83,53,34,26,9,7,259
CED404,3,11,15,48,17,7,0,0,0,102,0,0,3,7,18,18,16,9,3,81,0,0,8,29,17,10,0,0,0,64,5,9,34,230,109,105,126,80,37,731,240,669,541,1370,839,924,814,591,278,6282,4485,10057,8194,18723,10880,12531,10889,6321,2549,84624,0,0,4,11,4,0,0,0,0,9,8577,18867,15378,31356,17881,19950,16986,8854,3049,140896,0,8,3,24,0,0,0,0,0,39,0,0,0,3,0,9,4,5,0,27,0,4,0,25,0,0,0,0,0,30,0,0,6,17,8,3,3,0,0,38,0,3,9,41,20,17,16,5,6,111,0,0,0,3,5,5,0,10,0,27,0,12,12,97,19,14,6,6,0,161,0,0,0,4,12,29,51,66,17,168,0,3,3,20,0,3,8,3,0,45,3,30,80,281,630,2106,1718,1099,364,6311,0,0,0,33,14,12,3,0,0,64,0,0,4,23,7,20,22,15,4,100
CED405,8,56,154,546,329,357,207,56,42,1753,0,0,14,18,8,30,23,12,5,109,0,0,5,20,17,10,0,0,0,49,19,143,258,1031,483,385,371,297,178,3170,128,236,267,805,339,383,335,315,168,2972,4345,8555,9332,23492,11451,11834,9799,6264,3391,88465,0,22,44,125,31,19,10,0,0,248,8417,15223,15195,30607,15964,15726,11305,5980,2839,121251,0,16,19,82,21,0,7,0,0,145,0,5,6,226,137,177,96,60,20,722,3,16,15,361,27,8,12,0,0,443,0,4,13,75,60,81,37,20,9,301,7,27,17,93,56,44,27,6,0,278,0,0,4,38,10,19,12,5,4,94,4,39,135,716,214,216,174,104,41,1644,0,5,0,111,70,131,154,169,76,720,3,37,22,102,21,26,55,29,8,310,19,215,362,952,1073,1812,1387,812,400,7031,0,0,10,38,19,9,12,3,0,98,5,17,6,86,23,30,15,8,11,199
CED406,0,4,17,62,35,14,14,0,4,150,0,11,21,44,50,52,30,27,18,250,0,4,7,35,22,16,11,0,0,96,6,57,116,453,247,285,265,180,86,1705,126,320,290,717,354,348,358,272,147,2929,4414,9783,9301,21907,10880,11147,10005,5128,2181,84740,0,4,0,9,0,0,4,0,0,19,8732,18286,15782,33299,14536,13378,12022,5040,1786,122856,0,8,5,40,14,5,0,0,0,75,0,0,0,20,17,14,20,3,0,85,0,7,0,87,9,5,0,0,0,112,0,0,4,16,8,0,3,0,0,33,5,9,17,72,56,31,29,10,0,233,0,6,0,12,13,17,16,9,0,74,3,38,86,428,155,103,96,25,8,932,0,0,0,20,23,44,61,37,24,210,3,9,15,47,29,28,35,27,7,201,24,441,1237,2001,2612,3748,2827,2106,844,15840,0,0,5,63,25,35,29,13,0,173,0,0,3,41,17,35,22,10,4,136
CED407,0,28,74,475,295,312,190,40,28,1440,0,9,6,16,19,42,36,34,14,163,0,0,17,34,13,11,8,0,0,78,6,145,295,875,400,371,351,241,109,2795,108,268,223,654,281,278,301,275,131,2508,4638,10338,10014,23397,10976,10624,9376,5792,2285,87443,3,175,494,1094,344,157,48,13,0,2319,9292,18637,15993,29506,14638,11856,9898,5338,1552,116701,4,29,31,231,45,17,5,0,3,378,0,0,10,125,43,72,50,20,3,323,0,6,3,32,5,3,7,0,0,58,5,16,50,206,145,127,94,25,12,678,3,9,22,53,35,28,16,14,7,185,0,7,0,27,21,26,18,15,0,116,7,42,177,870,258,207,156,54,11,1783,0,5,0,50,48,76,98,105,23,411,6,26,21,64,10,11,24,19,5,189,11,105,330,811,1299,3309,2567,2163,999,11593,0,9,12,75,45,34,17,12,0,201,0,0,0,16,14,17,7,9,5,64
CED408,0,6,8,32,24,7,0,0,0,77,0,0,15,21,34,60,46,29,6,206,0,0,11,16,25,13,14,0,3,81,5,38,46,268,175,197,214,125,64,1143,138,360,320,792,528,600,640,408,218,3997,4126,10429,8774,18485,11950,12847,12833,6726,2514,88675,0,0,0,0,0,0,0,0,0,5,8131,19640,15778,29173,17579,17464,17011,8405,2582,135752,0,0,0,7,4,0,0,0,0,12,0,0,0,10,4,12,0,6,0,24,5,0,0,35,14,3,4,0,0,60,0,10,7,20,10,0,0,0,0,42,3,14,23,105,65,79,58,18,4,373,0,3,4,10,5,12,3,3,0,41,0,24,21,166,57,45,39,12,0,369,0,0,0,4,7,14,22,20,10,67,0,4,0,5,0,4,7,11,0,30,11,283,636,1256,2111,3557,3464,2478,809,14601,0,4,0,17,11,4,4,6,0,51,0,6,8,51,35,31,16,21,0,179
CED409,3,27,74,496,300,251,138,34,10,1328,0,0,3,10,13,44,41,32,13,150,0,11,23,58,11,13,3,0,0,124,34,323,601,1615,638,472,334,204,79,4295,300,600,619,1381,574,537,477,367,227,5080,6357,13336,11915,26499,11216,11068,7854,4693,2085,95019,27,245,575,1320,368,145,42,9,4,2735,12124,23371,18854,36450,15108,12863,8125,3894,1262,132059,7,36,10,113,16,7,0,0,0,185,0,4,0,50,19,31,10,4,0,116,0,0,0,23,0,0,3,0,0,33,11,58,89,580,296,214,152,37,13,1451,0,9,14,45,22,24,11,0,0,126,0,0,0,33,34,36,29,11,0,147,0,6,28,153,89,71,45,10,0,402,0,0,3,46,21,49,53,54,17,245,7,10,20,22,8,9,8,12,4,93,6,73,222,660,1260,3572,2631,1976,978,11376,0,15,18,79,60,47,19,3,7,238,0,0,3,6,14,22,10,6,0,64
CED410,3,40,83,241,143,106,77,19,6,716,0,0,6,7,15,22,20,24,10,101,0,4,5,41,25,14,11,7,0,98,26,224,248,1051,438,325,304,299,229,3136,107,218,247,672,329,254,311,346,255,2735,4361,10487,10665,25207,12273,11498,10559,7584,4085,96716,0,3,42,116,27,22,15,0,0,225,8400,17038,16103,25923,15420,14381,11024,7069,3096,118454,6,59,61,249,58,22,8,4,0,465,0,0,10,46,29,40,19,17,0,150,5,25,17,162,26,13,7,0,0,259,3,10,18,59,35,31,28,14,0,188,8,37,29,118,68,70,36,3,3,375,3,7,6,46,14,12,9,3,3,101,56,586,1002,4662,1064,729,572,146,68,8889,0,4,0,26,19,46,59,54,35,239,3,28,34,98,35,32,31,44,8,319,25,261,433,811,925,1586,1476,1110,544,7176,6,0,6,28,22,27,17,17,0,120,0,13,14,86,31,45,20,8,7,225
