CED_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
CED101,0,0,0,5,0,0,0,0,0,4,4396,8505,7545,10388,4980,4198,2960,1627,783,45385,0,7,49,279,48,29,9,0,0,424,0,0,4,44,27,49,24,10,7,167,0,7,19,144,17,13,4,0,0,210,0,0,0,15,3,7,7,0,0,37,4,0,3,27,24,12,4,3,0,78,0,10,5,48,29,35,25,13,0,159,20,186,419,2361,1075,1642,1043,387,183,7314,0,3,0,20,20,61,58,85,31,280,4,28,42,212,97,149,148,100,27,813,13,54,39,256,209,233,210,166,54,1230,0,3,21,125,99,82,40,18,3,389,0,5,4,33,12,13,4,0,0,71,3,3,4,40,18,25,35,30,10,166,6,19,24,69,52,151,199,252,105,886,4,36,66,423,195,374,274,45,13,1426,9,30,84,513,169,127,89,47,22,1093,3,14,44,308,163,83,84,39,4,740,0,4,8,66,16,17,5,3,0,117
CED102,0,0,0,11,3,0,3,0,0,24,4685,7735,7069,11910,5023,3154,1731,820,380,42503,10,30,132,816,135,47,18,0,0,1186,0,0,0,47,24,24,18,16,10,127,3,15,76,744,41,29,6,0,4,907,0,0,9,15,11,11,8,0,0,62,0,5,7,54,17,5,14,4,0,103,3,9,12,86,46,50,43,20,4,267,26,150,600,2914,844,1509,1043,428,226,7746,0,0,0,26,19,47,49,60,28,237,0,9,17,120,53,122,129,110,40,601,10,36,35,454,265,248,156,116,34,1343,0,12,14,136,70,90,61,24,4,402,0,0,3,76,28,19,8,5,4,144,0,0,4,55,27,26,23,25,4,168,10,21,33,123,116,265,556,844,499,2463,3,21,86,462,180,257,201,57,13,1275,28,123,83,1077,161,91,36,39,11,1642,0,16,106,600,166,89,111,41,5,1140,0,0,8,91,26,15,7,5,0,150
CED103,0,0,4,81,28,29,32,14,0,184,4890,8685,7522,10582,4440,3774,2567,1424,727,44611,0,26,99,289,32,13,12,0,0,481,0,0,0,15,15,7,9,7,0,55,0,12,6,164,22,7,4,0,0,218,0,0,3,15,18,7,7,0,0,54,3,0,11,74,24,18,14,6,0,163,0,4,0,30,20,20,26,14,0,104,39,504,815,5308,1326,1727,1162,422,233,11550,0,0,0,19,15,30,34,45,13,158,3,28,5,90,28,42,45,32,21,288,16,76,97,418,386,358,270,174,58,1849,0,4,9,72,49,56,36,22,5,259,0,8,14,88,33,10,12,6,0,164,3,3,10,73,42,20,49,45,18,263,0,0,4,25,16,33,43,82,33,238,12,123,205,1059,373,581,525,96,25,3003,82,430,321,2791,500,307,199,73,35,4745,7,25,107,357,124,98,84,39,15,850,3,36,47,789,151,156,121,46,24,1370
CED104,0,0,0,27,15,14,17,4,0,83,3416,9793,8170,8516,5744,5030,3736,2306,912,47615,0,6,8,35,25,11,11,9,0,100,0,0,0,0,7,9,0,4,0,17,0,5,0,24,14,3,5,0,0,49,0,0,0,5,9,5,4,0,0,21,3,10,12,34,36,32,22,3,0,152,0,0,5,7,21,21,14,9,0,82,11,266,205,1623,710,635,517,210,73,4248,0,0,0,8,13,36,13,16,10,93,0,7,4,19,18,34,32,15,11,130,12,166,240,403,633,686,554,410,130,3231,0,3,5,40,44,40,34,12,0,184,0,3,10,31,14,14,6,9,3,83,0,7,18,38,46,48,52,76,18,309,0,0,0,3,0,16,17,23,13,82,4,71,69,298,138,338,276,51,11,1260,12,200,200,1071,656,372,215,107,30,2870,0,3,19,80,58,37,48,26,5,278,3,41,43,317,160,108,88,40,4,806
CED105,10,84,222,1010,282,129,48,10,7,1801,6166,10340,8419,8982,2424,1781,1467,803,383,40754,4,32,85,647,106,47,15,0,0,944,0,0,4,32,24,42,22,12,4,146,0,0,3,49,9,3,0,0,0,78,0,0,3,30,48,46,46,17,8,196,0,6,0,11,8,3,0,0,0,31,0,0,0,20,18,23,27,22,3,118,11,69,570,2594,1095,1244,608,235,135,6573,0,3,0,7,18,32,49,80,22,205,4,44,38,198,82,74,77,54,12,581,0,14,11,44,44,84,89,76,16,384,0,5,23,129,91,86,78,18,7,433,0,0,3,15,0,6,12,3,0,37,0,3,7,27,13,9,41,43,10,150,0,10,17,29,39,68,126,193,67,559,0,7,24,155,40,100,48,3,7,385,33,137,218,1545,203,126,61,27,13,2367,0,12,30,159,96,54,50,14,4,425,0,22,64,225,34,29,10,9,0,392
CED106,0,0,0,13,7,7,4,0,0,27,3914,9388,7520,7273,4847,4163,3051,2358,1161,43668,0,3,10,44,11,9,3,5,0,83,0,0,0,8,3,4,5,0,0,16,0,10,12,82,23,9,0,3,0,139,0,0,0,5,3,3,0,0,0,18,7,18,20,62,70,46,19,12,3,256,0,0,0,15,23,10,10,10,0,74,52,623,557,3108,1131,1069,918,377,125,7969,0,3,0,5,9,14,19,23,5,83,0,5,0,23,9,12,28,25,9,111,30,312,438,545,867,784,468,408,201,4063,0,0,4,30,23,24,13,14,5,110,0,6,7,69,28,18,10,7,0,151,0,19,9,58,67,36,41,59,25,310,0,0,0,7,7,13,17,15,11,79,25,252,177,674,356,369,408,93,35,2389,28,286,129,1452,453,263,148,110,37,2895,3,9,27,161,90,39,45,36,6,435,4,69,45,494,205,124,111,52,16,1122
CED107,0,5,0,8,0,0,0,0,0,19,4894,10757,9007,16391,8554,8858,7433,3889,1108,70895,0,0,3,42,3,0,4,0,0,62,0,0,0,7,3,4,4,4,0,21,0,0,5,7,6,0,0,0,0,18,0,3,0,7,0,0,0,0,0,15,0,0,8,24,26,11,12,4,0,77,0,0,0,13,5,4,0,0,0,29,0,3,10,69,43,35,27,22,4,203,0,0,0,5,4,20,16,15,4,65,0,0,0,9,0,0,3,0,0,28,3,25,42,159,197,376,406,327,109,1640,0,3,4,30,12,13,10,0,0,82,0,0,5,36,4,9,9,0,0,68,0,10,3,11,15,31,69,59,15,204,0,0,0,5,3,4,23,6,8,50,0,0,3,15,7,13,5,0,0,50,8,27,62,387,61,21,17,9,0,598,0,0,0,26,3,0,7,3,5,50,0,3,0,30,11,0,4,5,0,53
CED108,6,41,106,391,132,87,47,15,6,840,7450,12387,8635,10655,4148,3268,2133,1008,218,49892,5,66,48,533,175,102,40,5,0,972,0,0,0,33,17,36,28,10,0,138,0,0,4,19,0,3,0,0,0,38,0,0,0,17,10,6,7,3,0,49,0,0,5,14,11,8,0,0,0,46,0,0,3,25,41,21,36,14,7,144,4,16,49,339,135,183,139,44,23,929,0,0,0,22,20,42,55,52,16,212,0,19,72,125,78,98,91,62,16,556,0,31,28,125,143,289,229,157,49,1057,5,49,160,787,581,482,208,100,17,2392,0,0,0,5,3,3,0,0,0,20,0,0,6,15,14,33,66,57,17,203,0,7,5,15,12,22,43,46,18,158,0,9,12,49,22,39,25,4,0,165,49,597,1089,6321,1071,462,309,84,20,10008,0,10,14,132,58,35,60,20,5,327,0,26,37,135,44,33,27,3,0,296
CED109,0,0,0,8,0,0,0,0,0,9,4074,8173,7579,12830,7045,5930,4370,2470,1099,53577,0,0,6,33,18,11,7,0,0,69,0,0,4,29,25,34,13,12,3,117,0,11,7,250,20,15,3,0,0,314,0,0,7,9,7,0,3,3,0,37,3,4,3,44,28,21,7,7,0,128,0,3,0,40,36,31,30,18,0,163,6,43,71,462,183,407,200,72,71,1519,0,0,0,22,18,42,42,55,21,198,0,15,15,133,65,133,149,121,41,676,20,109,109,557,443,420,374,266,99,2394,0,3,0,50,29,34,18,7,3,141,0,6,5,34,20,12,13,8,0,92,0,3,13,46,31,33,40,53,17,239,0,19,25,68,51,167,266,314,162,1076,3,21,24,92,51,90,83,17,5,388,3,15,46,170,56,43,31,28,12,402,0,0,14,50,27,22,20,11,5,158,0,3,4,39,16,13,9,0,0,87
CED110,0,4,8,4,0,0,0,0,0,23,3814,8992,7724,13301,7698,9074,9156,4894,1654,66298,0,0,0,5,0,0,0,0,0,10,0,0,0,4,0,5,6,0,3,7,0,0,0,26,5,4,0,0,0,42,0,0,0,5,0,0,0,0,0,6,0,5,7,51,24,26,29,15,0,161,0,0,0,10,11,0,10,3,0,35,0,11,3,62,34,29,14,12,5,170,0,0,0,0,0,5,10,10,11,43,0,3,8,6,3,4,13,14,6,52,15,72,75,255,354,599,772,649,228,3012,0,0,7,29,17,15,15,4,3,95,0,3,7,23,12,11,21,6,4,88,0,5,5,27,23,44,118,115,22,364,0,0,0,0,4,8,10,3,3,28,0,4,4,19,0,10,9,6,3,51,5,33,29,289,61,20,32,15,7,492,0,4,0,15,0,4,6,3,0,41,0,0,0,9,8,0,0,0,0,26
CED111,0,0,0,6,5,4,0,0,0,14,4272,8516,9375,15322,7412,6653,4524,2382,810,59274,0,3,25,85,4,3,5,0,0,118,0,0,0,37,13,34,15,11,4,121,0,11,9,63,14,0,3,0,0,99,0,0,0,3,4,5,0,0,0,12,3,21,17,74,42,25,12,7,0,203,0,0,5,29,50,27,37,24,4,172,5,25,141,432,65,82,48,18,9,826,0,0,0,45,34,54,58,73,29,299,4,4,9,12,10,9,20,8,6,85,5,114,135,427,432,656,544,367,121,2814,0,0,4,35,18,10,5,5,0,90,0,4,7,30,15,11,13,8,0,86,0,9,6,41,30,34,111,74,30,332,0,0,0,6,13,34,74,73,50,253,0,7,17,25,12,16,10,0,0,89,16,50,227,747,86,42,28,31,3,1231,0,7,17,38,16,9,10,0,0,104,0,5,4,91,18,11,15,6,0,153
CED112,0,0,0,9,0,0,0,0,0,10,4758,10099,8791,15221,7656,7150,5912,3182,1133,63909,0,6,0,27,0,0,0,0,0,34,0,0,0,7,0,3,0,0,0,18,0,3,4,42,7,0,0,0,0,58,0,0,0,7,4,3,0,0,0,14,0,3,10,37,15,15,10,4,3,109,0,0,5,10,14,21,9,22,0,80,0,12,15,66,32,51,47,18,0,246,0,0,0,5,8,12,17,19,4,67,0,5,3,13,5,9,26,18,8,90,12,76,134,413,417,605,647,511,183,3002,0,4,5,30,21,21,12,3,0,99,0,0,3,19,8,12,4,5,3,59,0,0,5,16,15,27,54,65,18,195,0,0,0,0,4,11,30,19,7,76,0,0,9,16,9,10,14,3,3,60,3,34,49,343,81,44,17,13,5,596,0,6,20,44,27,11,14,0,0,119,0,0,0,16,9,11,5,3,0,46
CED113,0,0,3,10,0,0,0,0,0,15,4135,9388,7455,14364,8607,8986,7153,3209,827,64126,0,9,3,81,8,0,6,0,0,104,0,0,0,4,0,7,5,4,0,23,0,0,0,27,3,4,0,0,0,37,0,0,0,10,0,0,0,0,0,15,4,5,7,41,26,29,33,10,5,151,0,0,0,20,10,6,13,5,0,55,0,7,11,75,33,24,18,10,0,177,0,0,3,3,9,39,35,43,7,139,0,8,0,19,5,3,14,0,0,54,5,57,81,264,344,631,694,402,100,2582,0,0,14,50,25,8,10,0,0,114,0,4,8,31,9,17,9,6,0,91,0,0,3,33,40,69,116,100,40,397,0,0,0,0,3,18,19,27,9,85,0,3,3,14,10,7,11,0,0,53,10,47,63,675,65,33,25,13,7,936,0,6,6,21,3,7,10,6,0,53,0,0,3,33,14,11,0,0,0,53
CED114,0,8,8,14,17,8,0,0,0,47,4822,9872,8372,14379,8164,9215,8224,4223,1307,68589,0,4,0,30,13,3,3,0,0,54,0,0,0,0,0,0,0,0,0,5,0,0,0,14,5,0,0,0,0,22,0,3,3,4,0,0,0,0,0,7,4,4,0,15,12,15,5,5,0,62,0,0,3,14,5,3,0,0,0,25,0,6,4,74,40,23,12,3,0,164,0,0,0,0,3,0,5,12,4,27,0,0,4,11,0,6,6,0,0,29,3,21,41,140,161,281,314,277,67,1300,0,13,25,70,37,35,15,3,0,194,0,0,0,20,7,3,3,0,0,34,3,0,7,16,16,37,89,56,19,240,0,0,0,3,5,7,9,11,9,40,0,3,3,14,0,7,0,0,0,29,24,81,140,1235,201,148,74,13,9,1916,0,7,0,29,12,0,0,0,0,51,0,0,0,12,7,5,0,0,0,23
CED115,5,10,27,107,23,9,8,0,0,187,4529,8399,7869,8350,2196,1967,1214,503,161,35184,0,12,7,194,26,14,9,4,0,271,0,4,9,148,75,130,98,46,9,511,0,0,3,11,0,3,6,0,0,28,8,56,135,589,520,608,390,170,57,2520,0,7,4,9,4,4,4,0,0,32,0,3,9,69,91,89,131,83,13,493,3,26,69,392,202,327,268,134,132,1557,0,0,0,130,108,188,217,179,69,885,0,17,21,76,32,38,43,24,17,273,3,22,3,43,53,113,121,56,32,450,5,33,37,310,132,149,89,37,8,796,0,0,0,12,12,0,0,7,0,43,0,4,4,23,16,0,49,62,11,180,0,5,17,17,14,37,49,65,27,225,0,0,7,89,26,24,29,3,5,187,13,70,157,703,174,77,75,33,10,1301,0,7,14,89,36,19,28,16,0,207,0,14,41,218,74,91,45,34,15,537
CED116,0,0,0,0,0,0,0,0,0,0,3832,8209,7076,13217,7341,9192,9536,4779,1422,64609,0,0,0,14,0,0,0,0,0,23,0,0,0,4,0,0,0,3,0,8,0,0,0,21,8,0,6,3,0,31,0,0,0,7,0,0,0,0,0,12,7,11,4,38,19,25,22,15,0,133,0,0,0,13,11,16,11,9,3,64,0,11,15,54,32,21,21,10,0,166,0,0,0,3,11,13,47,60,17,139,0,0,0,7,3,11,21,6,0,56,5,61,66,228,369,823,1085,825,232,3694,0,0,6,21,12,8,8,11,0,64,4,5,3,11,4,15,18,12,3,67,0,0,7,20,17,61,140,125,30,406,0,0,0,7,9,16,38,50,14,137,0,7,5,8,5,7,5,5,0,40,8,41,18,211,30,22,19,15,3,371,0,4,0,19,0,4,7,3,5,47,0,4,0,18,3,3,0,4,0,37
CED117,0,0,0,11,0,3,0,0,0,14,3692,6534,5802,16162,6182,4297,2670,958,220,46529,0,8,16,73,20,11,3,0,0,132,0,0,0,24,7,17,9,0,0,61,0,10,16,219,20,21,7,0,0,296,0,0,0,11,7,10,5,6,0,34,9,11,8,115,55,35,17,0,0,247,0,4,0,70,32,18,12,15,9,156,3,47,104,548,151,305,175,71,38,1447,0,0,4,10,15,23,14,20,4,100,0,0,4,19,9,12,31,17,6,112,29,178,162,1391,1039,669,435,172,38,4113,0,0,3,67,35,27,21,14,4,170,0,3,14,152,41,30,5,5,0,256,0,11,9,116,72,47,46,34,10,342,0,0,11,42,44,86,106,302,168,753,8,18,34,153,38,44,41,10,6,367,6,39,45,546,76,41,36,20,9,819,0,0,26,143,41,21,31,11,0,276,0,0,10,103,14,22,4,4,0,159
CED118,0,12,30,310,87,81,50,17,0,593,6937,12318,8376,11759,5105,3473,2117,973,251,51307,0,35,40,328,125,90,44,7,0,671,0,5,0,26,13,38,26,6,5,113,0,3,0,44,10,10,0,0,0,73,0,0,0,4,9,10,4,0,0,18,7,8,15,38,17,10,9,9,0,96,0,4,4,30,48,25,23,18,0,164,14,46,99,830,259,352,252,85,13,1949,0,0,0,19,25,49,46,45,12,200,3,35,49,149,48,45,78,49,10,458,6,80,90,309,282,297,251,154,43,1511,0,24,56,396,240,223,144,53,15,1143,0,3,0,19,6,7,6,4,0,56,0,7,17,35,25,27,35,38,11,197,0,3,0,17,4,27,53,49,16,171,3,15,30,129,50,88,59,9,0,390,115,1329,1678,9727,2184,881,525,187,42,16670,0,10,36,176,115,56,47,21,3,473,0,29,51,373,125,119,59,25,3,786
CED119,0,0,0,5,0,0,0,0,0,7,4534,9945,8674,13693,7202,5613,4221,2229,726,56848,0,3,8,65,36,39,15,3,0,166,0,0,0,26,10,25,9,3,0,74,5,3,0,74,12,6,6,0,0,112,0,0,0,6,8,8,3,3,0,33,4,8,12,31,34,19,9,9,0,124,0,3,3,35,30,26,22,12,3,133,0,33,29,315,128,182,145,42,13,891,0,0,0,16,12,27,25,33,9,122,0,30,30,131,71,114,85,49,3,515,8,105,122,517,467,543,358,308,94,2530,0,9,20,112,81,54,50,16,0,343,0,8,0,43,16,12,5,3,0,88,0,10,0,34,35,36,51,61,18,251,0,0,0,32,26,62,99,79,32,328,0,8,6,62,23,55,62,6,0,226,4,43,69,360,197,187,88,37,14,996,0,8,14,83,25,35,42,7,5,228,0,3,0,36,8,6,9,0,0,66
CED120,0,0,0,24,4,7,3,0,0,44,5899,11628,9641,17629,8813,7582,5733,2759,756,70436,0,0,9,43,13,6,0,0,0,77,0,0,0,20,9,3,4,0,0,39,0,3,0,26,0,0,0,0,0,35,0,0,3,18,20,0,7,3,0,40,0,5,8,20,21,6,15,3,0,81,0,0,3,31,25,41,22,9,0,135,0,12,16,97,50,45,21,4,0,248,0,0,0,17,10,40,44,26,6,146,0,0,8,25,9,14,20,15,0,89,0,47,63,301,387,628,617,456,104,2597,0,3,14,88,47,19,14,4,0,189,0,0,3,8,15,9,14,8,0,50,0,0,4,32,22,28,100,48,14,251,0,0,0,5,3,25,49,26,7,125,0,3,0,15,12,10,10,0,0,51,0,31,33,268,66,29,28,21,7,480,0,0,5,20,3,7,10,4,0,56,0,3,3,25,15,8,6,8,0,61
CED121,0,0,0,11,0,0,0,0,0,14,5183,10832,9696,18572,8926,8770,7341,3854,1251,74430,0,4,0,35,11,0,0,0,0,50,0,0,0,4,0,3,0,0,0,16,0,0,0,11,0,0,0,0,0,14,0,0,0,6,3,3,6,0,0,26,3,0,8,28,25,12,15,3,3,95,0,0,0,15,4,6,4,3,0,27,0,8,13,80,30,19,17,10,3,187,0,0,0,3,3,7,15,11,3,39,0,0,0,7,0,4,14,4,0,41,4,38,47,207,254,439,496,373,106,1962,0,0,4,43,26,20,12,9,0,113,0,0,3,6,3,10,12,5,5,37,0,3,0,9,19,27,92,75,17,246,0,0,0,0,0,5,9,6,8,29,0,4,0,13,6,3,10,3,0,43,0,24,41,239,47,16,23,13,8,418,0,5,6,12,6,0,5,0,0,35,0,0,4,19,4,4,6,0,0,35
CED122,0,0,0,12,3,5,3,0,0,27,4493,7653,7596,12841,5751,4275,2705,1413,514,47240,6,24,47,292,107,115,43,3,0,644,0,0,0,25,8,16,13,12,0,76,6,12,100,1176,57,24,6,8,0,1396,0,0,7,11,12,7,12,0,0,54,7,18,6,107,51,25,14,5,0,231,0,12,13,140,55,53,73,39,6,398,3,52,809,1742,198,366,262,126,76,3632,0,0,0,16,10,13,27,57,23,146,0,8,6,40,21,53,75,110,38,356,33,146,196,1868,744,524,309,193,45,4065,0,11,11,85,36,53,32,12,3,248,11,85,56,414,137,46,15,5,4,774,5,12,28,164,72,33,30,57,20,422,0,8,11,46,49,89,191,343,233,957,7,30,165,276,107,143,103,32,7,876,11,46,228,842,112,81,60,63,18,1467,3,30,467,1156,274,213,180,64,16,2404,0,4,14,184,30,34,22,4,3,296
CED123,0,7,24,106,26,14,7,7,0,193,6755,11929,10244,18730,7581,5722,3824,1542,369,66698,0,20,11,144,37,14,12,5,0,252,0,0,0,25,3,13,10,11,4,75,0,3,3,26,6,4,0,0,0,33,0,0,6,24,12,10,0,0,0,56,0,4,0,14,18,14,7,0,0,63,0,0,0,23,17,20,19,17,3,90,0,14,29,217,93,85,73,34,15,567,0,0,0,19,21,55,42,41,8,196,0,7,18,74,36,51,69,31,11,292,3,39,78,328,380,619,594,378,80,2492,3,9,55,244,128,103,54,17,0,622,0,4,5,16,4,7,9,3,0,51,0,10,0,27,26,39,98,79,9,292,0,4,6,12,11,33,45,50,17,182,0,0,0,23,17,16,10,4,0,83,15,179,262,1842,431,181,146,60,17,3134,0,3,7,58,23,14,11,5,5,139,6,13,13,111,40,29,23,16,6,256
CED124,0,0,0,0,0,0,0,0,0,0,3238,8457,6783,11126,7561,9577,10487,5746,1663,64642,0,0,0,11,4,0,0,0,0,13,0,0,0,4,0,0,0,0,0,3,0,0,0,14,0,3,3,0,0,23,0,0,0,4,0,0,3,0,0,6,0,4,0,17,13,23,21,7,3,94,0,0,0,8,7,4,7,0,0,26,0,3,4,20,11,7,15,7,3,81,0,0,0,3,4,10,6,15,3,39,0,3,0,9,3,4,4,13,0,44,0,40,31,148,226,538,761,642,151,2536,0,5,5,5,9,9,11,0,0,37,3,3,4,9,7,13,12,7,0,58,0,0,5,13,21,45,108,76,19,283,0,0,0,0,3,8,14,14,3,34,0,0,6,6,4,0,3,0,7,21,4,17,8,113,24,8,14,15,7,215,0,0,5,18,0,6,7,0,4,36,0,0,0,3,4,3,4,0,0,13
CED125,0,0,13,121,29,29,10,3,0,203,8236,13548,10069,17099,5863,4898,3458,1375,265,64810,14,95,123,1204,407,195,73,13,0,2124,0,0,0,90,38,28,26,5,0,193,0,0,0,35,9,0,3,0,0,49,0,0,14,84,49,28,26,3,0,215,0,4,3,25,10,13,7,0,0,61,0,4,6,106,116,100,95,56,3,485,0,36,44,282,109,164,127,45,11,818,0,3,0,49,12,57,56,63,10,248,6,41,39,178,71,64,77,29,5,513,7,74,58,243,287,485,495,305,72,2031,0,28,56,573,325,281,151,39,12,1458,0,0,4,24,11,7,6,5,0,56,0,0,11,37,17,36,62,51,6,225,0,6,3,23,21,36,53,36,4,179,0,0,11,51,13,26,24,8,4,139,16,234,286,1978,561,262,151,64,12,3556,3,9,27,139,54,39,27,8,0,316,0,7,21,114,28,22,13,8,3,215
CED126,0,0,0,6,3,5,5,0,0,17,3947,9266,7871,10449,6921,5997,4569,2951,1110,53074,0,0,0,19,9,3,0,0,0,34,0,0,0,17,11,13,15,8,0,61,0,19,32,568,66,18,4,0,0,721,0,0,0,3,0,3,0,0,0,13,0,16,23,68,76,51,31,15,3,282,0,0,5,32,19,14,5,15,0,96,0,25,74,281,167,208,109,58,28,960,0,0,0,19,12,44,71,64,21,241,0,0,0,14,3,16,36,29,7,110,25,293,386,1059,1279,1059,799,678,181,5765,0,0,0,19,12,14,16,9,0,78,3,13,21,107,56,29,19,14,0,262,0,19,33,93,93,95,91,102,24,557,0,0,0,4,3,9,23,16,7,72,5,20,26,40,43,38,33,14,0,227,11,53,76,294,74,64,34,32,7,646,5,5,14,52,12,17,27,12,6,146,0,4,7,72,32,43,36,20,8,217
CED127,0,0,0,6,4,7,0,0,0,9,3968,8938,8147,13553,7517,6971,5520,2477,668,57756,0,0,0,15,0,3,0,0,0,19,0,0,0,10,0,0,0,5,0,14,0,0,4,18,4,4,0,0,0,31,0,0,4,6,5,0,0,0,0,20,0,0,9,24,32,25,20,8,0,128,0,0,3,10,21,15,16,12,0,78,0,6,10,74,36,50,30,12,3,231,0,0,0,9,10,26,17,17,4,83,0,5,0,0,9,11,15,10,3,41,6,61,76,335,550,796,767,510,101,3196,0,0,0,30,9,13,20,3,0,76,0,6,0,31,23,19,20,9,6,103,0,4,3,29,41,71,127,83,21,381,0,0,0,6,7,11,15,18,10,72,0,0,0,11,12,10,14,0,0,51,9,24,33,310,34,31,21,29,4,492,0,3,0,14,3,7,7,6,0,43,0,0,0,21,14,4,9,5,0,54
CED128,9,80,236,902,221,121,47,14,0,1619,5330,9676,7972,10264,3857,3015,2043,855,259,43267,0,5,13,77,18,5,4,6,0,131,0,0,9,92,60,74,42,23,0,296,0,0,0,18,3,5,0,0,0,33,0,11,21,189,146,160,119,53,8,701,0,0,12,12,9,3,0,0,0,39,0,3,10,50,71,65,95,60,8,354,0,24,88,579,221,316,198,95,35,1562,0,0,0,31,33,95,116,111,28,414,0,10,26,110,40,69,69,33,15,379,0,7,13,76,71,221,198,110,37,734,0,12,37,247,154,180,113,27,10,779,0,0,3,13,3,4,5,4,6,37,0,0,3,25,23,21,42,48,6,170,0,3,15,14,11,31,66,73,26,236,6,3,8,58,13,59,53,5,3,210,0,87,211,987,251,174,117,49,23,1905,0,10,8,72,36,25,32,10,0,193,0,44,101,433,94,91,47,31,14,851
