region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
CED501,53,268,1806,15084,27299,2395,357,697,47959,6,209,1091,906,231,17,0,87,2547,0,21,156,326,55,4,0,10,572,6,230,1247,1232,286,21,0,97,3119,6,223,1125,792,55,3,4,75,2283,3,4,170,68,0,3,0,9,257,0,19,55,67,0,0,0,0,141,3,4,4,3,0,0,0,0,14,12,250,1354,930,55,6,4,84,2695,35,156,115,30,5,0,0,19,360,0,3,7,3,3,0,3,3,22,106,907,4529,17279,27648,2422,364,900,54155
CED502,71,474,3003,17172,21736,2600,481,680,46217,11,433,1023,1721,183,14,5,138,3528,0,50,79,302,46,12,0,15,504,11,483,1102,2023,229,26,5,153,4032,10,246,591,933,33,5,0,70,1888,4,8,50,84,5,0,0,3,154,0,0,64,87,5,0,3,0,159,0,3,6,3,9,3,0,0,24,14,257,711,1107,52,8,3,73,2225,64,254,206,73,21,3,0,42,663,0,3,0,12,5,0,0,0,20,160,1471,5022,20387,22043,2637,489,948,53157
CED503,39,174,1041,13252,25328,2714,391,489,43428,4,214,449,1441,393,56,4,59,2620,0,6,6,179,72,10,10,3,286,4,220,455,1620,465,66,14,62,2906,5,146,407,383,12,7,0,33,993,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,13,0,12,12,103,0,0,0,7,134,5,158,419,489,19,7,0,43,1140,24,114,170,24,3,0,0,16,351,0,0,0,0,3,0,0,0,3,72,666,2085,15385,25818,2787,405,610,47828
CED504,18,286,4125,13256,11060,2914,568,343,32570,5,286,1668,1725,196,16,9,85,3990,13,293,1260,2316,423,53,9,58,4425,18,579,2928,4041,619,69,18,143,8415,50,889,2932,1183,58,4,6,103,5225,92,1391,1820,223,29,0,3,91,3649,48,920,1738,542,28,3,0,76,3355,0,0,3,3,4,0,0,0,10,190,3200,6493,1951,119,7,9,270,12239,3,15,15,9,3,0,0,0,45,3,6,16,8,6,3,3,0,45,232,4086,13577,19265,11807,2993,598,756,53314
CED505,104,816,4079,21017,13478,1544,343,878,42259,23,426,1263,878,123,6,4,157,2880,0,17,138,244,75,7,6,12,499,23,443,1401,1122,198,13,10,169,3379,23,448,1145,503,62,3,12,94,2290,0,3,48,17,0,0,0,5,73,0,11,21,37,0,0,0,3,72,0,4,3,10,0,3,0,0,20,23,466,1217,567,62,6,12,102,2455,530,1123,374,304,160,25,25,317,2858,15,49,56,69,38,6,12,15,260,695,2897,7127,23079,13936,1594,402,1481,51211
CED506,75,478,3368,17604,20043,1977,352,600,44497,9,390,1187,1155,87,3,5,102,2938,0,29,74,215,64,17,0,9,408,9,419,1261,1370,151,20,5,111,3346,11,197,556,492,38,0,5,37,1336,0,9,92,22,0,0,0,4,127,0,3,28,10,0,0,0,0,41,0,19,6,8,0,0,0,5,38,11,228,682,532,38,0,5,46,1542,63,228,219,71,16,6,5,139,747,4,0,5,15,9,3,0,0,36,162,1353,5535,19592,20257,2006,367,896,50168
CED507,42,414,3433,17012,18852,2038,343,563,42697,12,517,2015,2258,331,22,9,144,5308,26,113,505,917,173,22,5,26,1787,38,630,2520,3175,504,44,14,170,7095,22,403,1109,663,39,3,0,64,2303,5,240,714,250,0,3,0,36,1248,26,134,290,127,8,0,0,17,602,0,10,9,11,6,0,0,3,39,53,787,2122,1051,53,6,0,120,4192,30,108,79,20,15,0,0,20,272,0,6,6,10,4,0,0,0,26,163,1945,8160,21268,19428,2088,357,873,54282
CED508,64,289,2429,19454,21228,2530,448,678,47120,15,220,898,1518,110,19,5,79,2864,0,17,89,154,62,26,4,7,359,15,237,987,1672,172,45,9,86,3223,4,322,686,966,56,0,12,78,2124,3,24,58,20,0,0,0,8,113,0,3,0,3,0,0,0,0,6,0,7,3,4,0,0,0,0,14,7,356,747,993,56,0,12,86,2257,56,154,153,52,16,5,0,20,456,3,3,9,3,0,0,3,0,21,145,1039,4325,22174,21472,2580,472,870,53077
CED509,30,114,689,13153,26325,3626,531,366,44834,0,68,369,1031,175,5,4,29,1681,8,45,111,521,161,19,10,19,894,8,113,480,1552,336,24,14,48,2575,31,81,327,343,39,5,0,26,852,0,62,223,146,13,0,0,7,451,0,37,140,48,0,0,3,3,231,0,34,8,10,3,0,0,0,55,31,214,698,547,55,5,3,36,1589,7,32,43,6,3,0,0,3,94,0,3,0,5,0,0,3,0,11,76,476,1910,15263,26719,3655,551,453,49103
CED510,133,875,5369,22384,14777,2254,476,769,47037,13,452,880,862,104,3,0,103,2417,0,15,78,161,79,26,9,4,372,13,467,958,1023,183,29,9,107,2789,19,450,831,476,52,11,11,76,1926,0,3,17,4,0,0,3,4,31,0,0,9,11,0,0,0,3,23,0,8,11,3,0,0,0,0,22,19,461,868,494,52,11,14,83,2002,131,367,165,121,30,6,15,127,962,4,17,16,33,11,0,3,5,89,300,2187,7376,24055,15053,2300,517,1091,52879
CED511,82,457,3230,16284,24432,3041,623,682,48831,3,144,557,662,94,8,4,47,1519,0,16,39,108,74,9,4,0,250,3,160,596,770,168,17,8,47,1769,4,72,309,96,22,0,0,24,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,5,0,3,0,24,4,80,317,96,27,0,3,24,551,21,76,57,37,18,4,0,66,279,0,5,0,14,8,0,7,0,34,110,778,4200,17201,24653,3062,641,819,51464
CED512,43,318,4015,17863,11073,1551,262,539,35664,12,450,2303,3057,414,25,3,155,6419,15,206,988,1538,259,36,14,55,3111,27,656,3291,4595,673,61,17,210,9530,32,841,2109,1211,63,9,3,131,4399,40,815,1746,406,22,0,3,66,3098,105,1629,2571,594,29,0,3,87,5018,0,5,10,4,0,0,0,3,22,177,3290,6436,2215,114,9,9,287,12537,0,20,47,30,9,3,0,3,112,0,4,13,17,6,0,0,0,40,247,4288,13802,24720,11875,1624,288,1039,57883
CED513,32,279,2714,16495,12021,1883,313,559,34296,35,763,3906,7336,358,25,6,301,12730,4,153,474,1806,435,50,12,41,2975,39,916,4380,9142,793,75,18,342,15705,14,779,2176,1310,103,8,6,155,4551,3,136,225,44,0,0,3,27,438,7,45,66,84,0,0,0,11,213,5,28,76,52,0,0,0,3,164,29,988,2543,1490,103,8,9,196,5366,17,51,34,7,0,0,0,5,114,0,0,0,14,5,0,0,0,19,117,2234,9671,27148,12922,1966,340,1102,55500
CED514,83,451,4689,19493,11254,1590,426,761,38747,24,566,2705,4470,541,49,27,279,8661,12,103,608,2429,415,61,38,63,3729,36,669,3313,6899,956,110,65,342,12390,60,921,1811,2154,241,20,6,144,5357,15,642,1106,356,14,3,0,55,2191,28,588,1276,641,39,3,3,57,2635,0,5,7,10,0,3,0,0,25,103,2156,4200,3161,294,29,9,256,10208,5,19,11,12,3,0,0,11,61,0,9,10,19,3,3,0,3,47,227,3304,12223,29584,12510,1732,500,1373,61453
CED515,27,114,1550,13099,23062,3727,629,403,42611,10,158,1333,1527,195,26,8,75,3332,0,3,98,405,180,35,3,7,731,10,161,1431,1932,375,61,11,82,4063,11,226,648,524,77,39,19,48,1592,3,39,134,18,0,0,0,3,197,3,14,62,63,0,43,0,5,190,0,4,3,4,0,0,0,0,11,17,283,847,609,77,82,19,56,1990,0,6,0,3,0,0,0,0,9,0,0,3,0,3,4,0,0,10,54,564,3831,15643,23517,3874,659,541,48683
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,49,492,4819,19332,6495,1197,215,498,33097,13,537,1229,218,28,3,3,79,2110,0,21,173,81,25,5,0,10,315,13,558,1402,299,53,8,3,89,2425,19,843,1679,298,26,7,9,96,2977,0,26,60,7,0,0,0,0,93,0,4,25,14,0,0,0,0,43,0,34,16,3,0,3,0,5,61,19,907,1780,322,26,10,9,101,3174,18,49,53,44,4,0,6,8,182,0,0,7,9,4,0,0,3,23,99,2006,8061,20006,6582,1215,233,699,38901
CED602,61,433,4478,21299,6224,950,196,476,34117,3,421,999,154,14,14,3,93,1701,0,6,55,12,4,3,0,3,83,3,427,1054,166,18,17,3,96,1784,22,538,1230,149,12,0,4,107,2062,0,4,32,0,0,0,0,4,40,0,12,38,13,0,0,0,0,63,0,22,28,3,0,0,0,0,53,22,576,1328,165,12,0,4,111,2218,27,125,97,53,12,4,6,51,375,0,0,0,9,5,0,0,0,14,113,1561,6957,21692,6271,971,209,734,38508
CED603,41,490,5127,16031,5919,1389,337,453,29787,14,375,1343,280,45,12,0,58,2127,8,149,648,404,62,22,9,21,1323,22,524,1991,684,107,34,9,79,3450,59,1532,2527,533,90,16,25,142,4924,59,237,373,91,12,0,20,17,809,6,136,308,48,3,0,0,15,516,13,96,47,20,9,6,0,5,196,137,2001,3255,692,114,22,45,179,6445,10,51,62,48,22,5,3,4,205,3,8,12,15,4,0,3,0,45,213,3074,10447,17470,6166,1450,397,715,39932
CED604,67,554,4543,18887,7403,1381,274,424,33533,14,247,804,207,25,8,3,50,1358,0,15,167,96,12,0,0,0,290,14,262,971,303,37,8,3,50,1648,8,270,1007,271,20,0,0,42,1618,0,6,29,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,23,7,4,5,0,0,0,39,8,299,1043,275,25,0,0,42,1692,33,85,46,30,9,0,7,15,225,0,0,0,4,0,0,0,0,4,122,1200,6603,19499,7474,1389,284,531,37102
CED605,105,997,6175,20314,6445,1073,331,541,35981,3,149,436,235,58,9,5,18,913,0,7,21,46,24,3,6,3,110,3,156,457,281,82,12,11,21,1023,5,245,551,85,13,5,4,43,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,8,5,3,0,6,0,33,5,256,559,90,16,5,10,46,987,34,125,82,64,18,6,16,24,369,0,4,5,6,8,0,0,0,23,147,1538,7278,20755,6569,1096,368,632,38383
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,197,983,3085,11253,4329,647,191,624,21309,15,381,602,463,124,19,4,67,1675,0,34,317,114,10,5,0,25,505,15,415,919,577,134,24,4,92,2180,32,746,1314,277,21,8,3,146,2547,12,21,48,57,3,0,0,7,148,0,0,0,5,0,0,0,0,5,3,4,0,3,3,0,0,0,13,47,771,1362,342,27,8,3,153,2713,359,564,286,193,80,16,21,250,1769,12,43,45,38,11,7,3,11,170,630,2776,5697,12403,4581,702,222,1130,28141
CED702,50,180,966,11642,5735,1040,216,377,20206,35,337,1543,643,88,14,0,106,2766,9,94,869,849,124,8,6,43,2002,44,431,2412,1492,212,22,6,149,4768,49,571,2205,452,28,5,5,122,3437,25,155,972,490,10,0,0,36,1688,30,210,1024,1015,44,6,0,66,2395,3,20,20,10,3,0,0,4,60,107,956,4221,1967,85,11,5,228,7580,169,243,85,22,17,6,7,158,707,0,13,30,30,9,0,5,6,93,370,1823,7714,15153,6058,1079,239,918,33354
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,46,293,1644,22282,18604,3736,658,403,47666,20,439,1785,2554,244,16,10,84,5152,9,28,412,1471,257,15,4,31,2227,29,467,2197,4025,501,31,14,115,7379,37,666,1114,528,51,0,0,52,2448,51,493,1895,288,7,3,3,39,2779,14,412,833,311,4,0,0,22,1596,4,80,24,13,10,7,0,3,141,106,1651,3866,1140,72,10,3,116,6964,18,67,73,22,5,0,0,9,194,0,0,0,10,3,3,3,0,19,199,2478,7780,27479,19185,3780,678,643,62222
CED802,55,371,2011,21444,18602,3177,536,404,46600,13,439,2411,3339,388,26,3,104,6723,16,189,832,2805,733,55,7,70,4707,29,628,3243,6144,1121,81,10,174,11430,27,808,1577,406,35,4,3,79,2939,31,1026,1565,344,14,0,3,67,3050,49,1313,1268,259,11,0,0,23,2923,22,98,28,24,9,3,4,6,194,129,3245,4438,1033,69,7,10,175,9106,8,11,0,8,9,0,0,0,36,0,6,4,15,0,3,0,3,31,221,4261,9696,28644,19801,3268,556,756,67203
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
