region_id,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED101,0,571,606,191,200,165,86,34,17,1870,0,156,525,484,669,1105,1238,1520,907,6604,115,174,187,123,86,89,70,66,29,939,12388,9298,10664,10319,10418,8009,5318,4062,1631,72107,0,662,9356,13250,13696,10360,6631,3963,835,58753,0,596,1976,1257,947,552,191,40,9,5568,0,115,600,1448,1989,1014,467,452,286,6371,25364,0,0,0,0,0,0,0,0,25364,0,8858,0,0,0,0,0,0,0,8858,0,4900,3977,1200,712,328,51,0,0,11168,0,1161,879,304,363,588,548,530,236,4609,0,814,900,174,191,108,41,13,6,2247,0,1145,1459,420,418,351,195,75,27,4090,0,355,1151,1148,1514,1992,1924,2056,1204,11344,248,335,389,255,201,166,119,90,43,1846,25612,18941,20687,19456,20031,15459,10167,7219,2646,140218
CED102,0,384,554,175,201,175,95,50,24,1658,0,119,554,655,754,1085,1199,1293,882,6541,124,135,169,107,73,77,76,55,43,859,11585,7777,10719,10354,8969,7441,5471,3768,1686,67770,0,880,9840,13058,11049,9373,6833,4071,852,55956,0,495,2153,1604,1217,613,153,37,6,6278,0,77,544,1350,1568,988,545,483,314,5869,23625,0,0,0,0,0,0,0,0,23625,0,6994,0,0,0,0,0,0,0,6994,0,4265,3846,1587,838,326,60,0,3,10925,0,1038,1030,340,350,518,483,483,252,4494,0,592,788,186,153,92,38,19,4,1872,0,1021,1710,504,494,423,217,105,46,4520,0,257,1187,1437,1591,1928,1814,1787,1140,11141,253,260,396,264,183,139,118,84,54,1751,23878,15879,21494,20330,17443,14400,10261,7069,2671,133425
CED103,0,1483,867,238,142,170,92,64,11,3067,0,204,780,739,768,1194,1285,1487,916,7373,78,198,164,90,80,84,74,76,31,875,11709,9877,10662,10800,10327,7917,5141,3981,1624,72038,0,442,9455,14249,14062,10457,6328,3857,775,59625,0,693,2294,1308,968,536,150,47,6,6002,0,55,311,1051,1650,1009,437,419,265,5197,24093,0,0,0,0,0,0,0,0,24093,0,8769,0,0,0,0,0,0,0,8769,0,4022,3514,1082,636,304,39,0,0,9597,0,1073,785,257,271,426,387,503,257,3959,0,1014,685,164,128,61,41,11,0,2104,0,2792,2050,570,364,348,183,99,23,6429,0,413,1667,1557,1659,2047,1882,1993,1194,12412,186,370,347,192,171,143,115,106,42,1672,24279,19643,21108,20430,19909,15331,9562,7035,2562,139859
CED104,0,70,95,59,104,91,58,20,4,501,0,77,141,180,305,671,912,816,474,3576,70,190,113,61,67,99,77,45,18,740,12330,8636,5590,9490,10802,8473,4950,2534,985,63790,0,165,4879,13747,16330,13391,7488,2934,559,59493,0,250,1013,1161,1080,602,185,35,10,4336,0,53,222,817,1367,750,304,263,138,3914,25264,0,0,0,0,0,0,0,0,25264,0,10648,0,0,0,0,0,0,0,10648,0,5337,3406,818,413,163,20,0,0,10157,0,523,308,150,181,264,349,315,241,2331,0,254,260,99,87,75,41,10,8,834,0,165,293,187,244,203,114,55,12,1273,0,165,357,522,751,1129,1274,1079,621,5898,182,392,233,137,158,172,133,81,26,1514,25446,17952,10971,17638,20611,16749,9908,4772,1615,125662
CED105,0,198,236,120,174,153,72,53,14,1020,0,137,365,345,594,936,971,1194,678,5220,146,204,237,117,85,95,72,70,33,1059,16340,10693,11480,10055,9590,7406,4475,3481,1389,74909,0,1644,11119,12570,12338,9482,5688,3139,624,56604,0,378,1099,964,727,415,142,32,13,3770,0,254,1260,1983,2054,1227,534,558,301,8171,33530,0,0,0,0,0,0,0,0,33530,0,9880,0,0,0,0,0,0,0,9880,0,6549,4970,1524,817,373,51,3,0,14287,0,1246,1012,534,634,732,525,560,277,5520,0,481,497,296,285,165,45,31,11,1811,0,421,711,365,455,382,180,117,27,2658,0,316,912,1056,1562,1936,1705,1655,904,10046,327,400,481,308,221,175,116,97,41,2166,33857,21569,22061,19600,19093,14887,8986,6192,2198,148443
CED106,0,228,301,95,101,119,66,25,28,963,0,149,365,378,426,845,1149,1482,1063,5857,87,180,136,76,66,75,77,44,25,766,13412,8759,6709,10205,10963,7981,5475,3922,1811,69237,0,235,5998,14926,16380,11739,7711,4352,1137,62478,0,300,1297,975,858,462,179,46,9,4126,0,45,168,860,1561,857,303,308,204,4306,27234,0,0,0,0,0,0,0,0,27234,0,11423,0,0,0,0,0,0,0,11423,0,3425,2765,687,466,207,24,4,0,7578,0,785,458,132,122,246,312,312,192,2559,0,366,323,103,95,58,25,17,6,993,0,449,712,238,197,248,151,51,38,2084,0,310,811,822,896,1371,1564,1917,1351,9042,188,322,271,147,128,133,120,66,35,1410,27422,17660,12803,18890,20703,15321,10389,7073,2972,133233
CED107,0,631,236,113,144,146,98,63,15,1446,0,308,521,463,899,1485,1628,1636,768,7708,251,411,210,124,186,204,173,122,42,1723,14124,8284,7581,8815,9329,8206,5759,3755,1275,67128,0,513,6040,10122,11378,10745,7073,3500,553,49924,0,1904,3098,2121,1628,902,310,51,6,10020,0,486,1150,1751,1513,592,356,367,165,6380,28674,0,0,0,0,0,0,0,0,28674,0,5526,0,0,0,0,0,0,0,5526,0,4382,1332,633,529,230,29,5,0,7140,0,628,218,141,228,311,309,250,137,2222,0,446,176,115,96,55,24,5,4,921,0,1283,676,287,334,321,218,113,20,3252,0,714,1339,1412,2216,2934,2786,2355,990,14746,520,821,494,329,368,375,303,184,58,3452,29194,16703,14523,16911,18290,16465,11408,6830,1933,132257
CED108,0,324,184,95,154,195,109,40,8,1109,0,134,280,291,631,1232,1339,1463,740,6110,227,371,183,113,104,168,108,67,26,1367,11794,7870,7253,8477,8906,8293,5594,3575,1299,63061,0,464,6004,9990,11024,10868,7258,3527,743,49878,0,1187,2778,1928,1419,835,307,66,14,8534,0,326,953,1830,1692,731,371,331,177,6411,23863,0,0,0,0,0,0,0,0,23863,0,5976,0,0,0,0,0,0,0,5976,0,5343,1935,778,528,248,36,0,0,8868,0,642,306,159,223,351,288,293,159,2421,0,470,220,127,133,73,32,11,0,1066,0,655,536,278,352,365,226,81,18,2511,0,349,813,962,1539,2181,2017,2040,994,10895,436,680,422,279,238,268,199,106,44,2672,24299,16092,13967,16331,17148,15920,10734,6455,2149,123095
CED109,0,155,185,105,186,186,95,34,7,953,0,126,303,354,546,1043,1014,776,242,4404,196,312,198,112,106,121,75,46,11,1177,18532,11961,11917,11623,10707,8233,4578,2308,640,80499,0,899,10424,13867,13755,10570,5408,1885,263,57071,0,1029,2453,1783,1263,567,158,27,4,7284,0,698,1952,2753,2348,1301,629,386,160,10227,38233,0,0,0,0,0,0,0,0,38233,0,10057,0,0,0,0,0,0,0,10057,0,8288,4761,1420,680,207,26,0,0,15382,0,1307,866,468,583,771,660,542,218,5415,0,630,491,272,235,134,43,25,0,1830,0,394,537,333,420,409,217,71,13,2394,0,270,871,1093,1440,1816,1526,1073,316,8405,461,606,479,324,252,192,119,69,15,2517,38694,24178,22834,22313,20976,15967,8786,4078,989,158815
CED110,0,354,494,136,138,137,68,41,7,1375,0,182,642,615,742,1143,1357,1771,1017,7469,130,233,206,95,72,111,89,63,24,1023,11931,7805,8780,9965,9178,7711,5526,4328,1673,66897,0,296,6873,12749,11755,10358,7183,4309,882,54405,0,885,3387,1923,1224,717,215,51,13,8415,0,103,442,1305,1707,825,370,360,227,5339,24236,0,0,0,0,0,0,0,0,24236,0,7067,0,0,0,0,0,0,0,7067,0,4857,2682,805,556,274,36,0,0,9210,0,532,430,154,200,285,280,342,191,2414,0,262,277,115,112,68,17,18,3,872,0,709,1172,401,325,304,141,92,17,3161,0,393,1499,1567,1751,2042,1977,2302,1328,12859,259,397,459,244,156,185,160,91,33,1984,24495,15501,17221,19263,17786,15058,10379,7565,2694,129962
CED111,0,397,203,129,297,262,149,75,22,1534,0,178,303,359,1020,1678,1695,1642,803,7678,278,403,192,117,258,300,230,114,40,1932,12083,6868,5743,7917,9927,9375,6716,4035,1477,64141,0,354,3884,7786,10035,11247,8401,4151,842,46700,0,1108,2158,2220,2179,1567,529,147,27,9935,0,459,1223,2029,1930,736,332,333,219,7261,24189,0,0,0,0,0,0,0,0,24189,0,5349,0,0,0,0,0,0,0,5349,0,3543,1299,626,515,297,38,0,0,6318,0,613,232,146,266,354,302,246,201,2360,0,477,250,149,161,116,56,19,6,1234,0,767,503,314,616,588,349,157,39,3333,0,405,767,1077,2412,3346,2853,2402,1111,14373,536,768,467,330,500,557,413,195,57,3823,24725,13843,10783,14677,18614,18808,13273,7650,2502,124875
CED112,0,1452,594,125,182,144,83,37,18,2635,0,272,602,568,863,1377,1461,1685,910,7738,175,349,251,123,113,132,104,73,27,1347,12422,9536,8584,9615,9604,7950,5489,3985,1507,68692,0,404,6849,11637,11848,10182,6937,3857,815,52529,0,1154,2984,2005,1493,791,221,48,8,8704,0,189,684,1648,1819,817,347,381,207,6092,25146,0,0,0,0,0,0,0,0,25146,0,7369,0,0,0,0,0,0,0,7369,0,4812,2215,840,560,242,37,3,0,8709,0,753,399,155,235,292,267,287,164,2552,0,530,294,128,100,57,24,11,9,1153,0,3215,1749,385,409,293,173,76,25,6325,0,637,1556,1548,2166,2502,2264,2275,1194,14142,369,671,536,315,251,247,175,109,45,2718,25515,19734,17266,18661,18881,15423,10445,7047,2467,135439
CED113,0,249,218,121,215,242,127,60,20,1252,0,142,317,328,689,1330,1560,1747,886,6999,231,352,177,122,127,174,156,98,40,1477,13423,8172,7442,9167,9200,7904,5793,4068,1585,66754,0,410,5865,10157,10492,9523,6863,3759,832,47901,0,1233,2849,2225,1561,865,298,68,8,9107,0,351,1185,2174,2082,869,376,342,233,7612,27091,0,0,0,0,0,0,0,0,27091,0,6720,0,0,0,0,0,0,0,6720,0,5421,1865,745,520,273,48,0,0,8872,0,552,287,153,300,378,323,336,197,2526,0,478,276,150,157,100,38,22,9,1230,0,496,594,329,487,479,286,133,32,2836,0,302,841,1102,1648,2355,2418,2416,1213,12295,454,695,434,317,277,304,256,140,47,2924,27545,16658,14196,17352,17524,15146,10906,7216,2571,129114
CED114,0,304,206,107,213,202,104,60,19,1215,0,222,489,501,1010,1519,1464,1464,693,7362,214,306,223,157,205,348,249,117,37,1856,11603,6492,6334,8542,9618,9018,6133,3479,1219,62438,0,311,4643,9479,10973,11360,8151,3593,624,49134,0,1305,2691,2466,2204,1432,468,89,5,10660,0,244,851,1548,1607,576,263,253,169,5511,23340,0,0,0,0,0,0,0,0,23340,0,5255,0,0,0,0,0,0,0,5255,0,3681,1185,553,394,211,27,3,0,6054,0,495,242,140,180,283,216,222,155,1933,0,337,211,114,101,70,21,9,6,869,0,680,588,295,455,418,222,133,34,2825,0,498,1222,1484,2435,3042,2520,2174,964,14339,452,606,499,376,458,653,466,201,54,3765,23792,13412,12132,16455,18807,18045,12354,6677,2011,123685
CED115,0,655,278,93,159,174,116,50,11,1536,0,374,532,474,975,1451,1577,1779,823,7985,224,389,203,112,169,244,200,116,42,1699,12086,7291,6607,7940,9100,8316,6068,3927,1283,62618,0,384,5050,8856,10739,10998,7703,3886,646,48262,0,1566,2586,1973,1702,1007,356,94,7,9291,0,338,1032,1660,1431,494,294,301,164,5714,24182,0,0,0,0,0,0,0,0,24182,0,5021,0,0,0,0,0,0,0,5021,0,3766,1090,560,473,192,21,4,0,6106,0,574,215,128,214,250,204,178,96,1859,0,329,164,81,85,50,16,6,3,734,0,1221,692,248,324,362,242,99,20,3208,0,882,1422,1434,2367,3055,2796,2613,1118,15687,457,741,470,306,370,465,358,200,55,3422,24639,14822,12721,15246,17705,16873,11990,7381,2109,123486
CED116,0,138,158,104,163,117,75,52,11,818,0,117,227,222,451,719,795,684,221,3436,197,229,249,120,116,95,73,54,17,1150,15069,10703,10023,10593,10749,7627,4281,2713,740,72498,0,933,7856,12140,13797,10093,5220,2392,358,52789,0,336,1110,1131,883,388,94,34,0,3976,0,304,1422,2387,2478,1301,613,542,194,9241,30731,0,0,0,0,0,0,0,0,30731,0,10771,0,0,0,0,0,0,0,10771,0,6933,5743,1687,870,283,29,0,0,15545,0,1276,983,649,785,834,693,684,300,6204,0,384,475,379,395,204,65,37,12,1951,0,281,407,316,425,308,175,89,15,2016,0,243,686,800,1219,1330,1228,998,310,6814,387,426,496,315,291,193,123,87,23,2341,31118,21887,19178,19804,21143,14934,8240,4863,1212,142379
CED117,0,206,145,89,140,191,160,78,14,1023,0,154,284,289,759,1354,1608,1773,771,6992,217,315,181,119,204,307,220,120,29,1712,11462,6793,5575,7806,9177,8958,7133,4563,1384,62851,0,368,4496,8801,10739,11600,9512,4927,829,51272,0,1122,1977,1784,1714,1078,468,115,11,8269,0,318,921,1786,1682,582,298,322,181,6090,23042,0,0,0,0,0,0,0,0,23042,0,5795,0,0,0,0,0,0,0,5795,0,4172,1370,616,482,238,40,3,0,6921,0,448,155,118,218,306,278,296,186,2005,0,357,144,94,98,71,34,14,9,821,0,413,407,224,326,362,302,139,29,2202,0,328,812,944,1826,2572,2684,2577,1119,12862,421,613,418,345,433,560,421,207,42,3460,23463,13934,10700,14712,17518,17369,14037,8600,2406,122739
CED118,0,1644,2239,664,361,315,108,68,22,5421,0,271,1344,1717,1541,1520,1162,1000,455,9010,141,293,371,167,115,110,52,59,22,1330,10493,7747,13961,12812,9404,6811,4128,2806,939,69101,0,574,8571,12263,8801,6532,4312,2604,450,44107,0,1024,5359,4270,2524,1188,230,53,9,14657,0,83,466,1298,1642,981,516,460,177,5623,21115,0,0,0,0,0,0,0,0,21115,0,5052,0,0,0,0,0,0,0,5052,0,2565,2426,1269,672,202,32,0,0,7166,0,1054,1108,393,324,392,371,357,214,4213,0,723,954,263,178,120,33,23,5,2299,0,2989,4623,1496,923,686,295,133,36,11181,0,553,2525,3180,2950,2688,1916,1496,610,15918,288,497,702,393,271,196,89,90,34,2560,21403,15114,26734,24825,18285,12985,7794,5216,1535,133891
CED119,0,219,286,112,134,140,64,24,6,985,0,102,351,427,521,934,834,845,349,4363,131,214,200,82,71,84,59,42,30,913,16771,9101,12931,11997,9442,7373,3869,2325,768,74577,0,761,14191,17288,13174,10047,5092,2028,301,62882,0,737,2449,1677,1035,482,121,32,7,6540,0,229,856,1711,1658,884,429,340,157,6264,34214,0,0,0,0,0,0,0,0,34214,0,8598,0,0,0,0,0,0,0,8598,0,5699,3639,1024,504,227,29,6,0,11128,0,937,955,295,386,573,460,442,168,4216,0,459,533,187,164,92,32,11,5,1483,0,570,834,340,347,299,167,60,18,2635,0,215,973,1145,1305,1639,1278,1202,434,8191,285,402,426,217,164,157,102,55,33,1841,34499,18607,24856,23884,18737,14400,7710,4176,1123,147992
CED120,0,129,173,98,107,104,75,19,6,711,0,94,288,296,437,809,941,937,378,4180,143,213,172,80,58,81,76,43,22,888,14076,9141,8722,10272,10219,8029,4358,2487,815,68119,0,489,8455,14318,14584,11942,6085,2440,406,58719,0,531,1958,1402,1153,520,158,32,9,5763,0,150,607,1404,1669,924,357,278,166,5555,28544,0,0,0,0,0,0,0,0,28544,0,9391,0,0,0,0,0,0,0,9391,0,6510,3650,885,455,198,26,0,0,11724,0,562,416,177,258,397,331,303,179,2623,0,258,253,137,99,72,24,14,3,860,0,281,481,283,264,222,152,49,9,1741,0,246,740,844,1103,1461,1415,1304,539,7652,279,425,375,217,131,156,124,66,25,1798,28823,18843,16935,19667,19716,15892,8672,4486,1336,134370
CED121,0,256,122,77,152,161,99,30,5,902,0,179,306,356,787,1301,1463,1460,666,6518,198,316,176,120,169,208,188,82,34,1491,13322,7304,6359,9196,9538,8910,5967,3397,1138,65131,0,383,5256,10969,12319,12120,7947,3313,555,52862,0,1307,2458,2283,1783,1071,376,79,11,9368,0,306,879,1627,1312,571,334,323,156,5508,26989,0,0,0,0,0,0,0,0,26989,0,5789,0,0,0,0,0,0,0,5789,0,4765,1564,674,484,214,27,0,0,7728,0,500,204,137,228,332,316,244,150,2111,0,326,162,102,104,82,41,17,3,837,0,512,345,216,332,328,215,86,8,2042,0,458,834,1120,1933,2606,2557,2118,870,12496,422,662,400,318,355,394,317,146,48,3062,27411,15008,12102,17446,18850,17718,12130,6326,1801,128792
CED122,0,313,231,98,169,170,88,25,6,1100,0,193,381,351,689,1190,1167,1293,565,5829,278,420,176,121,159,172,109,63,24,1522,14111,8379,8231,9096,8833,7627,4647,2947,940,64811,0,547,6966,10652,10980,10243,6032,2647,410,48477,0,2065,3608,2400,1681,805,234,71,14,10878,0,468,1217,1832,1521,620,304,332,149,6443,28394,0,0,0,0,0,0,0,0,28394,0,5465,0,0,0,0,0,0,0,5465,0,5186,1596,694,477,221,42,0,0,8216,0,612,239,149,253,321,273,214,122,2183,0,491,246,122,110,82,29,18,5,1103,0,712,671,304,365,339,209,52,21,2673,0,533,1281,1280,1814,2336,1945,1780,734,11703,523,782,471,313,328,307,194,90,34,3042,28917,16861,16295,17746,17529,15274,9262,5204,1489,128577
CED123,0,2373,2133,421,260,255,138,61,27,5668,0,386,1069,1088,1036,1469,1441,1529,797,8815,128,255,316,176,86,96,77,67,29,1230,11102,9954,13234,11394,9137,7385,5252,3709,1444,72611,0,356,8117,12665,10359,8106,5677,3266,642,49188,0,1084,4864,2672,1480,736,228,35,6,11105,0,124,497,1362,1762,1087,493,450,274,6049,22625,0,0,0,0,0,0,0,0,22625,0,6403,0,0,0,0,0,0,0,6403,0,3384,3023,1123,712,296,55,3,0,8596,0,1522,1077,333,298,442,499,460,234,4865,0,931,810,187,129,90,38,16,14,2215,0,4951,4508,1008,592,540,300,127,41,12067,0,806,2210,2187,2224,2588,2340,2104,1055,15514,270,488,631,364,220,188,137,84,37,2419,22895,20049,25737,21901,17776,14073,9767,6545,2303,141046
CED124,0,311,273,148,186,165,80,38,9,1210,0,153,531,494,732,1184,1039,893,404,5430,204,302,194,105,108,105,81,47,20,1166,15256,10083,10855,10357,9560,8217,4325,2279,813,71745,0,739,9052,12260,11606,10750,5462,1933,342,52144,0,1619,3633,2202,1446,762,183,44,14,9903,0,480,1498,2172,1914,993,449,328,141,7975,30875,0,0,0,0,0,0,0,0,30875,0,7312,0,0,0,0,0,0,0,7312,0,6942,3296,1010,524,184,37,0,0,11993,0,864,557,270,384,562,430,335,173,3575,0,512,301,202,154,115,40,26,8,1358,0,571,719,410,428,364,191,80,17,2780,0,370,1363,1414,1753,2111,1652,1262,514,10439,402,582,462,285,230,175,132,61,30,2359,31277,19991,20881,20225,18439,16016,8576,4069,1239,140713
CED125,0,257,139,102,218,259,183,75,13,1246,0,172,261,354,869,1483,1812,1975,1030,7956,224,311,150,132,191,288,285,145,42,1768,10731,5924,4947,7357,8998,8974,7678,4901,1673,61183,0,306,3712,7709,9812,11196,9816,5253,933,48737,0,1056,1927,1853,1748,1301,596,140,15,8636,0,358,906,1749,1646,567,304,335,194,6059,21535,0,0,0,0,0,0,0,0,21535,0,4841,0,0,0,0,0,0,0,4841,0,3246,1066,600,503,250,45,4,0,5714,0,430,148,94,230,310,275,278,178,1943,0,357,138,116,109,60,43,10,12,845,0,504,367,269,453,480,380,166,31,2650,0,393,671,983,1987,2836,2914,2778,1408,13970,430,620,367,356,405,503,500,222,53,3456,21965,12111,9302,13729,16893,17503,14873,9186,2824,118386
CED126,0,201,184,88,111,150,76,25,5,840,0,119,331,304,485,953,870,729,310,4101,189,324,222,83,83,115,57,43,15,1131,15238,9501,9419,10149,9294,7707,3914,1986,661,67869,0,577,8385,12902,12198,10617,5276,1851,317,52123,0,1084,2781,1951,1374,725,154,40,4,8113,0,361,1203,1957,1788,859,326,207,97,6798,30681,0,0,0,0,0,0,0,0,30681,0,7661,0,0,0,0,0,0,0,7661,0,7121,3163,858,375,135,20,0,0,11672,0,710,422,185,319,508,371,358,173,3046,0,434,311,169,120,83,36,17,0,1170,0,408,506,260,260,304,153,61,10,1962,0,268,906,970,1139,1627,1285,983,395,7573,402,614,468,236,180,211,104,64,23,2302,31083,19238,18145,19488,17753,15069,7725,3581,1019,133101
CED127,0,215,356,166,146,163,103,49,12,1210,0,106,334,441,581,1079,1316,1561,1045,6463,124,201,162,105,88,116,91,64,25,976,12866,6945,7025,10586,9936,8122,5805,3743,1683,66711,0,238,5705,14133,13183,10920,7944,3676,847,56646,0,566,2484,2117,1692,916,282,61,13,8131,0,63,287,992,1604,895,345,304,173,4663,26410,0,0,0,0,0,0,0,0,26410,0,7486,0,0,0,0,0,0,0,7486,0,4221,2437,772,456,196,25,0,0,8107,0,459,370,170,174,302,299,310,223,2307,0,378,391,204,178,111,37,7,15,1321,0,479,961,435,377,335,214,98,20,2919,0,266,807,1040,1342,1861,1914,2013,1400,10643,246,390,342,219,209,207,152,98,39,1902,26656,14546,13784,20082,19215,15743,11212,6567,2730,130535
CED128,0,198,231,113,204,243,127,52,16,1184,0,119,312,441,810,1519,1514,1193,585,6493,192,318,179,90,153,211,109,56,26,1334,13141,7985,6828,9607,10231,8864,5280,2791,1078,65805,0,450,5926,11405,12432,11161,6291,2508,456,50629,0,1055,2468,2319,1908,1126,346,77,15,9314,0,261,702,1653,1791,810,351,259,180,6007,26551,0,0,0,0,0,0,0,0,26551,0,6900,0,0,0,0,0,0,0,6900,0,5618,2049,698,393,208,36,0,0,9002,0,405,223,132,203,321,294,287,146,2011,0,388,213,143,136,97,35,31,37,1080,0,441,540,339,426,486,273,100,27,2632,0,258,841,1194,1861,2629,2268,1627,761,11439,346,613,411,293,313,377,191,86,37,2667,26897,16389,13373,18176,19463,17215,10085,4975,1659,128232
CED129,0,82,106,76,116,96,58,23,7,564,0,78,219,231,328,691,714,738,247,3246,154,167,203,74,65,104,57,39,13,876,13943,10287,9695,9660,10296,8354,4623,2558,693,70109,0,755,8570,12397,14088,12074,6439,2550,362,57235,0,458,1364,1178,911,449,142,28,6,4536,0,205,992,1721,1978,1152,548,445,160,7201,28046,0,0,0,0,0,0,0,0,28046,0,10083,0,0,0,0,0,0,0,10083,0,7666,5638,1568,747,246,31,0,0,15896,0,844,779,466,494,702,628,576,229,4718,0,301,313,223,207,132,60,22,5,1263,0,185,310,240,272,242,139,54,12,1454,0,194,646,752,899,1254,1122,1021,352,6240,313,338,459,221,180,170,99,54,18,1852,28359,21029,19071,18766,19776,16421,9208,4750,1144,138524
CED130,0,203,253,97,89,87,67,17,5,818,0,70,203,254,279,692,762,724,424,3408,93,170,118,67,43,84,69,25,15,684,14386,8502,7646,11276,9682,8008,4617,2159,835,67111,0,272,7486,16935,15234,12243,7133,2341,387,62031,0,361,1390,1197,820,500,133,25,4,4430,0,60,299,1020,1309,758,289,214,96,4045,29439,0,0,0,0,0,0,0,0,29439,0,9837,0,0,0,0,0,0,0,9837,0,5210,3514,857,313,131,22,0,4,10051,0,554,390,159,196,314,360,372,217,2562,0,307,214,113,74,48,22,10,5,793,0,380,551,261,180,190,118,38,8,1726,0,139,510,615,620,1078,1050,946,540,5498,180,300,229,161,113,135,112,57,24,1311,29619,17420,14583,21318,18859,15397,9239,4003,1285,131723
CED131,0,622,246,125,184,197,116,47,14,1551,0,335,520,474,941,1500,1714,1834,893,8211,294,446,211,115,197,293,240,133,41,1970,13580,8063,7147,8521,9643,8759,6576,4012,1375,67676,0,582,5256,9420,11315,11412,8278,3744,589,50596,0,1864,2852,2025,1731,976,335,84,11,9878,0,538,1314,1744,1545,606,375,384,174,6680,27320,0,0,0,0,0,0,0,0,27320,0,5153,0,0,0,0,0,0,0,5153,0,3836,1285,691,533,258,34,3,0,6640,0,738,277,173,268,339,267,264,139,2465,0,478,200,133,108,61,18,11,3,1012,0,1243,628,302,421,402,245,95,19,3355,0,708,1303,1325,2228,2952,2870,2523,1136,15045,565,887,524,331,393,512,423,199,59,3893,27885,16027,13639,16144,18542,17518,12845,7307,2130,132037
