region_id,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_Tot_M_EO,C10_12F_O_E_Tot_M_O_EVWW,C10_12F_O_E_Tot_M_O_ENWNA,C10_12F_O_E_Tot_M_O_PENS,C10_12F_O_E_Tot_M_O_E_T,C10_12F_O_E_Tot_M_LPENS,C10_12F_O_E_Tot_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_TM_EO,C13_14F_O_E_TM_O_EVWW,C13_14F_O_E_TM_O_ENWNA,C13_14F_O_E_TM_O_PENS,C13_14F_O_E_TM_O_E_T,C13_14F_O_E_TM_LPENS,C13_14F_O_E_TM_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
CED215,5522,89,0,6,95,0,5617,118,225,4,0,229,0,347,3,24,17,0,41,0,44,0,0,0,14,14,0,14,121,249,21,14,284,0,405,0,0,0,0,0,0,0,5643,338,21,20,379,0,6022,5178,84,3,8,95,0,5273,105,210,5,0,215,0,320,3,19,17,0,36,0,39,4,3,0,17,20,0,24,112,232,22,17,271,0,383,0,0,0,0,0,5,5,5290,316,25,25,366,5,5661,3241,40,0,0,40,0,3281,54,82,7,0,89,4,147,0,6,10,0,16,0,16,3,0,0,8,8,0,11,57,88,17,8,113,4,174,0,0,0,0,0,0,0,3298,128,17,8,153,4,3455,2170,24,0,0,24,0,2194,35,60,0,0,60,0,95,0,3,9,0,12,0,12,3,0,0,0,0,0,3,38,63,9,0,72,0,110,0,0,0,0,0,0,0,2208,87,9,0,96,0,2304,2977,32,3,3
CED216,5330,196,0,5,201,3,5534,350,1054,18,0,1072,6,1428,3,57,19,0,76,0,79,7,0,0,3,3,0,10,360,1111,37,3,1151,6,1517,3,3,0,0,3,0,6,5693,1310,37,8,1355,9,7057,5705,160,0,0,160,0,5865,370,1081,17,0,1098,8,1476,8,48,20,0,68,3,79,12,3,0,7,10,0,22,390,1132,37,7,1176,11,1577,3,3,0,0,3,3,9,6098,1295,37,7,1339,14,7451,3200,81,0,0,81,0,3281,168,635,15,0,650,0,818,0,37,29,0,66,0,66,0,3,0,3,6,3,9,168,675,44,3,722,3,893,0,3,0,0,3,3,6,3368,759,44,3,806,6,4180,1859,45,0,3,48,0,1907,72,361,6,3,370,0,442,0,18,14,0,32,0,32,3,0,0,3,3,0,6,75,379,20,6,405,0,480,0,3,0,0,3,3,6,1934,427,20,9,456,3,2393,2685,71,0,0
CED217,4495,481,6,0,487,13,4995,578,5045,162,3,5210,18,5806,10,477,350,0,827,0,837,0,12,0,28,40,0,40,588,5534,512,31,6077,18,6683,12,15,3,0,18,25,55,5095,6030,521,31,6582,56,11733,4054,310,0,0,310,4,4368,380,4545,160,3,4708,14,5102,8,438,451,3,892,0,900,4,9,0,18,27,0,31,392,4992,611,24,5627,14,6033,3,27,0,0,27,23,53,4449,5329,611,24,5964,41,10454,2154,146,5,7,158,4,2316,165,2491,115,0,2606,8,2779,6,282,362,0,644,0,650,3,3,0,14,17,0,20,174,2776,477,14,3267,8,3449,3,17,3,0,20,18,41,2331,2939,485,21,3445,30,5806,1375,83,0,0,83,0,1458,109,1573,79,3,1655,4,1768,5,174,288,0,462,0,467,0,0,0,10,10,0,10,114,1747,367,13,2127,4,2245,5,12,4,0,16,15,36,1494,1842,371,13,2226,19,3739,1783,110,0,4
CED218,4228,206,3,3,212,0,4440,288,992,21,3,1016,4,1308,4,47,17,0,64,0,68,12,0,0,0,0,0,12,304,1039,38,3,1080,4,1388,0,10,0,0,10,0,10,4532,1255,41,6,1302,4,5838,4229,141,0,9,150,3,4382,224,819,17,0,836,3,1063,3,29,17,0,46,0,49,3,0,0,0,0,0,3,230,848,34,0,882,3,1115,0,0,0,0,0,9,9,4459,989,34,9,1032,15,5506,2207,61,0,3,64,3,2274,114,447,11,0,458,0,572,0,17,12,0,29,0,29,0,0,0,3,3,0,3,114,464,23,3,490,0,604,0,0,0,0,0,6,6,2321,525,23,6,554,9,2884,1344,44,0,0,44,0,1388,49,254,8,0,262,0,311,0,15,7,3,25,0,25,4,0,0,0,0,0,4,53,269,15,3,287,0,340,0,0,0,0,0,5,5,1397,313,15,3,331,5,1733,2011,44,3,0
CED219,6253,368,7,11,386,7,6646,464,4538,125,8,4671,11,5146,11,613,254,0,867,0,878,12,3,3,21,27,3,42,487,5154,382,29,5565,14,6066,12,27,0,0,27,30,69,6752,5549,389,40,5978,51,12781,5695,247,4,4,255,0,5950,354,3796,142,8,3946,3,4303,7,442,286,3,731,0,738,11,3,0,14,17,0,28,372,4241,428,25,4694,3,5069,4,23,0,0,23,25,52,6071,4511,432,29,4972,28,11071,3345,126,0,5,131,0,3476,191,2040,86,4,2130,6,2327,4,306,225,0,531,0,535,5,3,0,16,19,3,27,200,2349,311,20,2680,9,2889,3,11,4,0,15,11,29,3548,2486,315,25,2826,20,6394,2196,67,3,3,73,0,2269,96,1377,61,0,1438,9,1543,4,219,180,0,399,0,403,0,0,0,9,9,0,9,100,1596,241,9,1846,9,1955,6,8,0,0,8,9,23,2302,1671,244,12,1927,18,4247,2847,87,0,0
CED220,3584,265,0,5,270,0,3854,349,2311,91,3,2405,3,2757,7,274,219,0,493,3,503,7,3,0,9,12,0,19,363,2588,310,12,2910,6,3279,7,13,0,0,13,12,32,3954,2866,310,17,3193,18,7165,3122,164,0,4,168,0,3290,204,1881,91,0,1972,3,2179,4,244,243,0,487,0,491,7,3,0,9,12,0,19,215,2128,334,9,2471,3,2689,0,3,0,0,3,14,17,3337,2295,334,13,2642,17,5996,1630,81,0,4,85,0,1715,97,1004,59,3,1066,5,1168,3,160,203,0,363,0,366,5,3,0,5,8,0,13,105,1167,262,8,1437,5,1547,0,4,3,0,7,5,12,1735,1252,265,12,1529,10,3274,1082,41,0,0,41,0,1123,73,626,51,0,677,0,750,5,103,116,0,219,0,224,0,0,0,6,6,0,6,78,729,167,6,902,0,980,0,5,0,0,5,0,5,1160,775,167,6,948,0,2108,1467,60,0,3
CED221,5337,100,3,3,106,0,5443,143,146,7,0,153,0,296,3,12,3,0,15,0,18,10,0,0,0,0,0,10,156,158,10,0,168,0,324,0,3,0,0,3,0,3,5493,261,13,3,277,0,5770,5317,80,3,4,87,0,5404,103,144,3,0,147,0,250,7,6,4,0,10,0,17,11,0,0,5,5,0,16,121,150,7,5,162,0,283,0,0,0,0,0,3,3,5438,230,10,9,249,3,5690,3313,43,0,5,48,0,3361,59,71,0,0,71,0,130,3,3,7,0,10,0,13,10,0,0,4,4,0,14,72,74,7,4,85,0,157,0,0,0,0,0,0,0,3385,117,7,9,133,0,3518,2185,21,0,7,28,0,2213,35,33,3,0,36,0,71,3,3,4,0,7,0,10,5,0,0,4,4,0,9,43,36,7,4,47,0,90,0,0,0,0,0,0,0,2228,57,7,11,75,0,2303,3026,28,0,8
CED222,5499,242,3,3,248,6,5753,358,1994,93,3,2090,4,2452,5,325,259,3,587,0,592,4,5,0,23,28,0,32,367,2324,352,29,2705,4,3076,6,12,0,0,12,10,28,5872,2578,355,32,2965,20,8857,4716,165,0,3,168,5,4889,265,1750,87,5,1842,3,2110,0,258,315,0,573,0,573,5,4,0,24,28,0,33,270,2012,402,29,2443,3,2716,3,4,5,0,9,11,23,4989,2181,407,32,2620,19,7628,2524,80,0,0,80,3,2607,125,992,69,0,1061,0,1186,0,157,228,0,385,0,385,0,0,4,4,8,0,8,125,1149,301,4,1454,0,1579,3,4,0,0,4,11,18,2652,1233,301,4,1538,14,4204,1617,43,0,0,43,0,1660,68,678,55,0,733,0,801,3,113,138,0,251,0,254,0,0,0,8,8,0,8,71,791,193,8,992,0,1063,0,3,0,0,3,9,12,1688,837,193,8,1038,9,2735,2169,50,0,3
CED223,5253,238,3,0,241,3,5497,351,1043,27,0,1070,0,1421,6,75,38,0,113,0,119,6,4,0,6,10,0,16,363,1122,65,6,1193,0,1556,12,0,0,0,0,7,19,5628,1360,68,6,1434,10,7072,4643,173,0,3,176,3,4822,270,819,29,0,848,0,1118,0,69,23,0,92,3,95,4,0,0,3,3,0,7,274,888,52,3,943,3,1220,4,4,0,0,4,3,11,4921,1065,52,6,1123,9,6053,2575,70,0,6,76,0,2651,130,469,22,0,491,0,621,4,39,37,0,76,3,83,4,0,0,0,0,0,4,138,508,59,0,567,3,708,0,6,0,0,6,6,12,2713,584,59,6,649,9,3371,1779,40,3,3,46,3,1828,79,296,10,0,306,0,385,0,18,25,0,43,0,43,0,0,0,0,0,0,0,79,314,35,0,349,0,428,0,0,0,0,0,3,3,1858,354,38,3,395,6,2259,2565,60,0,4
CED224,3704,175,0,7,182,4,3890,357,1033,16,4,1053,6,1416,3,46,33,0,79,0,82,6,0,0,0,0,0,6,366,1079,49,4,1132,6,1504,0,3,0,0,3,3,6,4070,1257,49,11,1317,13,5400,4318,148,4,0,152,0,4470,309,1184,35,3,1222,3,1534,0,51,54,0,105,0,105,10,0,0,0,0,0,10,319,1235,89,3,1327,3,1649,3,3,0,0,3,3,9,4640,1386,93,3,1482,6,6128,2600,104,0,0,104,0,2704,153,737,29,4,770,3,926,0,68,56,0,124,0,124,5,0,0,0,0,0,5,158,805,85,4,894,3,1055,0,3,0,0,3,4,7,2758,912,85,4,1001,7,3766,1733,56,0,0,56,0,1789,91,528,22,0,550,4,645,0,42,59,0,101,0,101,0,0,0,0,0,0,0,91,570,81,0,651,4,746,0,0,0,0,0,0,0,1824,626,81,0,707,4,2535,2607,81,0,0
CED225,6832,198,6,0,204,3,7039,274,854,21,0,875,3,1152,3,62,14,0,76,0,79,3,3,0,3,6,0,9,280,919,35,3,957,3,1240,4,8,0,0,8,4,16,7116,1125,41,3,1169,10,8295,6614,163,3,3,169,3,6786,220,832,13,0,845,3,1068,0,39,23,0,62,0,62,6,3,0,6,9,0,15,226,874,36,6,916,3,1145,3,6,0,0,6,3,12,6843,1043,39,9,1091,9,7943,4022,80,0,3,83,3,4108,114,459,13,0,472,3,589,0,32,16,0,48,0,48,4,0,0,5,5,0,9,118,491,29,5,525,3,646,3,5,0,0,5,3,11,4143,576,29,8,613,9,4765,2659,68,0,3,71,3,2733,69,355,18,0,373,0,442,0,21,14,0,35,0,35,4,0,0,4,4,0,8,73,376,32,4,412,0,485,4,3,0,0,3,3,10,2736,447,32,7,486,6,3228,3505,69,0,0
CED226,8461,460,4,11,475,6,8942,581,4654,128,7,4789,18,5388,6,360,203,0,563,3,572,5,9,0,34,43,3,51,592,5023,331,41,5395,24,6011,10,23,3,3,29,18,57,9063,5506,338,55,5899,48,15010,6789,338,0,10,348,5,7142,433,3409,86,5,3500,11,3944,6,303,263,0,566,0,572,3,6,0,20,26,0,29,442,3718,349,25,4092,11,4545,7,10,3,0,13,20,40,7238,4066,352,35,4453,36,11727,3812,188,4,3,195,3,4010,213,1607,64,3,1674,0,1887,7,160,173,0,333,0,340,5,3,0,19,22,0,27,225,1770,237,22,2029,0,2254,4,3,0,3,6,10,20,4041,1961,241,28,2230,13,6284,2435,83,0,4,87,0,2522,115,948,27,3,978,0,1093,3,95,121,0,216,0,219,3,0,0,5,5,0,8,121,1043,148,8,1199,0,1320,0,3,0,0,3,9,12,2556,1129,148,12,1289,9,3854,3224,110,0,11
CED227,5282,73,3,3,79,0,5361,115,308,32,0,340,0,455,3,44,30,0,74,0,77,7,3,0,11,14,0,21,125,355,62,11,428,0,553,6,3,0,0,3,7,16,5413,431,65,14,510,7,5930,5135,47,3,7,57,0,5192,75,287,35,0,322,0,397,0,36,30,0,66,0,66,3,0,0,12,12,0,15,78,323,65,12,400,0,478,0,3,0,0,3,14,17,5213,373,68,19,460,14,5687,3411,37,0,6,43,0,3454,59,213,20,0,233,0,292,0,29,26,0,55,0,55,3,0,0,3,3,0,6,62,242,46,3,291,0,353,3,3,3,0,6,5,14,3476,282,49,9,340,5,3821,2326,23,0,4,27,0,2353,40,101,11,0,112,0,152,6,25,21,0,46,0,52,3,0,0,4,4,0,7,49,126,32,4,162,0,211,0,0,0,0,0,3,3,2375,149,32,8,189,3,2567,2896,40,0,6
CED228,2914,211,0,6,217,4,3135,316,1938,76,0,2014,4,2334,9,284,269,0,553,0,562,4,3,0,20,23,0,27,329,2225,345,20,2590,4,2923,0,3,3,3,9,19,28,3243,2439,348,29,2816,27,6086,2617,141,0,0,141,6,2764,244,1617,90,0,1707,3,1954,3,238,294,0,532,0,535,6,0,0,22,22,0,28,253,1855,384,22,2261,3,2517,3,8,0,0,8,14,25,2873,2004,384,22,2410,23,5306,1498,71,0,5,76,3,1577,121,946,52,0,998,0,1119,4,131,231,0,362,0,366,0,3,0,3,6,0,6,125,1080,283,3,1366,0,1491,3,3,0,0,3,0,6,1626,1154,283,8,1445,3,3074,965,49,0,0,49,0,1014,69,558,49,0,607,0,676,0,99,162,3,264,4,268,0,0,0,0,0,0,0,69,657,211,3,871,4,944,0,0,0,0,0,0,0,1034,706,211,3,920,4,1958,1404,52,0,0
CED229,8992,280,3,4,287,3,9282,312,1261,17,0,1278,3,1593,3,44,16,0,60,0,63,0,3,0,14,17,0,17,315,1308,33,14,1355,3,1673,0,12,0,0,12,10,22,9307,1600,36,18,1654,16,10977,8908,239,3,6,248,4,9160,263,1020,30,0,1050,0,1313,0,49,12,0,61,0,61,7,0,0,13,13,0,20,270,1069,42,13,1124,0,1394,0,11,0,0,11,6,17,9178,1319,45,19,1383,10,10571,5154,103,0,3,106,0,5260,135,532,12,0,544,3,682,3,27,14,0,41,0,44,3,0,0,3,3,0,6,141,559,26,3,588,3,732,0,3,0,0,3,3,6,5295,665,26,6,697,6,5998,3315,55,0,4,59,0,3374,88,326,11,0,337,0,425,0,23,3,0,26,0,26,3,0,0,8,8,0,11,91,349,14,8,371,0,462,0,0,0,0,0,0,0,3406,404,14,12,430,0,3836,4345,80,3,5
CED230,6763,125,0,9,134,3,6900,169,309,12,0,321,0,490,8,31,4,0,35,0,43,16,3,0,4,7,0,23,193,343,16,4,363,0,556,0,0,0,3,3,0,3,6956,468,16,16,500,3,7459,6183,80,0,10,90,0,6273,141,244,11,3,258,4,403,9,16,19,0,35,0,44,12,0,0,10,10,0,22,162,260,30,13,303,4,469,0,0,0,0,0,0,0,6345,340,30,23,393,4,6742,3569,36,0,6,42,0,3611,61,129,0,0,129,0,190,0,4,12,0,16,0,16,7,0,0,10,10,0,17,68,133,12,10,155,0,223,3,0,0,0,0,0,3,3640,169,12,16,197,0,3837,2373,28,0,5,33,3,2409,35,86,6,0,92,0,127,0,4,4,0,8,0,8,3,0,0,9,9,0,12,38,90,10,9,109,0,147,3,0,0,0,0,0,3,2414,118,10,14,142,3,2559,3101,34,0,4
CED231,3831,211,0,3,214,6,4051,377,1398,90,3,1491,0,1868,6,237,113,0,350,0,356,6,3,0,14,17,3,26,389,1638,203,17,1858,3,2250,3,7,3,0,10,8,21,4223,1856,206,20,2082,17,6322,2340,107,0,3,110,0,2450,194,823,52,3,878,9,1081,0,161,105,0,266,0,266,4,3,0,9,12,3,19,198,987,157,12,1156,12,1366,3,0,0,0,0,5,8,2541,1094,157,15,1266,17,3824,1041,41,0,3,44,0,1085,76,365,22,3,390,0,466,5,63,74,0,137,0,142,0,0,0,4,4,3,7,81,428,96,7,531,3,615,3,3,0,0,3,6,12,1125,472,96,10,578,9,1712,583,23,0,0,23,0,606,43,215,16,4,235,0,278,0,55,61,0,116,0,116,0,4,0,0,4,0,4,43,274,77,4,355,0,398,0,3,0,0,3,0,3,626,300,77,4,381,0,1007,798,28,0,0
CED232,4563,234,3,4,241,8,4812,396,1295,26,0,1321,3,1720,0,50,10,0,60,0,60,6,3,0,5,8,0,14,402,1348,36,5,1389,3,1794,3,9,0,0,9,4,16,4968,1591,39,9,1639,15,6622,3250,156,3,3,162,3,3415,233,838,14,0,852,3,1088,0,35,18,0,53,0,53,6,0,0,4,4,0,10,239,873,32,4,909,3,1151,4,6,0,0,6,3,13,3493,1035,35,7,1077,9,4579,1493,71,3,3,77,0,1570,96,384,9,0,393,3,492,3,18,13,0,31,0,34,0,3,0,0,3,0,3,99,405,22,0,427,3,529,0,3,0,0,3,3,6,1592,479,25,3,507,6,2105,897,25,0,0,25,0,922,58,262,11,0,273,0,331,3,13,13,0,26,0,29,5,0,0,0,0,0,5,66,275,24,0,299,0,365,0,3,0,0,3,3,6,963,303,24,0,327,3,1293,1223,40,3,3
CED233,2833,186,3,11,200,7,3040,341,1702,43,0,1745,3,2089,3,82,51,0,133,3,139,3,0,0,3,3,0,6,347,1784,94,3,1881,6,2234,5,5,0,3,8,7,20,3185,1975,97,17,2089,20,5294,3423,212,4,8,224,4,3651,245,1699,65,0,1764,3,2012,0,77,77,0,154,0,154,3,0,0,5,5,3,11,248,1776,142,5,1923,6,2177,6,7,0,0,7,6,19,3677,1995,146,13,2154,16,5847,2003,90,3,0,93,3,2099,130,1101,61,0,1162,0,1292,3,73,68,3,144,0,147,0,0,0,3,3,0,3,133,1174,129,6,1309,0,1442,3,0,0,0,0,3,6,2139,1264,132,6,1402,6,3547,1368,43,0,0,43,0,1411,83,802,47,0,849,3,935,0,36,80,0,116,0,116,0,0,0,4,4,0,4,83,838,127,4,969,3,1055,0,3,0,0,3,0,3,1451,884,127,4,1015,3,2469,1996,62,0,3
CED234,5277,82,0,9,91,3,5371,120,415,37,0,452,3,575,3,131,101,0,232,0,235,3,3,0,14,17,0,20,126,549,138,14,701,3,830,0,0,0,0,0,5,5,5403,631,138,23,792,11,6206,5184,82,3,9,94,3,5281,103,355,28,3,386,0,489,0,113,88,0,201,0,201,9,0,0,23,23,0,32,112,468,116,26,610,0,722,0,0,0,0,0,0,0,5296,550,119,35,704,3,6003,3367,54,0,4,58,0,3425,62,200,17,3,220,0,282,0,60,67,0,127,0,127,3,0,0,15,15,0,18,65,260,84,18,362,0,427,0,5,0,0,5,3,8,3432,319,84,22,425,3,3860,2404,33,0,3,36,0,2440,29,135,12,0,147,0,176,0,38,53,0,91,0,91,3,0,0,5,5,0,8,32,173,65,5,243,0,275,0,0,0,0,0,0,0,2436,206,65,8,279,0,2715,2943,39,0,3
CED235,2734,222,4,0,226,3,2963,292,2759,144,4,2907,8,3207,3,281,149,4,434,0,437,4,5,0,12,17,0,21,299,3045,293,20,3358,8,3665,6,10,0,0,10,19,35,3039,3277,297,20,3594,30,6663,2908,155,3,0,158,3,3069,192,2494,109,4,2607,4,2803,6,253,172,0,425,0,431,0,3,3,12,18,0,18,198,2750,284,16,3050,4,3252,3,11,0,0,11,17,31,3109,2916,287,16,3219,24,6352,1734,83,0,3,86,0,1820,105,1439,84,0,1523,3,1631,6,154,139,0,293,0,299,0,0,0,8,8,0,8,111,1593,223,8,1824,3,1938,0,5,0,0,5,10,15,1845,1681,223,11,1915,13,3773,1250,55,3,0,58,3,1311,76,929,53,3,985,0,1061,0,94,121,0,215,0,215,0,4,0,8,12,0,12,76,1027,174,11,1212,0,1288,0,4,0,0,4,0,4,1326,1086,177,11,1274,3,2603,1690,67,3,5
CED236,5637,54,0,7,61,0,5698,93,137,0,3,140,0,233,3,8,0,0,8,0,11,10,0,0,5,5,0,15,106,145,0,8,153,0,259,0,0,0,0,0,0,0,5743,199,0,15,214,0,5957,5652,32,3,4,39,0,5691,74,153,0,0,153,0,227,0,8,0,0,8,0,8,9,0,0,4,4,0,13,83,161,0,4,165,0,248,3,0,0,0,0,0,3,5738,193,3,8,204,0,5942,3617,27,0,0,27,0,3644,31,55,0,0,55,0,86,0,0,0,0,0,0,0,4,0,0,5,5,0,9,35,55,0,5,60,0,95,0,0,0,0,0,0,0,3652,82,0,5,87,0,3739,2399,13,3,0,16,0,2415,24,28,3,0,31,0,55,0,0,3,0,3,0,3,7,0,0,5,5,0,12,31,28,6,5,39,0,70,0,0,0,0,0,0,0,2430,41,9,5,55,0,2485,3160,8,0,4
CED237,4240,310,0,5,315,3,4558,409,2648,122,0,2770,8,3187,6,241,79,0,320,0,326,7,8,3,9,20,0,27,422,2897,204,9,3110,8,3540,7,8,0,0,8,19,34,4669,3215,204,14,3433,30,8132,3224,244,3,0,247,0,3471,272,2273,114,3,2390,0,2662,5,171,85,0,256,0,261,3,3,0,7,10,0,13,280,2447,199,10,2656,0,2936,5,8,0,0,8,18,31,3509,2699,202,10,2911,18,6438,1590,93,0,3,96,0,1686,136,1122,79,0,1201,3,1340,4,114,76,0,190,0,194,5,4,0,3,7,0,12,145,1240,155,3,1398,3,1546,4,0,0,0,0,12,16,1739,1333,155,6,1494,15,3248,945,56,0,3,59,0,1004,77,692,44,0,736,0,813,3,93,41,0,134,0,137,3,3,0,0,3,0,6,83,788,85,0,873,0,956,0,3,0,0,3,4,7,1028,847,85,3,935,4,1967,1333,65,0,3
