region_id,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_Tot_M_EO,C15_17F_O_E_Tot_M_O_EVWW,C15_17F_O_E_Tot_M_O_ENWNA,C15_17F_O_E_Tot_M_O_PENS,C15_17F_O_E_Tot_M_O_E_T,C15_17F_O_E_Tot_M_LPENS,C15_17F_O_E_Tot_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_Tot_M_EO,C15_17F_Tot_M_O_EVWW,C15_17F_Tot_M_O_ENWNA,C15_17F_Tot_M_O_PENS,C15_17F_Tot_M_O_E_T,C15_17F_Tot_M_LPENS,C15_17F_Tot_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_Tot_M_EO,C18_20F_O_E_Tot_M_O_EVWW,C18_20F_O_E_Tot_M_O_ENWNA,C18_20F_O_E_Tot_M_O_PENS,C18_20F_O_E_Tot_M_O_E_T,C18_20F_O_E_Tot_M_LPENS,C18_20F_O_E_Tot_M_Tot,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_Tot_M_EO,C18_20F_Tot_M_O_EVWW,C18_20F_Tot_M_O_ENWNA,C18_20F_Tot_M_O_PENS,C18_20F_Tot_M_O_E_T,C18_20F_Tot_M_LPENS,C18_20F_Tot_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_Tot_M_EO,C21_24F_O_E_Tot_M_O_EVWW,C21_24F_O_E_Tot_M_O_ENWNA,C21_24F_O_E_Tot_M_O_PENS,C21_24F_O_E_Tot_M_O_E_T,C21_24F_O_E_Tot_M_LPENS,C21_24F_O_E_Tot_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_Tot_M_EO,C21_24F_Tot_M_O_EVWW,C21_24F_Tot_M_O_ENWNA,C21_24F_Tot_M_O_PENS,C21_24F_Tot_M_O_E_T,C21_24F_Tot_M_LPENS,C21_24F_Tot_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_Tot_M_EO,TCF_O_E_Tot_M_O_EVWW,TCF_O_E_Tot_M_O_ENWNA,TCF_O_E_Tot_M_O_PENS,TCF_O_E_Tot_M_O_E_T,TCF_O_E_Tot_M_LPENS,TCF_O_E_Tot_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_Tot_M_EO,TCF_Tot_M_O_EVWW,TCF_Tot_M_O_ENWNA,TCF_Tot_M_O_PENS,TCF_Tot_M_O_E_T,TCF_Tot_M_LPENS,TCF_Tot_M_T
CED405,58,0,1906,76,472,28,0,500,0,576,0,43,51,0,94,3,97,3,0,0,0,0,0,3,79,515,79,0,594,3,676,0,3,0,0,3,7,10,1927,576,79,0,655,10,2592,872,24,0,0,24,0,896,37,286,19,0,305,0,342,3,35,27,0,62,0,65,0,0,0,0,0,0,0,40,321,46,0,367,0,407,0,3,0,0,3,3,6,912,348,46,0,394,3,1309,391,12,0,0,12,0,403,23,149,12,0,161,0,184,0,12,18,0,30,0,30,0,0,0,0,0,0,0,23,161,30,0,191,0,214,0,0,0,0,0,0,0,414,173,30,0,203,0,617,13726,466,5,12,483,0,14209,661,3929,159,10,4098,6,4765,17,318,259,0,577,3,597,18,8,0,8,16,0,34,696,4255,418,18,4691,9,5396,4,22,0,0,22,40,66,14426,4743,423,30,5196,49,19671
CED406,39,4,3064,61,205,9,0,214,0,275,4,21,3,0,24,0,28,3,0,0,0,0,0,3,68,226,12,0,238,0,306,0,0,0,0,0,0,0,3089,258,12,7,277,4,3370,868,12,0,0,12,0,880,12,110,3,0,113,0,125,3,7,7,0,14,0,17,0,0,0,0,0,0,0,15,117,10,0,127,0,142,0,0,0,0,0,0,0,883,129,10,0,139,0,1022,341,4,0,0,4,0,345,11,51,4,0,55,0,66,0,6,7,0,13,0,13,0,0,0,0,0,0,0,11,57,11,0,68,0,79,0,0,0,0,0,0,0,352,61,11,0,72,0,424,22496,347,3,28,378,13,22887,551,1467,41,6,1514,0,2065,24,97,62,0,159,0,183,23,0,3,18,21,0,44,598,1564,106,24,1694,0,2292,7,6,0,0,6,8,21,23101,1917,109,52,2078,21,25200
CED407,50,0,2641,60,321,19,0,340,0,400,0,46,72,0,118,0,118,0,0,0,0,0,0,0,60,367,91,0,458,0,518,5,3,0,0,3,3,11,2656,416,91,4,511,3,3170,930,28,0,0,28,4,962,37,192,8,0,200,0,237,0,32,66,0,98,0,98,0,0,0,0,0,0,0,37,224,74,0,298,0,335,0,0,0,0,0,0,0,967,252,74,0,326,4,1297,378,9,0,0,9,0,387,18,100,6,0,106,0,124,3,22,29,0,51,0,54,0,0,0,0,0,0,0,21,122,35,0,157,0,178,0,0,0,0,0,0,0,399,131,35,0,166,0,565,18370,466,3,16,485,7,18862,535,2711,125,4,2840,6,3381,9,389,387,0,776,0,785,20,0,0,12,12,0,32,564,3100,512,16,3628,6,4198,8,18,0,0,18,11,37,18942,3584,515,32,4131,24,23097
CED408,65,0,3309,48,105,0,0,105,0,153,3,4,6,0,10,0,13,3,0,0,0,0,0,3,54,109,6,0,115,0,169,5,0,0,0,0,0,5,3303,174,6,0,180,0,3483,1204,25,0,0,25,0,1229,25,61,3,0,64,0,89,0,0,3,0,3,0,3,3,0,0,0,0,0,3,28,61,6,0,67,0,95,0,0,0,0,0,0,0,1232,86,6,0,92,0,1324,463,10,3,3,16,0,479,8,30,0,0,30,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0,0,30,0,38,0,0,0,0,0,0,0,471,40,3,3,46,0,517,23650,399,9,20,428,0,24078,456,836,21,0,857,6,1319,12,39,23,0,62,0,74,34,0,0,14,14,0,48,502,875,44,14,933,6,1441,5,8,0,0,8,3,16,24157,1282,53,34,1369,9,25535
CED409,70,3,2124,107,642,68,0,710,3,820,5,156,257,0,413,3,421,4,0,0,4,4,0,8,116,798,325,4,1127,6,1249,0,3,0,0,3,7,10,2167,868,325,7,1200,16,3383,682,24,0,0,24,0,706,35,369,49,0,418,0,453,0,93,162,0,255,3,258,3,0,0,3,3,0,6,38,462,211,3,676,3,717,0,0,0,0,0,3,3,720,486,211,3,700,6,1426,286,9,0,0,9,0,295,8,145,20,0,165,3,176,3,38,101,0,139,3,145,0,0,0,0,0,0,0,11,183,121,0,304,6,321,0,0,0,0,0,0,0,297,192,121,0,313,6,616,15311,595,6,16,617,13,15941,833,5895,453,3,6351,9,7193,17,1216,1478,0,2694,19,2730,15,14,0,38,52,0,67,865,7125,1931,41,9097,28,9990,8,18,4,3,25,50,83,16184,7738,1941,60,9739,91,26014
CED410,87,0,2161,107,657,31,0,688,0,795,0,43,64,0,107,0,107,3,0,0,0,0,0,3,110,700,95,0,795,0,905,4,0,0,0,0,5,9,2188,782,95,5,882,5,3075,1074,37,0,5,42,0,1116,64,400,22,0,422,3,489,0,39,54,0,93,0,93,0,0,0,0,0,0,0,64,439,76,0,515,3,582,0,3,0,0,3,3,6,1138,479,76,5,560,6,1704,553,20,0,0,20,0,573,28,209,5,0,214,0,242,0,21,27,0,48,0,48,0,0,0,0,0,0,0,28,230,32,0,262,0,290,0,3,0,0,3,4,7,581,253,32,0,285,4,870,14892,697,6,16,719,10,15621,875,5491,247,3,5741,12,6628,0,441,371,0,812,0,812,19,0,3,32,35,3,57,894,5932,621,35,6588,15,7497,16,20,0,0,20,43,79,15802,6649,627,51,7327,68,23197
CED411,57,0,3158,43,178,9,0,187,0,230,0,65,102,0,167,0,167,3,0,0,5,5,0,8,46,243,111,5,359,0,405,0,0,0,0,0,0,0,3147,291,111,14,416,0,3563,730,9,0,3,12,0,742,16,82,7,0,89,0,105,0,36,66,0,102,0,102,0,0,0,0,0,0,0,16,118,73,0,191,0,207,0,0,0,0,0,4,4,746,127,73,3,203,4,953,200,7,0,0,7,0,207,9,37,0,0,37,0,46,0,8,48,0,56,0,56,0,0,0,0,0,0,0,9,45,48,0,93,0,102,0,0,0,0,0,0,0,209,52,48,0,100,0,309,22308,432,5,62,499,6,22813,423,1600,92,0,1692,0,2115,15,510,691,0,1201,0,1216,52,5,3,51,59,5,116,490,2115,786,51,2952,5,3447,5,15,0,0,15,14,34,22803,2562,791,113,3466,25,26294
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,51,4,2965,74,185,4,0,189,0,263,5,8,11,0,19,0,24,4,0,0,3,3,0,7,83,193,15,3,211,0,294,0,0,0,0,0,0,0,2993,241,15,6,262,4,3259,648,13,0,0,13,0,661,22,73,5,0,78,0,100,0,5,8,0,13,0,13,0,0,0,0,0,0,0,22,78,13,0,91,0,113,0,0,0,0,0,0,0,670,91,13,0,104,0,774,204,6,0,0,6,0,210,10,25,0,0,25,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,0,25,0,35,0,0,0,0,0,0,0,214,31,0,0,31,0,245,23809,464,0,48,512,4,24325,749,1756,44,0,1800,3,2552,32,138,80,0,218,0,250,39,3,0,43,46,0,85,820,1897,124,43,2064,3,2887,14,7,0,0,7,12,33,24643,2368,124,91,2583,19,27245
CED502,43,0,2486,64,177,6,0,183,0,247,0,14,14,0,28,0,28,0,0,0,0,0,0,0,64,191,20,0,211,0,275,0,0,0,0,0,7,7,2507,234,20,0,254,7,2768,598,15,0,0,15,0,613,16,87,6,0,93,0,109,3,8,5,0,13,0,16,0,0,0,0,0,0,0,19,95,11,0,106,0,125,0,0,0,0,0,0,0,617,110,11,0,121,0,738,207,4,0,0,4,0,211,11,34,0,0,34,0,45,0,0,7,0,7,0,7,0,0,0,0,0,0,0,11,34,7,0,41,0,52,0,0,0,0,0,0,0,218,38,7,0,45,0,263,20416,353,4,33,390,10,20816,572,1677,39,12,1728,0,2300,21,123,98,0,221,0,242,28,3,0,27,30,0,58,621,1803,137,39,1979,0,2600,10,0,0,0,0,10,20,21047,2156,141,72,2369,20,23436
CED503,67,0,2674,111,650,42,0,692,4,807,11,109,182,0,291,0,302,5,0,0,3,3,0,8,127,759,224,3,986,4,1117,0,0,0,0,0,5,5,2734,826,224,3,1053,9,3796,967,26,0,0,26,0,993,47,386,30,0,416,0,463,0,75,87,0,162,0,162,3,0,0,0,0,0,3,50,461,117,0,578,0,628,0,0,0,0,0,0,0,1017,487,117,0,604,0,1621,360,9,0,0,9,0,369,20,151,8,0,159,5,184,0,22,59,0,81,0,81,0,0,0,0,0,0,0,20,173,67,0,240,5,265,0,0,0,0,0,0,0,380,182,67,0,249,5,634,20444,616,13,16,645,6,21095,926,5295,300,0,5595,21,6542,43,798,1097,0,1895,0,1938,21,3,3,51,57,0,78,990,6096,1400,51,7547,21,8558,4,21,3,0,24,24,52,21438,6733,1416,67,8216,51,29705
CED504,61,0,2532,107,315,7,0,322,0,429,0,21,8,0,29,0,29,4,0,0,0,0,0,4,111,336,15,0,351,0,462,0,3,0,0,3,3,6,2582,396,15,4,415,3,3000,1555,31,0,0,31,0,1586,64,217,5,0,222,0,286,0,17,8,0,25,0,25,0,0,0,0,0,0,0,64,234,13,0,247,0,311,0,0,0,0,0,0,0,1619,265,13,0,278,0,1897,850,16,0,5,21,0,871,32,106,3,3,112,0,144,0,4,7,0,11,0,11,0,0,0,0,0,0,0,32,110,10,3,123,0,155,0,0,0,0,0,0,0,882,126,10,8,144,0,1026,19345,544,0,28,572,4,19921,1070,2940,59,3,3002,0,4072,7,205,66,0,271,0,278,14,0,0,10,10,0,24,1091,3145,125,13,3283,0,4374,0,6,0,0,6,14,20,20436,3695,125,41,3861,18,24315
CED505,21,0,1746,67,145,8,0,153,0,220,5,12,12,0,24,0,29,0,0,0,3,3,0,3,72,157,20,3,180,0,252,0,4,0,0,4,0,4,1797,179,20,6,205,0,2002,84,3,0,0,3,0,87,4,14,0,0,14,0,18,0,3,3,0,6,0,6,0,0,0,0,0,0,0,4,17,3,0,20,0,24,0,0,0,0,0,0,0,88,20,3,0,23,0,111,31,0,0,0,0,0,31,0,9,0,0,9,0,9,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,9,4,0,13,0,13,0,0,0,0,0,0,0,31,9,4,0,13,0,44,21983,390,10,32,432,9,22424,754,2422,48,5,2475,5,3234,24,99,95,0,194,0,218,15,0,0,120,120,0,135,793,2521,143,125,2789,5,3587,0,9,9,0,18,13,31,22776,2920,162,157,3239,27,26042
CED506,43,0,2629,51,124,0,0,124,0,175,0,5,3,0,8,0,8,0,0,0,3,3,0,3,51,129,3,3,135,0,186,0,0,0,0,0,0,0,2637,166,3,9,178,0,2815,214,3,0,0,3,0,217,8,31,0,0,31,0,39,0,0,4,0,4,0,4,0,0,0,0,0,0,0,8,31,4,0,35,0,43,0,0,0,0,0,0,0,222,34,4,0,38,0,260,54,0,0,0,0,0,54,3,10,0,0,10,0,13,0,3,3,0,6,0,6,0,0,0,0,0,0,0,3,13,3,0,16,0,19,0,0,0,0,0,0,0,57,13,3,0,16,0,73,21160,294,6,33,333,0,21493,546,1173,11,0,1184,0,1730,9,81,39,0,120,0,129,24,0,0,40,40,0,64,579,1254,50,40,1344,0,1923,3,0,0,0,0,12,15,21742,1548,56,73,1677,12,23431
CED507,60,0,2055,98,385,23,0,408,3,509,4,31,35,0,66,0,70,0,0,0,3,3,0,3,102,416,58,3,477,3,582,0,6,0,0,6,0,6,2097,477,58,8,543,3,2643,786,17,0,0,17,0,803,35,244,16,0,260,3,298,3,20,15,0,35,0,38,0,0,0,0,0,0,0,38,264,31,0,295,3,336,0,0,0,0,0,0,0,824,281,31,0,312,3,1139,328,8,0,0,8,0,336,14,139,7,0,146,0,160,0,8,15,0,23,0,23,0,0,0,0,0,0,0,14,147,22,0,169,0,183,0,0,0,0,0,0,0,342,155,22,0,177,0,519,18491,674,3,27,704,6,19201,1034,3366,129,11,3506,18,4558,25,225,175,0,400,0,425,24,6,0,29,35,0,59,1083,3597,304,40,3941,18,5042,19,10,3,0,13,16,48,19593,4281,310,67,4658,40,24291
CED508,43,0,2413,88,380,17,0,397,0,485,4,72,70,0,142,0,146,0,0,3,3,6,0,6,92,452,90,3,545,0,637,0,0,0,0,0,0,0,2462,488,94,6,588,0,3050,695,16,0,0,16,0,711,35,226,11,0,237,3,275,0,41,53,0,94,0,94,0,0,0,0,0,0,0,35,267,64,0,331,3,369,0,0,0,0,0,3,3,730,283,64,0,347,6,1083,321,3,0,0,3,0,324,14,93,5,0,98,0,112,0,19,23,0,42,0,42,0,0,0,0,0,0,0,14,112,28,0,140,0,154,3,0,0,0,0,3,6,338,115,28,0,143,3,484,19157,462,7,9,478,0,19635,776,3352,127,4,3483,11,4270,20,526,500,0,1026,6,1052,9,3,6,35,44,0,53,805,3881,633,39,4553,17,5375,10,5,3,0,8,14,32,19972,4348,643,48,5039,31,25042
CED509,48,0,3641,98,408,7,0,415,0,513,3,20,16,0,36,0,39,3,0,0,0,0,0,3,104,428,23,0,451,0,555,0,0,0,0,0,3,3,3697,473,23,3,499,3,4199,1549,32,0,0,32,0,1581,48,285,14,0,299,0,347,0,17,10,0,27,0,27,0,0,0,0,0,0,0,48,302,24,0,326,0,374,0,0,0,0,0,0,0,1597,334,24,0,358,0,1955,572,11,0,3,14,0,586,15,139,10,0,149,0,164,0,13,0,0,13,0,13,0,0,0,0,0,0,0,15,152,10,0,162,0,177,4,0,0,0,0,0,4,591,163,10,3,176,0,767,24641,467,6,19,492,0,25133,890,2918,74,7,2999,8,3897,14,196,99,0,295,0,309,32,3,0,15,18,0,50,936,3117,173,22,3312,8,4256,16,0,0,0,0,10,26,25593,3584,179,41,3804,18,29415
CED510,31,0,2180,47,166,3,0,169,0,216,0,13,22,0,35,0,35,0,0,0,0,0,0,0,47,179,25,0,204,0,251,0,3,0,0,3,0,3,2196,213,25,0,238,0,2434,92,3,0,4,7,0,99,5,15,0,0,15,0,20,0,3,3,0,6,0,6,0,0,0,0,0,0,0,5,18,3,0,21,0,26,0,3,0,0,3,0,3,97,24,3,4,31,0,128,36,0,0,0,0,0,36,0,3,0,0,3,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,36,6,0,0,6,0,42,21996,278,0,32,310,8,22314,503,1641,37,7,1685,0,2188,5,103,131,0,234,0,239,17,0,0,38,38,0,55,525,1744,168,45,1957,0,2482,6,12,0,0,12,3,21,22527,2034,168,77,2279,11,24817
CED511,70,3,3092,88,256,6,0,262,0,350,3,19,27,0,46,0,49,4,0,0,0,0,0,4,95,275,33,0,308,0,403,3,4,0,0,4,0,7,3117,340,33,9,382,3,3502,692,9,3,4,16,0,708,33,116,5,0,121,0,154,0,19,14,0,33,0,33,0,0,0,0,0,0,0,33,135,19,0,154,0,187,4,0,0,0,0,0,4,729,144,22,4,170,0,899,259,7,0,0,7,0,266,7,46,0,0,46,0,53,0,4,11,0,15,0,15,0,0,0,0,0,0,0,7,50,11,0,61,0,68,0,0,0,0,0,0,0,266,57,11,0,68,0,334,25109,586,10,33,629,6,25744,780,2163,55,0,2218,3,3001,18,239,184,0,423,0,441,36,0,0,41,41,0,77,834,2402,239,41,2682,3,3519,19,18,0,0,18,3,40,25962,3006,249,74,3329,12,29303
CED512,44,0,1529,94,414,28,0,442,0,536,4,81,102,0,183,0,187,3,0,0,3,3,0,6,101,495,130,3,628,0,729,0,0,0,0,0,4,4,1586,539,130,3,672,4,2262,645,18,5,0,23,0,668,47,257,22,0,279,3,329,0,38,76,0,114,3,117,3,0,0,0,0,0,3,50,295,98,0,393,6,449,3,3,0,0,3,3,9,698,316,103,0,419,9,1126,243,13,0,0,13,0,256,25,136,10,0,146,0,171,0,23,44,0,67,0,67,0,0,0,0,0,0,0,25,159,54,0,213,0,238,0,0,0,0,0,3,3,268,172,54,0,226,3,497,12534,470,5,13,488,0,13022,982,4008,193,10,4211,9,5202,14,598,664,0,1262,6,1282,23,3,0,14,17,0,40,1019,4609,857,24,5490,15,6524,13,26,10,0,36,36,85,13566,5105,872,37,6014,51,19631
CED513,66,0,1503,74,581,22,3,606,4,684,4,102,108,3,213,0,217,3,0,3,0,3,0,6,81,683,133,6,822,4,907,4,3,0,0,3,0,7,1522,752,133,6,891,4,2417,682,28,0,0,28,0,710,50,353,15,0,368,0,418,0,65,72,0,137,0,137,0,0,0,0,0,0,0,50,418,87,0,505,0,555,0,3,0,0,3,0,3,732,449,87,0,536,0,1268,294,10,3,0,13,0,307,25,158,17,0,175,0,200,0,21,45,0,66,0,66,0,0,0,0,0,0,0,25,179,62,0,241,0,266,0,0,3,0,3,0,3,319,189,68,0,257,0,576,13040,626,3,8,637,6,13683,961,5248,256,7,5511,10,6482,30,951,975,3,1929,3,1962,21,11,9,41,61,0,82,1012,6210,1240,51,7501,13,8526,7,31,6,0,37,29,73,14059,6867,1249,59,8175,48,22282
CED514,34,0,1388,99,504,27,0,531,0,630,3,97,79,0,176,0,179,4,0,0,3,3,0,7,106,601,106,3,710,0,816,0,0,0,0,0,3,3,1460,632,106,6,744,3,2207,622,15,0,0,15,0,637,41,262,13,0,275,0,316,0,57,61,0,118,0,118,3,0,0,0,0,0,3,44,319,74,0,393,0,437,0,0,0,0,0,0,0,666,334,74,0,408,0,1074,247,9,0,0,9,0,256,18,125,5,0,130,0,148,0,32,27,0,59,0,59,0,3,0,0,3,0,3,18,160,32,0,192,0,210,0,0,3,0,3,0,3,265,169,35,0,204,0,469,11901,461,0,10,471,3,12375,1003,5610,237,13,5860,22,6885,33,991,652,6,1649,3,1685,19,15,0,53,68,0,87,1055,6616,889,72,7577,25,8657,6,30,9,0,39,34,79,12962,7107,898,82,8087,62,21111
CED515,60,3,2982,114,990,41,0,1031,3,1148,3,87,84,0,171,0,174,3,0,0,0,0,0,3,120,1077,125,0,1202,3,1325,3,0,0,0,0,6,9,3042,1134,125,3,1262,12,4316,1473,20,0,0,20,0,1493,79,694,29,3,726,0,805,3,58,67,0,125,0,128,0,0,0,3,3,0,3,82,752,96,6,854,0,936,0,0,0,0,0,3,3,1555,772,96,6,874,3,2432,665,17,0,0,17,0,682,47,357,13,0,370,0,417,0,38,31,0,69,0,69,0,0,0,0,0,0,0,47,395,44,0,439,0,486,0,0,0,0,0,3,3,712,412,44,0,456,3,1171,18686,493,5,18,516,12,19214,978,6811,213,10,7034,20,8032,14,589,468,0,1057,0,1071,13,4,0,13,17,0,30,1005,7404,681,23,8108,20,9133,9,19,0,0,19,35,63,19700,7916,686,41,8643,67,28410
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
