State;Division;Ballot Position;Member;Candidate;Party;Gender;Vote;Vote Percent;Swing
WA;Hasluck;912;;;DSL;;0;0.00;-0.08
WA;Hasluck;913;;;NGST;;0;0.00;-0.01
WA;Hasluck;997;;;OTH;;0;0.00;-0.58
WA;Kalgoorlie;1;;HODDY, Don;DEM;M;2383;3.52;1.52
WA;Kalgoorlie;2;#;HAASE, Barry;LP;M;28810;42.60;14.57
WA;Kalgoorlie;3;;BROWNING, Paul;ALP;M;23712;35.06;7.44
WA;Kalgoorlie;4;;SCOTT, Robin;HAN;M;5818;8.60;0.21
WA;Kalgoorlie;5;;MILLER, Laurie;GWA;M;2554;3.78;-0.46
WA;Kalgoorlie;6;;BURT, Ian;CLA;M;447;0.66;0.66
WA;Kalgoorlie;7;;BUTSON, Clark;IND;M;1947;2.88;2.88
WA;Kalgoorlie;8;;SMITH, Neville;IND;M;474;0.70;0.70
WA;Kalgoorlie;9;;PAYNE, Callum;CEC;M;111;0.16;-0.11
WA;Kalgoorlie;10;;MCCUMSTIE, Peter;NP;M;1379;2.04;-3.94
WA;Kalgoorlie;906;;;FST;;0;0.00;-22.79
WA;Kalgoorlie;907;;;CTA;;0;0.00;-0.68
WA;Moore;1;;HENDERSON, Geof;IND;M;1640;2.41;2.41
WA;Moore;2;;OLIVER, Clive;DEM;M;3391;4.99;1.13
WA;Moore;3;;ROY, Andrew;GWA;M;3683;5.42;0.82
WA;Moore;4;;EVANS, John;HAN;M;3078;4.53;-1.83
WA;Moore;5;;YOUNG, Kim;ALP;M;22888;33.67;3.96
WA;Moore;6;#;WASHER, Mal;LP;M;33302;48.99;11.76
WA;Moore;908;;;FST;;0;0.00;-0.04
WA;Moore;909;;;UNI;;0;0.00;-0.01
WA;Moore;910;;;NLP;;0;0.00;-0.01
WA;Moore;911;;;CTA;;0;0.00;-0.00
WA;Moore;997;;;OTH;;0;0.00;-18.19
WA;O'Connor;1;#;TUCKEY, Wilson;LP;M;36867;49.48;2.59
WA;O'Connor;2;;MCNABB, Alistair;CTA;M;1611;2.16;-0.02
WA;O'Connor;3;;PESTANA, Carole;DEM;F;1502;2.02;-0.32
WA;O'Connor;4;;GYORGY, Stephan;IND;M;509;0.68;0.68
WA;O'Connor;5;;BROWN, Vicki;NP;F;5480;7.35;-0.03
WA;O'Connor;6;;DAVIS, Sandy;GWA;F;3525;4.73;-0.29
WA;O'Connor;7;;ITURBIDE, Terry Kay;CEC;F;338;0.45;0.18
WA;O'Connor;8;;MCLEAN, Ron;HAN;M;8774;11.77;-3.19
WA;O'Connor;9;;SELBY, Donna;LFF;F;1167;1.57;1.57
WA;O'Connor;10;;PENDLEBURY, Mark Hamilton;ALP;M;14742;19.78;0.56
WA;O'Connor;909;;;FST;;0;0.00;-1.65
WA;O'Connor;997;;;OTH;;0;0.00;-0.09
WA;Pearce;1;;NELSON, Chris;NP;M;1985;2.82;0.12
WA;Pearce;2;;FOX, Jack;DEM;M;3147;4.48;-0.04
WA;Pearce;3;;HILL, Vivian;CTA;M;858;1.22;1.11
WA;Pearce;4;#;MOYLAN, Judi;LP;F;31509;44.83;4.45
WA;Pearce;5;;COSTELLO, Liam;ALP;M;21306;30.32;1.12
WA;Pearce;6;;COLLINS, Ken;HAN;M;6105;8.69;-4.36
WA;Pearce;7;;SMITH, Stuart;CEC;M;299;0.43;0.05
WA;Pearce;8;;MILLER, Juanita;GWA;F;5072;7.22;1.86
WA;Pearce;910;;;FST;;0;0.00;-0.05
WA;Pearce;997;;;OTH;;0;0.00;-4.25
WA;Perth;1;;HEWETT, Aaron;DEM;M;5381;7.28;2.63
WA;Perth;2;;XAMON, Alison;GWA;F;5437;7.36;1.27
WA;Perth;3;#;SMITH, Stephen;ALP;M;35389;47.88;-1.88
WA;Perth;4;;GILBERTHORPE, Peter;HAN;M;3244;4.39;-3.81
WA;Perth;5;;WEBB, Rod;LP;M;23894;32.33;1.95
WA;Perth;6;;CHILTON, Philip;;M;568;0.77;0.77
WA;Perth;902;;;DSL;;0;0.00;-0.87
WA;Perth;908;;;CTA;;0;0.00;-0.06
WA;Stirling;1;;OLVER, Pat;DEM;F;4572;5.93;1.65
WA;Stirling;2;;AQUILINA, Heather;GWA;F;4608;5.98;1.03
WA;Stirling;3;;JASPER, Perry;LFF;M;1071;1.39;1.39
WA;Stirling;4;;CRONIN, Bob;LP;M;30963;40.19;-0.69
WA;Stirling;5;;MCENCROE, Keith John;CTA;M;1022;1.33;1.33
WA;Stirling;6;#;MCFARLANE, Jann;ALP;F;31774;41.24;0.39
WA;Stirling;7;;THOROGOOD, Keith;HAN;M;3041;3.95;-2.66
WA;Stirling;903;;;FST;;0;0.00;-1.28
WA;Stirling;908;;;UNI;;0;0.00;-0.41
WA;Stirling;909;;;NLP;;0;0.00;-0.28
WA;Stirling;911;;;DSL;;0;0.00;-0.01
WA;Stirling;997;;;OTH;;0;0.00;-0.46
WA;Swan;1;;MAKIN, Simon;CLA;M;1096;1.55;1.55
WA;Swan;2;;MCCUTCHEON, Paul;DEM;M;4043;5.71;0.85
WA;Swan;3;;BRENNAN, Bev;LP;F;27597;38.98;-0.55
WA;Swan;4;;TAPLEY, Colleen;CTA;F;1130;1.60;0.25
WA;Swan;5;;VINCIULLO, Sandra;HAN;F;3292;4.65;-3.26
WA;Swan;6;#;WILKIE, Kim;ALP;M;29220;41.27;1.13
WA;Swan;7;;JEFFREYS, Elena;GWA;F;4163;5.88;0.70
WA;Swan;8;;SMITH, Brian;CEC;M;262;0.37;-0.41
WA;Swan;909;;;NLP;;0;0.00;-0.26
WA;Tangney;1;;GOWEGATI, Sam;ALP;M;24181;31.83;-0.32
WA;Tangney;2;;GRAHAM, Gordon A;IND;M;1231;1.62;1.62
WA;Tangney;3;;STANWIX, Ben;GWA;M;3820;5.03;0.23
WA;Tangney;4;;INGRAM, Andrew;DEM;M;4033;5.31;-0.28
WA;Tangney;5;;LUMSDAINE, Aaron;HAN;M;2576;3.39;-3.61
WA;Tangney;6;#;WILLIAMS, Daryl;LP;M;37847;49.81;1.46
WA;Tangney;7;;LUCAS, Michael;LFF;M;1122;1.48;1.48
WA;Tangney;8;;WATSON, Craig;CTA;M;1171;1.54;-0.14
WA;Tangney;908;;;NGST;;0;0.00;-0.28
WA;Tangney;997;;;OTH;;0;0.00;-0.16
SA;Adelaide;1;;OSBORN, Lynne;GRN;F;4638;5.98;2.82
SA;Adelaide;2;;STANLEY, Tim;ALP;M;28732;37.07;-0.08
SA;Adelaide;3;#;WORTH, Trish;LP;F;34258;44.20;0.80
SA;Adelaide;4;;PEACOCK, Lee;HAN;F;1630;2.10;-3.34
SA;Adelaide;5;;MANN, Sue;DEM;F;8255;10.65;0.93
SA;Adelaide;907;;;NLP;;0;0.00;-0.48
SA;Adelaide;997;;;OTH;;0;0.00;-0.64
SA;Barker;1;;DETCHON, David;ALP;M;18968;23.74;2.04
SA;Barker;2;;RIGNEY, Matt;GRN;M;2629;3.29;3.29
SA;Barker;3;;BALLINGER, Liz;IND;F;2538;3.18;3.18
SA;Barker;4;;WRIGHT, Dona;HAN;F;5900;7.38;-5.62
SA;Barker;5;;CORNISH, Philip;IND;M;1167;1.46;1.46
SA;Barker;6;;MILLER, Louise;DEM;F;5504;6.89;0.55
SA;Barker;7;#;SECKER, Patrick;LP;M;43201;54.06;7.20
SA;Barker;906;;;FST;;0;0.00;-0.92
SA;Barker;907;;;CTA;;0;0.00;-2.78
SA;Barker;910;;;NP;;0;0.00;-2.25
SA;Barker;997;;;OTH;;0;0.00;-6.15
SA;Bonython;1;;HUNT, Rita;NGST;F;3066;4.05;4.05
SA;Bonython;2;;BLAKE, Lisa;GRN;F;2102;2.78;2.78
SA;Bonython;3;;CHOMEL, Brenton;LP;M;21822;28.86;3.81
SA;Bonython;4;;DENNIS, Mark A;DEM;M;7984;10.56;1.26
SA;Bonython;5;#;EVANS, Martyn;ALP;M;35813;47.36;-2.42
SA;Bonython;6;;MAHONEY, John;HAN;M;4825;6.38;-8.23
SA;Bonython;905;;;FST;;0;0.00;-1.20
SA;Bonython;908;;;NLP;;0;0.00;-0.03
SA;Bonython;997;;;OTH;;0;0.00;-0.04
SA;Boothby;1;;MURPHY, Jim;ALP;M;20976;25.61;-4.82
SA;Boothby;2;;STARLING, Paul;IND;M;468;0.57;0.57
SA;Boothby;3;;PRIDE, Jo;DEM;F;15951;19.47;5.92
SA;Boothby;4;;MANFIELD, William;;M;154;0.19;0.19
SA;Boothby;5;;DRUMMOND, Michelle;GRN;F;2516;3.07;3.07
SA;Boothby;6;;PIECHNICK, Daniel;HAN;M;2151;2.63;-4.13
SA;Boothby;7;;KING, Jack;IND;M;441;0.54;0.54
SA;Boothby;8;#;SOUTHCOTT, Andrew;LP;M;39258;47.93;-0.53
SA;Boothby;906;;;NLP;;0;0.00;-0.68
SA;Boothby;908;;;CTA;;0;0.00;-0.10
SA;Boothby;997;;;OTH;;0;0.00;-0.04
SA;Grey;1;;O'NEILL, Con;ALP;M;24345;31.45;0.83
SA;Grey;2;;ROBERTSON, Gil John;DEM;M;3672;4.74;-0.41
SA;Grey;3;;HOLLAND, Sylvia;HAN;F;5276;6.82;-6.19
SA;Grey;4;;MARTIN, Felicity;GRN;F;1845;2.38;2.38
SA;Grey;5;#;WAKELIN, Barry;LP;M;42270;54.61;6.91
SA;Grey;907;;;NP;;0;0.00;-2.09
SA;Grey;908;;;NLP;;0;0.00;-0.41
SA;Grey;997;;;OTH;;0;0.00;-1.01
SA;Hindmarsh;1;;FITZPATRICK, Peter;HAN;M;2458;3.22;-3.80
SA;Hindmarsh;2;;GEORGANAS, Steve;ALP;M;29187;38.26;-0.93
SA;Hindmarsh;3;#;GALLUS, Chris;LP;F;35117;46.04;2.76
SA;Hindmarsh;4;;CASHEL, Deb;GRN;F;2757;3.61;0.92
SA;Hindmarsh;5;;DOWD, Caroline;DEM;F;6764;8.87;1.45
SA;Hindmarsh;905;;;NLP;;0;0.00;-0.40
SA;Kingston;1;;HERSEY, Dean;LP;M;30080;38.82;0.56
SA;Kingston;2;;ARANDELOVIC, Gordon;NGST;M;1136;1.47;1.47
SA;Kingston;3;;MCCORMACK, Charlie;HAN;M;3634;4.69;-4.59
SA;Kingston;4;;GUILDNER, Deborah;GRN;F;2437;3.14;3.14
SA;Kingston;5;;PRATT, Graham;DEM;M;9076;11.71;2.22
SA;Kingston;6;#;COX, David;ALP;M;31127;40.17;0.66
SA;Kingston;907;;;EFF;;0;0.00;-0.65
SA;Kingston;908;;;NLP;;0;0.00;-0.49
SA;Kingston;911;;;CTA;;0;0.00;0.00
SA;Kingston;997;;;OTH;;0;0.00;-2.32
SA;Makin;1;;KOWALD, Rod;HAN;M;3779;4.69;-4.95
SA;Makin;2;;POSTA, Christine;DEM;F;8343;10.37;0.14
SA;Makin;3;;REEVES, Allon;GRN;M;1850;2.30;2.30
SA;Makin;4;#;DRAPER, Trish;LP;F;36979;45.94;5.35
SA;Makin;5;;WOODMAN, Julie;ALP;F;29539;36.70;-1.14
SA;Makin;907;;;NLP;;0;0.00;-0.47
SA;Makin;997;;;OTH;;0;0.00;-1.23
SA;Mayo;1;;MCLAREN, John;DEM;M;11607;14.84;-6.98
SA;Mayo;2;;SPRAGG, Bill;IND;M;2307;2.95;2.95
SA;Mayo;3;#;DOWNER, Alexander;LP;M;41259;52.76;6.45
SA;Mayo;4;;CLARK, Dave;GRN;M;4084;5.22;5.22
SA;Mayo;5;;THOMAS, Mike;HAN;M;2366;3.03;-4.52
SA;Mayo;6;;COOMBE, Howie F;IND;M;310;0.40;-0.25
SA;Mayo;7;;BRENNAN, Delia;ALP;F;16269;20.80;-0.73
SA;Mayo;903;;;CTA;;0;0.00;-1.51
SA;Mayo;908;;;NLP;;0;0.00;-0.45
SA;Mayo;910;;;EFF;;0;0.00;-0.03
SA;Mayo;997;;;OTH;;0;0.00;-0.15
SA;Port Adelaide;1;;PHILLIPS, Andrew;HAN;M;3932;5.15;-3.83
SA;Port Adelaide;2;;BAWDEN, Matilda;DEM;F;7313;9.57;0.62
SA;Port Adelaide;3;;NOONE, Brian;GRN;M;3210;4.20;4.08
SA;Port Adelaide;4;#;SAWFORD, Rod;ALP;M;38783;50.77;-2.33
SA;Port Adelaide;5;;PERTH, Michael;;M;672;0.88;-0.16
SA;Port Adelaide;6;;KRIEG, Josh;LP;M;22474;29.42;3.61
SA;Port Adelaide;909;;;NLP;;0;0.00;-0.01
SA;Port Adelaide;911;;;FST;;0;0.00;-0.00
SA;Port Adelaide;997;;;OTH;;0;0.00;-1.99
SA;Sturt;1;;RICHARDS, Brian;HAN;M;2451;3.15;-2.87
SA;Sturt;2;#;PYNE, Christopher;LP;M;39508;50.73;2.84
SA;Sturt;3;;AITCHISON, Neil;IND;M;1081;1.39;1.39
SA;Sturt;4;;SIMMONS, Lindsay;ALP;F;23143;29.72;-2.03
SA;Sturt;5;;FARROW, Tim;DEM;M;8438;10.83;-1.25
SA;Sturt;6;;CULLEN, Mark;GRN;M;3257;4.18;4.18
SA;Sturt;907;;;NLP;;0;0.00;-1.14
SA;Sturt;909;;;CTA;;0;0.00;-0.17
SA;Sturt;997;;;OTH;;0;0.00;-0.96
SA;Wakefield;1;;ROWBOTTOM, Tim;ALP;M;19480;24.78;2.81
SA;Wakefield;2;#;ANDREW, Neil;LP;M;44215;56.24;6.27
SA;Wakefield;3;;RESEIGH, Marcus;DEM;M;5942;7.56;-0.14
SA;Wakefield;4;;DWYER, David;HAN;M;6172;7.85;-8.59
SA;Wakefield;5;;KELLY, Pam;GRN;F;2816;3.58;3.58
SA;Wakefield;907;;;NP;;0;0.00;-1.82
SA;Wakefield;909;;;FST;;0;0.00;-0.00
SA;Wakefield;910;;;CTA;;0;0.00;-0.01
SA;Wakefield;997;;;OTH;;0;0.00;-2.10
TAS;Bass;1;;COLLINS, Denis;HAN;M;1836;3.03;-0.35
TAS;Bass;2;;DOCKRAY, Margy;LFF;F;966;1.59;1.59
TAS;Bass;3;;BOOTH, Kim;GRN;M;3788;6.24;1.99
TAS;Bass;4;;LARNER, Caroline;CEC;F;159;0.26;0.26
TAS;Bass;5;;BENNEWORTH, Tony;LP;M;25156;41.45;-4.29
TAS;Bass;6;#;O'BYRNE, Michelle;ALP;F;25987;42.82;0.53
TAS;Bass;7;;COLGRAVE, Sancia;DEM;F;2178;3.59;1.15
TAS;Bass;8;;HARDMAN, Ian;TFP;M;621;1.02;-0.89
TAS;Braddon;1;#;SIDEBOTTOM, Sid;ALP;M;30572;48.40;2.51
TAS;Braddon;2;;PATTISON, Alan;LP;M;24743;39.17;-1.24
TAS;Braddon;3;;THOMPSON, Clare;GRN;F;3461;5.48;0.72
TAS;Braddon;4;;COOPER, Craig;DEM;M;1773;2.81;0.09
TAS;Braddon;5;;PICKFORD, Steve;HAN;M;2615;4.14;-0.03
TAS;Braddon;903;;;TFP;;0;0.00;-2.04
TAS;Denison;1;#;KERR, Duncan;ALP;M;32404;51.38;-4.28
TAS;Denison;2;;EDWARDS, Penny;DEM;F;4154;6.59;2.66
TAS;Denison;3;;HAMPSON, Brenda;GRN;F;6592;10.45;2.95
TAS;Denison;4;;STEVEN, Tony;LP;M;19923;31.59;-0.53
TAS;Denison;902;;;NLP;;0;0.00;-0.79
TAS;Franklin;1;;BASTICK, Patricia;GRN;F;6098;9.73;3.27
TAS;Franklin;2;;MANSKEY, Karen;DEM;F;3050;4.86;-0.03
TAS;Franklin;3;#;QUICK, Harry;ALP;M;28746;45.85;-3.30
TAS;Franklin;4;;MULLOY, Art;HAN;M;1255;2.00;2.00
TAS;Franklin;5;;HODGMAN, Peter;LP;M;23548;37.56;-1.96
TAS;Lyons;1;;BATCHELOR, Neil;HAN;M;3141;5.38;0.55
TAS;Lyons;2;#;ADAMS, Dick;ALP;M;27596;47.26;-4.35
TAS;Lyons;3;;MORRIS, Tim;GRN;M;4113;7.04;2.27
TAS;Lyons;4;;PAGE, Geoff;LP;M;20913;35.81;2.87
TAS;Lyons;5;;ANDERSON, Sonia;DEM;F;2630;4.50;2.22
TAS;Lyons;907;;;TFP;;0;0.00;-3.55
ACT;Canberra;1;;COX, Barry;HAN;M;3179;3.17;-2.05
ACT;Canberra;2;;BARNIER, Belinda;LP;F;34148;34.04;1.10
ACT;Canberra;3;#;ELLIS, Annette;ALP;F;46632;46.48;-2.42
ACT;Canberra;4;;MILLER, John;CTA;M;2003;2.00;2.00
ACT;Canberra;5;;KOOREY, Stephanie;GRN;F;6268;6.25;2.40
ACT;Canberra;6;;MATTHEWS, Aaron;DEM;M;8098;8.07;0.70
ACT;Canberra;901;;;DSL;;0;0.00;-1.45
ACT;Canberra;906;;;NLP;;0;0.00;-0.29
ACT;Fraser;1;;DUNN, Martin;LP;M;31503;30.78;2.71
ACT;Fraser;2;;O'CALLAGHAN, Ben;GRN;M;8067;7.88;3.35
ACT;Fraser;3;;KEMP, Paul;HAN;M;2397;2.34;-2.60
ACT;Fraser;4;#;MCMULLAN, Bob;ALP;M;48583;47.47;-4.94
ACT;Fraser;5;;WIMBORNE, Fleur;DEM;F;8168;7.98;0.56
ACT;Fraser;6;;VASSILOPOULOS, James;;M;1369;1.34;1.34
ACT;Fraser;7;;O'SULLIVAN, Caroline;CTA;F;2251;2.20;2.20
ACT;Fraser;903;;;DSL;;0;0.00;-1.26
ACT;Fraser;907;;;NLP;;0;0.00;-0.27
ACT;Fraser;997;;;OTH;;0;0.00;-1.10
NT;Lingiari;1;;KELLY, Ron;CLP;M;17133;39.18;2.81
NT;Lingiari;2;;CHELLEW, Linda;DEM;F;2213;5.06;-0.06
NT;Lingiari;3;;NORRIS, Wayne David;HAN;M;1817;4.15;-3.83
NT;Lingiari;4;#;SNOWDON, Warren;ALP;M;20916;47.83;1.60
NT;Lingiari;5;;HOAD, Rob;GRN;M;1226;2.80;0.19
NT;Lingiari;6;;WRIGHT, Wayne;;M;428;0.98;0.98
NT;Lingiari;902;;;DSL;;0;0.00;-0.59
NT;Lingiari;997;;;OTH;;0;0.00;-1.10
NT;Solomon;1;;POLLOCK, David;GRN;M;2439;5.14;1.72
NT;Solomon;2;;HULL, Laurene;ALP;F;18195;38.36;-0.22
NT;Solomon;3;#;TOLLNER, David;CLP;M;19828;41.81;-0.87
NT;Solomon;4;;DUNSTAN, Ted;DEM;M;2582;5.44;0.32
NT;Solomon;5;;STEWART, Mervyn James;HAN;M;1669;3.52;-4.77
NT;Solomon;6;;RYAN-JAPARTA, Maurie;IND;M;337;0.71;0.71
NT;Solomon;7;;AUSTIN, Maisie;IND;F;2378;5.01;5.01
NT;Solomon;902;;;DSL;;0;0.00;-0.78
NT;Solomon;997;;;OTH;;0;0.00;-1.14
