Division;Polling Place;ALP TPP Vote;ALP TPP Pc;ALP Swing;Coalition TPP Vote;Coalition Party;TPP Exhausted;Informal Vote
Fowler;Cabramatta;3646;83.28;-7.14;732;LP;0;576
Fowler;Cabramatta East;1927;79.43;-5.42;499;LP;0;466
Fowler;Cabramatta High;1677;78.73;-9.29;453;LP;0;247
Fowler;Cabramatta West;1152;72.09;-5.19;446;LP;0;315
Fowler;Canley Heights;2259;73.56;-4.77;812;LP;0;491
Fowler;Canley Vale;1976;78.23;-9.71;550;LP;0;382
Fowler;Canley Vale High;272;76.62;-8.10;83;LP;0;36
Fowler;Cartwright (Fowler);479;70.86;-6.10;197;LP;0;84
Fowler;Edensor Park;1521;63.11;-4.76;889;LP;0;360
Fowler;Fairfield East (Fowler);293;69.10;-8.42;131;LP;0;72
Fowler;Harrington Street;2066;71.24;-5.00;834;LP;0;568
Fowler;Heckenberg;1202;73.70;-6.32;429;LP;0;202
Fowler;James Busby (Fowler);1167;67.61;-12.33;559;LP;0;234
Fowler;Lansvale;1342;76.08;-3.50;422;LP;0;228
Fowler;Lansvale East;691;56.97;-8.66;522;LP;0;127
Fowler;Liverpool;1765;74.00;-3.98;620;LP;0;408
Fowler;Liverpool North;337;72.47;-3.67;128;LP;0;90
Fowler;Liverpool South;558;74.01;-5.29;196;LP;0;97
Fowler;Liverpool West (Fowler);1469;60.11;-6.15;975;LP;0;435
Fowler;Marsden Road;1237;64.66;0.91;676;LP;0;251
Fowler;Miller (Fowler);142;73.96;-5.31;50;LP;0;21
Fowler;Mount Pritchard;1710;62.61;-4.70;1021;LP;0;469
Fowler;Mount Pritchard East;1132;69.88;-2.69;488;LP;0;247
Fowler;Sadleir;940;75.93;-3.37;298;LP;0;135
Fowler;St Johns Park;2206;72.47;-4.56;838;LP;0;507
Fowler;Sydney (Fowler);59;72.84;1.61;22;LP;0;10
Fowler;Villawood;1455;74.85;-5.64;489;LP;0;252
Fowler;Villawood North;1095;74.90;-8.70;367;LP;0;251
Fowler;Wakeley (Fowler);677;69.15;-9.00;302;LP;0;155
Fowler;Warwick Farm;963;75.35;-3.26;315;LP;0;154
