region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
CED101,3469,4550,8019,8874,10328,19202,4,3,7,1386,1729,3115,44,41,85,17208,19291,36499,60,58,118,7421,7396,14817,157,236,393,135,174,309,182,198,380,848,804,1652,201,263,464,498,640,1138,1463,1670,3133,144,184,328,95,122,217,1646,2165,3811,1161,1291,2452,170,206,376,41697,46799,88496,1709,1411,3120,3736,3616,7352,118,110,228,3,0,3,388,402,790,391,402,793,15195,14036,29231,414,270,684,5026,4811,9837,71755,76005,147760
CED102,2429,3204,5633,5488,6512,12000,16,18,34,610,661,1271,18,20,38,16974,18784,35758,57,72,129,13910,14325,28235,180,232,412,112,119,231,167,176,343,989,981,1970,155,165,320,462,553,1015,1021,1136,2157,143,238,381,81,83,164,1053,1315,2368,757,924,1681,111,110,221,42304,46424,88728,2487,1802,4289,6362,5740,12102,147,159,306,3,3,6,375,324,699,378,327,705,10255,9267,19522,413,246,659,5272,4852,10124,70047,72021,142068
CED103,2940,3873,6813,8662,9922,18584,15,9,24,1746,2103,3849,162,221,383,19318,21361,40679,79,90,169,1948,2068,4016,107,152,259,80,98,178,283,312,595,876,965,1841,282,312,594,736,827,1563,3055,3454,6509,74,83,157,97,109,206,2347,2900,5247,1447,1690,3137,113,113,226,41427,46789,88216,2466,2168,4634,1631,1493,3124,234,245,479,3,3,6,587,577,1164,590,580,1170,17767,16229,33996,523,289,812,4817,4646,9463,72395,76312,148707
CED104,1584,1903,3487,13214,14559,27773,0,4,4,1813,2018,3831,123,160,283,16506,17812,34318,116,132,248,878,832,1710,134,180,314,138,164,302,371,371,742,158,160,318,199,227,426,960,1090,2050,2078,2210,4288,89,96,185,391,452,843,3299,3870,7169,1398,1508,2906,110,102,212,41975,45947,87922,1610,1606,3216,866,818,1684,190,190,380,4,3,7,505,511,1016,509,514,1023,14189,12057,26246,508,311,819,3389,3204,6593,64820,66550,131370
CED105,7394,8272,15666,5219,5737,10956,71,56,127,1188,1336,2524,22,23,45,20527,21753,42280,46,80,126,5174,5074,10248,185,266,451,240,250,490,209,213,422,499,466,965,279,297,576,762,876,1638,1010,1059,2069,106,140,246,183,232,415,1122,1329,2451,887,1038,1925,141,118,259,37870,40343,78213,1022,927,1949,18221,17684,35905,25,22,47,6,0,6,576,515,1091,582,515,1097,6836,5797,12633,260,190,450,6557,5891,12448,78767,79641,158408
CED106,1736,2312,4048,14263,16930,31193,0,0,0,874,1056,1930,23,22,45,14264,16766,31030,76,90,166,842,934,1776,68,107,175,60,58,118,348,439,787,219,202,421,249,298,547,528,662,1190,2346,2673,5019,70,91,161,317,487,804,3595,4745,8340,1222,1472,2694,106,115,221,39470,47147,86617,1636,1605,3241,782,778,1560,2006,2053,4059,0,0,0,703,689,1392,703,689,1392,16801,14897,31698,559,325,884,4734,4855,9589,68427,74661,143088
CED107,377,449,826,17868,19342,37210,0,0,0,1099,1193,2292,360,380,740,22520,23781,46301,53,78,131,286,235,521,164,227,391,87,87,174,302,337,639,25,28,53,173,181,354,538,613,1151,2848,3057,5905,215,302,517,168,176,344,4754,5452,10206,1318,1467,2785,51,43,94,52829,56979,109808,127,132,259,197,165,362,28,25,53,23,13,36,189,266,455,212,279,491,11336,9448,20784,572,290,862,6793,5075,11868,72471,72842,145313
CED108,403,499,902,16045,17978,34023,0,0,0,1634,1807,3441,107,114,221,13809,15385,29194,39,63,102,759,710,1469,283,386,669,147,167,314,214,261,475,13,10,23,124,153,277,723,844,1567,2158,2317,4475,452,555,1007,1606,1821,3427,4356,5437,9793,1407,1672,3079,182,175,357,44058,49855,93913,221,211,432,319,241,560,27,37,64,7,7,14,177,248,425,184,255,439,13844,11526,25370,567,332,899,4389,4068,8457,64012,67024,131036
CED109,1000,1226,2226,11417,12666,24083,68,64,132,1104,1192,2296,34,32,66,28527,30553,59080,319,303,622,1730,1758,3488,338,424,762,786,846,1632,226,237,463,1094,1077,2171,706,772,1478,1513,1607,3120,1771,1975,3746,132,170,302,547,617,1164,2087,2309,4396,2074,2262,4336,254,298,552,54727,59162,113889,3932,3824,7756,5810,5606,11416,28,33,61,8,8,16,1592,1363,2955,1600,1371,2971,9100,7575,16675,466,337,803,5438,5073,10511,82101,84207,166308
CED110,686,1002,1688,16532,18738,35270,3,3,6,1196,1350,2546,15,15,30,19909,22183,42092,90,106,196,3055,3112,6167,124,163,287,72,92,164,265,322,587,249,243,492,165,199,364,509,613,1122,1781,2163,3944,124,165,289,45,48,93,2461,3124,5585,970,1071,2041,73,99,172,47638,53809,101447,336,324,660,497,522,1019,116,111,227,0,3,3,197,189,386,197,192,389,12556,10320,22876,499,287,786,4437,4126,8563,66962,70693,137655
CED111,595,842,1437,16065,18005,34070,0,0,0,894,966,1860,0,6,6,14250,15567,29817,60,67,127,136,163,299,403,539,942,75,102,177,279,323,602,10,8,18,85,138,223,833,1002,1835,2840,3080,5920,320,379,699,425,550,975,3330,4115,7445,1498,1745,3243,85,94,179,41588,46849,88437,112,109,221,138,115,253,53,42,95,55,41,96,752,839,1591,807,880,1687,15834,14093,29927,842,628,1470,5997,5322,11319,65966,68880,134846
CED112,1019,1197,2216,13833,15721,29554,3,0,3,799,815,1614,174,180,354,18884,20729,39613,134,144,278,3536,3454,6990,231,307,538,86,110,196,393,474,867,78,56,134,129,171,300,624,819,1443,2054,2388,4442,279,334,613,97,107,204,3140,3812,6952,1226,1420,2646,60,77,137,45760,51118,96878,394,345,739,1420,1251,2671,56,68,124,17,11,28,279,331,610,296,342,638,16790,13961,30751,831,471,1302,5056,4400,9456,71622,73153,144775
CED113,433,580,1013,18545,21365,39910,3,3,6,1225,1338,2563,48,47,95,17748,19739,37487,55,72,127,496,446,942,302,386,688,210,228,438,203,248,451,31,23,54,327,384,711,656,774,1430,1981,2313,4294,195,223,418,338,376,714,2485,3208,5693,1456,1672,3128,76,91,167,46380,52936,99316,177,158,335,233,209,442,54,51,105,12,3,15,185,258,443,197,261,458,13604,11809,25413,562,382,944,5088,4929,10017,66728,71315,138043
CED114,554,762,1316,15873,17662,33535,0,0,0,721,772,1493,84,76,160,16889,17559,34448,41,56,97,1221,1154,2375,267,366,633,103,102,205,514,611,1125,16,11,27,98,95,193,349,448,797,2090,2269,4359,194,238,432,144,170,314,2382,2920,5302,1107,1271,2378,67,73,140,42160,45853,88013,252,234,486,302,261,563,43,52,95,24,19,43,347,436,783,371,455,826,16533,14181,30714,725,482,1207,6525,5644,12169,67465,67924,135389
CED115,353,399,752,13023,14457,27480,0,3,3,766,807,1573,55,63,118,18160,19288,37448,97,108,205,298,314,612,126,216,342,97,115,212,1744,1825,3569,16,7,23,73,78,151,540,632,1172,3331,3423,6754,270,341,611,186,215,401,5035,6143,11178,972,1202,2174,29,39,68,44818,49276,94094,305,247,552,191,149,340,21,32,53,21,14,35,181,216,397,202,230,432,14183,12052,26235,560,291,851,6161,5538,11699,66794,68214,135008
CED116,17481,19303,36784,4505,5004,9509,1108,1226,2334,991,1084,2075,5,7,12,20609,21670,42279,26,36,62,5079,5191,10270,259,363,622,406,453,859,154,159,313,317,314,631,215,215,430,649,699,1348,476,564,1040,60,66,126,213,258,471,613,669,1282,1091,1156,2247,87,88,175,36863,39222,76085,1176,1213,2389,5110,4925,10035,15,4,19,3,3,6,840,882,1722,843,885,1728,6439,5332,11771,292,187,479,4970,4705,9675,73189,75776,148965
CED117,479,618,1097,17674,19651,37325,0,3,3,983,1152,2135,7,6,13,15549,16857,32406,88,106,194,1254,1179,2433,371,462,833,90,134,224,339,363,702,19,15,34,77,113,190,653,734,1387,2522,2770,5292,183,218,401,69,73,142,3052,3672,6724,1242,1383,2625,55,49,104,44227,48940,93167,81,77,158,216,186,402,43,47,90,18,9,27,214,315,529,232,324,556,13751,11939,25690,619,355,974,5920,5162,11082,65568,67648,133216
CED118,3100,3734,6834,5852,6899,12751,11,11,22,564,644,1208,14,6,20,18833,21251,40084,27,42,69,4410,4692,9102,154,201,355,77,90,167,252,273,525,159,144,303,169,182,351,316,417,733,1036,1282,2318,54,83,137,91,139,230,1055,1463,2518,737,913,1650,86,91,177,33897,38823,72720,2265,1625,3890,1771,1456,3227,258,303,561,9,24,33,475,521,996,484,545,1029,22299,21859,44158,1102,708,1810,6745,6267,13012,71921,75320,147241
CED119,1645,1796,3441,11131,12082,23213,23,30,53,1347,1417,2764,79,89,168,23354,24947,48301,171,210,381,1892,1890,3782,209,242,451,323,344,667,226,211,437,655,598,1253,261,313,574,1762,2024,3786,1625,1758,3383,178,194,372,313,381,694,1956,2328,4284,1594,1645,3239,153,132,285,47252,50835,98087,7008,6685,13693,3433,3479,6912,54,47,101,3,8,11,2925,2537,5462,2928,2545,5473,9632,7883,17515,511,313,824,4834,3859,8693,77297,77442,154739
CED120,1391,1670,3061,14820,15821,30641,15,19,34,1543,1668,3211,51,55,106,21817,23129,44946,116,126,242,4422,4484,8906,103,155,258,129,159,288,274,233,507,572,568,1140,196,282,478,680,789,1469,1550,1678,3228,254,286,540,58,84,142,2139,2471,4610,1064,1110,2174,153,166,319,49956,53283,103239,1583,1598,3181,2392,2320,4712,45,54,99,3,3,6,557,612,1169,560,615,1175,9714,7819,17533,442,218,660,4138,3895,8033,70221,71472,141693
CED121,315,408,723,20150,21698,41848,0,0,0,773,871,1644,270,275,545,20820,21564,42384,23,32,55,504,428,932,232,285,517,84,80,164,333,458,791,19,18,37,60,74,134,375,408,783,2202,2340,4542,221,263,484,115,139,254,3401,3710,7111,1124,1211,2335,92,91,183,50798,53945,104743,71,70,141,236,196,432,46,57,103,18,21,39,181,210,391,199,231,430,11408,9859,21267,492,313,805,5751,4745,10496,69316,69824,139140
CED122,284,399,683,21860,23403,45263,0,0,0,967,960,1927,107,88,195,17374,18053,35427,47,46,93,136,133,269,198,282,480,131,143,274,200,208,408,16,16,32,164,193,357,352,423,775,2444,2534,4978,308,381,689,215,234,449,4067,4618,8685,1069,1222,2291,81,68,149,49736,53005,102741,129,116,245,161,122,283,31,29,60,10,3,13,163,224,387,173,227,400,12071,10216,22287,521,284,805,6132,4751,10883,69238,69149,138387
CED123,2534,3104,5638,8538,10006,18544,178,197,375,565,664,1229,19,25,44,22607,25096,47703,40,42,82,5577,6164,11741,99,147,246,138,148,286,289,315,604,274,292,566,172,184,356,618,723,1341,1460,1704,3164,36,48,84,64,59,123,1102,1253,2355,899,1050,1949,41,57,98,42716,48174,90890,975,847,1822,2898,2491,5389,2471,2658,5129,13,13,26,310,310,620,323,323,646,16422,14823,31245,723,421,1144,8632,6947,15579,77694,79788,157482
CED124,557,730,1287,17086,19134,36220,25,25,50,799,884,1683,190,171,361,24361,26014,50375,102,146,248,1332,1300,2632,244,306,550,321,368,689,344,380,724,275,261,536,158,169,327,983,1111,2094,2014,2376,4390,202,290,492,150,171,321,1781,2110,3891,1398,1604,3002,77,85,162,51842,56905,108747,878,854,1732,1280,1210,2490,18,32,50,12,13,25,624,632,1256,636,645,1281,11898,9813,21711,623,359,982,5624,5078,10702,73356,75626,148982
CED125,366,525,891,18440,20532,38972,4,0,4,991,1133,2124,5,7,12,13264,15068,28332,104,138,242,156,155,311,341,462,803,116,146,262,221,265,486,15,21,36,114,135,249,534,620,1154,2799,2991,5790,375,478,853,368,472,840,3605,4452,8057,1461,1695,3156,38,46,84,42951,48816,91767,80,88,168,83,72,155,37,50,87,23,27,50,166,198,364,189,225,414,12491,10849,23340,553,394,947,4998,4649,9647,61748,65668,127416
CED126,990,1202,2192,16961,18835,35796,46,39,85,1113,1175,2288,187,186,373,23093,24637,47730,79,104,183,1253,1259,2512,268,342,610,380,412,792,279,286,565,146,147,293,201,224,425,923,1044,1967,1605,1746,3351,153,194,347,210,236,446,1904,2199,4103,1280,1433,2713,108,132,240,50189,54630,104819,677,700,1377,1788,1700,3488,35,44,79,4,4,8,311,307,618,315,311,626,9995,8407,18402,434,241,675,4621,4209,8830,69044,71444,140488
CED127,863,1229,2092,16146,18276,34422,0,7,7,709,763,1472,9,17,26,17347,19292,36639,47,45,92,1241,1261,2502,178,250,428,102,96,198,426,476,902,365,366,731,137,167,304,945,1057,2002,1882,2171,4053,80,125,205,58,67,125,2599,3316,5915,1261,1351,2612,62,75,137,43594,49178,92772,341,284,625,312,295,607,252,248,500,0,5,5,416,373,789,416,378,794,16965,14536,31501,725,449,1174,4935,4670,9605,68403,71267,139670
CED128,643,920,1563,16174,18009,34183,0,0,0,1533,1755,3288,191,222,413,16482,17415,33897,103,115,218,664,624,1288,288,360,648,186,201,387,350,353,703,16,14,30,99,121,220,810,832,1642,2034,2364,4398,210,243,453,138,170,308,2473,3129,5602,1705,1932,3637,95,137,232,43551,47996,91547,125,134,259,186,184,370,105,106,211,23,25,48,362,531,893,385,556,941,16093,14594,30687,928,604,1532,5702,5394,11096,67718,70488,138206
CED129,5113,5681,10794,6818,7569,14387,2338,2557,4895,843,871,1714,21,22,43,30891,31920,62811,41,52,93,3595,3685,7280,211,276,487,257,278,535,211,171,382,611,584,1195,189,211,400,679,773,1452,880,967,1847,92,113,205,231,258,489,1163,1307,2470,1131,1236,2367,126,117,243,50328,52967,103295,1134,1148,2282,3567,3489,7056,14,13,27,3,0,3,695,691,1386,698,691,1389,5986,4891,10877,347,263,610,3728,3394,7122,70915,72537,143452
CED130,1685,2006,3691,12231,13758,25989,14,16,30,1355,1573,2928,159,154,313,21601,23022,44623,82,112,194,1638,1691,3329,135,167,302,285,287,572,258,302,560,399,397,796,235,205,440,1547,1793,3340,1900,2094,3994,132,147,279,274,366,640,2532,3054,5586,1284,1478,2762,78,88,166,46139,50704,96843,2337,2355,4692,1800,1732,3532,81,89,170,0,0,0,896,930,1826,896,930,1826,10869,9059,19928,419,278,697,3422,3173,6595,67648,70326,137974
