region_id,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
CED701,56437,53039,109476,4818,4603,9421,9589,8909,18498,4269,3861,8130,4256,4040,8296,8976,8652,17628,8429,8435,16864,7589,7136,14725,5563,4785,10348,2229,1770,3999,613,642,1255,108,204,312,52240,49238,101478,4197,3800,7997,22484,23256,45740,154,116,270,367,403,770,23005,23775,46780,45609,43848,89457,6252,5729,11981,30625,28218,58843,19125,20358,39483,47845,46573,94418,872,856,1728,7938,7475,15413,1770,1724,3494,299,407,706,1131,2083,3214,11393,13397,24790,4954,4612,9566,9230,7934,17164,3745,3283,7028,4944,4556,9500,889,1076,1965,47711,47570,95281,15668,10870,26538
CED702,53718,49396,103114,4045,3700,7745,6908,6817,13725,3668,3123,6791,4815,3797,8612,9884,9294,19178,8416,8016,16432,7118,6825,13943,5492,4781,10273,2423,2018,4441,799,791,1590,150,234,384,50055,46855,96910,3663,2542,6205,4368,4349,8717,215,191,406,377,381,758,4960,4921,9881,35627,32822,68449,12066,11883,23949,37833,35462,73295,8842,9293,18135,41417,39242,80659,743,691,1434,5691,5686,11377,1953,1806,3759,632,859,1491,1634,2843,4477,18510,19527,38037,5616,4752,10368,7887,6581,14468,2007,1661,3668,1500,1453,2953,262,322,584,44477,44498,88975,11818,8111,19929
CED794,1019,851,1870,30,35,65,40,43,83,10,23,33,68,70,138,198,166,364,145,88,233,133,137,270,242,198,440,135,84,219,14,7,21,3,0,3,0,0,0,1019,850,1869,77,52,129,0,0,0,4,0,4,81,52,133,638,533,1171,228,228,456,758,669,1427,109,89,198,755,620,1375,5,0,5,31,27,58,0,7,7,4,6,10,20,26,46,309,336,645,109,86,195,218,168,386,79,42,121,60,25,85,8,4,12,0,0,0,0,0,0
CED797,91,18,109,0,0,0,0,0,0,3,3,6,16,0,16,32,7,39,19,0,19,12,4,16,8,0,8,3,3,6,0,0,0,0,0,0,92,15,107,0,3,3,0,0,0,3,0,3,0,0,0,3,0,3,55,11,66,26,4,30,66,10,76,15,5,20,65,14,79,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,47,12,59,17,0,17,16,3,19,0,0,0,0,0,0,3,0,3,0,0,0,362,180,542
CED801,82921,85581,168502,5489,5064,10553,10824,10203,21027,6032,5682,11714,5926,5607,11533,11498,11601,23099,11691,12494,24185,12291,13277,25568,10028,10431,20459,5524,5946,11470,2725,3501,6226,894,1776,2670,78792,81747,160539,4130,3834,7964,1358,1330,2688,60,54,114,42,34,76,1460,1418,2878,62032,63379,125411,17493,19256,36749,68082,70152,138234,11563,12971,24534,74775,77552,152327,945,862,1807,10009,9538,19547,4554,4442,8996,2074,2225,4299,3262,4382,7644,43130,44274,87404,3857,3980,7837,10640,12503,23143,2865,3312,6177,1953,2302,4255,220,294,514,77681,80891,158572,5363,4438,9801
CED802,93703,94761,188464,6902,6389,13291,11018,10496,21514,6313,5937,12250,9697,9475,19172,17464,17598,35062,14421,14272,28693,10972,11429,22401,8792,9496,18288,4894,5303,10197,2470,2970,5440,760,1396,2156,89199,90531,179730,4506,4229,8735,1218,1149,2367,36,36,72,36,28,64,1290,1213,2503,64367,65181,129548,24244,25192,49436,69439,70185,139624,19479,20624,40103,79971,81319,161290,1193,1087,2280,10197,9773,19970,4836,4683,9519,4949,5080,10029,5688,6555,12243,52562,52809,105371,3727,3605,7332,9625,11015,20640,2455,2904,5359,1889,2391,4280,266,389,655,83655,86359,170014,10314,8198,18512
CED894,328,303,631,10,20,30,17,14,31,31,29,60,38,46,84,83,69,152,62,48,110,37,39,76,34,24,58,12,7,19,0,3,3,3,3,6,0,0,0,328,304,632,14,12,26,0,0,0,3,0,3,17,12,29,221,212,433,77,80,157,243,233,476,44,54,98,242,246,488,0,0,0,15,12,27,14,13,27,14,14,28,25,17,42,157,173,330,18,17,35,49,32,81,14,19,33,11,10,21,3,3,6,0,0,0,0,0,0
CED897,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,7,17,24,0,0,0,3,0,3,0,0,0,4,3,7,0,8,8,3,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,24,0,0,0,0,0,0,0,0,0,0,0,0,4,15,19,3,5,8,4,17,21,3,0,3,7,18,25,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,14,17,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
