region_id,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
CED494,3,0,9,4,0,6,0,10,0,32,4,9,13,24,7,13,3,40,6,119,19,52,44,18,28,16,20,85,6,288,12,31,30,16,32,8,21,49,7,206,18,13,21,15,18,6,20,28,9,148,9,18,10,11,7,3,16,23,0,97,0,0,0,0,0,0,4,4,4,12,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,68,127,127,88,92,52,84,239,32,909
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7
CED501,102,82,1105,722,346,1745,162,1102,68,5434,392,587,1991,1030,1046,919,540,899,99,7503,1229,2240,3628,1518,2091,1077,1479,1534,190,14986,1868,2415,3522,1973,2345,1130,1747,1625,276,16901,1771,2087,2897,1855,2347,1082,1776,1531,247,15593,805,1106,1391,852,1207,585,1005,1018,124,8093,141,206,208,129,156,87,149,194,46,1316,5,16,6,4,12,0,10,19,12,84,0,3,0,3,0,0,0,3,0,9,6313,8742,14748,8086,9550,6625,6868,7925,1062,69919
CED502,90,43,1159,606,342,1443,161,999,86,4929,294,485,1750,782,865,841,529,843,103,6492,1028,1936,2995,1012,1770,896,1437,1323,180,12577,1550,2079,2740,1317,2052,922,1802,1429,237,14128,1840,2056,2622,1610,2290,1111,1853,1498,196,15076,1293,1545,1640,1044,1638,708,1251,1101,175,10395,342,299,260,133,258,153,225,212,55,1937,47,18,18,6,17,7,5,24,12,154,8,7,0,0,0,0,0,0,0,15,6492,8468,13184,6510,9232,6081,7263,7429,1044,65703
CED503,65,91,938,742,373,1794,159,951,84,5197,343,845,1696,993,1122,1099,382,748,82,7310,1543,3300,3052,1289,2315,1084,973,1212,199,14967,2100,3168,3113,1593,2828,1179,1223,1462,244,16910,2113,2635,2680,1652,3024,1136,1308,1621,221,16390,1178,1506,1578,926,2076,741,845,1079,149,10078,136,241,218,134,293,128,147,205,28,1530,10,18,11,7,13,6,3,21,10,99,0,0,3,0,0,0,0,0,3,6,7488,11804,13289,7336,12044,7167,5040,7299,1020,72487
CED504,60,166,256,843,272,1249,80,491,36,3453,338,1826,957,1424,1023,1199,201,625,75,7668,1672,7143,1769,1283,1744,886,316,808,138,15759,2911,6636,1011,764,1741,618,277,425,180,14563,3353,6513,992,770,2014,712,224,401,165,15144,2066,4440,675,490,1577,577,221,349,138,10533,583,1158,163,129,414,217,46,124,83,2917,74,186,18,12,57,28,0,18,29,422,3,8,0,3,3,3,0,4,3,27,11060,28076,5841,5718,8845,5489,1365,3245,847,70486
CED505,79,66,1034,385,426,994,164,807,97,4052,379,896,1969,675,965,540,747,1271,142,7584,1951,3583,4707,1441,2346,845,2450,2391,310,20024,2929,3081,4170,1765,2441,839,2868,2140,330,20563,3221,2459,3408,1591,2236,900,2848,2111,366,19140,2281,1457,1699,912,1273,574,1705,1384,201,11486,767,238,262,120,188,90,279,273,64,2281,172,20,27,11,14,6,16,28,23,317,15,0,6,0,0,3,0,7,5,36,11794,11800,17282,6900,9889,4791,11077,10412,1538,85483
CED506,75,50,1032,579,281,1508,112,978,62,4677,248,344,1514,548,561,597,360,979,47,5198,1074,1742,2977,938,1294,812,1095,1832,155,11919,1932,2485,3051,1375,1921,1138,1510,1816,194,15422,2213,2560,2600,1437,2133,1154,1694,1879,199,15869,1744,1590,1501,799,1268,732,1095,1284,134,10147,482,281,195,102,180,148,179,211,55,1833,120,27,15,16,13,13,10,20,25,259,16,7,0,0,4,0,0,3,7,37,7904,9086,12885,5794,7655,6102,6055,9002,878,65361
CED507,43,78,703,627,332,1432,107,693,78,4093,344,978,1423,1062,1043,1030,353,673,89,6995,1717,4986,3215,1341,2294,1016,894,1163,222,16848,2549,4724,2904,1378,2674,1005,1047,1238,245,17764,2295,3668,2293,1403,2662,966,1076,1310,228,15901,1368,2298,1331,850,1679,641,747,939,144,9997,252,412,213,154,299,135,160,228,54,1907,32,37,11,6,16,6,10,13,13,144,4,6,0,3,0,0,0,0,11,24,8604,17187,12093,6824,10999,6231,4394,6257,1084,73673
CED508,65,74,1045,604,402,1646,206,937,73,5052,336,684,1699,905,1161,1015,611,897,108,7416,1240,2676,3207,1258,2518,1100,1565,1426,258,15248,1826,2499,2941,1344,2704,1000,1723,1433,264,15734,1874,2260,2367,1544,2910,1001,1833,1541,227,15557,1243,1687,1713,1082,2092,766,1352,1211,167,11313,219,374,286,166,337,138,224,246,71,2061,30,36,24,9,10,15,8,26,15,173,0,0,0,0,0,0,0,0,5,5,6833,10290,13282,6912,12134,6681,7522,7717,1188,72559
CED509,84,138,1015,1083,439,2175,156,964,69,6123,391,1019,1769,1262,1201,1246,357,815,84,8144,1264,3180,2764,1145,2015,880,653,893,156,12950,2646,4456,2997,1532,2816,1065,727,1034,209,17482,3123,4401,2830,1728,3441,1333,814,1097,250,19017,1666,2511,1694,887,2306,928,647,867,126,11632,211,419,251,127,327,173,117,180,42,1847,21,21,11,5,17,11,5,7,13,111,0,0,0,0,0,3,0,0,7,10,9406,16145,13331,7769,12562,7814,3476,5857,956,77316
CED510,99,46,981,471,317,1170,139,917,80,4220,387,540,1493,548,581,528,560,931,82,5650,1734,1991,2597,985,1341,774,1743,1565,142,12872,2977,2348,2565,1397,1867,893,1932,1725,233,15937,3711,2244,2450,1616,1989,941,2036,1933,239,17159,3052,1480,1482,982,1237,573,1328,1325,196,11655,1246,292,248,149,259,123,234,335,77,2963,304,19,14,8,15,7,9,37,31,444,45,0,0,0,0,3,4,5,10,67,13555,8960,11830,6156,7606,5012,7985,8773,1090,70967
CED511,72,68,1092,732,385,1555,157,1069,76,5206,315,465,1597,710,934,768,423,782,89,6083,1323,2098,2737,1129,2048,953,1189,1236,155,12868,2467,3059,3283,1796,2892,1225,1618,1522,238,18100,2524,2643,2774,1705,2729,1108,1614,1484,244,16825,1661,1861,1512,960,1674,715,995,997,138,10513,484,407,273,180,295,157,176,272,56,2300,109,25,16,8,13,7,13,22,12,225,15,9,0,0,0,0,3,3,3,33,8970,10635,13284,7220,10970,6488,6188,7387,1011,72153
CED512,65,70,465,534,301,1129,95,511,64,3234,411,1335,1406,1333,1280,1217,383,825,123,8313,2077,7085,3230,1906,2902,1231,1027,1455,272,21185,2471,4833,2357,1248,2467,949,920,1041,235,16521,2173,3465,2011,1301,2528,918,993,1212,208,14809,1316,2239,1410,895,1797,723,746,985,144,10255,216,447,230,150,317,142,150,246,46,1944,22,35,14,8,23,15,4,25,14,160,7,0,4,0,3,0,0,0,12,26,8758,19509,11127,7375,11618,6324,4318,6300,1118,76447
CED513,47,82,396,486,240,1225,87,522,56,3141,353,1190,1452,1071,1088,1116,341,803,114,7528,1841,5836,3046,1651,2582,1270,945,1426,308,18905,2286,4324,2079,1189,2374,1003,834,1171,234,15494,2044,3195,1726,1102,2226,896,827,1193,182,13391,1250,2144,1081,795,1841,681,563,873,136,9364,257,444,238,115,375,185,148,227,54,2043,36,43,24,9,22,23,10,32,12,211,6,7,4,0,4,0,0,4,0,25,8120,17265,10046,6418,10752,6399,3755,6251,1096,70102
CED514,77,90,542,664,326,1218,135,618,58,3728,450,1671,1638,1704,1429,1475,576,1173,166,10282,2043,7503,3426,1954,3188,1331,1355,1785,319,22904,2238,4630,2363,1241,2337,829,1132,1221,258,16249,2072,3296,1860,1159,2389,834,1053,1158,208,14029,1378,2234,1277,748,1974,633,767,928,147,10086,262,418,238,153,334,146,147,236,44,1978,23,41,11,11,25,14,9,27,11,172,3,0,0,3,3,3,0,0,9,21,8546,19883,11355,7637,12005,6483,5174,7146,1220,79449
CED515,75,120,675,866,429,1888,130,881,68,5132,336,1659,1238,1238,1201,1285,346,711,96,8110,1270,4418,1743,905,1864,718,534,637,159,12248,2529,4670,1925,1154,2524,791,559,675,189,15016,3162,5144,1930,1324,3222,1031,744,887,205,17649,2023,3283,1324,858,2369,847,560,718,163,12145,332,638,256,135,416,172,127,148,76,2300,37,54,21,3,46,22,3,19,18,223,6,3,0,0,3,8,0,0,5,25,9770,19989,9112,6483,12074,6762,3003,4676,979,72848
CED594,3,4,14,7,6,10,0,12,0,56,9,46,64,53,34,20,29,53,4,312,43,170,175,74,70,55,85,138,16,826,45,107,119,33,38,24,72,74,12,524,43,76,96,39,49,17,92,82,6,500,29,49,62,21,42,22,51,53,8,337,5,9,5,7,0,0,6,7,0,39,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,177,461,535,234,239,148,335,419,49,2597
CED597,0,0,0,3,0,0,0,3,0,6,0,0,6,3,0,0,0,17,0,26,0,22,27,0,4,0,18,45,3,119,3,13,21,0,0,0,10,36,0,83,5,13,18,3,0,0,6,18,0,63,0,6,6,0,0,0,6,8,0,26,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,54,78,9,4,0,40,133,3,329
CED601,59,35,537,460,144,1021,68,593,43,2960,225,479,973,704,419,753,223,488,64,4328,796,1873,1425,864,1090,775,598,800,107,8328,1305,2031,1325,1028,1408,776,707,978,130,9688,1476,2099,1291,1093,1574,806,852,1176,122,10489,988,1380,844,716,1019,544,591,723,99,6904,241,232,113,101,149,99,107,143,25,1210,50,15,9,4,13,0,7,14,14,126,4,3,0,0,0,3,0,0,6,16,5144,8147,6517,4970,5816,4777,3153,4915,610,44049
CED602,84,33,571,344,134,968,97,600,49,2880,204,257,943,413,364,440,234,552,49,3456,695,1218,1406,707,797,615,682,941,79,7140,1179,1331,1443,1125,1117,704,895,1222,144,9160,1475,1574,1427,1160,1408,693,1081,1518,154,10490,1045,1019,890,659,817,436,721,949,117,6653,303,153,120,65,122,79,127,147,35,1151,68,6,4,5,14,8,3,23,13,144,5,0,0,0,0,0,3,3,6,17,5058,5591,6804,4478,4773,3943,3843,5955,646,41091
CED603,35,47,290,451,181,946,35,442,54,2481,241,717,813,971,791,949,147,460,61,5150,908,2889,1354,1132,1414,757,328,658,114,9554,1306,3077,1252,987,1503,616,388,657,133,9919,1475,3151,1140,1086,1835,595,521,824,139,10766,973,2131,726,616,1204,417,345,592,97,7101,172,367,110,92,180,104,71,103,35,1234,23,38,15,10,18,12,6,18,13,153,6,3,0,0,0,3,0,0,4,16,5139,12420,5700,5345,7126,4399,1841,3754,650,46374
CED604,48,30,390,428,179,924,56,479,43,2577,175,346,831,492,526,646,109,340,52,3517,846,1874,1369,830,1316,647,327,617,117,7943,1508,2435,1484,1061,1773,745,419,819,120,10364,1716,2528,1453,1128,2044,742,579,948,138,11276,1126,1663,808,687,1344,536,416,709,116,7405,253,297,127,81,184,87,88,136,41,1294,32,26,7,6,9,11,6,7,17,121,5,0,0,0,0,0,0,3,4,12,5709,9199,6469,4713,7375,4338,2000,4058,648,44509
CED605,59,11,525,310,126,701,68,476,35,2311,166,168,801,353,303,391,165,461,42,2850,709,769,1294,713,785,568,580,911,103,6432,1293,1166,1509,1136,1224,693,869,1296,137,9323,1679,1414,1491,1321,1392,771,1161,1570,180,10979,1363,977,922,757,955,458,731,980,147,7290,519,191,137,83,145,84,134,171,48,1512,99,23,13,3,7,5,4,12,14,180,13,3,0,0,0,0,3,0,4,23,5900,4722,6692,4676,4937,3671,3715,5877,710,40900
CED694,0,0,3,3,0,0,0,7,0,13,3,0,3,4,3,3,3,12,0,31,3,21,16,3,4,3,4,22,0,76,6,12,10,6,8,3,5,14,4,68,6,13,15,4,5,3,11,15,0,72,0,8,0,6,6,3,3,4,0,30,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,57,47,26,26,18,26,74,4,296
CED697,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,9,3,0,3,6,0,3,0,6,0,21,0,3,5,0,0,0,0,6,0,14,0,0,11,0,0,0,0,3,0,14,0,3,3,3,0,0,0,3,0,12,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,25,12,0,3,0,21,3,76
CED701,40,81,422,364,229,555,62,530,117,2400,156,499,772,643,517,312,201,692,175,3967,827,2164,1574,1447,1206,445,549,1321,382,9915,1353,2205,1514,1486,1402,484,726,1211,297,10678,1487,2098,1407,1216,1417,442,781,1045,282,10175,1077,1280,792,581,832,278,507,685,156,6188,195,200,134,70,118,60,109,145,46,1077,14,23,8,17,7,0,4,10,11,94,0,0,0,6,0,0,0,10,0,16,5149,8550,6623,5830,5728,2576,2939,5649,1466,44510
CED702,39,62,490,507,338,922,141,406,60,2965,331,661,1254,1446,1020,602,379,383,87,6163,1376,3491,2392,2069,2224,854,694,872,206,14178,1871,2704,1854,1581,2061,678,676,760,218,12403,1883,2379,1423,1104,1808,579,628,737,178,10719,1097,1510,827,571,1176,350,462,547,125,6665,154,285,117,87,189,96,86,105,44,1163,10,20,5,0,8,8,3,9,7,70,0,4,0,0,3,0,0,0,0,7,6761,11116,8362,7365,8827,4089,3069,3819,925,54333
CED794,0,0,3,3,3,0,0,0,0,9,0,12,13,24,4,8,5,20,3,89,12,30,33,39,13,10,12,34,3,186,9,23,19,10,10,0,10,10,0,91,10,18,11,12,15,4,11,23,0,104,9,24,20,7,3,6,13,13,3,98,0,0,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,107,99,99,48,28,51,104,9,585
CED797,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,0,12,0,5,5,4,8,0,0,6,3,31,0,4,0,0,4,0,0,6,0,14,0,8,0,0,3,0,0,0,0,11,0,5,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,10,15,0,0,16,3,76
CED801,104,121,682,1301,506,2083,115,766,76,5754,509,1533,1568,1502,1906,1145,261,570,162,9156,2384,6918,2321,1528,3719,878,389,752,434,19323,4123,6455,1998,1444,4042,778,452,685,431,20408,4764,6470,1841,1556,4712,837,590,821,453,22044,2454,3985,1084,926,2963,617,511,585,236,13361,354,797,218,169,480,147,146,158,72,2541,39,91,18,11,41,17,4,15,8,244,5,11,0,0,0,0,0,0,8,24,14736,26381,9730,8437,18369,6502,2468,4352,1880,92855
CED802,435,171,622,1350,434,1811,71,766,83,5743,1264,2354,1603,2282,2473,1767,237,777,192,12949,3695,10963,3018,2162,5076,1252,448,1037,606,28257,4712,8055,2278,1749,4453,759,474,881,451,23812,4011,5845,1494,1280,3807,621,497,761,345,18661,1903,3547,942,771,2475,508,387,553,194,11280,269,638,187,168,370,113,84,125,60,2014,19,67,11,7,21,6,6,3,14,154,3,4,3,0,7,3,0,0,0,20,16311,31644,10158,9769,19116,6840,2204,4903,1945,102890
CED894,5,0,0,9,0,0,0,0,0,14,3,10,4,9,6,6,0,6,0,44,11,36,5,15,13,8,0,6,0,94,6,16,6,6,12,3,6,3,0,58,8,17,4,3,3,0,0,3,0,38,0,6,5,4,0,3,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,85,24,46,34,20,6,21,0,269
CED897,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
CED994,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,8,0,3,0,0,20
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
