CED_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
CED513,3,533,..,261,60,321,0,321,..,36,3,41,0,37,..,251,43,295,4,301,..,375,34,410,4,414,..,184,25,209,3,210,..,12,3,19,0,19,..,366,52,414,7,422,..,279,15,285,7,291,..,333,29,358,0,363,..,396,15,408,3,413,..,199,20,214,3,217,..,1197,68,1269,11,1283,..,526,52,578,7,586,..,173,17,191,3,197,..,341,69,406,3,409,..,38,8,49,0,51,..,1190,556,1745,9,1757,..,2298,432,2727,49,2779,..,16276,3407,19681,208,19888,..,191,36,228,5741,5971,49778,16466,3448,19910,5950,75634,100696,..,..,..,..,100696,..,235,3,239,0,237,..,738,138,876,5,881,..,54,0,54,0,61,..,1741,622,2365,8,2377,..,3132,1072,4209,22,4227,..,341,91,436,4,440,..,5219,1792,7007,33,7039,..,348,36,380,0,380,..,279,0,282,5,288,..,973,44,1014,9,1022,..,691,20,711,3,720
CED514,0,196,..,1019,191,1211,15,1222,..,13,3,15,0,15,..,379,86,464,0,468,..,315,40,360,5,360,..,170,17,189,3,191,..,17,0,17,0,17,..,321,51,372,5,379,..,270,3,277,0,272,..,242,23,259,3,262,..,429,14,437,3,441,..,214,23,239,3,238,..,1152,60,1207,9,1219,..,441,61,507,3,509,..,121,20,142,0,142,..,270,52,329,3,329,..,61,48,110,0,110,..,1360,800,2155,18,2173,..,3577,1026,4601,91,4693,..,18945,4427,23372,261,23637,..,201,42,244,4348,4589,47162,19142,4470,23614,4615,75389,92701,..,..,..,..,92701,..,382,10,398,0,393,..,1654,564,2214,26,2241,..,31,3,35,6,38,..,1467,547,2016,5,2027,..,2189,805,2998,14,3012,..,262,51,310,3,309,..,3920,1405,5323,24,5349,..,676,85,761,6,766,..,233,8,234,5,239,..,701,37,745,3,746,..,500,30,526,8,532
CED515,3,724,..,33,3,36,0,36,..,13,0,17,0,17,..,369,66,438,3,436,..,267,31,295,3,298,..,148,18,162,0,162,..,24,0,24,0,24,..,81,10,90,0,90,..,543,22,570,3,573,..,1075,111,1187,5,1193,..,802,38,840,10,851,..,440,26,462,8,474,..,2862,198,3061,20,3086,..,439,56,493,4,494,..,215,20,233,3,237,..,380,75,458,4,459,..,223,66,291,4,290,..,531,157,683,4,690,..,3293,648,3937,69,4009,..,20216,3657,23874,245,24123,..,233,35,275,6207,6479,50450,20450,3696,24145,6450,81047,101302,..,..,..,..,101302,..,338,3,341,0,344,..,1761,441,2204,16,2220,..,123,0,124,0,127,..,2177,535,2717,11,2725,..,6212,1709,7927,50,7977,..,524,128,653,0,655,..,8912,2377,11295,64,11354,..,188,15,203,0,202,..,262,7,272,0,275,..,921,38,960,7,965,..,519,14,533,11,551
CED516,5,637,..,26,3,33,0,33,..,8,0,8,0,8,..,355,49,403,0,403,..,140,6,151,0,147,..,140,10,153,0,153,..,15,0,15,0,15,..,68,6,78,0,80,..,163,4,164,0,165,..,909,84,995,6,1000,..,234,12,238,0,239,..,231,10,236,3,243,..,1531,108,1636,16,1644,..,339,32,372,3,379,..,456,32,489,0,492,..,177,32,212,0,210,..,42,4,49,0,49,..,208,49,258,3,265,..,1689,208,1898,33,1931,..,15384,2496,17885,129,18012,..,136,16,153,2761,2920,48983,15521,2517,18038,2894,69914,96158,..,..,..,..,96158,..,415,3,422,3,422,..,617,72,690,7,695,..,9,0,9,0,10,..,3152,633,3786,14,3803,..,6787,1746,8528,51,8578,..,784,137,921,5,926,..,10727,2515,13241,67,13306,..,234,21,255,0,259,..,299,7,303,7,304,..,556,22,584,4,586,..,524,18,543,3,546
CED594,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,8,0,8,..,6,0,6,0,6,..,14,3,18,0,18,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,47,3,47,0,51,..,235,40,268,9,281,..,3,0,8,575,582,1559,240,40,275,578,2415,3819,..,..,..,..,3819,..,12,0,12,0,12,..,4,0,4,0,4,..,32,0,32,0,35,..,14,10,21,0,25,..,49,38,82,4,87,..,6,0,6,0,6,..,62,45,109,3,114,..,0,0,0,0,3,..,22,4,27,0,27,..,40,5,49,0,49,..,40,0,46,0,46
CED597,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,8,8,14,3,0,3,8,26,309,..,..,..,..,309,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3
CED601,0,58,..,3,0,4,0,4,..,0,0,6,0,6,..,49,91,140,0,137,..,54,3,60,0,60,..,32,3,36,0,36,..,0,0,0,0,0,..,8,0,9,0,9,..,41,3,45,0,45,..,32,4,30,0,30,..,106,6,108,4,110,..,38,0,38,0,38,..,212,6,223,4,226,..,50,9,57,0,57,..,40,0,42,0,40,..,41,10,54,0,55,..,3,0,4,0,4,..,50,11,60,0,58,..,393,150,536,9,549,..,2280,640,2916,31,2947,..,142,13,158,3325,3480,45673,2424,653,3072,3360,52099,88722,..,..,..,..,88722,..,66,3,68,0,68,..,161,31,187,7,193,..,7,0,7,0,7,..,154,40,190,4,198,..,638,106,749,8,754,..,27,8,38,0,38,..,817,154,973,9,982,..,35,0,35,0,35,..,175,3,173,0,176,..,120,5,126,0,129,..,236,10,250,4,258
CED602,0,15,..,0,0,0,0,0,..,3,0,0,0,0,..,4,3,4,0,4,..,11,0,11,0,11,..,29,3,31,0,31,..,3,0,3,0,3,..,7,0,7,0,7,..,58,0,58,0,62,..,17,0,17,0,17,..,101,0,101,0,105,..,17,0,21,0,21,..,204,0,201,3,207,..,56,7,68,0,68,..,10,3,17,0,17,..,38,6,52,0,49,..,0,0,0,0,0,..,15,10,26,0,25,..,173,42,216,6,224,..,1123,151,1283,25,1301,..,128,3,133,2853,2988,45517,1258,158,1415,2879,49808,88755,..,..,..,..,88755,..,81,5,82,0,82,..,44,10,57,5,59,..,6,3,9,0,9,..,42,26,68,0,72,..,157,67,221,8,229,..,7,4,6,0,6,..,203,88,298,6,305,..,13,8,22,0,22,..,153,5,161,0,161,..,52,3,60,0,58,..,155,0,156,4,163
CED603,0,106,..,0,0,0,0,0,..,0,0,0,0,0,..,77,47,128,0,128,..,196,27,219,4,227,..,46,3,50,0,50,..,8,0,8,0,8,..,41,7,51,0,49,..,73,0,73,0,73,..,41,3,42,0,42,..,118,3,122,3,132,..,69,0,69,0,69,..,303,5,311,3,316,..,159,22,180,5,186,..,62,7,70,0,70,..,99,14,116,3,121,..,16,0,20,0,20,..,81,40,119,3,122,..,696,247,937,24,961,..,5318,1071,6386,77,6464,..,130,9,141,3038,3172,43119,5443,1087,6531,3109,52758,83887,..,..,..,..,83887,..,62,3,60,0,60,..,380,89,473,0,475,..,16,0,16,0,16,..,422,100,519,5,526,..,1888,360,2246,15,2263,..,158,41,199,8,199,..,2466,495,2962,26,2991,..,129,18,148,0,148,..,139,0,139,0,140,..,319,9,321,0,325,..,465,14,473,7,480
CED604,0,56,..,3,0,3,0,3,..,0,0,0,0,0,..,11,9,26,0,26,..,57,7,57,0,57,..,37,9,45,0,45,..,3,0,3,0,3,..,6,0,6,0,6,..,34,0,34,0,34,..,27,8,34,0,37,..,59,4,68,0,68,..,14,0,14,0,14,..,138,8,145,0,147,..,110,16,126,0,126,..,20,0,20,0,20,..,63,8,74,0,74,..,7,0,11,0,11,..,32,4,37,0,34,..,334,73,405,12,419,..,2225,313,2537,35,2577,..,134,7,140,2502,2640,48405,2357,319,2676,2538,53619,94068,..,..,..,..,94068,..,100,3,106,0,107,..,77,0,79,0,79,..,25,0,25,0,25,..,114,24,132,3,135,..,455,113,571,8,577,..,14,5,24,0,20,..,582,141,724,10,732,..,53,6,57,0,57,..,255,3,253,3,263,..,192,6,199,3,196,..,413,4,421,0,425
CED605,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,35,5,34,0,34,..,9,0,15,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,35,0,40,0,42,..,14,0,14,0,14,..,60,4,59,0,59,..,9,0,9,0,9,..,121,3,121,0,127,..,45,0,45,0,45,..,6,0,6,0,6,..,35,6,46,0,46,..,5,0,5,0,5,..,12,3,9,0,12,..,177,26,205,3,211,..,977,83,1063,24,1082,..,123,7,127,3542,3666,47034,1103,82,1187,3567,51790,94244,..,..,..,..,94244,..,50,0,54,0,54,..,30,4,29,0,29,..,6,0,6,0,9,..,31,10,40,3,40,..,103,30,140,4,141,..,3,0,3,0,3,..,136,43,180,4,186,..,8,0,13,0,13,..,164,0,164,0,162,..,101,0,101,0,103,..,240,7,241,4,249
CED694,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,6,0,6,..,23,5,34,0,31,..,3,0,3,55,59,300,29,5,38,56,393,680,..,..,..,..,680,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,7,0,7,..,8,3,15,0,12,..,0,0,3,0,3,..,14,8,18,0,23,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3
CED697,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,18,0,0,0,0,21,60,..,..,..,..,60,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
CED701,0,45,..,4,0,4,0,4,..,4,0,4,0,4,..,13,0,13,0,13,..,13,0,13,0,15,..,17,0,17,0,17,..,41,3,42,0,41,..,0,0,0,0,0,..,217,6,219,6,229,..,79,11,92,0,97,..,262,14,279,8,286,..,266,123,390,13,403,..,821,155,981,30,1008,..,70,5,68,0,68,..,16,0,14,0,14,..,133,22,153,0,153,..,3,0,3,0,3,..,112,89,200,3,201,..,898,115,1012,40,1055,..,18090,2727,20816,551,21365,..,238,77,314,6351,6666,26453,18328,2801,21132,6907,54495,55828,..,..,..,..,55828,..,138,0,138,3,144,..,87,3,96,0,98,..,28316,4388,32705,894,33597,..,122,35,159,0,160,..,437,244,678,0,680,..,53,33,89,0,93,..,621,312,927,4,931,..,18,0,14,0,14,..,98,0,98,0,95,..,170,15,179,4,187,..,303,9,315,3,316
CED702,0,127,..,8,0,8,0,8,..,3,0,3,0,3,..,45,9,51,0,51,..,36,3,43,0,43,..,56,5,67,0,67,..,13,0,13,0,13,..,21,0,25,0,25,..,851,29,881,18,891,..,525,69,590,3,592,..,1296,51,1342,15,1359,..,303,41,341,3,349,..,2968,187,3155,41,3193,..,153,14,163,0,165,..,193,26,219,0,219,..,342,98,438,7,449,..,11,7,17,0,17,..,319,118,433,0,433,..,1708,331,2042,48,2092,..,11514,1813,13322,166,13488,..,157,22,175,5322,5503,36605,11664,1837,13499,5486,55594,76035,..,..,..,..,76035,..,178,3,176,0,176,..,244,16,260,3,268,..,935,87,1027,43,1072,..,475,162,635,6,634,..,1295,478,1776,15,1790,..,464,137,599,3,603,..,2233,773,3007,22,3025,..,27,3,31,0,32,..,134,4,132,0,132,..,395,39,433,8,444,..,489,16,501,0,506
CED794,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,26,0,26,..,179,29,206,13,218,..,27,12,41,255,296,642,209,40,241,268,1157,1364,..,..,..,..,1364,..,3,0,3,0,3,..,0,0,0,0,0,..,223,54,272,15,290,..,0,0,0,0,0,..,6,3,8,0,8,..,0,0,3,0,3,..,12,3,10,0,10,..,0,0,0,0,0,..,18,0,18,0,18,..,14,0,14,0,20,..,18,0,18,0,22
CED797,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,4,4,10,4,0,3,4,14,27,..,..,..,..,27,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
CED801,7,393,..,111,17,134,0,134,..,61,0,61,0,60,..,165,15,187,3,192,..,289,32,325,0,325,..,213,23,230,0,230,..,121,9,132,0,133,..,235,43,276,0,273,..,367,3,373,4,381,..,264,16,284,0,286,..,483,14,500,5,502,..,129,4,138,0,133,..,1248,40,1296,11,1305,..,656,63,720,0,720,..,372,37,402,3,409,..,276,63,341,0,341,..,63,5,66,3,68,..,536,144,688,3,689,..,3030,424,3450,67,3518,..,16768,2018,18789,174,18966,..,203,25,226,5350,5569,75080,16971,2039,19014,5521,99615,148633,..,..,..,..,148633,..,250,3,251,0,258,..,1372,243,1612,16,1629,..,65,0,65,0,65,..,1292,227,1519,6,1528,..,3520,566,4084,24,4105,..,265,59,321,0,321,..,5073,849,5925,25,5950,..,770,87,863,7,864,..,296,6,300,0,303,..,1172,41,1214,13,1228,..,974,21,1001,6,1002
CED802,4,824,..,157,18,168,0,170,..,27,0,22,0,22,..,219,34,246,3,255,..,235,23,258,6,267,..,248,33,286,0,285,..,110,9,120,4,125,..,237,42,283,3,284,..,389,7,398,0,399,..,382,36,417,3,420,..,503,11,513,9,518,..,146,6,155,3,161,..,1425,59,1488,12,1495,..,928,116,1043,6,1047,..,462,34,495,7,503,..,312,57,362,3,368,..,56,6,68,0,65,..,1212,382,1589,5,1603,..,3571,681,4245,89,4333,..,22723,3673,26395,253,26651,..,217,42,259,4760,5022,71241,22945,3711,26655,5014,102909,141062,..,..,..,..,141062,..,391,10,403,0,404,..,1174,205,1385,19,1405,..,89,3,89,3,92,..,1834,474,2314,15,2328,..,6662,1602,8263,34,8299,..,470,162,632,0,632,..,8968,2239,11206,53,11257,..,1265,126,1396,13,1408,..,272,3,282,5,285,..,791,26,816,11,824,..,895,14,911,10,918
CED894,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,31,10,42,0,41,..,3,0,3,30,32,160,31,10,41,26,228,355,..,..,..,..,355,..,0,0,0,0,0,..,10,3,9,0,15,..,3,0,3,0,3,..,3,0,4,0,4,..,15,3,14,0,14,..,0,0,0,0,0,..,16,4,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
CED897,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
CED994,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,11,0,10,..,0,0,0,4,4,21,4,0,11,3,28,40,..,..,..,..,40,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
CED997,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,4,..,..,..,..,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
