CED_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED310,0,20,27,97,86,64,28,12,3,331,10,46,52,221,93,62,24,8,0,523,0,0,5,40,13,20,22,16,12,132,4,25,32,111,129,145,235,128,50,864,5,15,3,26,19,15,9,7,0,94,7,103,149,401,236,148,103,48,7,1208,0,0,0,3,0,9,15,13,3,50,3,3,7,34,16,13,9,6,3,96,3,8,20,70,6,0,0,0,0,110,4,16,19,85,38,11,3,0,0,188,0,0,0,3,3,0,3,0,0,15,0,0,0,8,8,3,0,0,0,14,9,67,62,157,103,103,89,39,9,637,0,5,9,54,18,6,4,0,0,97,0,12,15,45,43,40,45,30,11,245,0,5,36,87,66,44,25,18,3,286,25,110,193,527,308,310,298,217,99,2086,327,717,926,2123,1258,1277,1175,755,483,9041,7176,17590,16068,31830,19052,18198,16916,9394,3950,140166
CED311,0,26,19,103,73,34,4,0,0,258,39,249,177,648,271,156,60,13,0,1604,0,0,0,17,4,22,12,4,6,64,4,7,16,65,72,99,89,36,3,393,0,3,6,13,13,8,3,0,0,52,3,152,182,402,257,89,30,6,0,1121,0,0,0,3,9,8,8,6,0,35,3,21,15,99,18,12,3,0,0,166,0,0,21,91,8,0,0,0,0,120,3,17,15,93,28,16,3,0,0,179,0,0,0,0,0,0,3,0,0,6,0,0,0,5,5,3,0,0,0,13,12,40,15,90,57,61,34,16,5,325,0,18,15,83,21,8,3,0,0,141,0,0,8,18,17,13,20,9,0,84,4,31,27,108,78,30,10,3,0,291,15,83,103,488,239,212,168,70,30,1395,821,1634,1586,4185,2525,2062,1401,718,175,15107,11281,23017,17877,41121,22504,19406,12948,5635,1694,155488
CED312,4,33,33,177,125,80,42,25,8,522,14,86,153,527,282,223,77,30,11,1404,0,4,4,60,21,62,38,12,10,217,0,29,49,131,171,185,194,111,40,919,0,14,14,59,32,34,15,3,3,175,6,89,218,549,323,207,134,39,15,1580,0,0,0,19,22,53,48,25,3,174,0,18,19,73,35,35,14,12,4,209,6,13,27,161,42,65,37,12,3,373,7,36,44,195,26,21,3,0,0,342,0,0,3,10,14,6,7,3,0,47,0,7,8,73,33,13,0,0,0,139,14,52,34,130,67,58,42,11,4,412,3,20,41,177,71,58,22,3,3,395,0,4,13,38,52,29,40,21,0,209,0,9,27,114,83,59,21,14,0,324,31,231,425,1550,808,726,464,232,70,4540,700,1293,1331,3093,1437,1226,999,520,182,10780,12647,24532,22496,46338,20977,17483,13122,5803,2134,165538
CED313,0,23,62,217,154,77,8,14,3,561,15,47,109,556,137,115,67,15,8,1063,4,0,10,126,21,46,16,14,16,259,10,31,38,291,168,155,83,45,31,838,9,36,90,174,37,30,18,5,0,399,9,52,171,648,201,112,52,16,6,1259,0,0,0,30,34,24,26,19,3,144,5,63,79,319,100,41,28,16,9,660,4,24,158,515,57,52,11,7,0,826,4,36,98,340,59,23,12,0,0,576,0,0,0,8,8,9,3,3,0,35,0,4,12,65,31,9,6,0,0,128,23,104,136,496,111,85,47,7,0,1015,12,43,115,443,192,199,100,33,12,1144,0,7,17,69,39,28,14,14,4,193,0,0,33,114,53,38,14,0,0,247,80,288,742,3244,604,408,308,153,80,5906,463,760,1510,4279,1414,1073,582,367,214,10661,8816,16377,23221,58779,20177,14482,8614,4624,2517,157602
CED314,8,17,66,111,97,39,9,7,3,366,14,119,132,430,172,92,34,10,0,1002,0,0,0,20,8,12,3,4,8,49,0,11,7,38,49,70,118,64,27,385,8,16,13,42,33,22,4,3,0,158,3,77,127,256,167,108,55,32,12,840,0,0,0,0,11,5,0,3,0,21,10,44,30,141,53,21,13,5,0,312,0,12,9,74,13,14,4,0,0,133,4,10,8,56,21,8,4,0,0,116,0,0,0,0,3,0,0,0,0,6,0,0,0,11,3,3,6,0,0,21,11,42,37,104,65,51,50,22,10,392,3,11,11,53,16,10,9,0,0,104,0,0,0,10,18,20,18,8,3,74,3,31,81,147,115,79,38,7,5,501,74,353,527,925,331,187,129,89,29,2649,482,969,1271,2442,1331,1314,1218,900,591,10509,9703,20777,19766,36623,18849,17644,13957,8035,3511,148866
CED315,4,80,176,294,180,88,34,6,3,860,22,160,216,593,289,168,66,20,3,1539,0,0,3,24,8,15,12,3,8,77,0,13,30,116,90,123,112,62,12,558,0,6,10,37,28,16,0,3,0,112,3,54,182,260,145,84,42,22,7,794,0,0,0,0,5,14,4,7,0,32,4,19,29,74,35,19,12,4,0,192,3,9,9,28,3,3,0,0,0,56,7,48,45,94,63,27,0,0,0,287,0,0,0,0,0,0,3,0,0,11,0,0,0,4,5,0,0,0,0,17,13,42,84,217,62,49,42,10,3,520,0,14,20,96,26,21,10,0,0,200,0,9,4,33,22,15,28,10,3,123,0,23,55,104,41,39,10,5,0,281,63,301,371,926,398,263,230,128,29,2712,644,1083,2076,3666,1759,1516,1104,554,211,12616,11336,21520,25284,45550,20476,17082,11391,5381,1988,159998
CED316,0,8,20,48,66,44,10,6,0,201,6,71,57,270,171,184,96,17,0,878,0,0,0,11,11,11,18,16,6,70,0,6,15,49,81,126,244,155,35,716,0,4,3,25,9,8,10,0,0,55,0,71,64,194,123,107,68,38,10,680,0,0,0,0,4,20,17,10,0,53,6,19,4,45,27,19,13,7,3,142,4,0,47,179,0,0,3,0,0,248,5,22,23,81,45,18,0,0,0,190,0,0,0,0,3,0,3,0,0,7,0,0,0,22,18,9,7,0,0,55,0,24,24,73,44,54,62,27,10,319,3,8,11,60,26,18,6,3,0,142,0,7,11,24,29,13,55,29,9,170,0,11,11,39,33,27,11,4,0,138,13,48,47,292,219,227,364,213,72,1496,410,928,1011,2082,1420,1760,1851,1055,425,10945,7209,17302,14733,28289,17785,20305,20932,11345,3830,141716
CED317,7,64,77,251,168,122,44,19,3,748,18,141,105,494,253,206,78,13,4,1310,0,0,0,17,3,16,15,4,4,65,0,4,8,38,47,76,122,38,8,348,0,0,3,14,11,13,3,0,0,42,6,53,44,184,78,50,34,11,0,450,0,0,0,0,3,14,22,21,4,69,0,11,3,61,10,16,8,0,0,112,0,0,31,95,5,0,0,0,0,129,3,25,36,148,34,27,3,3,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,21,0,19,19,81,46,68,81,20,9,345,0,8,3,30,10,3,6,0,0,61,0,0,3,17,21,21,15,3,4,86,0,17,22,65,54,27,12,5,0,206,18,79,117,526,287,315,305,199,67,1917,802,1685,1580,3978,2434,2412,1843,953,343,16019,9871,21885,17933,36738,21391,21006,15939,7931,2703,155394
CED318,31,300,367,789,465,323,117,24,4,2421,20,152,178,716,360,287,94,13,5,1824,0,0,0,72,20,38,25,12,6,174,4,25,31,175,163,166,122,48,18,755,0,11,17,31,39,25,11,0,3,142,4,67,90,265,168,100,65,17,0,783,0,0,0,7,18,16,16,12,3,71,0,18,15,71,39,37,29,10,3,218,0,8,25,266,15,8,0,0,0,332,17,61,106,288,118,39,23,6,0,646,0,0,0,0,0,0,0,0,0,10,0,4,0,14,12,5,0,0,0,38,7,45,70,224,105,128,86,30,8,699,3,31,34,134,52,17,10,7,0,281,0,4,12,59,41,39,31,11,5,210,0,6,21,78,36,41,6,0,0,200,22,158,277,1437,749,650,447,205,66,4012,921,1779,1975,5213,2671,2273,1511,763,342,17445,11861,24726,21312,49469,25324,21463,13764,5533,1998,175449
CED319,6,48,133,237,182,116,56,34,3,808,29,183,258,876,456,299,107,33,3,2243,0,0,6,80,26,52,28,23,25,238,0,23,31,148,116,114,117,78,38,657,3,21,25,106,28,19,12,6,0,222,9,58,127,414,160,100,70,20,3,964,0,0,0,4,11,18,11,7,3,62,8,53,42,218,68,82,54,20,15,558,5,15,30,172,30,24,15,0,0,294,11,90,85,197,62,20,11,0,0,481,0,0,7,9,10,9,0,3,0,46,0,3,3,27,11,4,3,0,0,46,9,63,66,201,74,58,27,4,0,512,3,14,29,153,101,70,33,7,9,419,0,3,8,53,38,27,23,17,6,169,0,10,25,101,40,32,9,0,0,219,47,181,348,1526,561,409,246,141,75,3538,376,597,935,2537,1042,926,700,649,729,8485,9657,17900,19295,47906,20522,16629,11878,7626,3961,155375
CED320,8,54,59,170,112,101,35,15,0,556,3,81,117,392,215,163,101,31,4,1106,0,0,5,18,16,33,28,16,8,127,3,12,17,91,147,155,198,102,29,761,0,4,5,25,25,22,14,4,0,91,5,80,144,308,203,110,97,28,8,984,0,0,0,4,10,11,15,4,0,52,0,3,10,19,16,20,16,9,0,85,0,3,119,331,11,14,11,0,0,487,4,15,31,90,33,9,7,0,0,186,0,0,0,3,3,0,0,3,0,11,0,3,0,10,3,0,3,0,0,18,5,30,43,98,77,83,55,5,5,405,0,4,8,76,32,29,5,0,3,156,0,13,14,34,40,31,46,18,11,216,0,8,29,66,53,37,13,0,0,203,19,108,142,564,369,330,286,168,44,2024,579,1137,1118,2562,1402,1514,1415,897,737,11355,10405,22527,20588,39396,20945,19348,16914,7683,2794,160594
CED321,4,9,11,45,55,28,9,5,0,167,21,210,166,538,219,129,49,6,3,1343,0,0,0,12,0,14,6,5,5,52,0,4,6,43,32,58,93,38,15,280,0,3,0,11,12,10,0,0,0,32,3,60,61,195,95,67,41,11,3,544,0,0,0,3,5,9,5,13,0,41,0,12,3,50,7,5,4,0,0,79,0,7,25,118,0,4,0,0,0,153,6,3,15,37,12,8,0,0,0,91,0,0,0,4,3,0,3,0,0,10,0,0,0,3,0,0,0,0,0,3,3,22,22,52,47,45,42,13,3,255,5,16,37,82,16,3,3,0,0,166,0,0,3,6,6,16,11,7,0,51,0,8,12,43,34,31,17,9,0,160,6,54,49,258,149,141,152,97,30,940,644,1359,1328,3288,2120,2152,1915,1013,411,14225,9552,20454,16353,33441,20005,20483,17140,8699,3128,149266
CED322,4,12,27,103,71,44,18,4,0,282,16,35,129,333,200,153,58,20,0,943,0,9,7,65,21,48,51,36,28,264,0,40,26,151,137,167,207,126,67,923,3,18,22,57,30,36,21,8,4,196,14,139,268,622,313,270,137,59,14,1835,0,0,4,14,26,33,31,33,5,135,0,11,20,46,15,20,29,19,0,161,0,20,42,142,42,38,24,3,0,316,16,34,51,168,52,30,3,0,0,360,0,0,3,9,23,15,15,0,0,69,0,0,6,23,27,7,9,0,0,75,26,92,121,255,111,120,82,14,6,830,3,5,16,54,29,24,16,3,0,145,3,17,17,84,59,32,46,30,11,304,0,3,15,86,29,29,19,8,0,185,29,174,276,1380,469,404,386,274,113,3500,472,964,1063,2743,1307,1384,1151,811,628,10529,8727,18734,18450,39917,20401,18390,14814,8157,3983,151581
CED323,3,17,33,98,96,51,12,10,3,319,20,78,135,610,274,187,93,23,11,1432,0,3,10,89,33,76,68,45,30,366,0,22,24,122,118,149,207,118,43,798,3,16,44,80,37,48,24,13,3,275,4,51,180,465,218,202,144,78,21,1370,0,0,3,25,32,48,49,29,16,204,3,15,9,66,25,24,23,11,3,179,6,21,124,430,71,62,41,10,3,774,21,51,83,376,94,34,13,0,0,666,3,0,0,18,18,19,9,8,0,80,0,0,0,26,33,13,18,4,0,100,14,50,108,248,106,98,77,25,11,746,3,28,48,162,58,36,22,9,0,360,0,5,12,40,49,31,38,22,13,204,0,0,18,69,36,34,19,4,0,184,71,220,854,2720,628,671,594,381,164,6308,545,1074,2094,4489,2049,1909,1611,979,516,15266,7651,15190,21492,46706,21003,19071,16654,8998,3976,160734
CED324,3,49,82,201,163,118,59,59,18,751,12,94,225,662,297,212,89,23,15,1620,0,4,8,73,37,47,32,32,25,262,4,22,18,110,90,121,90,80,37,582,13,48,67,200,60,43,32,7,3,471,8,55,182,436,184,162,80,30,13,1149,0,0,8,55,41,61,44,37,3,249,4,63,96,345,114,97,53,21,14,808,56,135,604,2482,417,584,310,61,10,4661,13,32,71,217,56,27,9,0,0,417,0,0,3,15,15,16,14,10,0,78,0,0,5,32,15,17,7,0,0,82,12,100,98,226,96,49,44,13,10,654,12,48,233,852,570,473,193,78,35,2491,0,7,5,27,20,14,25,15,3,120,0,11,61,169,66,50,16,4,3,384,100,553,891,2562,880,669,440,233,122,6447,436,731,1229,2706,1050,845,719,455,375,8550,10022,17864,24598,50999,18947,15581,11087,5936,3046,158071
CED325,0,30,37,163,66,62,22,3,0,381,18,165,268,880,437,243,86,27,9,2134,0,4,6,79,43,75,48,22,36,304,3,38,23,155,172,184,134,77,28,813,7,40,51,107,58,69,33,3,0,366,5,112,263,561,342,171,123,29,11,1613,0,0,4,35,41,35,30,19,5,155,9,82,113,444,246,211,94,42,9,1241,6,10,36,230,54,76,28,6,0,442,4,17,20,166,44,25,9,3,0,294,0,0,3,12,22,17,11,4,0,72,0,3,4,14,13,5,3,0,0,46,12,60,71,178,76,57,49,15,0,519,42,245,569,3130,1824,1464,557,249,98,8171,0,14,12,47,41,31,29,14,9,194,0,25,43,181,95,59,25,5,0,438,145,1000,1447,3260,1710,1109,568,282,89,9607,808,1275,1380,3058,1413,996,737,384,162,10207,12898,24097,23021,48725,21689,16108,10214,4674,1774,163208
CED326,3,36,88,217,135,98,40,14,4,634,29,183,302,928,492,294,119,22,3,2383,0,3,0,45,16,40,23,7,19,154,7,42,56,154,176,169,236,163,47,1047,5,17,18,72,38,32,17,9,0,211,28,243,305,763,428,190,133,38,19,2141,0,0,0,4,15,16,17,14,0,73,3,41,17,190,60,59,63,26,13,477,3,10,24,89,10,10,7,0,0,158,4,32,33,131,48,29,5,3,0,284,0,0,0,5,6,3,3,0,0,20,0,0,6,13,7,0,3,3,0,29,13,77,53,169,73,59,58,12,9,532,0,14,17,88,44,30,13,7,3,214,0,10,25,58,50,43,41,33,13,280,0,23,44,174,90,46,22,5,6,406,34,230,294,1258,702,425,357,221,65,3580,552,968,936,2617,1319,1102,1070,840,637,10045,11247,21720,19364,44159,21320,17841,15223,8495,3901,163268
CED327,3,53,77,264,198,155,78,39,8,866,16,153,261,935,460,369,141,28,12,2373,0,0,0,56,36,61,44,10,11,226,0,19,28,75,146,172,151,89,28,715,3,29,46,131,62,78,27,3,0,383,9,81,234,428,311,195,107,31,8,1402,0,0,0,54,52,69,55,32,10,272,0,42,62,263,106,92,62,16,4,644,44,62,185,1075,190,251,98,24,4,1934,21,191,175,309,58,31,9,0,0,798,0,0,8,42,31,44,19,0,0,154,4,0,17,55,32,8,4,0,0,119,5,47,62,114,49,45,45,3,3,364,5,27,73,449,261,183,82,30,8,1117,0,0,7,17,26,25,28,10,3,114,0,22,95,228,106,73,22,12,3,560,96,791,1305,3330,1695,1296,765,330,103,9709,904,1542,1582,3367,1463,1216,879,441,174,11563,14605,26892,25376,53757,21742,18330,12097,4621,1738,179170
CED328,0,25,75,197,171,90,24,24,8,618,5,47,97,322,104,98,27,7,3,709,0,4,7,88,30,55,22,8,18,232,4,71,55,194,236,171,147,79,44,997,9,58,506,351,66,49,29,13,3,1084,17,255,603,990,634,410,193,70,26,3200,0,0,0,3,12,16,11,12,3,57,7,47,71,188,112,98,71,29,11,636,5,33,122,293,69,78,37,5,0,644,10,46,88,166,43,20,10,3,3,391,0,0,0,15,13,7,10,3,0,53,3,0,4,26,20,4,0,0,0,54,34,212,287,417,215,125,99,32,7,1430,18,49,90,276,76,42,14,3,4,576,5,7,15,43,57,34,44,18,10,243,0,12,71,178,126,98,36,3,4,526,91,370,681,1798,616,422,298,128,58,4449,269,529,1291,2080,841,734,579,370,250,6950,8323,19827,28973,41864,20093,15618,11939,5843,2868,155349
CED329,0,3,19,61,94,61,20,7,0,264,6,44,40,216,131,140,69,11,4,666,0,3,0,15,7,20,18,10,11,89,0,17,12,66,84,147,193,103,38,660,0,3,8,15,21,18,7,0,0,79,3,43,76,173,167,112,106,48,12,745,0,0,0,7,4,6,23,10,0,49,0,3,5,16,8,9,16,7,0,66,0,3,3,28,6,3,3,0,0,45,5,11,20,63,43,15,11,0,0,171,0,0,0,3,3,0,3,3,0,14,0,0,0,5,5,5,3,3,0,16,7,49,38,78,90,114,112,40,7,535,0,7,14,49,13,3,3,3,0,87,3,5,0,22,27,36,33,35,4,165,0,10,19,36,53,33,28,7,0,187,18,76,68,344,294,308,302,171,66,1647,420,1033,906,2181,1731,1951,1905,1014,443,11578,7047,17970,14199,28145,20511,22748,20585,9494,3396,144098
CED330,0,15,19,138,99,71,14,6,0,369,7,27,37,201,107,87,37,4,3,506,0,0,4,49,23,28,18,9,7,145,4,21,31,100,187,146,171,65,20,737,0,8,42,40,19,19,14,0,3,151,0,82,159,308,297,139,67,39,4,1096,0,0,0,3,22,25,23,19,6,98,0,3,3,13,12,17,6,0,5,66,3,8,91,317,17,15,13,0,0,474,3,28,17,132,26,10,0,3,0,219,0,0,3,10,6,7,0,0,0,25,0,0,0,6,11,3,3,0,0,21,0,43,33,101,88,94,82,16,4,460,0,9,7,99,45,33,11,3,0,212,0,9,18,48,50,35,34,11,9,213,0,6,29,70,57,45,18,5,0,227,20,111,147,670,418,434,294,138,56,2281,512,1270,1367,2876,1967,1756,1333,645,326,12053,9525,23383,19710,37978,23543,19566,14701,6013,2018,156437
CED394,0,3,8,16,15,5,3,3,0,42,4,3,5,24,8,7,5,3,0,53,0,0,0,12,0,3,0,0,0,17,0,0,12,22,10,20,24,7,0,89,0,0,6,10,0,0,0,0,0,15,0,0,0,24,14,5,12,0,0,52,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,12,3,4,26,95,0,0,0,0,0,121,0,0,3,8,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,21,24,4,10,5,3,0,67,0,0,8,7,6,3,0,0,0,28,0,0,14,6,0,8,3,0,0,35,0,0,6,3,3,3,3,0,0,16,3,8,73,139,25,43,27,5,0,334,43,65,256,656,266,378,256,75,15,2011,339,489,1539,3776,1663,2373,1916,381,44,12510
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,4,4,0,4,11,0,0,19,3,4,16,27,24,30,33,16,4,150
CED401,0,0,5,46,41,16,15,4,3,132,15,99,134,573,173,123,57,18,3,1198,0,5,9,145,39,119,74,67,74,542,0,19,26,114,129,221,141,90,45,786,10,45,218,243,70,46,32,3,0,666,4,32,103,214,95,66,52,18,7,592,0,0,0,28,43,49,43,40,24,224,13,50,74,321,61,36,20,11,7,595,6,12,86,214,18,6,3,0,0,341,3,23,77,286,55,19,11,3,0,486,0,0,0,8,0,11,5,4,0,31,0,11,7,36,15,10,7,3,3,94,24,59,83,231,83,84,68,25,8,658,14,66,346,950,555,465,148,61,28,2631,0,4,6,46,30,48,37,11,8,194,0,4,30,68,19,21,5,0,0,148,77,300,854,2117,632,407,395,289,247,5319,390,605,1366,3084,1369,1257,984,589,328,9970,8363,15642,24957,50355,20301,18789,13416,7323,4292,163442
CED402,0,0,0,19,22,7,0,4,0,53,15,174,120,487,143,99,42,7,0,1093,0,0,0,12,7,9,21,11,17,83,0,9,8,43,94,136,156,92,30,571,0,0,0,10,7,3,0,0,0,25,0,40,48,115,65,49,21,6,3,355,0,0,0,0,11,8,13,18,3,54,3,13,12,61,6,0,5,0,0,99,0,0,72,264,0,0,0,0,0,338,6,72,66,74,28,6,0,0,0,256,0,0,0,0,3,4,6,0,0,9,0,0,0,13,12,23,7,3,0,65,6,16,23,64,44,46,31,10,0,238,4,21,28,151,45,16,13,4,0,274,0,3,6,12,19,36,24,14,5,117,0,15,23,42,15,15,7,4,0,119,24,101,111,351,152,182,178,147,62,1298,403,866,936,2348,1730,1756,1589,883,475,10986,8294,18563,16430,33124,20964,21194,17539,9327,4071,149502
CED403,0,12,8,53,36,16,8,9,3,139,3,56,123,318,155,99,32,14,8,805,0,3,7,117,81,139,80,44,51,530,0,48,63,181,213,249,250,105,83,1190,6,33,80,114,42,39,29,9,0,361,4,102,170,273,201,93,69,22,11,945,0,0,0,11,22,33,26,22,7,133,4,39,39,166,58,27,24,14,7,375,7,3,14,66,13,3,0,0,0,108,5,14,37,92,19,11,4,0,0,181,0,0,0,3,4,3,8,4,0,18,0,0,0,13,14,12,3,4,3,45,6,62,77,163,88,71,80,11,10,562,16,42,34,216,70,64,19,6,3,480,0,22,21,53,66,54,48,30,21,315,0,3,26,48,39,21,11,3,3,150,118,321,459,1280,499,357,324,252,168,3775,254,466,635,1440,868,904,817,615,397,6396,7738,16622,18762,35532,19703,18997,15127,8454,4909,145836
CED404,0,6,3,20,21,10,0,4,0,55,16,91,74,295,141,115,48,15,3,804,0,0,0,18,4,17,16,17,15,76,0,8,3,52,153,243,250,166,48,925,0,0,0,4,6,10,4,0,0,22,7,62,53,151,103,38,31,12,0,451,0,0,0,6,10,18,24,27,3,81,3,21,8,80,18,8,3,0,0,136,0,3,7,14,0,0,0,0,0,27,3,16,5,43,25,9,0,0,0,100,0,0,0,0,0,3,4,3,0,7,0,0,0,3,7,3,0,4,0,11,0,8,7,39,26,39,22,10,0,157,5,4,5,41,20,3,0,0,0,77,0,0,3,18,23,40,33,18,10,148,0,20,14,60,23,18,3,0,0,136,7,58,31,198,143,168,210,132,41,986,494,1037,1046,2578,1826,1951,1652,969,560,12108,8354,17525,14993,31806,20014,21078,17194,8947,3613,143526
CED405,0,0,3,28,19,16,4,0,0,69,19,96,163,584,191,117,77,27,11,1278,3,6,11,125,45,126,96,60,60,533,3,50,34,177,177,219,208,111,45,1014,7,23,21,88,29,38,24,3,3,230,3,40,94,219,108,65,38,22,4,589,0,0,7,41,38,45,50,46,12,235,5,23,14,153,35,14,13,6,3,277,4,8,19,74,15,11,0,0,0,123,3,22,42,167,39,30,3,3,0,306,0,0,3,13,18,20,21,33,10,124,0,0,5,11,5,4,8,3,3,45,14,39,52,173,61,60,35,14,0,442,3,17,77,227,202,180,51,27,13,788,0,13,14,66,33,44,32,29,13,241,0,0,10,23,29,10,0,0,0,72,108,337,543,1736,580,419,425,358,197,4711,321,500,755,2167,1070,1119,901,742,570,8144,7863,14250,18683,41147,19871,18674,15105,9958,5693,151243
CED406,3,3,5,40,26,12,0,0,0,95,8,64,108,344,188,143,63,16,6,942,0,9,18,152,88,179,121,29,20,619,7,80,116,292,356,403,354,246,67,1917,3,12,13,46,29,21,6,3,0,135,4,115,148,303,205,77,56,22,5,929,0,0,0,11,29,43,26,24,14,140,0,11,5,67,18,7,9,4,0,133,0,4,0,12,3,3,3,0,0,26,3,17,21,85,18,14,0,0,0,169,0,0,0,0,0,0,3,3,0,10,0,4,0,12,5,3,4,3,0,25,3,36,37,117,61,52,46,13,7,367,3,13,12,70,25,19,6,0,0,157,0,38,41,99,89,84,74,43,19,486,0,10,12,59,30,20,3,3,0,142,15,115,162,558,332,339,324,216,76,2144,417,762,836,2097,1101,1180,1040,679,439,8544,9594,18544,18046,38928,19590,18704,14712,6869,2917,147908
