CED_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
CED303,27,14,9,15,5,4,8,425,0,95,83,41,6,6,17,16,0,11,0,0,4,3,10,297,0,0,0,4,6,13,50,30,3,4,3,4,6,3,5,132,0,0,0,0,8,16,21,35,4,4,0,0,5,0,4,101,0,0,0,10,9,3,4,4,0,0,0,0,0,0,0,32,0,0,25,48,48,40,24,27,4,0,0,3,11,0,6,240,0,40,32,17,7,10,7,0,0,0,0,0,0,0,0,104,0,205,180,55,77,36,40,11,3,4,0,7,0,0,20,632,8,22,89,368,1175,1512,2102,1339,290,275,184,127,102,60,224,7889,0,0,0,0,0,3,9,3,3,8,0,3,3,0,0,40,0,0,3,12,104,143,118,229,27,23,33,27,27,17,24,800,0,26,13,3,65,37,17,18,0,0,0,0,0,0,3,195,0,0,13,29,20,18,29,11,3,7,0,0,0,0,5,130
CED304,67,68,39,23,25,22,19,801,10,199,364,160,30,24,41,44,23,40,50,66,63,38,58,1199,0,3,3,10,22,49,163,143,30,46,52,74,113,139,126,976,0,0,0,4,18,74,229,338,82,129,128,160,197,236,223,1823,0,0,0,8,4,11,7,13,3,0,0,0,4,3,0,50,0,0,17,54,76,133,123,133,19,32,49,65,83,79,35,900,0,7,8,5,3,0,4,0,0,0,3,0,0,3,0,40,0,46,35,23,43,26,40,35,12,17,10,8,9,14,13,330,8,20,68,308,792,877,1121,749,208,182,151,159,128,70,144,4980,0,0,0,0,3,3,11,24,10,9,11,22,37,24,5,163,0,0,0,8,90,223,138,236,44,49,52,63,95,57,40,1100,0,24,13,17,69,70,35,28,10,13,10,4,12,3,8,313,0,0,9,25,41,47,91,78,26,28,40,62,42,63,21,568
CED305,9,24,9,20,0,0,5,176,0,31,22,13,6,3,3,6,0,3,0,0,0,0,8,103,0,0,0,3,0,6,15,20,3,0,3,6,3,0,3,64,0,0,0,0,0,3,21,36,4,8,3,3,4,5,3,88,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,8,0,0,11,20,22,5,15,25,0,10,10,3,0,4,3,126,4,53,35,13,5,0,0,0,0,0,0,0,0,0,8,122,0,79,63,40,18,4,16,10,3,0,0,0,0,0,10,234,3,7,42,255,543,495,568,481,142,144,91,58,29,29,138,3029,0,0,0,4,0,0,7,8,5,5,24,10,5,0,0,65,0,0,0,6,101,160,120,353,75,132,119,115,87,42,65,1375,0,3,0,3,5,0,0,9,0,0,0,3,0,0,3,29,0,0,3,11,0,4,3,10,0,0,0,4,8,3,4,54
CED306,21,37,9,3,7,3,8,259,24,211,183,52,21,3,8,3,0,7,6,8,17,9,48,613,0,0,0,0,0,14,24,21,3,3,4,14,33,17,37,170,0,0,0,0,3,6,38,61,5,6,4,24,52,31,70,311,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,10,0,0,8,24,24,16,22,28,4,6,8,12,12,12,10,205,13,118,42,26,12,3,7,0,0,3,0,0,0,0,7,224,0,80,73,31,52,15,25,26,0,8,5,3,3,3,7,338,0,13,74,360,736,606,758,613,266,177,103,92,72,40,163,4069,0,0,0,0,0,3,16,21,5,12,0,0,3,4,3,65,0,0,0,11,124,160,155,584,145,185,156,162,125,48,58,1900,0,7,5,3,13,14,13,9,3,4,3,0,0,0,0,80,0,0,3,9,9,8,16,4,0,4,3,0,0,4,3,61
CED307,7,23,13,3,3,0,3,394,4,58,102,75,16,7,11,9,0,10,0,11,3,3,13,320,0,8,5,6,9,25,68,23,4,7,0,4,8,3,3,160,0,0,0,0,3,10,29,28,3,3,0,4,3,0,3,88,0,0,0,11,4,3,0,3,0,0,0,0,0,3,0,20,0,0,39,49,51,53,31,19,0,3,3,0,0,0,11,262,0,23,10,8,3,0,0,0,0,0,0,0,0,0,0,44,0,107,90,49,55,28,66,20,0,6,7,0,3,0,7,449,3,16,52,289,905,1147,1466,969,277,223,178,114,79,57,172,5954,0,0,0,0,0,4,12,3,0,0,3,3,0,0,3,39,0,0,7,16,97,257,194,300,44,45,32,30,31,21,29,1100,0,6,5,3,40,42,17,16,0,0,3,3,0,0,3,155,0,0,8,40,11,20,34,18,0,3,0,3,0,0,6,155
CED308,25,28,7,21,4,3,12,401,3,91,108,69,18,14,20,24,3,7,3,3,0,3,12,374,0,3,3,13,18,216,302,136,22,20,18,14,22,19,24,835,0,0,0,3,26,107,260,274,27,38,36,35,38,21,27,888,0,0,9,24,19,15,3,4,0,0,0,0,9,0,4,92,0,0,15,39,67,77,120,71,11,20,12,14,19,8,16,504,0,64,55,25,10,8,0,0,0,0,0,0,0,0,3,167,0,157,133,60,42,32,50,30,3,5,4,0,5,0,21,544,14,20,125,541,1727,2550,3978,3376,780,717,570,509,321,230,533,15989,0,0,5,0,5,25,57,35,22,14,19,19,7,14,10,232,0,0,3,25,158,330,296,236,47,49,48,49,53,33,34,1356,0,18,13,20,66,57,22,28,0,3,0,9,3,0,7,246,3,0,4,24,26,40,101,56,8,10,7,11,17,4,14,328
CED309,26,20,26,3,12,7,18,363,3,48,64,37,13,6,13,17,3,6,7,8,7,7,14,257,0,0,0,0,6,17,60,23,4,6,9,11,9,5,3,170,0,0,0,3,3,11,21,43,17,19,22,16,42,19,15,228,0,0,3,6,8,0,7,0,0,0,3,0,0,0,0,27,0,6,26,43,35,15,32,20,3,6,4,10,8,4,8,230,0,35,14,17,3,8,0,0,0,0,0,0,0,0,4,86,3,187,149,64,74,25,61,36,3,18,7,8,10,0,14,658,10,37,146,523,1209,1246,1573,1041,243,209,144,107,88,52,215,6833,0,0,0,0,4,0,10,14,7,8,5,3,0,4,8,62,0,0,3,11,80,144,100,115,18,22,19,46,41,21,23,638,0,11,14,9,32,23,14,16,0,0,8,3,5,3,9,144,0,0,4,25,24,8,20,11,6,9,0,3,0,0,4,118
CED310,12,29,3,3,3,3,4,356,5,67,66,37,9,4,12,10,4,4,5,16,6,0,17,267,0,6,0,3,4,22,41,30,10,8,5,6,14,15,15,188,0,0,0,0,0,4,25,35,8,6,21,18,36,7,11,171,0,0,3,7,4,0,0,0,0,0,0,0,0,0,0,18,4,0,16,31,38,13,18,6,3,3,3,3,10,3,16,169,0,35,19,10,9,0,3,0,0,0,0,0,0,0,5,87,3,170,142,63,72,26,49,48,7,0,9,4,3,0,17,612,18,18,111,464,1105,1183,1481,1042,200,207,163,110,118,59,206,6488,0,0,0,0,3,0,0,9,0,0,0,3,0,0,0,19,0,0,0,9,56,92,70,119,20,22,27,38,36,15,20,523,0,19,14,9,40,8,6,9,0,11,3,0,6,3,8,132,3,0,13,18,12,15,8,7,0,0,6,3,6,0,0,94
CED311,18,37,4,11,7,0,4,206,3,30,24,17,0,3,0,14,3,3,4,6,17,7,13,136,0,0,0,0,0,3,13,9,0,0,0,3,4,5,10,47,0,0,0,0,0,4,20,23,0,7,11,15,54,19,20,169,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,16,19,22,16,14,13,3,6,13,8,7,4,3,148,0,11,11,8,0,0,0,0,0,0,0,0,0,0,0,35,0,111,84,43,18,15,29,10,0,3,0,0,0,0,12,331,3,6,42,303,816,693,851,774,254,219,195,91,66,29,181,4522,0,0,0,0,0,3,4,6,4,9,4,5,10,0,0,50,0,0,0,4,105,146,135,436,122,142,148,143,106,61,54,1604,0,4,7,3,15,16,5,10,0,0,0,0,0,0,3,64,0,0,3,10,5,3,9,5,0,6,3,3,0,0,3,52
CED312,16,7,12,0,0,5,4,332,3,43,65,65,3,11,13,6,0,0,0,0,0,0,20,238,0,5,0,3,8,41,91,38,6,9,3,9,4,7,8,232,0,0,0,0,8,36,116,148,17,5,10,11,10,4,9,380,0,0,6,13,33,10,19,4,0,0,0,0,0,7,0,86,0,0,10,45,70,54,57,65,14,9,14,12,5,6,25,374,0,34,25,20,6,3,0,0,0,3,0,0,0,0,3,87,0,162,198,60,83,25,34,22,0,3,3,4,0,0,25,620,3,10,78,400,1623,2209,3361,3224,729,819,581,420,366,214,546,14583,0,0,0,3,7,4,47,43,19,16,27,16,9,8,0,198,0,0,3,21,149,302,262,321,47,63,66,44,45,33,45,1404,0,13,7,15,75,49,17,17,3,3,6,3,3,0,3,217,0,0,9,16,13,35,57,22,10,4,0,0,0,0,7,175
CED313,125,73,57,53,50,18,27,1024,12,112,179,85,21,18,27,36,10,21,42,41,56,19,38,712,0,6,0,7,15,67,173,121,28,32,32,49,62,42,78,710,0,0,0,4,23,66,201,294,53,80,94,96,140,103,93,1256,0,0,10,26,13,22,6,6,8,0,3,3,0,0,4,113,0,0,17,62,77,110,142,144,28,49,48,57,90,51,17,894,0,11,15,3,0,4,0,0,0,0,0,0,0,0,0,35,0,60,51,32,34,18,40,30,4,18,12,21,21,16,5,358,0,6,63,292,796,924,1168,843,211,179,151,134,138,71,117,5090,0,0,0,7,3,11,15,33,13,22,24,27,18,17,6,191,0,3,0,10,125,237,137,195,54,54,53,54,68,33,44,1063,3,17,4,15,63,51,30,21,3,9,8,10,10,3,6,259,0,0,3,27,31,44,84,65,11,22,20,23,20,34,17,399
CED314,17,10,4,3,3,0,0,187,3,25,28,25,3,0,7,4,0,0,9,8,6,0,8,114,0,3,0,0,0,3,25,19,0,6,8,4,8,3,14,94,0,0,0,0,0,9,36,67,15,14,7,11,20,15,15,212,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,13,3,0,14,25,27,24,54,46,14,15,11,7,9,6,8,268,0,8,4,7,0,0,0,3,0,0,0,0,0,0,0,25,0,122,104,35,25,10,19,12,0,3,0,0,0,3,8,342,3,12,50,178,470,416,447,239,85,61,63,19,23,14,78,2152,0,0,0,0,0,8,5,38,0,17,36,32,26,19,5,184,0,0,0,7,57,128,115,299,59,84,79,66,56,26,34,1002,0,7,7,0,7,10,0,8,0,3,0,0,0,0,3,49,0,0,14,24,4,10,31,16,4,6,9,17,14,7,9,158
CED315,28,16,9,6,3,0,3,264,9,87,101,51,19,4,12,20,8,9,7,8,9,0,25,363,0,3,0,0,3,9,29,26,5,3,0,7,8,3,6,112,0,0,0,0,8,10,29,51,14,6,17,19,5,10,11,179,0,0,0,6,4,0,3,0,0,0,0,0,0,0,0,10,0,0,50,54,35,21,21,44,12,12,7,14,11,12,18,316,0,18,8,3,6,0,0,0,0,0,0,0,0,0,3,45,0,66,87,41,33,15,29,12,3,5,3,5,0,0,7,307,8,11,53,296,726,679,750,506,123,161,108,61,60,38,152,3728,0,0,0,0,0,0,6,17,3,15,9,11,3,6,0,73,0,0,0,10,127,239,158,519,106,94,76,66,62,36,41,1539,0,6,8,6,15,16,10,11,0,0,0,3,0,0,8,77,0,0,5,31,8,16,16,10,0,3,0,3,3,0,11,112
CED316,0,3,0,11,3,7,15,203,4,99,101,66,11,3,17,10,0,3,0,6,9,20,30,382,0,0,3,0,0,4,23,9,4,0,0,3,19,10,29,99,0,0,0,0,0,3,23,27,5,14,9,7,24,24,22,163,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,13,32,27,25,20,32,0,3,5,3,10,5,8,187,0,56,39,27,4,0,0,0,0,0,0,0,0,0,4,132,0,229,172,73,68,21,34,9,0,0,0,5,0,0,20,628,3,19,85,398,865,756,666,411,76,73,54,42,41,24,148,3664,0,0,0,0,0,0,8,20,3,8,4,3,7,3,0,66,0,0,5,11,153,190,160,146,19,28,45,51,46,8,23,878,0,17,12,5,21,8,0,10,0,3,0,0,3,0,0,70,0,0,0,13,14,4,11,6,4,0,0,0,4,0,5,55
CED317,5,13,9,3,14,3,6,203,88,525,578,128,15,14,15,11,0,11,11,15,15,14,83,1520,0,0,0,0,3,18,48,41,8,14,6,15,34,17,36,241,0,0,0,0,7,4,11,20,11,11,4,10,21,12,42,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,18,22,21,14,15,13,0,3,4,0,8,0,10,123,3,60,20,8,3,6,0,0,0,0,0,0,0,0,7,112,0,110,100,49,34,16,14,18,4,0,0,0,8,7,10,374,4,18,91,391,656,553,550,385,146,150,94,59,52,38,139,3329,0,0,3,3,0,7,8,8,0,4,0,8,3,0,0,49,0,0,0,13,138,208,163,346,59,61,57,88,85,28,62,1310,0,5,5,3,24,6,4,8,3,0,0,0,0,0,5,65,0,0,3,14,7,4,3,0,0,0,0,0,0,0,0,42
CED318,11,6,18,10,11,9,14,382,19,114,168,58,12,15,34,49,14,31,28,21,26,7,47,638,0,0,3,15,20,231,621,360,57,62,42,50,41,45,126,1675,0,0,0,0,8,28,126,256,60,69,86,53,65,85,87,929,0,0,3,3,6,3,0,0,0,0,0,0,0,0,0,19,0,0,21,51,62,47,40,37,0,10,11,10,12,10,6,327,0,22,18,7,8,4,0,0,0,0,0,0,3,3,0,67,0,96,124,62,79,44,77,51,13,16,6,8,4,8,10,609,4,8,107,476,982,1012,1011,669,173,149,115,82,83,67,198,5125,0,0,0,0,5,0,15,14,4,6,6,4,3,3,0,65,0,0,5,18,174,358,334,415,94,88,82,87,68,44,57,1824,0,10,6,3,52,26,30,20,9,3,0,3,3,0,3,174,0,0,11,30,17,29,20,13,4,3,5,3,6,0,0,142
CED319,59,22,18,11,20,13,10,585,17,263,397,185,42,20,29,16,6,10,10,24,7,11,27,1064,0,5,0,7,3,36,114,84,19,14,10,14,19,10,18,351,0,0,0,0,12,24,123,207,27,39,25,24,31,21,15,549,0,3,0,10,11,5,5,7,0,0,0,0,0,0,0,42,3,0,35,62,72,80,94,82,9,15,15,17,13,11,16,533,0,17,26,11,9,3,7,3,0,0,0,6,0,0,3,70,0,77,76,34,30,19,20,18,3,10,9,0,3,0,18,327,18,28,68,283,909,1060,1386,1003,224,288,137,145,143,91,192,5975,0,0,0,0,5,4,21,32,10,14,14,11,18,11,4,143,0,0,4,22,201,449,302,600,140,114,131,95,106,36,61,2243,3,21,20,8,45,55,27,17,6,0,8,6,4,6,12,238,0,0,6,32,31,22,56,32,9,9,4,10,6,0,6,222
CED320,4,8,4,0,7,3,17,311,3,68,63,52,3,3,6,14,0,0,0,0,9,0,12,237,0,0,0,3,3,9,25,25,3,3,0,3,10,29,32,149,0,0,0,0,0,4,41,51,16,19,28,40,76,73,45,394,0,0,3,4,3,0,3,3,0,0,0,0,0,0,3,21,0,3,22,53,23,23,13,15,0,4,5,0,8,3,10,198,0,43,32,6,8,4,3,0,0,0,0,0,0,0,0,94,0,188,138,54,70,37,39,36,0,3,5,5,0,5,10,575,11,19,70,404,1172,1387,1629,1250,325,312,187,137,100,48,278,7337,0,0,0,0,3,0,3,3,3,4,0,3,0,0,0,26,0,0,3,20,146,236,159,230,81,57,39,46,40,12,43,1106,0,17,13,4,32,31,11,4,0,3,0,5,0,0,0,127,0,0,4,32,12,12,22,9,0,0,0,0,0,0,0,91
CED321,18,23,8,4,4,3,9,191,6,112,92,31,7,5,0,3,0,4,0,0,0,0,21,290,0,0,0,0,3,5,3,0,0,0,3,0,3,0,3,30,0,0,0,0,0,3,13,18,0,10,14,7,17,8,14,119,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,10,11,8,12,6,0,0,0,0,3,3,10,74,0,10,8,0,0,6,0,0,0,0,0,0,0,0,0,31,0,116,113,28,42,15,22,9,0,0,4,0,4,0,7,364,3,12,46,223,581,432,385,236,71,43,52,24,16,14,119,2244,0,0,0,0,0,0,0,3,3,3,5,0,8,0,0,27,0,0,0,8,68,124,121,366,127,117,126,115,69,41,61,1343,0,3,6,6,14,8,4,5,0,0,0,0,3,0,0,52,0,0,0,11,3,3,4,3,0,0,0,0,0,0,0,32
CED322,14,3,6,0,9,0,16,408,4,78,93,72,15,22,21,21,7,3,11,10,7,5,30,387,0,4,0,12,22,188,383,208,54,57,47,27,15,26,43,1086,0,0,0,3,16,60,131,125,22,3,32,27,22,19,19,479,0,10,9,18,12,13,3,0,0,0,0,0,0,0,3,70,0,3,17,62,50,84,82,54,21,16,11,26,29,15,8,479,0,74,45,26,3,0,0,0,3,0,0,0,0,0,6,156,0,161,117,43,44,29,56,32,3,3,0,6,0,0,17,513,9,32,111,442,1308,1716,2472,1648,365,288,209,170,152,100,306,9331,0,0,0,0,0,4,13,8,3,6,5,6,3,3,0,54,0,0,8,28,112,237,181,133,33,43,32,31,52,31,26,943,0,26,22,12,78,35,32,23,3,3,5,4,3,0,3,264,0,0,8,35,21,29,50,23,5,5,10,7,0,3,11,196
CED323,31,18,18,25,20,15,21,441,3,163,211,124,30,31,32,37,11,24,18,36,30,12,42,804,0,6,5,19,72,371,547,334,68,85,81,103,99,119,165,2071,0,0,0,3,37,132,328,350,69,106,88,104,141,127,79,1584,0,3,14,38,22,7,3,4,0,0,0,3,0,0,0,106,7,0,17,52,71,76,80,74,8,24,27,25,26,19,22,531,0,50,48,20,8,0,3,0,0,0,0,0,0,0,3,132,0,168,124,61,55,36,41,16,3,4,0,5,11,5,25,543,10,27,163,570,1662,2131,2906,1915,501,414,333,300,262,172,458,11820,0,3,3,0,4,0,16,16,0,9,9,10,13,11,5,87,0,3,11,25,162,327,267,213,55,74,51,58,75,61,49,1432,3,32,31,30,91,71,39,26,5,4,3,7,8,0,8,366,3,3,8,24,30,47,59,28,3,3,3,18,11,16,18,275
CED324,26,15,15,13,3,9,10,339,0,83,109,46,15,12,24,24,4,14,14,11,11,6,16,397,0,3,7,9,3,71,203,100,26,30,22,37,36,26,37,621,0,0,0,7,37,195,702,955,188,237,229,190,251,149,164,3312,0,3,3,27,17,19,19,8,0,0,0,0,4,0,4,94,0,3,20,80,237,355,373,326,77,63,69,113,92,48,40,1895,0,18,11,4,4,0,0,0,0,0,0,0,0,0,0,41,0,102,70,22,34,17,18,20,0,0,0,3,10,0,11,320,8,12,46,227,685,767,1207,747,184,174,164,97,71,57,163,4605,0,0,0,3,17,36,130,198,55,57,118,120,118,88,34,976,0,0,0,9,153,360,270,376,96,77,73,70,59,32,35,1620,0,39,10,14,58,62,21,19,3,4,6,3,8,0,8,262,0,0,6,21,50,69,130,84,17,13,17,12,20,17,10,471
CED325,14,24,7,9,3,0,8,306,9,61,72,39,0,11,12,6,9,3,5,6,3,0,20,254,0,3,3,4,9,45,80,52,3,8,9,8,9,4,15,248,0,0,0,0,15,78,133,201,30,20,16,11,24,9,16,549,0,3,9,34,12,27,10,5,4,0,0,0,0,0,0,109,0,0,23,81,140,183,135,123,38,16,19,25,19,12,33,836,3,35,24,10,10,4,0,3,0,0,0,0,0,0,0,84,0,128,143,65,56,23,37,24,3,0,0,3,0,0,17,506,0,12,37,234,805,1324,2526,2178,480,545,518,314,311,128,487,9913,0,0,0,4,4,12,53,51,5,9,23,12,15,6,0,195,0,0,3,14,163,414,366,625,84,121,70,85,82,37,55,2134,0,30,14,13,85,78,32,18,6,4,3,3,5,0,10,304,0,0,12,35,28,63,109,69,8,6,14,4,5,0,16,366
CED326,31,28,14,0,13,3,11,456,7,100,126,76,13,18,15,7,4,3,12,12,3,3,37,432,0,0,9,3,7,21,56,58,10,7,6,7,6,0,18,215,0,0,0,0,3,19,59,103,15,12,11,20,12,3,5,260,0,3,3,15,6,3,3,0,0,0,0,0,0,0,0,34,0,0,27,52,51,54,66,69,22,14,6,4,13,5,8,397,0,26,21,15,5,0,10,4,0,4,0,0,0,0,3,90,0,173,119,49,35,32,42,33,10,0,4,8,3,3,16,519,9,19,58,348,1122,1536,2306,2050,541,575,426,273,251,144,344,10011,0,0,0,0,4,10,27,26,11,14,8,9,0,4,0,112,0,0,0,22,198,460,350,721,118,117,104,105,92,46,50,2383,0,16,10,11,34,29,16,20,6,3,6,4,0,0,4,154,0,0,11,35,15,32,40,36,5,7,4,12,9,3,6,211
CED327,16,15,10,7,3,0,8,306,0,44,79,53,16,6,7,5,0,0,0,3,3,0,13,232,0,0,0,0,9,33,94,43,14,12,15,6,17,0,10,256,0,0,0,0,15,96,377,516,92,67,44,57,71,34,40,1414,0,0,4,32,42,43,43,18,4,0,3,3,0,3,9,226,0,0,15,58,107,231,303,300,55,61,72,46,31,15,24,1313,0,21,29,19,7,0,3,0,0,0,0,0,0,0,3,78,0,108,110,43,44,12,16,0,0,0,0,4,4,0,13,364,3,10,50,275,1334,2033,3632,2917,589,730,605,421,374,198,506,13679,0,0,0,12,28,33,216,234,51,86,138,75,85,31,23,1005,0,0,3,29,233,565,401,603,87,75,98,96,74,42,60,2373,0,13,8,9,73,64,35,12,0,0,0,3,3,0,8,226,0,0,6,27,39,64,114,96,0,12,9,5,3,4,7,383
CED328,48,30,17,12,11,7,6,622,6,64,63,55,13,23,24,29,11,7,13,14,7,14,9,362,0,8,5,14,25,92,170,72,22,23,29,17,51,40,32,595,0,0,0,3,15,61,180,197,52,74,79,50,50,54,25,827,0,5,3,10,0,12,0,7,0,0,4,0,7,0,0,46,3,6,42,128,145,187,134,188,39,54,91,201,275,224,38,1761,0,13,3,3,0,3,0,0,0,0,0,0,0,0,0,29,0,85,83,37,48,44,80,62,7,15,0,6,9,3,17,496,9,30,85,310,690,663,928,622,129,102,115,75,63,60,105,3980,0,0,0,7,0,6,18,19,6,7,11,30,19,31,9,156,0,0,3,16,79,145,110,144,30,26,44,40,32,23,7,709,0,18,10,0,57,54,30,27,3,0,4,3,14,3,5,232,3,3,8,53,33,67,152,125,34,46,70,119,170,164,41,1084
CED329,6,5,3,4,0,3,9,193,3,36,29,30,12,9,12,16,3,8,10,4,6,0,16,189,0,3,0,0,3,8,39,25,3,3,8,4,3,3,8,110,0,0,0,0,4,5,8,12,3,3,0,3,9,5,4,61,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,3,4,20,33,19,8,18,11,3,3,0,0,0,0,3,133,0,30,18,6,11,0,0,0,0,0,0,0,0,0,3,77,0,170,151,54,61,34,47,42,0,3,9,11,0,0,23,610,8,24,108,484,952,824,818,384,86,86,62,59,43,24,181,4150,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,12,97,149,117,123,28,24,25,16,28,10,32,666,0,11,11,3,32,7,15,7,0,0,0,0,0,0,0,89,0,0,4,16,14,11,11,8,0,0,4,0,3,3,4,79
CED330,15,10,3,0,3,6,10,281,3,38,31,34,4,4,8,5,0,0,0,0,13,10,4,170,0,3,5,3,4,57,88,35,12,3,6,8,22,27,28,301,0,0,0,0,3,26,56,45,6,6,12,9,52,42,29,297,0,0,0,8,3,3,0,0,0,0,0,0,0,0,3,14,0,0,29,48,27,26,21,18,3,7,4,7,6,4,13,218,0,26,27,20,9,0,0,0,0,0,0,0,0,0,3,82,0,175,161,70,95,25,65,30,4,0,4,0,3,0,8,648,7,22,68,412,1309,1490,1615,879,196,127,103,79,52,28,244,6646,0,0,0,0,0,5,5,15,3,6,6,3,3,0,0,43,0,0,0,7,54,114,87,100,17,15,19,24,27,8,19,506,0,7,10,11,30,46,16,14,0,0,0,0,3,0,5,145,0,3,4,18,9,11,42,21,6,3,11,0,6,5,3,151
CED394,0,3,0,3,11,15,3,45,0,0,0,0,0,0,0,0,0,0,0,10,17,20,10,60,0,0,0,0,0,3,3,0,0,0,0,0,5,10,9,28,0,0,0,0,0,3,4,0,3,0,0,7,15,9,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,0,3,0,0,7,0,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22,17,5,3,0,0,0,0,0,0,3,12,11,0,88,0,0,6,44,111,93,123,56,11,17,20,6,7,6,66,567,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,5,12,4,3,3,0,3,0,8,11,7,53,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,3,0,0,0,0,0,5,3,15
