CED_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
CED202,..,244,39,279,3,283,..,74,9,86,0,86,..,254,17,271,0,271,..,311,42,353,3,359,..,92,11,99,3,108,..,93,17,108,0,108,..,137,11,148,0,148,..,965,104,1069,7,1078,..,407,31,436,4,442,..,141,25,163,0,163,..,45,3,45,0,45,..,46,14,64,0,64,..,213,5,222,0,225,..,67,11,76,0,76,..,99,14,110,0,111,..,84,4,86,0,86,..,18,0,21,0,21,..,121,5,127,7,135,..,160,7,164,0,164,..,43,3,46,0,46,..,197,16,208,0,214,..,52,3,51,0,54,..,453,26,476,0,472,..,201,14,215,0,218,..,87,7,92,0,92,..,110,18,130,0,132,..,30,3,32,0,32,..,130,28,157,4,159,..,1295,232,1526,45,1574,..,7009,924,7928,101,8033,..,387,21,415,9404,9812,136633,7395,948,8343,9503,154483
CED203,..,7569,2254,9822,108,9934,..,405,39,443,0,441,..,1603,77,1686,21,1699,..,1209,117,1326,17,1348,..,511,24,534,3,538,..,713,70,781,12,787,..,1376,104,1477,7,1484,..,5816,428,6242,57,6299,..,8078,2022,10099,115,10218,..,399,42,442,3,449,..,137,41,187,0,185,..,1962,466,2425,26,2455,..,266,29,299,3,306,..,438,123,563,6,566,..,203,23,225,0,226,..,135,12,143,0,144,..,87,3,92,0,90,..,278,73,354,0,359,..,319,17,334,3,334,..,294,16,314,0,313,..,452,9,458,7,464,..,180,11,189,0,191,..,1239,51,1288,17,1305,..,1146,121,1268,14,1274,..,528,34,563,6,568,..,304,87,391,4,399,..,352,43,400,3,405,..,2618,919,3534,28,3567,..,3739,748,4492,114,4601,..,46428,11450,57879,659,58537,..,377,91,469,10324,10794,92630,46807,11543,58346,10987,161964
CED204,..,208,29,234,0,235,..,59,7,61,0,65,..,191,11,205,3,203,..,204,27,232,0,231,..,101,8,109,0,116,..,70,8,77,0,78,..,128,14,140,0,140,..,747,75,821,4,829,..,331,25,354,3,359,..,83,3,83,3,85,..,46,15,63,0,63,..,16,0,21,0,21,..,54,0,54,3,65,..,31,3,37,0,37,..,55,7,62,0,66,..,49,8,57,0,57,..,26,0,25,0,25,..,23,5,34,0,35,..,163,0,164,4,169,..,93,0,93,0,93,..,169,3,172,3,172,..,39,0,40,0,39,..,462,7,472,7,480,..,134,10,146,0,146,..,71,3,77,3,82,..,65,10,73,4,80,..,32,9,36,0,36,..,86,27,109,3,112,..,1310,689,2008,59,2060,..,5305,1256,6556,113,6666,..,369,28,395,10936,11333,132424,5668,1281,6954,11046,150431
CED205,..,4705,967,5676,54,5726,..,726,52,777,5,782,..,2706,164,2868,13,2889,..,3376,348,3726,42,3765,..,4544,273,4825,34,4855,..,1242,144,1383,15,1398,..,1327,105,1435,7,1438,..,13925,1087,15012,113,15129,..,2493,516,3013,41,3049,..,286,57,342,3,341,..,820,325,1144,8,1155,..,288,52,334,5,342,..,121,7,134,0,130,..,847,280,1127,3,1133,..,664,137,803,14,811,..,448,90,533,13,544,..,408,48,454,11,467,..,1437,480,1908,19,1929,..,509,17,529,6,530,..,839,61,901,4,904,..,666,26,691,3,695,..,333,27,362,3,364,..,2346,131,2479,11,2493,..,969,178,1152,12,1164,..,3474,512,3987,34,4015,..,258,49,309,3,310,..,544,160,709,5,714,..,4024,1788,5815,31,5847,..,11567,4045,15615,245,15857,..,70508,17558,88063,769,88837,..,430,162,590,7567,8160,60016,70939,17719,88658,8335,157011
CED206,..,3350,579,3927,42,3970,..,299,19,318,5,319,..,1623,76,1701,23,1722,..,2549,329,2869,38,2909,..,2028,139,2165,8,2174,..,1835,170,2001,27,2029,..,816,243,1056,9,1068,..,9142,975,10113,111,10232,..,5800,762,6564,85,6651,..,58,12,75,0,75,..,63,26,89,0,89,..,1486,298,1785,11,1797,..,1494,123,1611,17,1633,..,263,124,389,7,393,..,459,52,516,10,526,..,105,14,118,0,123,..,1130,102,1233,26,1263,..,677,125,799,6,807,..,831,20,852,14,864,..,200,12,213,5,219,..,1219,49,1266,14,1279,..,312,35,345,3,350,..,2564,117,2676,32,2713,..,1161,199,1352,7,1363,..,476,54,524,4,530,..,192,56,247,0,247,..,9354,2562,11918,113,12030,..,2218,949,3164,23,3194,..,11568,4084,15650,226,15873,..,68041,15125,83168,951,84119,..,502,182,687,8803,9484,71801,68545,15307,83853,9752,165406
CED207,..,309,36,345,3,341,..,21,0,21,0,21,..,277,15,295,0,299,..,211,25,231,8,241,..,176,7,186,0,185,..,25,0,25,0,27,..,159,17,174,0,177,..,873,69,938,12,947,..,1180,165,1345,17,1362,..,138,22,157,0,158,..,42,22,56,0,56,..,57,9,65,0,66,..,37,3,41,0,41,..,152,27,176,3,182,..,242,35,277,0,274,..,100,11,107,0,112,..,30,0,28,0,34,..,65,7,73,0,78,..,136,9,146,3,146,..,98,12,111,3,112,..,211,3,220,0,219,..,54,0,58,0,58,..,502,19,525,6,532,..,314,31,347,3,348,..,55,3,56,0,56,..,122,30,145,0,146,..,41,4,49,0,49,..,159,39,200,3,201,..,1829,877,2704,53,2756,..,9551,1853,11404,141,11549,..,312,48,360,6482,6842,124376,9867,1900,11770,6617,142766
CED208,..,6050,1388,7434,64,7501,..,653,51,697,3,705,..,2097,75,2175,16,2191,..,966,79,1045,10,1054,..,2670,78,2756,21,2774,..,439,17,457,3,454,..,1256,83,1338,5,1348,..,8082,383,8467,59,8521,..,2422,485,2910,45,2960,..,676,93,764,3,766,..,1333,515,1846,10,1858,..,138,12,149,0,155,..,67,0,69,0,69,..,588,138,731,0,731,..,471,60,528,0,532,..,486,92,578,13,589,..,39,0,38,0,38,..,213,28,241,0,245,..,356,9,366,3,370,..,1444,111,1556,12,1568,..,480,11,491,0,491,..,327,8,335,3,341,..,2609,141,2753,12,2767,..,774,92,861,7,869,..,1192,42,1231,5,1239,..,446,95,534,0,538,..,97,14,114,0,115,..,1835,420,2250,12,2264,..,3845,654,4506,114,4621,..,60193,13951,74148,545,74695,..,349,95,445,7108,7546,82193,60549,14038,74591,7653,164433
CED209,..,325,22,352,3,352,..,81,9,93,0,93,..,258,3,256,0,258,..,286,26,310,0,305,..,152,9,159,0,161,..,89,9,92,0,92,..,125,10,137,0,136,..,985,69,1047,5,1054,..,731,61,795,16,811,..,188,18,201,0,204,..,65,20,87,0,87,..,114,16,126,4,129,..,73,4,80,4,90,..,209,28,238,0,240,..,109,10,118,0,118,..,76,10,84,0,84,..,6,0,6,0,6,..,97,5,103,4,112,..,125,3,124,0,124,..,159,3,161,0,158,..,145,3,144,0,147,..,70,3,76,0,77,..,493,8,501,3,508,..,253,16,264,6,272,..,106,4,108,0,108,..,101,14,118,0,118,..,45,5,49,0,48,..,164,33,201,0,201,..,1437,219,1652,32,1688,..,8339,946,9278,123,9400,..,326,29,356,7933,8294,135047,8660,977,9635,8054,152740
CED210,..,601,117,721,10,731,..,36,3,33,0,33,..,302,20,315,4,320,..,451,46,501,10,511,..,99,5,108,0,108,..,134,17,153,0,153,..,231,8,236,7,243,..,1247,103,1350,14,1367,..,1567,273,1834,43,1880,..,115,11,125,0,125,..,59,17,77,0,77,..,751,189,938,16,955,..,182,11,190,3,192,..,158,55,212,0,208,..,326,62,391,4,396,..,160,41,204,0,203,..,31,0,31,0,31,..,557,148,700,12,711,..,344,11,353,0,353,..,123,6,127,0,128,..,390,10,404,3,406,..,98,3,101,4,103,..,954,23,983,10,988,..,311,80,394,8,399,..,90,9,99,0,99,..,157,47,202,3,202,..,229,53,283,0,286,..,376,176,555,9,563,..,2793,1044,3836,92,3928,..,14628,3180,17807,275,18080,..,433,37,476,9855,10328,121509,15059,3221,18276,10127,149914
CED211,..,1551,211,1771,14,1785,..,169,8,177,0,177,..,1285,66,1350,8,1355,..,1012,114,1127,9,1130,..,779,31,810,7,816,..,328,14,337,3,345,..,821,71,896,4,897,..,4390,309,4695,30,4725,..,1342,184,1529,13,1537,..,338,38,376,4,383,..,512,209,719,4,729,..,99,10,103,0,103,..,60,0,64,0,64,..,833,212,1043,11,1054,..,327,47,366,0,370,..,220,27,250,0,250,..,17,0,17,0,23,..,182,42,227,0,227,..,270,7,279,0,282,..,490,37,527,3,533,..,285,9,298,0,294,..,119,5,120,0,118,..,1168,56,1220,6,1225,..,609,58,665,5,674,..,374,10,389,3,396,..,327,44,370,3,369,..,99,6,105,0,105,..,906,311,1218,14,1230,..,3532,1871,5397,101,5505,..,30462,7728,38192,303,38501,..,327,80,409,5521,5932,102335,30790,7808,38599,5826,146767
CED212,..,999,144,1147,14,1155,..,15,0,15,0,15,..,178,12,195,0,194,..,131,16,150,0,150,..,108,4,115,0,120,..,54,3,55,0,56,..,72,3,80,0,82,..,565,44,607,3,610,..,900,64,960,18,979,..,170,13,180,0,182,..,54,17,68,0,68,..,36,0,37,3,44,..,62,0,65,0,66,..,74,5,80,0,80,..,292,27,312,0,312,..,392,82,473,0,473,..,92,10,98,0,100,..,220,23,242,0,242,..,190,0,190,3,193,..,137,8,149,0,150,..,258,5,268,0,266,..,61,8,63,0,67,..,646,21,667,12,677,..,494,54,547,9,553,..,85,11,98,0,98,..,234,49,286,3,286,..,82,4,93,3,97,..,100,36,133,4,137,..,2334,406,2742,73,2816,..,11126,1486,12614,180,12791,..,386,27,419,8219,8638,124945,11512,1516,13034,8402,146381
CED213,..,919,174,1089,10,1097,..,4,0,4,0,4,..,64,0,63,0,63,..,67,9,80,0,80,..,29,0,31,3,30,..,6,0,6,0,6,..,35,3,38,0,38,..,209,16,221,3,224,..,1380,167,1546,30,1574,..,99,4,110,0,110,..,15,0,15,0,15,..,66,9,71,0,71,..,108,3,114,0,114,..,19,0,23,0,23,..,112,11,129,0,128,..,76,4,81,3,88,..,21,3,25,0,25,..,77,13,88,3,91,..,113,7,117,0,124,..,80,0,86,0,81,..,137,3,143,0,143,..,28,0,28,0,28,..,359,7,368,3,374,..,270,28,296,0,292,..,14,3,16,0,16,..,124,27,155,0,154,..,47,5,50,0,50,..,60,11,74,0,71,..,954,191,1146,31,1177,..,6897,848,7740,124,7864,..,354,10,369,9318,9689,135943,7253,860,8109,9445,153498
CED214,..,3804,1141,4950,36,4983,..,832,101,931,5,939,..,1306,71,1374,16,1394,..,1228,161,1390,9,1402,..,295,12,307,4,313,..,713,77,790,16,808,..,1331,115,1445,8,1451,..,5704,542,6246,62,6304,..,3140,716,3853,51,3901,..,317,36,359,3,355,..,138,45,184,0,184,..,1561,543,2099,21,2121,..,1787,219,2009,17,2028,..,291,104,397,10,403,..,653,138,792,9,802,..,163,18,182,0,182,..,288,17,306,3,313,..,716,182,899,15,912,..,694,33,718,4,723,..,399,44,446,11,456,..,798,26,828,3,828,..,164,12,174,0,174,..,2056,110,2165,21,2190,..,1281,224,1498,14,1518,..,560,181,743,17,764,..,338,85,415,3,421,..,597,141,741,5,746,..,8107,3862,11965,88,12057,..,6613,1805,8422,192,8608,..,47659,12583,60237,669,60914,..,415,144,559,9789,10356,94607,48079,12721,60798,10462,165873
CED215,..,316,63,378,10,388,..,64,3,66,0,66,..,157,8,163,4,165,..,141,11,149,3,152,..,107,3,114,0,114,..,76,0,79,0,77,..,88,9,100,3,100,..,630,33,664,10,669,..,936,147,1076,22,1102,..,52,13,60,0,62,..,34,7,36,0,39,..,17,0,17,0,17,..,117,5,127,0,126,..,26,0,31,0,31,..,158,22,179,3,182,..,33,10,43,0,43,..,8,0,8,0,8,..,39,7,45,0,45,..,176,14,198,0,195,..,51,3,51,0,51,..,239,11,251,0,255,..,72,8,82,0,78,..,546,38,582,5,585,..,144,21,170,0,169,..,77,17,89,0,95,..,85,35,122,0,123,..,9,3,11,0,11,..,140,68,209,3,211,..,940,193,1139,20,1162,..,5948,930,6883,118,7001,..,390,15,406,11927,12333,123696,6335,949,7288,12042,143033
CED216,..,3182,499,3679,44,3724,..,91,3,89,0,89,..,915,34,947,3,948,..,254,14,265,4,264,..,169,8,172,0,176,..,73,3,73,0,77,..,542,48,590,6,596,..,2034,107,2144,16,2152,..,1757,153,1902,15,1917,..,605,174,781,3,783,..,280,84,362,0,364,..,82,4,86,0,86,..,63,3,61,0,61,..,119,19,140,0,142,..,738,66,811,9,818,..,2544,446,2991,17,3009,..,19,0,21,0,21,..,329,27,355,0,355,..,109,4,110,0,113,..,178,5,179,0,179,..,162,0,166,0,166,..,60,4,70,0,69,..,506,19,522,3,527,..,784,44,823,8,836,..,251,11,262,0,266,..,167,27,192,0,192,..,164,27,191,4,195,..,384,57,438,3,447,..,3766,375,4139,67,4212,..,25475,3729,29207,240,29447,..,291,36,330,6852,7181,110991,25769,3770,29533,7094,147627
CED217,..,2227,275,2508,19,2529,..,424,30,452,6,454,..,2542,140,2683,18,2702,..,3546,477,4024,43,4070,..,1242,77,1325,12,1331,..,1323,135,1457,11,1466,..,718,106,819,5,827,..,9792,972,10763,87,10848,..,2622,218,2839,42,2877,..,137,12,149,0,149,..,162,56,220,0,219,..,3408,603,4010,44,4056,..,3629,254,3882,56,3942,..,220,73,292,3,299,..,811,140,949,11,960,..,143,24,172,0,173,..,1376,117,1497,30,1522,..,1210,239,1450,14,1466,..,2569,72,2636,23,2660,..,399,37,437,4,446,..,3627,115,3740,27,3767,..,389,34,426,9,433,..,6981,258,7241,63,7304,..,2529,373,2904,24,2931,..,759,74,835,7,840,..,331,73,401,10,413,..,1729,311,2037,23,2064,..,8288,4153,12440,119,12560,..,9847,2346,12196,237,12436,..,65930,13124,79061,900,79958,..,683,158,838,11491,12333,102399,66614,13284,79900,12395,194692
CED218,..,4274,1163,5434,45,5485,..,232,3,235,0,235,..,1556,64,1622,16,1639,..,308,11,322,3,322,..,517,17,529,3,532,..,174,5,181,3,181,..,1479,109,1585,8,1597,..,4272,211,4480,37,4516,..,1572,124,1699,19,1714,..,634,109,737,3,743,..,486,150,629,7,640,..,84,6,87,0,91,..,46,0,42,0,42,..,376,34,411,4,410,..,440,48,484,3,486,..,1176,487,1660,13,1679,..,20,0,21,0,20,..,235,17,253,0,253,..,183,9,188,0,188,..,637,35,677,4,681,..,260,4,265,0,265,..,146,0,146,0,146,..,1227,50,1275,10,1283,..,1142,82,1224,8,1235,..,469,28,497,3,504,..,388,102,488,6,497,..,264,58,319,3,323,..,853,119,968,0,968,..,3433,439,3869,78,3950,..,33768,5485,39250,329,39575,..,308,34,345,9286,9629,104736,34072,5521,39590,9612,153942
CED219,..,1643,187,1829,18,1848,..,405,21,422,0,429,..,3561,210,3766,25,3789,..,5099,665,5762,70,5831,..,5963,460,6418,52,6474,..,1285,166,1457,14,1469,..,1626,177,1812,14,1822,..,17944,1693,19637,175,19812,..,1454,179,1635,35,1671,..,91,20,113,3,114,..,139,64,199,4,204,..,276,42,320,4,324,..,195,9,204,6,209,..,685,220,900,15,917,..,896,162,1061,18,1076,..,415,83,500,3,500,..,2117,201,2319,45,2366,..,1753,472,2231,29,2256,..,1389,29,1413,15,1433,..,639,61,700,3,703,..,1730,51,1778,34,1807,..,461,27,494,6,500,..,4215,171,4382,59,4443,..,2104,360,2467,23,2489,..,2937,391,3329,25,3355,..,301,63,371,8,376,..,1116,246,1358,24,1379,..,1346,620,1965,12,1981,..,20369,5654,26018,419,26436,..,70233,13268,83497,1036,84539,..,526,187,718,9899,10615,104713,70758,13454,84212,10943,199864
CED220,..,7458,2049,9506,61,9574,..,264,8,277,3,277,..,1803,101,1900,7,1911,..,2534,253,2790,20,2806,..,982,50,1029,7,1039,..,356,20,384,4,386,..,992,82,1070,3,1075,..,6934,511,7447,41,7489,..,2255,466,2726,38,2764,..,520,88,609,6,617,..,575,247,822,3,829,..,102,19,124,0,124,..,131,10,146,0,146,..,189,28,215,6,225,..,560,90,649,5,653,..,2136,435,2576,17,2595,..,111,11,122,0,120,..,338,76,420,5,420,..,452,16,465,8,473,..,438,73,518,0,520,..,639,17,654,3,658,..,229,34,263,3,270,..,1762,146,1907,13,1924,..,923,147,1066,17,1083,..,776,52,831,12,841,..,347,169,514,0,514,..,508,146,658,8,669,..,6229,3749,9973,60,10034,..,8215,3148,11358,189,11549,..,51843,15842,67680,585,68270,..,342,134,477,6329,6813,76205,52189,15977,68159,6914,151282
CED221,..,158,27,184,5,190,..,22,3,25,0,26,..,108,9,114,0,114,..,179,19,199,5,199,..,93,5,97,0,102,..,52,8,59,4,59,..,249,71,321,8,323,..,699,111,806,12,817,..,1081,162,1240,33,1276,..,87,9,97,0,97,..,23,6,32,0,32,..,25,3,24,0,24,..,20,0,20,0,25,..,36,3,36,0,36,..,68,11,80,0,78,..,39,6,40,0,40,..,15,0,12,0,12,..,83,15,100,0,98,..,135,5,142,0,140,..,40,3,43,3,42,..,184,14,198,0,198,..,54,0,53,0,53,..,414,18,437,3,440,..,132,13,143,3,149,..,41,0,48,0,48,..,84,20,102,3,108,..,11,8,19,0,19,..,39,4,41,0,41,..,899,200,1098,21,1119,..,5505,800,6302,115,6418,..,319,16,336,9995,10326,123437,5821,818,6642,10106,140183
CED222,..,2464,329,2798,29,2822,..,256,17,270,3,273,..,1323,89,1413,12,1425,..,1389,174,1562,26,1588,..,1177,69,1248,10,1256,..,318,24,341,3,342,..,542,43,586,0,588,..,5008,412,5419,52,5464,..,1459,198,1658,23,1681,..,239,27,268,0,270,..,114,34,145,3,155,..,145,31,173,0,173,..,127,4,129,3,131,..,234,72,303,3,301,..,550,89,637,5,646,..,899,212,1108,3,1114,..,282,27,312,5,317,..,641,131,771,3,780,..,545,10,553,4,559,..,202,15,219,3,220,..,736,18,758,5,763,..,211,32,245,0,243,..,1695,72,1768,15,1781,..,948,134,1085,15,1102,..,1061,91,1154,3,1156,..,248,57,305,3,314,..,969,185,1151,9,1163,..,3387,1520,4906,34,4941,..,8888,3120,12006,176,12186,..,36964,8855,45824,487,46310,..,452,111,568,7686,8248,104097,37418,8972,46387,8174,158654
CED223,..,2212,249,2457,24,2483,..,60,3,60,0,60,..,600,19,623,7,626,..,241,16,260,6,264,..,349,15,369,3,372,..,174,10,183,0,183,..,288,15,304,0,303,..,1716,84,1805,18,1818,..,3193,338,3526,29,3554,..,388,40,424,3,423,..,179,49,223,3,224,..,675,54,727,3,734,..,111,3,110,0,110,..,546,75,625,3,626,..,292,18,304,3,310,..,279,36,317,0,321,..,61,6,62,0,62,..,239,47,285,0,282,..,161,3,160,0,161,..,157,19,174,0,178,..,182,8,193,3,192,..,104,3,102,0,105,..,599,37,631,7,636,..,572,49,621,13,629,..,351,11,361,6,367,..,200,25,225,3,229,..,119,15,128,0,131,..,653,124,775,13,785,..,2999,572,3571,113,3680,..,22414,3345,25761,272,26031,..,363,51,410,5921,6334,108939,22774,3397,26173,6195,141301
CED224,..,3597,521,4118,26,4143,..,184,10,194,3,199,..,1214,37,1245,16,1265,..,266,3,273,0,273,..,565,20,584,3,588,..,210,15,225,3,234,..,1137,76,1214,9,1221,..,3581,157,3738,35,3774,..,2296,243,2538,23,2561,..,419,52,466,8,478,..,535,140,676,0,678,..,210,21,229,0,229,..,52,0,51,0,51,..,557,40,602,4,606,..,246,15,262,0,262,..,251,13,265,3,269,..,22,0,22,0,22,..,121,17,137,3,135,..,144,3,143,0,143,..,611,55,667,0,667,..,184,3,190,0,192,..,119,3,118,0,118,..,1058,60,1115,0,1118,..,778,78,861,8,864,..,524,15,545,3,548,..,325,43,361,3,368,..,174,21,194,0,192,..,1636,222,1853,13,1862,..,2055,270,2331,73,2402,..,34773,6167,40937,317,41258,..,295,40,333,6688,7023,97119,35071,6204,41273,7005,145399
CED225,..,662,49,718,16,730,..,229,4,241,4,244,..,984,47,1029,6,1036,..,885,104,987,11,998,..,2601,159,2760,14,2775,..,394,36,424,4,429,..,558,61,622,7,629,..,5651,411,6059,42,6104,..,1114,113,1226,23,1246,..,153,24,173,0,173,..,248,109,355,8,365,..,91,10,96,3,102,..,102,5,107,0,107,..,274,64,339,0,336,..,501,49,546,3,555,..,290,36,323,4,325,..,230,23,253,8,263,..,352,39,391,4,394,..,367,9,381,9,384,..,252,13,263,0,264,..,379,6,388,3,391,..,137,6,144,0,144,..,1139,40,1175,10,1186,..,929,85,1019,12,1028,..,759,38,800,9,806,..,146,24,170,0,175,..,199,28,229,0,231,..,241,60,302,6,305,..,4837,917,5753,124,5877,..,24016,3242,27252,341,27592,..,354,51,406,6277,6679,122686,24363,3296,27662,6618,156965
CED226,..,1420,164,1585,18,1602,..,2187,170,2353,17,2366,..,7622,425,8046,57,8103,..,7384,900,8287,78,8366,..,1515,85,1600,25,1620,..,3456,363,3823,24,3847,..,4202,414,4616,42,4661,..,26358,2364,28727,238,28960,..,2695,383,3079,39,3119,..,319,44,369,0,370,..,621,240,859,11,866,..,1211,145,1351,12,1367,..,1324,71,1390,8,1398,..,436,125,566,3,567,..,607,94,703,0,702,..,459,66,523,0,523,..,1269,93,1358,21,1373,..,875,140,1019,13,1027,..,2168,56,2215,19,2237,..,1503,107,1607,17,1622,..,2910,83,2992,37,3030,..,774,17,794,7,800,..,7352,260,7609,81,7687,..,1811,229,2037,27,2067,..,1840,143,1983,27,2008,..,467,87,554,6,563,..,331,50,380,3,385,..,1880,640,2516,17,2537,..,15817,4244,20055,395,20455,..,80888,13282,94168,1046,95219,..,619,220,839,12595,13433,123330,81504,13502,95011,13642,231979
