CED_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
CED126,..,396,26,427,6,432,..,66,0,66,0,67,..,270,12,285,0,286,..,389,50,442,0,445,..,24,0,29,0,29,..,38,6,46,0,46,..,441,34,477,5,477,..,1236,105,1338,5,1342,..,1717,207,1922,20,1942,..,512,71,584,3,586,..,317,134,449,3,452,..,60,5,66,0,66,..,24,0,28,0,28,..,358,34,398,3,401,..,251,22,275,0,276,..,273,42,318,0,318,..,49,0,49,0,47,..,778,140,926,3,928,..,260,11,265,3,270,..,228,27,255,3,260,..,513,20,528,4,537,..,52,4,55,0,52,..,1051,53,1106,9,1121,..,990,69,1063,9,1071,..,54,0,54,0,54,..,331,57,388,8,397,..,64,13,75,0,79,..,208,65,278,8,280,..,4294,562,4854,56,4905,..,18663,2386,21053,189,21243,..,387,27,416,6819,7229,120138,19048,2420,21463,7008,148613
CED127,..,330,39,372,3,369,..,6,0,6,3,5,..,126,3,131,3,134,..,57,3,60,0,60,..,18,0,18,0,18,..,59,4,59,0,59,..,33,0,32,0,32,..,300,9,309,7,310,..,527,34,560,10,570,..,142,23,159,0,161,..,104,26,132,0,132,..,164,17,180,3,181,..,597,40,636,6,640,..,51,6,54,0,54,..,230,11,239,0,241,..,165,12,177,0,174,..,39,0,36,0,36,..,70,3,72,3,74,..,117,0,120,0,122,..,108,5,111,3,112,..,188,3,196,3,194,..,39,7,47,0,47,..,450,15,467,3,470,..,519,51,573,5,580,..,28,4,31,0,31,..,159,33,192,0,194,..,36,0,37,0,37,..,169,24,189,0,194,..,1153,198,1350,32,1386,..,7634,820,8454,102,8553,..,316,42,355,6875,7230,125664,7948,857,8808,6973,141439
CED128,..,1165,200,1365,16,1375,..,237,23,268,0,268,..,2002,112,2113,32,2147,..,878,95,973,5,981,..,269,20,286,0,286,..,926,97,1023,13,1035,..,1222,106,1324,4,1331,..,5539,451,5991,54,6046,..,2726,497,3220,47,3271,..,51,11,59,3,57,..,211,102,309,3,312,..,307,75,382,9,394,..,1571,161,1734,23,1756,..,1006,524,1536,24,1556,..,355,52,406,3,411,..,205,39,242,6,250,..,854,98,948,32,976,..,902,238,1133,5,1142,..,949,29,979,4,991,..,355,51,411,3,416,..,1831,67,1896,23,1923,..,142,14,155,3,156,..,3280,160,3441,37,3477,..,2852,660,3510,55,3560,..,691,64,754,6,763,..,282,99,383,11,389,..,1740,391,2130,26,2160,..,5194,2718,7916,36,7958,..,14552,6115,20660,305,20966,..,66854,19787,86638,950,87592,..,416,178,590,7505,8096,70008,67267,19961,87232,8456,165693
CED129,..,990,81,1072,13,1081,..,502,19,525,0,525,..,2941,83,3019,20,3042,..,1221,120,1343,9,1350,..,1236,41,1276,6,1287,..,922,49,969,11,981,..,1238,63,1302,6,1302,..,8060,369,8431,52,8485,..,1279,122,1402,16,1419,..,235,20,252,0,256,..,2442,904,3345,24,3367,..,53,8,63,0,63,..,388,21,407,3,412,..,1839,247,2085,22,2106,..,488,24,514,10,526,..,432,48,480,0,482,..,24,0,24,0,24,..,271,28,303,0,303,..,807,16,829,3,829,..,801,58,858,8,862,..,1212,24,1232,4,1236,..,103,0,103,0,103,..,2922,97,3020,16,3035,..,1349,122,1469,6,1474,..,1709,55,1762,7,1774,..,252,76,321,0,326,..,433,39,471,0,471,..,442,78,516,4,519,..,3693,535,4220,96,4319,..,43894,6855,50749,399,51155,..,319,55,370,3776,4151,98152,44208,6910,51121,4180,153449
CED130,..,75,6,84,5,85,..,104,9,115,0,115,..,148,10,164,3,166,..,141,18,160,0,158,..,68,4,72,0,76,..,75,8,78,0,79,..,248,13,264,3,270,..,789,62,851,11,864,..,158,12,174,3,172,..,72,16,85,0,87,..,84,116,201,0,205,..,3,0,3,0,3,..,18,0,18,0,19,..,54,5,57,0,57,..,37,0,40,0,40,..,47,8,52,0,52,..,13,0,9,0,9,..,9,0,14,0,14,..,248,3,247,8,257,..,47,3,50,0,49,..,403,15,415,8,428,..,39,3,40,0,40,..,733,29,762,18,777,..,110,9,123,3,120,..,50,9,66,0,64,..,105,18,121,0,121,..,12,3,12,0,12,..,137,63,199,0,200,..,892,184,1072,39,1114,..,5043,966,6008,98,6112,..,405,29,433,12215,12646,135430,5452,989,6443,12312,154184
CED131,..,641,123,764,11,775,..,197,9,208,0,208,..,292,12,301,3,304,..,181,9,194,3,191,..,142,10,156,0,153,..,232,20,248,4,255,..,245,19,256,3,259,..,1282,77,1359,12,1372,..,716,114,831,9,839,..,149,18,167,0,167,..,298,116,411,6,412,..,941,207,1147,5,1157,..,12,0,14,0,14,..,215,25,248,0,248,..,255,22,280,4,288,..,118,3,120,0,120,..,118,3,124,0,124,..,191,54,246,0,246,..,191,5,199,3,205,..,126,9,131,0,133,..,318,8,326,3,327,..,137,5,136,0,142,..,767,28,795,9,809,..,446,40,488,9,494,..,184,8,194,0,194,..,169,68,241,3,239,..,47,3,49,0,49,..,332,145,475,4,481,..,2259,498,2756,55,2810,..,12836,2344,15174,157,15335,..,355,78,428,7578,8011,129610,13183,2421,15608,7737,152948
CED132,..,896,95,995,19,1008,..,317,19,332,4,334,..,1464,47,1517,3,1519,..,171,8,182,5,186,..,187,0,190,0,193,..,228,14,241,3,244,..,1381,68,1449,10,1460,..,3754,158,3920,26,3939,..,1409,147,1553,18,1574,..,2165,583,2749,16,2760,..,1618,641,2259,25,2291,..,172,21,195,3,197,..,23,3,23,0,29,..,1018,114,1134,7,1146,..,488,31,516,3,520,..,647,132,775,3,784,..,13,0,13,0,13,..,240,22,262,0,261,..,497,3,506,3,505,..,631,36,668,5,667,..,671,7,685,3,688,..,123,0,124,0,127,..,1921,52,1972,17,1993,..,1596,127,1716,7,1725,..,366,13,383,3,389,..,743,207,953,12,961,..,148,16,165,0,164,..,488,74,560,0,560,..,4017,540,4558,102,4658,..,39072,6671,45744,400,46139,..,352,51,403,8721,9124,106259,39419,6726,46147,9117,161526
CED133,..,70,5,75,3,84,..,25,10,36,0,36,..,91,0,95,0,95,..,891,178,1060,14,1079,..,30,0,31,0,31,..,42,3,52,0,54,..,43,3,50,0,45,..,1128,194,1323,17,1340,..,403,39,448,10,452,..,118,14,132,0,131,..,38,19,54,0,54,..,7,0,7,0,7,..,21,0,21,0,21,..,7,3,9,0,9,..,37,0,44,0,44,..,30,4,34,0,34,..,11,4,17,3,17,..,7,3,5,0,5,..,95,3,100,3,100,..,70,3,76,0,76,..,178,11,186,0,191,..,56,0,52,0,56,..,403,20,416,4,421,..,246,14,261,4,264,..,25,0,27,0,27,..,139,10,154,0,154,..,8,0,8,0,8,..,56,42,93,0,97,..,748,167,919,32,952,..,5042,757,5795,117,5913,..,431,36,470,11518,11982,141219,5470,792,6267,11628,159107
CED134,..,112,11,122,0,121,..,100,8,106,0,110,..,133,10,147,3,145,..,96,9,103,3,103,..,137,10,146,0,150,..,107,20,125,0,122,..,374,29,399,0,399,..,938,81,1024,7,1026,..,151,12,168,7,167,..,42,8,48,0,51,..,41,30,75,0,75,..,14,0,14,0,14,..,32,0,29,0,34,..,35,0,33,0,33,..,22,3,26,0,26,..,47,0,47,0,47,..,10,0,15,0,15,..,76,18,90,0,90,..,139,10,146,5,152,..,36,4,36,0,36,..,257,12,272,7,272,..,47,0,47,0,47,..,484,20,501,8,510,..,83,12,98,0,98,..,94,7,102,0,106,..,64,16,80,0,80,..,15,0,15,0,15,..,83,7,94,0,96,..,838,119,960,17,976,..,4397,536,4931,71,5004,..,440,34,477,14406,14887,133878,4834,574,5409,14481,153769
CED135,..,953,227,1181,12,1201,..,1645,118,1766,17,1782,..,8159,422,8583,60,8646,..,3420,339,3761,29,3791,..,900,40,948,7,952,..,1926,164,2087,24,2109,..,9279,959,10242,83,10323,..,25334,2048,27382,217,27604,..,904,134,1040,10,1044,..,261,63,327,0,327,..,3274,1765,5046,43,5084,..,82,18,96,0,101,..,289,36,321,3,326,..,1951,902,2848,26,2873,..,367,46,417,6,420,..,367,59,421,0,421,..,317,33,349,17,364,..,392,58,448,7,451,..,1111,37,1143,11,1158,..,804,91,891,9,901,..,1904,57,1964,12,1979,..,193,5,198,0,202,..,4007,196,4199,30,4234,..,1429,230,1654,14,1670,..,5652,690,6349,47,6393,..,399,116,516,5,524,..,1295,357,1650,19,1663,..,1148,348,1492,4,1504,..,11853,2337,14190,325,14519,..,90121,19953,110074,1065,111138,..,492,203,694,11212,11906,63279,90613,20154,110773,12277,186320
CED136,..,163,11,174,3,175,..,48,8,63,0,63,..,126,8,129,0,129,..,169,13,179,0,179,..,19,0,23,0,24,..,87,4,89,0,94,..,86,9,91,0,92,..,532,43,579,3,583,..,255,19,274,4,285,..,70,7,75,0,75,..,54,38,90,3,97,..,41,0,42,0,42,..,40,0,40,0,43,..,7,3,13,0,13,..,136,15,152,0,151,..,46,10,55,0,55,..,67,5,73,0,73,..,35,3,40,3,41,..,152,3,151,0,155,..,44,3,47,0,47,..,267,6,276,5,283,..,45,3,42,0,42,..,501,15,512,11,526,..,244,27,274,4,277,..,42,3,44,0,44,..,129,29,159,0,159,..,24,8,31,0,31,..,91,35,131,3,135,..,900,192,1086,34,1122,..,4809,760,5567,98,5667,..,346,19,369,9192,9563,140404,5155,778,5934,9296,155634
CED137,..,2588,525,3109,17,3130,..,564,23,590,3,589,..,2983,109,3090,16,3110,..,510,35,545,3,550,..,244,3,240,3,242,..,812,47,855,10,863,..,4151,220,4373,28,4400,..,9263,428,9693,61,9763,..,6552,1251,7805,71,7881,..,446,84,529,6,538,..,7338,4497,11829,123,11955,..,131,16,154,0,152,..,110,13,123,0,123,..,557,81,641,3,643,..,399,55,457,3,458,..,584,63,655,7,655,..,90,3,92,0,92,..,351,41,395,0,396,..,622,15,635,7,633,..,873,73,946,15,958,..,990,25,1015,17,1032,..,142,9,150,0,150,..,2623,121,2739,35,2778,..,1610,200,1810,29,1836,..,2939,292,3236,21,3255,..,634,218,849,8,858,..,821,139,962,17,972,..,2001,398,2398,10,2412,..,5311,901,6209,164,6374,..,75261,19031,94287,823,95110,..,354,143,492,12420,12913,73322,75611,19173,94783,13241,181347
CED138,..,137,0,138,0,140,..,15,0,15,0,17,..,81,0,86,0,86,..,280,48,331,8,335,..,24,0,24,0,24,..,17,3,18,0,18,..,64,0,71,0,71,..,487,56,546,7,550,..,480,26,509,16,525,..,417,73,486,12,500,..,39,23,61,0,61,..,12,0,12,3,13,..,31,0,31,0,31,..,19,3,25,0,25,..,82,3,90,0,90,..,63,3,62,3,62,..,23,0,23,0,23,..,21,0,21,0,21,..,131,3,139,0,141,..,80,4,85,4,85,..,207,3,210,4,215,..,40,0,40,0,40,..,457,11,470,10,481,..,425,18,440,10,448,..,12,0,13,0,13,..,215,23,240,3,243,..,36,4,44,0,44,..,85,9,89,0,94,..,1335,149,1481,37,1517,..,6414,591,7006,137,7141,..,449,34,480,12168,12654,133124,6861,619,7483,12303,152913
CED139,..,127,3,134,0,136,..,102,6,112,3,109,..,166,3,169,0,171,..,118,6,125,0,125,..,96,8,102,0,102,..,85,10,94,0,94,..,163,15,178,7,180,..,729,60,787,6,793,..,171,19,188,11,192,..,28,5,37,0,37,..,66,24,84,0,84,..,8,0,8,0,8,..,26,0,26,0,26,..,69,17,87,0,88,..,34,0,36,0,36,..,41,3,45,0,45,..,23,0,28,0,28,..,48,4,53,3,52,..,245,11,250,3,258,..,41,4,50,0,54,..,302,8,310,0,311,..,52,4,50,3,57,..,641,26,668,4,676,..,127,11,138,3,135,..,76,25,108,0,108,..,53,9,64,0,64,..,14,0,16,0,16,..,102,37,133,4,140,..,1357,346,1702,34,1741,..,5352,1014,6372,101,6472,..,379,22,403,11571,11968,137346,5731,1042,6771,11669,155793
CED140,..,328,32,365,9,370,..,50,0,49,0,49,..,170,11,181,0,188,..,100,13,114,3,115,..,41,4,43,0,43,..,41,0,41,0,41,..,124,14,134,0,137,..,535,38,574,4,577,..,500,40,544,7,548,..,220,31,257,0,255,..,279,127,403,9,414,..,16,3,19,0,19,..,133,3,136,0,134,..,49,11,62,0,67,..,151,13,169,3,167,..,281,39,323,3,323,..,26,0,26,0,26,..,71,7,78,0,80,..,165,8,170,0,172,..,118,12,131,0,134,..,306,5,307,7,314,..,64,4,66,0,68,..,647,28,677,13,688,..,675,77,749,7,759,..,77,5,87,0,87,..,254,56,306,0,304,..,69,16,80,0,80,..,131,34,169,0,172,..,1530,229,1762,40,1801,..,8714,1269,9985,122,10106,..,465,39,508,7391,7897,125100,9181,1306,10489,7514,143103
CED141,..,246,17,263,0,266,..,38,0,39,0,39,..,128,7,140,0,140,..,65,4,72,3,74,..,31,4,31,0,31,..,31,4,36,0,36,..,69,3,71,0,72,..,360,29,391,4,392,..,396,40,438,12,451,..,80,9,90,0,90,..,73,30,100,3,101,..,346,49,393,9,403,..,86,3,91,0,87,..,24,8,27,0,27,..,161,12,174,0,174,..,66,4,63,0,68,..,109,10,113,7,117,..,81,6,82,5,88,..,92,4,96,5,98,..,84,5,95,0,93,..,175,4,182,3,186,..,33,3,36,0,36,..,383,13,400,11,410,..,264,23,288,0,291,..,59,7,66,0,70,..,138,25,166,7,168,..,27,6,31,0,31,..,83,20,100,3,103,..,803,163,968,36,1007,..,5312,697,6006,110,6120,..,343,11,358,5971,6329,132036,5656,705,6362,6086,144482
CED142,..,1541,348,1891,16,1907,..,314,16,334,5,340,..,1194,28,1219,10,1231,..,122,0,122,0,124,..,141,0,146,3,145,..,188,3,193,0,193,..,558,28,583,7,592,..,2518,84,2595,27,2619,..,1907,133,2043,16,2057,..,1351,311,1665,13,1676,..,2247,972,3218,26,3241,..,185,18,207,0,208,..,78,12,88,0,89,..,563,31,592,3,595,..,475,38,513,6,524,..,1350,463,1819,13,1824,..,62,0,67,0,69,..,392,37,427,0,425,..,407,12,416,3,423,..,4063,421,4483,29,4512,..,593,8,598,5,607,..,293,9,298,0,303,..,5344,450,5794,44,5837,..,3066,261,3328,25,3357,..,288,10,296,0,301,..,4201,2250,6447,52,6507,..,398,77,471,12,483,..,1690,494,2185,17,2203,..,4991,703,5699,94,5795,..,60442,12761,73207,547,73747,..,420,72,492,23846,24338,102094,60869,12833,73696,24386,200181
CED143,..,694,39,732,9,745,..,94,0,93,0,94,..,318,14,328,3,333,..,155,17,176,0,176,..,59,3,60,0,60,..,67,7,68,0,68,..,440,18,458,0,463,..,1127,56,1182,8,1194,..,1596,187,1791,22,1813,..,846,126,972,13,986,..,362,150,511,8,515,..,104,9,108,0,108,..,20,0,20,0,20,..,301,20,327,4,330,..,308,20,330,0,329,..,439,48,489,0,489,..,32,0,28,0,28,..,266,25,294,8,299,..,165,0,170,0,170,..,246,20,271,0,269,..,399,11,410,5,416,..,52,3,57,0,57,..,868,35,900,4,910,..,1568,91,1659,20,1677,..,59,0,63,0,63,..,372,73,441,4,445,..,124,23,144,0,144,..,253,35,290,0,288,..,4254,487,4739,79,4816,..,21322,2393,23717,254,23978,..,305,35,340,8536,8873,114478,21633,2424,24061,8794,147333
CED144,..,6926,1934,8863,127,8989,..,6629,794,7424,48,7470,..,1732,103,1836,15,1850,..,566,54,620,6,627,..,120,5,126,0,126,..,4115,433,4544,45,4595,..,3210,199,3406,26,3435,..,16365,1596,17956,146,18103,..,3719,707,4425,52,4480,..,219,37,262,0,260,..,2660,1941,4602,37,4640,..,387,83,474,3,473,..,101,20,119,0,119,..,177,39,218,3,218,..,266,48,317,3,316,..,215,36,253,0,254,..,461,49,505,10,516,..,264,31,293,3,300,..,697,26,724,8,733,..,2398,455,2856,22,2876,..,1322,48,1372,19,1389,..,218,37,259,4,257,..,4634,572,5201,55,5253,..,1439,224,1663,39,1698,..,737,73,809,9,818,..,529,204,735,12,745,..,493,120,609,4,611,..,4297,2226,6527,44,6567,..,6366,1879,8249,240,8486,..,89201,24656,113857,1177,115034,..,507,257,765,9260,10025,49744,89710,24916,114626,10442,174806
CED145,..,1527,115,1642,14,1654,..,75,11,84,0,88,..,196,12,211,0,212,..,58,0,60,0,60,..,37,3,40,0,40,..,36,6,40,0,40,..,129,8,141,0,141,..,538,38,572,3,572,..,1861,119,1980,15,1997,..,590,65,651,7,662,..,291,53,343,4,348,..,93,10,103,0,103,..,54,3,57,4,61,..,233,10,241,0,241,..,415,24,440,3,449,..,1847,292,2142,7,2145,..,13,0,13,0,13,..,200,17,217,0,216,..,204,0,206,0,206,..,253,17,267,0,267,..,351,15,363,0,368,..,62,0,66,4,67,..,875,34,901,3,907,..,2263,158,2422,13,2435,..,49,0,49,0,49,..,352,62,411,0,414,..,133,15,146,0,146,..,254,41,297,3,296,..,5627,430,6058,71,6126,..,24256,2163,26415,210,26626,..,374,27,398,13784,14181,105137,24629,2192,26820,13991,145949
CED146,..,1463,205,1663,21,1683,..,1914,136,2050,15,2072,..,6991,332,7328,70,7401,..,523,54,577,13,592,..,296,11,304,3,308,..,1588,77,1662,14,1682,..,1818,121,1941,14,1963,..,13139,735,13877,137,14013,..,3275,515,3794,49,3838,..,59,5,62,0,62,..,84,56,140,0,140,..,1332,209,1537,17,1556,..,517,25,536,8,545,..,277,46,324,3,329,..,550,101,659,3,659,..,176,33,204,0,211,..,2036,185,2227,55,2282,..,2788,552,3336,54,3390,..,968,37,1003,7,1012,..,504,52,556,7,562,..,2083,51,2134,27,2157,..,266,38,306,6,311,..,3824,173,3997,42,4038,..,3978,718,4694,51,4749,..,423,33,458,3,460,..,410,129,539,3,543,..,1228,187,1418,10,1425,..,7155,3483,10636,55,10690,..,13268,3233,16503,293,16797,..,75699,15663,91360,1036,92396,..,534,163,694,9483,10178,68336,76226,15822,92055,10518,170909
CED147,..,612,94,700,13,713,..,54,0,57,0,57,..,132,7,138,5,145,..,61,8,77,3,77,..,55,0,56,0,56,..,75,5,84,0,81,..,190,12,198,0,198,..,564,38,605,8,608,..,1173,137,1307,19,1327,..,88,8,95,0,95,..,58,46,100,0,104,..,2267,509,2777,39,2817,..,354,29,385,9,393,..,59,6,63,3,64,..,199,26,230,3,232,..,46,5,55,0,55,..,46,3,49,0,49,..,470,86,559,5,565,..,149,0,145,7,152,..,73,3,78,0,78,..,286,11,298,12,307,..,76,4,77,0,80,..,584,17,603,15,614,..,1028,198,1229,3,1237,..,26,0,29,0,29,..,187,48,234,0,234,..,432,87,520,5,524,..,306,113,413,0,419,..,1729,411,2142,55,2202,..,13078,2418,15495,248,15743,..,393,46,437,7184,7624,128915,13471,2466,15932,7434,152280
CED194,..,34,0,36,0,36,..,16,3,20,0,20,..,51,4,55,0,55,..,15,3,18,0,18,..,6,0,6,0,6,..,37,8,38,0,38,..,36,0,32,0,32,..,157,17,173,0,173,..,55,3,54,0,61,..,14,3,16,0,16,..,27,11,36,0,36,..,10,0,10,0,10,..,3,0,3,0,3,..,16,3,16,0,16,..,8,0,8,0,8,..,15,5,19,0,19,..,35,0,35,0,35,..,8,0,9,0,9,..,22,0,22,0,22,..,28,3,31,0,31,..,28,0,28,0,28,..,8,0,8,0,8,..,88,3,91,0,91,..,83,15,96,3,98,..,12,0,12,0,12,..,22,10,32,0,32,..,24,3,26,0,26,..,61,21,80,0,80,..,243,41,283,8,286,..,1495,314,1803,19,1822,..,36,9,43,3211,3251,7212,1529,320,1848,3230,12288
CED197,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,3,3,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,4,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,16,16,0,16,..,3,0,3,0,5,..,48,44,90,0,92,..,3,0,4,41,44,279,54,46,96,40,412
CED201,..,1550,180,1729,17,1742,..,146,3,154,0,154,..,1267,43,1310,6,1312,..,680,72,745,0,745,..,1924,75,2002,17,2014,..,168,8,178,0,181,..,957,61,1022,5,1026,..,5142,264,5407,31,5436,..,1515,155,1665,15,1683,..,156,21,175,0,178,..,472,200,672,9,682,..,99,9,114,3,112,..,71,5,77,0,82,..,529,123,648,9,660,..,484,68,552,0,550,..,199,15,215,4,220,..,35,4,43,0,39,..,238,42,274,4,282,..,429,14,447,3,445,..,527,28,554,3,558,..,562,12,573,4,578,..,223,3,229,0,229,..,1742,61,1802,8,1815,..,602,69,671,8,683,..,1024,46,1073,10,1079,..,216,39,263,0,261,..,129,17,149,0,149,..,862,282,1146,9,1152,..,3161,678,3841,77,3920,..,31090,5694,36777,326,37104,..,299,47,342,4539,4885,94024,31388,5738,37126,4867,136018
