CED_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
CED511,72,44,721,441,194,1249,100,859,69,3751,265,418,1351,612,456,598,475,870,74,5116,1460,2023,2743,1181,1255,798,1571,1559,194,12784,2361,2182,2359,1397,1529,786,1617,1492,203,13925,3074,2202,2371,1600,1836,1010,2144,1873,250,16361,2890,1749,1639,1259,1451,744,1611,1512,194,13046,1317,430,352,240,358,217,394,467,101,3864,336,63,35,17,45,18,22,68,55,651,50,4,3,0,4,3,4,14,11,93,11828,9117,11576,6753,7121,5407,7933,8704,1152,69597
CED512,62,58,720,773,215,1688,138,1040,77,4764,394,624,1881,1333,910,1334,411,1121,136,8144,1867,3115,4375,2333,2895,1497,1773,2003,314,20162,2403,3407,3661,2223,2784,1266,1657,1642,313,19361,2573,2818,3302,2031,2970,1314,1782,1715,313,18815,1424,1444,1512,1100,1694,800,1141,1137,179,10444,527,327,322,211,361,176,226,279,49,2492,104,29,14,17,28,16,15,44,12,283,11,3,7,0,0,0,0,3,0,25,9373,11824,15798,10016,11855,8089,7144,8983,1400,84487
CED513,48,70,198,520,153,928,57,454,30,2464,375,1194,958,1520,828,1238,214,799,109,7228,2679,8838,3491,2560,2783,1481,834,1610,362,24633,2783,6046,2037,1239,2134,824,651,881,279,16881,2609,4031,1678,1116,2264,759,668,866,220,14214,1526,2677,1217,845,1658,643,568,731,138,10007,338,698,259,187,429,192,170,242,57,2575,43,62,32,7,34,26,11,30,11,259,7,3,3,0,3,3,0,4,6,34,10402,23630,9863,7996,10289,6096,3179,5617,1209,78282
CED514,32,61,271,472,138,1081,59,475,47,2637,253,848,975,1163,695,1179,253,855,94,6314,2056,5680,3553,2331,2421,1438,1048,1776,330,20629,2299,4519,2201,1403,2089,948,808,1213,247,15725,2022,3165,1721,1252,2176,925,811,1062,229,13374,1287,2116,1207,879,1702,725,601,892,117,9532,326,563,312,171,494,226,180,267,73,2606,42,57,33,23,50,35,20,45,16,320,6,7,0,5,3,3,3,7,8,41,8328,17032,10266,7701,9755,6569,3776,6591,1160,71179
CED515,39,59,327,587,170,1089,91,558,40,2960,404,1227,1324,1829,926,1519,518,1245,142,9155,2211,7235,4000,2653,2829,1528,1399,2217,409,24477,2268,4947,2294,1381,2076,821,1026,1173,235,16227,2090,3333,1667,1091,2112,796,1010,1048,230,13377,1457,2227,1058,812,1749,581,735,780,117,9509,333,614,271,177,480,208,198,221,57,2561,38,49,26,10,24,18,12,33,14,231,6,4,0,0,9,4,0,3,7,37,8840,19706,10963,8539,10379,6571,4992,7281,1256,78527
CED516,44,111,303,723,184,1412,96,644,41,3558,251,1114,833,1129,701,1258,210,635,75,6218,1143,4157,1632,1018,1357,718,474,770,161,11433,2178,4785,1594,1014,1744,626,466,631,201,13232,2761,4578,1559,1197,2415,791,543,724,221,14790,1859,3455,1144,848,2040,695,502,686,145,11377,474,879,289,179,540,258,123,206,62,3015,55,94,19,14,43,33,18,33,11,321,7,3,3,0,3,8,0,3,3,31,8775,19179,7376,6121,9031,5803,2427,4330,929,63971
CED594,0,0,3,5,3,10,0,8,0,26,8,14,27,36,9,16,16,57,4,202,21,91,127,62,20,22,65,167,20,598,25,48,78,16,25,16,72,35,9,332,23,28,66,27,20,16,67,50,14,308,20,45,41,15,31,7,45,56,7,266,9,9,5,4,3,0,9,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,235,349,162,114,90,276,386,58,1773
CED597,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,19,3,21,21,0,3,0,9,41,0,100,3,28,26,0,4,0,15,28,4,98,5,20,26,0,0,0,9,16,0,82,0,8,13,0,0,0,6,10,7,35,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,78,87,3,10,0,35,100,9,334
CED601,41,41,284,416,116,936,87,538,36,2488,199,434,854,750,359,768,211,595,54,4231,792,1871,1390,956,907,756,510,844,116,8139,1133,1971,1099,964,1150,707,612,856,143,8645,1324,1969,1168,1184,1478,829,825,1051,145,9983,1039,1538,936,846,1097,588,617,794,120,7578,300,338,141,142,232,124,129,191,43,1649,62,31,23,10,27,10,13,30,12,210,3,5,3,0,0,0,3,7,4,27,4905,8204,5899,5261,5364,4721,3019,4918,677,42959
CED602,57,26,334,298,114,1005,54,607,47,2531,180,240,718,505,289,500,233,663,60,3389,704,1194,1320,795,726,588,570,977,108,6981,1029,1200,1182,924,923,629,641,1028,131,7687,1251,1301,1215,1264,1274,731,968,1401,175,9574,1051,1130,955,861,967,469,757,1128,112,7417,351,231,164,105,176,101,188,187,47,1541,85,28,14,16,11,12,9,25,22,228,16,5,0,3,3,0,3,5,5,38,4720,5345,5896,4763,4484,4035,3422,6019,712,39390
CED603,40,45,193,436,122,885,42,468,26,2253,172,532,663,1048,502,867,129,531,75,4530,907,2963,1414,1392,1325,800,363,793,179,10137,1297,3152,1102,1028,1357,545,316,615,157,9567,1515,2957,1091,1068,1627,582,469,685,174,10168,1016,2224,791,783,1199,426,416,649,122,7638,243,546,150,134,273,138,79,135,43,1737,32,54,20,12,32,8,10,15,15,196,4,9,3,0,5,0,0,3,8,35,5233,12484,5420,5907,6435,4261,1830,3897,803,46271
CED604,39,38,251,475,113,972,37,503,41,2461,162,322,696,668,387,627,106,495,52,3516,857,2089,1583,1080,1266,714,277,692,144,8700,1489,2526,1393,1162,1633,648,353,749,151,10096,1682,2461,1377,1270,1958,691,533,917,185,11073,1162,1934,1039,873,1520,577,492,771,121,8484,331,390,191,156,283,141,120,159,48,1818,47,40,20,12,18,24,4,19,23,218,4,5,0,0,3,0,0,3,11,26,5759,9797,6556,5699,7179,4392,1930,4300,777,46383
CED605,47,18,357,326,65,774,57,497,41,2183,170,167,723,487,272,473,197,555,46,3100,724,828,1424,826,777,593,553,954,112,6793,1137,1082,1240,1036,993,633,678,1081,148,8027,1496,1261,1422,1292,1294,755,1029,1440,207,10195,1436,1192,1060,949,1043,624,880,1164,148,8488,648,299,176,164,251,116,157,263,57,2138,157,21,22,10,18,11,24,25,27,312,19,6,0,3,3,0,0,0,8,40,5829,4883,6432,5090,4710,3978,3577,5974,797,41280
CED694,0,0,0,0,3,6,0,3,0,12,0,3,3,5,0,0,0,6,0,22,4,18,10,13,8,0,4,23,0,86,3,11,4,3,10,5,9,7,0,47,9,6,7,8,5,3,6,10,0,46,0,6,8,7,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,49,38,33,27,14,20,54,3,247
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,6,0,0,0,3,0,21,0,0,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,14,0,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,9,0,0,3,15,0,47
CED701,31,78,273,309,156,503,45,393,88,1867,137,406,676,611,429,289,164,572,140,3433,888,2133,1752,1647,1173,487,518,1005,306,9910,1194,1970,1479,1426,1186,397,529,815,282,9265,1525,1911,1404,1320,1318,413,693,894,274,9734,1094,1429,844,799,907,303,512,680,166,6730,274,295,194,159,211,82,166,186,55,1608,32,32,12,15,15,11,11,16,12,150,4,3,0,3,0,0,0,5,0,18,5177,8246,6636,6275,5381,2474,2638,4569,1319,42719
CED702,45,70,315,501,237,951,74,423,50,2654,306,551,1077,1354,842,724,316,599,152,5916,1616,3997,3358,2531,2318,1026,869,1462,327,17514,1961,3250,2190,1664,2035,721,672,1041,262,13798,1976,2447,1592,1172,1833,626,681,890,238,11448,1249,1657,898,625,1230,363,560,572,145,7298,261,407,172,116,301,107,118,128,45,1658,21,32,19,5,18,22,10,9,5,141,0,0,3,0,0,0,0,3,6,13,7434,12411,9623,7967,8810,4539,3303,5126,1239,60432
CED794,0,0,6,3,0,0,0,0,0,18,0,4,12,18,0,4,3,23,0,75,7,43,23,32,0,10,9,32,3,169,9,30,12,12,8,5,9,16,4,97,7,18,26,9,9,6,20,23,0,111,8,8,17,7,12,3,13,14,3,89,0,0,5,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,108,104,84,34,32,63,104,15,574
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,8,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,13,0,28
CED801,365,213,455,1509,358,1861,115,776,78,5741,936,1615,1314,2022,1712,1327,207,629,189,9948,2913,8867,2637,2047,3831,994,427,958,575,23258,4458,7610,1802,1574,3572,735,420,793,602,21572,5109,6676,1718,1661,4233,755,594,761,630,22125,2716,4390,1066,1070,2867,669,524,631,345,14291,534,1213,247,243,605,226,159,182,89,3488,86,120,26,19,61,40,9,26,21,407,13,9,3,0,4,0,0,7,17,52,17134,30713,9272,10141,17245,6600,2458,4759,2545,100874
CED802,105,174,427,1288,279,1822,92,800,62,5049,584,1797,1432,2552,1625,1797,222,817,189,11017,3602,10404,3391,3014,4850,1534,519,1405,736,29455,5102,9503,2444,2147,4436,925,450,1029,761,26791,4226,6044,1722,1618,3741,746,494,837,508,19935,1917,3313,891,820,2075,451,368,634,248,10726,290,753,225,204,456,158,113,155,76,2438,21,75,16,16,37,11,7,14,17,212,5,8,3,0,0,3,0,0,10,30,15835,32070,10546,11663,17509,7447,2275,5702,2601,105655
CED894,0,0,0,3,0,0,0,0,0,10,3,11,4,14,5,3,0,4,0,39,4,18,3,10,6,4,7,6,0,57,3,8,6,8,9,0,0,5,0,41,4,3,6,3,3,0,0,3,3,28,6,13,0,0,5,3,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,57,14,34,28,12,8,20,6,202
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,11
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6
