CED_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
CED314,677,117,170,247,201,227,135,47,2053,0,0,0,0,0,0,0,0,0,0,3,403,316,855,157,222,286,243,254,148,72,2969,629,173,197,34,35,39,26,17,12,38,1208,134,256,603,53,90,105,79,88,40,24,1472,0,22,83,10,10,23,25,12,8,5,207,0,0,0,0,0,0,0,0,0,0,3,134,279,688,66,100,131,107,102,47,30,1681,0,0,0,0,0,0,0,0,0,0,3,762,451,890,94,139,164,135,127,65,66,2893,1172,202,158,35,24,15,13,11,6,47,1693,251,194,248,31,37,29,15,9,16,14,843,19,19,55,11,7,7,7,9,6,7,150,3,0,3,0,0,0,0,0,0,0,11,271,221,311,37,48,40,24,17,16,26,1007,0,0,0,0,0,0,0,0,0,0,6,1445,420,468,73,74,58,36,25,22,77,2704,1341,117,80,8,13,11,9,3,0,41,1627,246,62,48,12
CED315,537,133,144,175,170,151,77,48,1742,0,0,0,0,0,0,0,0,0,3,6,712,389,924,234,248,252,267,239,130,110,3506,886,304,347,55,51,45,42,24,30,55,1842,178,229,609,102,102,49,69,69,32,22,1457,7,9,54,9,8,24,12,16,7,15,158,0,8,3,0,0,0,0,0,0,4,14,183,240,664,112,112,73,79,85,39,39,1630,0,0,3,0,0,0,0,0,0,4,4,1071,548,1012,164,162,123,124,111,65,101,3474,1832,246,304,53,50,31,19,12,7,61,2611,387,147,356,46,36,18,22,10,12,13,1039,27,9,29,14,7,9,6,3,6,9,121,8,3,3,0,0,0,0,0,0,0,16,423,155,388,57,42,32,27,14,15,18,1174,0,0,0,0,0,0,0,0,0,4,4,2253,400,692,110,85,60,51,27,21,88,3791,1935,128,94,15,21,13,3,15,8,52,2283,421,56,76,3
CED316,276,50,73,76,101,138,107,109,1043,0,0,0,0,0,0,0,0,0,3,5,312,178,445,86,108,103,145,209,130,158,1870,668,185,202,42,37,31,21,21,4,43,1259,135,99,262,42,46,38,36,34,7,9,714,11,3,16,0,3,9,4,7,3,4,58,0,0,0,0,0,0,0,0,0,0,0,149,106,278,42,51,45,41,37,11,14,772,0,0,3,0,0,0,0,0,0,3,4,817,287,481,89,88,76,59,57,14,60,2039,1592,243,233,24,26,22,15,20,0,71,2245,254,118,137,11,11,8,15,14,6,21,591,25,12,11,3,5,3,3,0,3,0,60,0,0,0,0,0,0,0,0,0,0,0,276,130,146,18,15,13,15,10,6,26,653,0,0,0,0,0,0,0,0,0,3,6,1874,375,386,36,43,32,33,33,7,92,2904,2350,172,107,18,20,10,6,4,8,73,2774,345,58,31,6
CED317,503,89,119,126,148,196,79,103,1554,0,0,0,0,0,0,0,0,0,20,18,400,191,776,179,180,192,199,259,118,157,2652,692,238,202,43,49,24,24,9,8,51,1345,171,152,362,46,72,45,45,26,9,29,952,16,17,21,3,8,3,4,4,0,11,81,0,0,3,0,0,0,0,0,0,4,16,187,168,381,48,73,48,45,33,14,47,1045,0,0,0,0,0,0,0,0,0,17,27,876,401,587,93,129,72,67,42,18,117,2416,1477,174,157,31,33,25,17,11,8,90,2015,290,87,193,20,29,19,18,14,9,23,695,39,7,10,5,0,3,4,7,3,9,78,4,0,3,0,0,0,0,0,0,0,6,331,100,213,24,29,18,20,15,11,31,780,7,0,0,0,0,0,0,0,0,11,17,1815,273,367,54,54,40,38,24,13,134,2813,2025,95,61,9,13,10,11,12,8,79,2317,435,42,53,10
CED318,1088,230,294,320,311,299,209,208,3462,0,0,0,0,0,0,0,4,0,4,13,839,541,1643,392,448,470,436,433,297,299,5798,1439,641,576,99,78,74,44,42,25,101,3126,572,604,907,136,157,91,101,88,30,74,2771,35,53,136,43,26,36,34,27,25,26,438,6,6,7,0,0,0,0,0,0,0,24,614,662,1055,177,185,136,127,115,59,100,3236,3,0,0,0,0,0,0,0,0,8,12,2055,1306,1628,281,263,204,171,157,83,212,6372,3001,560,428,66,60,33,35,34,22,140,4367,1057,332,367,47,50,27,39,32,11,62,2017,85,46,76,13,13,27,15,7,23,17,324,9,0,0,0,0,0,0,0,0,0,18,1148,375,440,59,70,57,52,43,33,81,2354,5,0,0,0,0,0,0,0,0,5,13,4154,936,869,123,128,89,87,70,54,228,6737,3299,246,194,32,25,18,15,19,12,114,3966,923,106,88,13
CED319,1901,269,370,423,509,387,195,91,4900,0,0,3,0,0,3,3,0,0,48,56,1278,719,2615,467,551,547,635,486,242,209,7757,1592,601,672,85,97,68,47,40,24,66,3293,546,636,1306,222,166,142,122,99,52,39,3330,18,29,87,25,35,25,22,21,6,7,273,5,0,11,4,3,3,0,0,0,0,26,565,667,1409,249,203,168,142,113,62,48,3630,0,0,0,0,0,0,5,0,0,16,24,2158,1268,2082,337,305,239,193,158,80,129,6939,2275,432,334,48,43,15,17,18,13,84,3296,951,311,484,67,72,41,27,24,12,37,2019,87,29,71,12,18,25,12,19,23,18,304,12,3,4,0,0,0,0,0,0,0,24,1051,347,559,83,86,64,39,35,35,50,2345,4,0,0,0,0,0,0,0,0,14,22,3338,777,894,127,133,78,56,57,48,153,5657,2170,167,128,24,12,17,10,8,5,50,2594,1006,101,114,12
CED320,282,75,87,95,111,202,149,164,1439,0,0,0,0,0,0,0,0,0,55,54,772,394,641,155,170,166,159,243,184,267,3142,1315,437,557,94,87,50,34,27,11,54,2670,221,199,321,63,56,36,37,38,22,18,1006,12,10,36,3,0,7,3,3,0,3,83,6,4,5,0,0,0,0,0,0,0,21,240,214,355,69,60,40,34,40,26,21,1106,0,0,0,0,0,0,0,0,0,45,52,1558,659,919,164,143,94,75,66,32,123,3823,2474,485,561,74,65,30,21,20,3,94,3821,445,139,191,25,31,9,10,12,0,18,885,36,14,27,4,4,0,3,3,5,3,98,10,0,5,0,0,0,0,0,0,0,17,485,148,223,33,32,15,13,14,5,25,996,7,0,0,0,0,0,0,0,0,22,22,2965,634,784,103,97,37,32,36,11,135,4836,2909,239,201,38,26,24,15,11,8,117,3588,455,74,59,10
CED321,307,58,89,113,131,117,40,52,989,0,0,0,0,0,0,0,0,0,0,3,212,125,465,108,136,153,167,153,55,84,1648,465,125,131,19,30,15,8,6,3,36,840,78,67,299,46,67,55,52,17,12,19,723,3,9,25,9,0,0,6,0,0,3,61,0,0,0,3,3,0,0,0,0,0,4,85,70,333,60,72,56,60,17,12,21,791,0,0,3,0,0,0,0,0,0,0,3,550,197,467,72,99,70,68,27,19,57,1638,1027,110,104,27,20,21,7,8,0,73,1401,136,62,145,22,19,28,17,8,3,9,442,16,8,13,3,3,0,3,4,6,7,60,0,0,5,0,0,0,0,0,0,0,3,148,65,164,24,22,24,16,12,10,19,508,3,0,0,0,0,0,0,0,0,0,3,1178,176,269,50,48,45,23,23,8,92,1914,1386,86,56,7,11,11,3,8,3,79,1652,213,31,39,5
CED322,632,105,131,183,214,237,107,65,2163,0,0,0,0,0,0,0,3,0,3,10,1007,706,1375,261,285,321,360,380,183,141,5018,1692,756,783,127,124,93,77,68,42,96,3848,531,542,595,71,85,63,66,68,23,38,2082,29,38,69,7,16,19,12,22,13,11,226,4,3,0,0,0,0,0,0,0,0,7,560,584,669,80,93,83,76,93,35,49,2321,3,0,0,0,0,0,0,0,0,4,9,2254,1339,1446,209,220,174,154,160,70,148,6173,2801,698,652,91,86,58,35,42,16,97,4573,896,267,223,40,44,19,31,13,11,38,1586,98,51,60,14,0,13,9,8,4,9,263,4,0,0,0,0,0,0,0,0,0,6,1001,317,281,55,46,34,43,18,16,47,1859,5,0,0,0,0,0,0,0,0,0,3,3802,1015,934,150,133,89,78,59,29,149,6438,3052,386,266,45,28,25,27,23,3,96,3951,821,116,67,7
CED323,1607,309,408,576,759,770,497,324,6076,0,3,0,0,0,4,4,0,0,12,20,1323,985,2538,580,678,822,1007,1037,648,487,10099,1756,765,652,136,102,86,85,62,28,105,3789,748,674,975,107,135,130,134,139,50,62,3154,41,50,104,32,36,33,43,34,30,38,435,0,3,3,5,0,4,0,0,0,0,19,787,730,1081,140,167,163,185,175,78,102,3618,4,0,0,0,0,0,3,0,0,19,25,2548,1495,1741,276,268,254,273,242,110,229,7432,3047,569,493,78,76,54,49,46,28,121,4563,1229,306,293,46,53,39,46,34,26,42,2120,136,75,93,15,23,22,26,26,17,33,459,4,0,0,0,0,0,0,0,0,4,16,1367,383,385,60,78,66,72,59,42,83,2592,4,0,0,0,0,0,0,0,0,10,14,4417,952,883,139,157,117,121,100,70,212,7170,3373,383,308,54,41,35,29,29,19,95,4361,1293,133,86,13
CED324,4142,786,934,1289,1289,1168,610,397,13473,0,0,4,0,0,0,4,3,0,12,21,2078,1998,4729,929,1100,1393,1420,1285,695,486,16113,1421,432,471,79,86,53,50,48,17,68,2729,2035,1595,1925,275,293,239,211,204,99,92,6973,107,185,477,64,95,136,97,86,58,48,1361,5,4,9,0,0,3,0,0,0,3,28,2145,1780,2413,348,392,376,309,291,162,144,8363,0,0,4,0,0,0,0,0,0,4,13,3565,2219,2882,430,476,434,358,343,182,220,11103,1964,343,239,38,37,30,29,22,7,60,2767,2293,709,643,88,70,59,43,29,24,56,4012,431,285,362,48,55,94,59,60,38,59,1492,14,6,5,0,0,0,0,3,0,4,39,2740,1001,1005,136,129,151,101,93,57,117,5535,3,0,0,0,0,0,0,0,0,3,6,4707,1348,1243,171,172,178,130,109,66,182,8314,1863,146,98,9,18,8,14,6,0,48,2209,2216,275,142,23
CED325,2239,365,383,450,349,275,168,168,6372,0,3,0,0,0,0,0,0,0,179,191,2095,1357,2871,530,544,596,440,364,205,427,9439,1585,633,722,136,136,89,57,49,20,84,3503,2102,1179,1766,220,215,167,117,101,35,96,5999,309,199,372,58,58,90,38,38,28,38,1228,13,16,14,0,5,0,0,0,0,0,50,2426,1392,2158,285,276,253,157,139,63,129,7273,3,3,0,0,0,0,0,0,0,121,129,4016,2025,2879,419,413,349,210,186,91,333,10913,2581,588,520,71,73,45,31,32,16,72,4034,2494,762,731,112,98,61,50,40,21,61,4429,760,172,268,37,50,41,36,41,28,49,1480,18,11,4,0,0,3,3,0,0,3,43,3267,944,1001,150,148,106,91,80,54,117,5961,6,0,0,0,0,0,0,0,0,73,78,5854,1537,1524,217,224,151,123,110,68,260,10065,2581,246,188,20,15,13,13,6,3,60,3147,2157,252,190,37
CED326,1256,210,239,192,187,169,91,76,3107,3,0,0,0,0,0,0,0,0,6,14,1177,748,2037,418,444,355,301,262,132,165,6036,1575,666,960,169,181,120,82,72,49,94,3973,592,617,1376,197,179,137,80,79,51,51,3367,12,30,60,6,9,12,12,7,14,5,167,6,3,4,0,5,0,0,0,0,0,18,608,653,1441,210,197,150,92,88,59,56,3553,4,0,3,0,0,0,0,0,0,5,11,2186,1318,2402,381,379,271,177,167,110,155,7536,2594,672,899,141,115,77,50,41,16,94,4692,823,409,631,82,73,55,31,37,16,33,2189,54,40,31,13,17,5,4,8,11,8,189,10,4,0,0,0,0,0,0,0,0,19,879,449,670,98,82,63,35,46,32,43,2395,4,0,0,0,0,0,0,0,0,6,10,3476,1119,1568,243,202,136,80,88,53,140,7098,2841,262,293,40,36,21,24,24,13,90,3649,851,140,140,17
CED327,3492,557,608,750,546,490,268,207,9916,0,0,3,0,0,3,0,0,0,7,17,2650,2171,4245,720,781,869,666,589,321,330,13352,1950,710,692,93,100,59,49,36,19,83,3797,1967,1580,1976,225,232,223,172,125,79,109,6685,104,164,443,87,98,161,74,70,72,26,1296,24,18,28,7,0,0,0,4,3,6,82,2100,1763,2445,317,333,387,242,199,146,142,8060,3,4,0,0,3,0,0,0,0,5,12,4050,2478,3141,404,432,447,294,234,164,225,11869,2852,618,525,72,72,40,31,20,15,93,4346,2400,847,755,95,85,78,67,40,27,70,4461,331,210,322,68,54,83,54,47,37,55,1269,15,8,9,3,3,5,3,0,3,0,42,2746,1064,1085,168,142,162,119,85,72,124,5772,8,3,4,0,0,0,0,0,0,0,11,5603,1689,1613,239,217,203,155,112,87,222,10131,2995,247,207,25,32,32,13,13,3,86,3659,2256,354,196,44
CED328,1083,273,347,446,577,647,440,111,4629,0,0,0,0,0,0,0,0,0,0,0,1222,699,1636,443,509,613,714,775,549,193,7362,1618,700,783,175,131,117,94,57,52,77,3795,610,704,952,201,224,216,195,202,118,40,3466,10,14,62,13,17,18,24,34,24,16,243,5,0,3,0,5,0,3,0,0,0,14,625,716,1014,220,242,237,222,242,145,57,3715,3,0,0,0,0,0,0,0,0,0,6,2240,1422,1794,392,378,346,312,296,197,131,7522,2899,762,636,81,91,62,54,31,20,60,4697,1004,410,403,51,66,46,44,39,24,30,2118,45,28,40,10,12,15,10,14,22,10,205,3,0,5,0,0,3,0,0,0,0,11,1048,441,448,60,72,60,55,52,46,41,2333,3,0,0,0,0,0,0,0,0,0,4,3950,1202,1081,144,169,125,108,85,71,101,7032,2643,330,155,23,24,11,15,21,5,64,3291,968,118,74,14
CED329,186,35,47,50,52,55,30,27,561,0,0,0,0,0,0,0,0,0,12,13,285,134,350,74,86,99,81,92,49,75,1320,809,284,306,40,49,40,36,34,14,52,1657,120,114,183,24,34,28,22,14,10,9,550,3,9,0,10,3,11,0,3,4,0,45,0,3,3,0,0,0,0,0,0,0,3,119,119,183,33,36,38,26,16,12,11,600,0,0,0,0,0,0,0,0,0,10,7,931,404,490,67,86,81,64,48,27,67,2267,2039,465,338,41,36,31,17,22,7,82,3083,309,97,84,18,6,13,13,5,4,12,564,6,3,7,3,0,0,0,0,6,0,30,4,0,0,0,0,0,0,0,0,0,6,322,96,89,17,6,16,15,9,13,11,597,3,0,0,0,0,0,0,0,0,9,19,2371,561,430,58,44,44,30,33,19,107,3695,2927,250,159,26,23,13,11,6,4,96,3517,390,40,20,4
CED330,255,50,60,115,138,236,111,110,1339,0,0,0,0,0,0,0,0,0,25,30,732,386,594,122,121,171,190,276,130,205,2921,1589,471,480,70,33,56,33,22,11,99,2862,342,194,268,38,36,29,30,27,23,21,1010,31,19,34,8,11,8,10,4,7,7,134,5,3,0,0,0,0,0,0,0,0,9,374,212,307,47,47,40,37,31,26,26,1153,3,0,0,0,0,0,0,0,0,32,38,1965,690,791,111,80,100,68,57,34,155,4047,3171,584,505,52,43,26,19,17,9,139,4562,468,158,156,20,14,11,4,3,0,18,863,48,16,8,5,0,3,3,0,0,8,91,5,0,0,0,0,0,0,0,0,0,12,524,173,164,30,16,15,6,3,3,28,964,3,0,0,0,0,0,0,0,0,20,18,3699,755,669,76,56,38,30,25,7,187,5549,3225,258,139,17,9,9,8,16,3,91,3776,538,64,32,3
CED394,33,18,17,22,82,138,130,50,517,0,0,0,0,0,0,0,0,0,11,16,48,35,61,26,23,31,91,223,230,85,853,60,22,28,4,7,3,0,3,7,11,142,22,7,18,3,0,0,0,0,11,5,73,0,3,4,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,3,23,12,23,3,0,5,3,0,12,14,93,0,0,0,0,0,0,0,0,0,12,18,82,31,54,3,7,6,3,7,23,37,254,167,28,22,3,7,5,5,7,7,18,256,20,6,3,3,0,0,0,0,3,6,48,0,0,3,0,0,0,0,0,7,8,16,0,0,0,0,0,0,0,0,0,0,3,22,6,5,3,0,0,0,0,10,17,69,0,0,0,0,0,0,0,0,0,12,14,193,36,28,6,5,7,3,7,15,47,341,330,19,17,3,3,4,3,3,0,23,404,37,3,4,0
CED397,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0
CED401,3068,533,785,916,1037,1178,660,263,9794,0,0,0,0,0,0,0,0,0,25,28,1187,1080,3469,638,916,1035,1127,1311,742,351,11858,942,253,280,55,70,48,55,55,44,52,1861,1013,765,1688,260,350,285,261,321,173,84,5208,59,69,228,56,115,114,64,63,53,35,862,7,0,19,0,4,3,4,0,3,0,43,1080,837,1939,319,464,400,334,382,232,124,6107,0,0,0,0,0,0,0,0,0,16,25,2020,1094,2217,373,540,452,391,436,278,196,7991,1969,202,164,26,36,31,26,15,18,62,2542,1248,281,410,56,71,49,60,37,33,41,2290,204,93,189,47,74,63,42,34,26,34,819,12,0,3,0,0,0,0,0,0,0,13,1466,373,596,102,142,117,110,73,66,79,3126,6,0,0,0,0,0,0,0,0,22,29,3444,572,767,125,178,147,133,93,82,153,5688,2643,82,52,13,15,3,4,7,3,73,2896,1472,77,61,18
CED402,367,75,111,123,200,265,117,161,1525,0,0,0,0,0,0,0,0,0,56,56,185,146,481,115,139,153,224,296,131,238,2116,369,111,129,18,23,19,8,14,6,28,731,93,120,359,51,81,65,45,39,22,17,898,17,20,85,15,42,24,26,16,4,16,269,0,0,0,0,0,0,0,0,0,0,6,111,142,447,72,122,88,72,62,27,29,1177,0,0,0,0,0,0,0,0,0,34,31,485,251,580,91,143,108,84,76,31,92,1940,1236,135,122,13,14,14,14,4,3,70,1614,204,73,105,24,25,19,19,8,9,16,497,26,28,72,21,44,12,9,12,10,15,231,0,0,0,0,0,0,0,0,0,0,8,225,102,176,41,67,33,32,17,14,33,734,0,0,0,0,0,0,0,0,0,32,41,1462,234,297,56,78,49,43,24,19,131,2393,1793,69,42,5,8,7,7,5,3,66,1992,321,31,18,8
CED403,1019,204,261,320,343,430,310,68,3483,3,0,0,0,0,0,0,0,0,3,3,708,466,1261,261,335,373,394,488,349,116,4752,983,325,483,71,84,50,69,44,24,36,2161,431,468,891,143,157,159,146,167,85,36,2690,9,20,60,12,18,41,25,43,20,8,253,0,0,6,0,0,0,0,0,0,0,15,446,495,961,155,169,202,174,212,111,43,2957,0,0,3,0,0,0,0,0,0,0,4,1427,817,1446,225,253,250,236,253,131,78,5123,2308,452,640,68,65,33,28,30,6,70,3710,783,286,333,54,40,33,36,34,16,21,1640,42,25,86,14,18,9,9,8,25,13,253,5,0,3,0,0,0,0,0,0,0,14,827,312,418,65,58,49,43,46,44,36,1902,0,0,0,0,0,0,0,0,0,3,7,3140,768,1065,138,126,79,74,76,48,108,5622,2961,141,92,9,18,7,6,6,4,75,3321,1068,58,49,10
CED404,249,61,67,62,41,44,25,18,636,0,0,0,0,0,0,0,0,0,21,19,143,95,350,85,98,82,65,67,31,57,1071,318,66,87,23,14,10,13,7,0,25,570,74,85,275,41,39,48,44,32,9,14,665,3,3,10,0,0,0,5,0,0,0,27,0,0,3,0,0,0,0,0,0,0,8,73,91,283,47,45,51,50,36,10,14,700,0,0,0,0,0,0,0,0,0,11,11,393,158,376,64,59,60,62,41,10,49,1276,1509,72,82,14,12,13,6,7,0,60,1776,144,69,118,25,27,22,5,10,0,19,438,4,0,3,0,4,3,0,0,0,4,26,0,3,3,0,0,0,0,0,0,0,6,151,70,121,25,34,27,12,17,3,21,477,3,0,0,0,0,0,0,0,0,8,11,1663,149,205,38,49,33,16,22,4,88,2260,2332,51,34,5,4,7,3,4,7,96,2550,239,18,26,8
CED405,2072,293,412,517,608,672,364,109,5872,3,0,0,0,0,0,0,0,0,6,8,818,644,2382,394,529,623,704,756,427,165,7428,786,255,389,94,103,80,73,58,33,46,1914,592,496,1183,124,198,204,202,213,151,49,3417,23,43,90,20,20,25,35,35,21,8,323,3,8,9,4,0,0,0,4,0,0,33,620,546,1283,148,219,224,236,250,174,64,3767,0,3,0,0,0,0,0,0,0,3,5,1406,807,1674,241,328,301,309,313,208,113,5688,1685,245,313,59,49,41,35,19,8,55,2492,1069,263,338,55,61,45,32,25,16,31,1929,130,65,107,20,21,20,20,33,25,29,459,9,0,0,0,0,0,0,0,0,0,9,1208,325,440,76,83,62,50,61,46,63,2401,0,0,0,0,0,0,0,0,0,3,7,2889,568,755,130,130,96,82,76,47,114,4900,2396,75,77,18,12,9,5,4,0,45,2641,1441,75,66,6
CED406,426,80,83,68,61,51,24,24,1101,0,0,0,0,0,0,0,0,0,3,3,902,301,738,154,161,122,100,100,39,70,2685,1185,281,604,112,175,90,64,62,14,64,2653,286,298,531,75,59,42,38,32,16,15,1394,5,9,28,5,10,5,9,4,0,3,87,4,0,4,0,0,0,0,0,0,0,7,298,310,566,82,76,50,43,39,21,18,1489,5,0,0,0,0,0,0,0,0,0,10,1480,593,1174,194,251,135,112,96,33,80,4149,3232,415,840,123,102,46,37,43,11,103,4950,564,177,252,23,31,19,12,8,4,18,1107,31,21,30,7,3,5,11,7,0,0,116,3,0,0,0,0,0,0,0,0,0,3,600,191,287,35,38,19,24,15,6,18,1231,0,0,0,0,0,0,0,0,0,0,3,3836,612,1126,153,141,69,57,58,19,125,6186,4227,150,118,16,14,12,7,3,12,84,4633,779,53,33,3
