CED_CODE_2016,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_more_15_19_yrs,F_3000_more_20_24_yrs,F_3000_more_25_34_yrs,F_3000_more_35_44_yrs,F_3000_more_45_54_yrs,F_3000_more_55_64_yrs,F_3000_more_65_74_yrs,F_3000_more_75_84_yrs,F_3000_more_85ov,F_3000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot
CED124,135,353,577,687,1005,1264,2281,1590,771,8661,105,426,841,923,1233,1133,1301,622,317,6909,44,377,737,958,1099,964,707,336,151,5382,19,223,593,744,987,891,436,181,65,4137,8,105,429,537,785,674,309,137,50,3045,3,38,289,349,470,386,143,47,18,1738,0,11,185,291,389,336,81,20,9,1317,0,3,73,235,281,275,44,10,5,931,0,3,68,209,261,227,65,25,4,865,3,7,19,91,116,92,78,32,19,465,511,236,411,545,735,911,1132,983,780,6248,4015,2810,5834,7449,9979,11849,11480,6317,2860,62589,3194,326,502,602,892,1726,643,233,141,8264,1918,298,279,347,481,874,518,182,68,4973,769,777,935,1013,1332,2399,2301,1029,253,10812,367,534,805,952,1530,2618,5739,3337,865,16747,345,609,867,1109,1663,2286,4120,2645,1143,14790,309,812,1185,1327,1794,2063,2538,1241,489,11752,129,778,1350,1541,1918,1881,1552,758,260,10180,60,547,1317,1495,2004,1931,1129,400,131,9021
CED125,203,510,881,733,774,813,1217,708,308,6136,165,686,1187,1106,882,778,618,195,113,5723,109,765,1464,1236,1083,865,321,111,33,5994,47,758,1547,1212,1183,796,214,56,20,5836,16,428,1493,1080,1091,808,180,28,16,5140,5,150,1006,737,664,450,70,9,0,3093,0,34,608,573,484,334,52,4,3,2088,0,8,291,392,325,224,29,0,0,1271,0,4,249,434,324,179,25,8,0,1223,7,7,45,93,68,62,21,12,4,315,452,434,903,730,652,664,567,287,171,4857,5375,5807,12916,11312,10275,9613,6052,2509,933,64792,5105,1170,1769,1388,1334,1849,725,266,65,13677,2039,698,501,495,423,509,349,100,19,5139,1016,1087,1280,1121,992,1396,1219,476,104,8695,506,851,1095,1104,1159,1551,2773,1306,278,10623,515,903,1261,1089,1110,1264,1977,1065,420,9610,445,1276,1737,1558,1337,1243,1103,388,147,9233,278,1512,2515,2014,1828,1550,714,236,67,10714,123,1568,3297,2526,2366,1815,600,129,40,12450
CED126,124,334,361,511,632,628,1090,903,541,5131,110,351,553,746,912,742,964,544,350,5268,67,437,724,873,978,778,712,345,162,5076,36,411,920,931,1105,900,544,242,128,5220,6,318,1070,1018,1189,976,442,168,111,5299,4,112,810,888,921,654,261,100,54,3805,0,36,602,797,799,580,177,61,34,3092,0,9,284,542,628,374,100,49,19,2005,0,5,363,982,908,535,191,71,44,3096,7,5,122,661,666,302,171,70,35,2048,255,221,469,598,595,581,686,648,910,4974,4228,3559,7613,10802,11359,9187,7786,4701,3011,62246,3904,576,709,1133,1018,1044,711,370,164,9643,2412,534,256,397,394,453,455,210,94,5201,740,862,478,552,598,755,1126,717,251,6073,322,639,484,621,658,796,1636,1359,529,7049,342,693,582,686,868,953,1697,1409,760,8003,286,795,858,1005,1205,1132,1647,996,492,8412,160,951,1297,1274,1436,1255,1292,697,278,8632,87,910,1791,1591,1810,1631,1170,518,223,9725
CED127,180,404,560,592,724,838,1486,930,467,6179,153,520,799,863,937,865,928,403,192,5673,93,508,837,870,1074,856,587,243,72,5141,43,471,884,928,1039,873,425,125,60,4852,11,264,860,930,1090,864,312,80,35,4435,0,97,602,687,797,589,175,31,11,2987,0,24,432,617,729,570,105,25,6,2505,0,12,214,443,592,425,78,17,3,1785,0,0,174,508,611,498,90,19,9,1910,3,10,33,157,202,146,49,18,15,626,370,266,493,528,694,646,661,527,445,4636,4536,3923,7652,9216,10670,10151,7748,3688,1717,59296,3954,612,745,860,923,1324,648,203,88,9361,1898,493,350,429,429,652,483,124,50,4910,872,779,820,738,830,1216,1255,607,175,7289,431,596,669,757,891,1233,2403,1452,403,8834,511,693,816,827,1061,1358,2408,1456,647,9773,471,924,1129,1176,1325,1444,1712,756,295,9228,243,1045,1410,1324,1603,1493,1189,470,133,8902,109,1061,1797,1734,1921,1753,1035,295,94,9792
CED128,156,501,838,801,854,852,1295,932,441,6679,127,577,1111,1023,1016,724,536,203,120,5424,75,658,1152,1034,1030,763,277,119,47,5157,37,644,1400,1033,1029,741,184,54,25,5145,14,407,1347,941,918,640,135,45,13,4453,0,134,903,659,573,360,67,14,4,2714,0,32,554,564,380,264,44,9,3,1854,0,16,278,322,273,167,30,0,0,1083,0,6,225,370,288,135,31,10,0,1068,5,11,49,117,80,38,12,18,3,329,388,409,881,743,740,631,489,374,254,4904,5270,5823,12664,11248,10812,9421,6306,3515,1592,66645,4935,1663,2426,1874,1730,1928,929,418,135,16034,2253,905,510,507,456,547,388,193,68,5822,1172,1346,1838,1740,1719,1901,1463,841,320,12335,448,867,1378,1435,1670,2145,3234,2011,650,13841,415,946,1384,1326,1417,1442,2137,1388,620,11065,350,1172,1792,1561,1542,1286,1046,392,168,9300,204,1353,2244,1884,1873,1444,669,247,92,10016,105,1445,3083,2299,2246,1732,514,126,38,11585
CED129,117,343,371,563,538,526,986,688,343,4476,87,415,556,798,856,662,838,321,156,4682,58,411,670,871,875,664,601,179,73,4407,38,494,949,1067,992,695,388,108,35,4779,10,411,1174,1281,1100,850,327,66,33,5252,3,187,964,976,927,589,181,23,15,3862,4,44,774,1004,829,564,142,25,9,3397,0,19,448,774,716,442,76,15,5,2492,0,8,503,1187,980,488,97,16,4,3277,0,3,110,485,397,165,43,13,10,1225,226,171,385,450,428,380,359,301,267,2969,5099,4266,8856,12692,10969,8889,6802,3065,1379,62013,5282,1069,1326,1876,1350,1829,1120,398,157,14413,2386,787,340,598,474,594,522,199,51,5954,977,1042,606,699,605,808,1220,631,173,6754,386,705,510,689,640,843,1725,1201,386,7083,341,715,559,731,738,785,1522,1069,476,6937,258,850,867,1095,1169,1013,1452,641,240,7570,146,892,1142,1286,1302,1087,1155,428,121,7554,88,1012,1762,1722,1655,1258,870,271,67,8712
CED130,196,489,707,707,823,1033,1649,1399,675,7686,192,640,1073,972,1055,1016,848,470,326,6598,92,568,1170,1094,1132,908,601,276,118,5959,37,357,934,942,1086,933,378,156,79,4901,13,198,757,761,885,724,280,129,56,3800,0,92,492,467,523,421,135,45,11,2192,3,26,309,404,486,355,102,23,10,1712,0,7,168,307,354,290,69,11,23,1221,0,9,122,306,396,283,75,42,8,1234,7,10,49,92,142,108,53,40,13,510,631,471,761,769,934,1073,1025,877,559,7106,4893,4493,8675,8881,10162,10628,8661,5279,2464,64141,3722,633,760,687,802,1267,601,205,83,8768,2071,446,346,386,462,599,433,148,62,4947,1081,1309,1105,1080,1244,1827,1553,753,194,10148,440,662,979,996,1331,1959,3848,2476,691,13376,476,791,1044,1112,1372,1867,2998,2188,957,12801,428,1099,1583,1392,1559,1738,1674,899,436,10811,242,1236,2149,1792,1943,1793,1210,560,190,11110,113,950,2220,1972,2187,2034,938,337,117,10859
CED131,177,695,744,699,759,852,1322,1049,657,6955,121,798,1056,956,915,796,786,380,270,6074,81,786,1154,917,957,810,463,210,86,5474,36,578,1336,977,1054,809,352,113,51,5297,6,408,1539,1100,1044,817,226,75,35,5245,4,147,1138,797,733,564,105,37,15,3536,0,42,781,669,661,450,103,19,10,2734,0,18,388,508,475,308,64,13,6,1782,0,4,369,626,590,353,69,22,15,2055,4,13,81,261,234,153,62,33,12,853,268,356,619,496,554,594,568,636,883,4975,4310,6765,11502,10121,9942,9162,6464,4070,2647,64966,3473,1484,1243,861,790,1090,441,159,80,9617,2266,824,390,399,395,482,300,109,22,5189,1172,2237,1328,972,972,1259,979,572,212,9696,416,1350,1062,1005,1093,1561,2441,1850,700,11479,372,1262,1304,1057,1260,1472,2259,1628,893,11509,272,1455,1724,1328,1319,1289,1488,669,378,9921,154,1475,2036,1476,1477,1428,900,413,165,9527,71,1223,2686,1779,1850,1560,792,228,92,10279
CED132,57,336,415,396,407,391,730,605,437,3777,58,335,621,525,517,514,666,378,291,3898,29,393,810,606,575,541,556,257,136,3906,20,474,1197,760,696,641,554,245,116,4702,10,508,1919,1050,877,774,561,196,104,5996,8,247,1854,984,709,653,371,126,60,5010,3,82,1723,1121,855,666,276,101,56,4890,0,20,1138,1021,669,500,219,81,47,3697,3,32,1702,2105,1389,859,333,118,50,6601,3,9,578,1916,1699,821,321,110,65,5533,197,352,1213,897,651,620,540,429,559,5470,3361,4663,15345,14008,11017,8953,6833,3729,2459,70382,4349,1254,1719,1850,1268,1199,834,366,178,13012,1604,680,332,426,406,445,371,173,79,4522,532,919,506,586,542,666,663,466,191,5067,225,753,588,516,538,643,981,835,411,5492,131,615,677,569,611,687,1169,885,576,5931,126,656,1038,750,731,803,1086,647,402,6238,77,722,1384,946,884,868,911,493,210,6500,37,817,2166,1272,1155,1043,996,424,199,8110
CED133,193,432,752,863,1067,1403,2106,1509,839,9169,153,538,1068,1149,1283,1266,1048,534,354,7398,62,502,996,1083,1357,1181,641,281,123,6222,28,272,756,971,1221,1059,395,147,65,4912,7,140,539,727,902,856,262,130,60,3617,0,42,291,453,542,464,118,27,8,1953,0,6,179,381,455,405,72,23,18,1543,0,7,88,247,337,307,28,10,7,1036,0,3,88,246,294,238,56,21,10,953,3,5,36,76,92,90,44,25,20,391,591,328,658,786,934,1080,963,816,569,6716,4790,3545,7369,9131,11271,12797,9797,5608,2833,67136,3711,406,596,673,946,1548,534,205,65,8682,2148,364,329,405,537,839,463,152,62,5299,1069,1049,1221,1171,1525,2492,1910,868,325,11630,447,622,1003,1211,1747,2909,4818,2922,933,16617,426,773,1188,1374,1909,2677,3835,2396,1168,15738,395,992,1610,1690,1969,2281,2083,1054,507,12570,159,1090,1884,1880,2324,2269,1397,624,230,11862,74,672,1761,2031,2473,2455,1042,337,108,10956
CED134,203,435,764,646,797,908,1362,1196,556,6867,155,643,1155,945,986,877,692,378,211,6042,93,562,1094,931,1028,884,475,215,89,5369,44,403,980,902,1026,865,327,139,78,4761,11,291,920,717,957,718,251,97,45,4011,9,115,679,520,508,406,88,43,22,2391,0,34,447,429,493,343,82,19,9,1856,0,6,242,333,361,294,64,9,9,1320,0,14,205,321,365,275,57,28,8,1277,12,15,55,131,166,135,61,35,22,619,651,511,1053,934,1176,1145,1105,996,595,8173,4215,4279,9769,8831,10189,9969,7639,4871,2228,61996,3194,431,794,693,879,1292,585,240,84,8201,1608,357,394,346,421,523,366,148,38,4201,817,939,1187,1094,1320,1661,1464,730,207,9417,373,584,974,1041,1249,1892,3363,2280,693,12448,459,704,1115,1029,1378,1728,2556,1950,801,11725,392,1104,1607,1370,1555,1557,1434,748,308,10064,236,1135,1933,1574,1821,1712,1046,443,170,10073,124,947,2052,1716,2084,1892,805,294,132,10039
CED135,99,476,1061,712,662,669,926,782,592,5974,77,461,1300,967,805,596,470,262,142,5077,53,486,1634,1059,880,604,296,116,39,5173,29,528,1980,1204,943,627,215,82,26,5639,11,398,2082,1243,953,653,168,67,26,5598,3,159,1514,937,678,358,97,21,8,3770,0,56,1105,795,556,316,57,6,11,2903,3,10,621,522,404,242,43,4,4,1850,3,9,600,741,471,226,40,15,3,2111,0,9,103,188,150,84,31,13,7,583,336,458,1654,992,767,651,518,409,333,6118,4351,5872,20470,13647,10467,8838,5653,3438,1708,74448,4918,2329,5336,2827,1726,2289,1235,530,131,21324,1675,946,783,640,532,624,413,200,46,5855,812,1394,1942,1430,1361,1517,1163,766,221,10609,368,1111,1763,1155,1252,1581,2203,1620,524,11571,258,1166,1933,1204,1185,1198,1588,1268,830,10634,191,1046,2371,1649,1386,1123,857,502,214,9349,116,1078,3299,2071,1639,1159,629,267,94,10356,72,1114,4454,2767,1935,1367,527,190,59,12488
CED136,182,511,838,814,871,1047,1829,1250,633,7968,162,681,1207,1109,1129,977,898,450,235,6845,74,693,1266,1092,1191,840,524,259,67,6003,24,444,1156,1016,1087,842,342,137,52,5091,17,259,963,907,974,654,225,81,39,4119,3,69,549,537,590,337,85,25,10,2211,0,26,336,440,424,314,56,16,13,1626,0,3,149,270,271,190,39,16,4,941,0,6,133,269,303,174,42,15,4,952,3,11,34,90,96,81,42,19,11,386,391,302,683,576,663,745,894,749,476,5479,4604,4570,9761,9590,10168,10119,8743,4627,2056,64233,3784,576,929,878,974,1553,558,169,84,9506,2217,461,403,471,461,646,422,106,27,5216,1021,1106,1183,1067,1057,1710,1676,682,178,9668,488,742,1021,1076,1315,2071,4160,2252,571,13696,422,840,1181,1176,1326,1705,3135,1965,872,12612,372,1130,1616,1482,1545,1578,1814,882,338,10757,205,1281,1990,1696,1810,1523,1108,570,136,10318,73,1021,2397,1927,2043,1750,844,295,98,10442
CED137,99,583,858,484,599,540,850,793,636,5445,72,570,1196,791,816,658,540,312,221,5174,45,576,1465,813,805,652,402,205,102,5057,30,557,1912,911,894,719,358,153,78,5620,17,530,2329,1164,1025,760,321,99,56,6299,3,206,1729,899,802,520,200,44,22,4431,6,85,1418,940,770,518,147,44,25,3953,0,18,825,761,610,375,112,32,16,2747,3,25,1071,1376,971,550,133,44,18,4186,3,9,264,839,737,332,103,48,33,2359,317,650,1718,1022,795,645,508,415,384,6457,4490,7792,19585,13114,11456,9453,6195,3938,2296,78308,4979,4156,4591,2087,1616,2099,1047,587,260,21415,1521,922,640,485,399,493,409,238,90,5191,714,1365,1160,783,811,1097,1046,838,334,8156,328,1203,1382,788,874,1112,1834,1615,621,9757,229,1219,1690,804,965,970,1390,1221,869,9360,180,1175,2221,1269,1263,1143,953,555,323,9082,106,1190,2910,1493,1388,1153,738,377,163,9513,71,1184,3957,1897,1727,1405,754,289,121,11395
CED138,136,350,687,814,1024,1368,2021,1498,775,8673,105,495,1000,1164,1310,1338,1184,635,403,7623,47,433,873,1077,1286,1186,681,337,155,6066,9,258,772,990,1147,1060,426,184,107,4944,12,114,681,867,998,861,314,139,67,4056,0,32,403,500,581,487,110,47,30,2187,0,13,230,451,511,417,129,44,23,1819,0,5,98,274,348,281,57,25,10,1090,0,3,88,245,335,274,91,28,4,1081,4,8,51,115,160,125,68,39,27,587,508,299,662,845,994,1201,1064,990,1066,7621,4000,3058,7423,9558,11099,12426,9761,6017,3391,66735,3093,376,651,726,775,1266,552,238,110,7792,2083,363,344,399,423,707,454,167,61,4995,780,760,997,1007,1164,1870,1569,818,275,9243,387,557,882,1078,1453,2368,4074,2759,897,14447,340,695,1049,1235,1681,2447,3568,2371,1163,14551,281,961,1509,1687,1943,2244,2258,1208,594,12695,106,903,1625,1784,2093,2175,1404,679,291,11044,48,594,1745,1980,2237,2245,1038,404,195,10486
CED139,233,467,706,713,856,964,1493,1344,796,7573,199,670,1093,1035,1014,982,901,509,302,6702,113,710,1114,988,1177,905,542,257,124,5930,50,417,989,903,1151,872,338,138,110,4975,14,291,868,785,901,760,260,127,62,4058,3,117,604,544,590,438,122,51,11,2480,4,39,401,455,460,335,85,36,14,1831,0,9,191,351,349,275,59,26,12,1269,0,0,168,343,355,255,58,27,9,1218,7,12,46,133,162,133,84,35,17,622,595,382,681,685,818,930,990,887,580,6550,4886,4707,8904,8835,9977,10065,8245,5333,2703,63652,3680,513,686,643,776,1227,564,223,130,8438,2071,446,364,336,395,563,407,164,60,4814,886,1138,1097,961,1051,1529,1497,803,222,9188,496,663,916,913,1242,1888,3601,2443,803,12959,580,762,1007,1061,1346,1702,2682,2110,1102,12357,490,1215,1572,1489,1582,1724,1755,909,443,11186,334,1488,1990,1690,1906,1786,1169,535,217,11116,141,1146,2279,1962,2346,1962,911,324,167,11254
CED140,171,360,549,579,812,975,1855,1413,755,7470,103,438,776,897,999,959,1070,577,389,6221,62,494,837,882,1020,950,672,305,146,5364,19,391,923,898,1088,928,374,201,97,4914,4,216,818,804,960,791,301,119,70,4090,3,64,580,567,680,473,160,37,27,2595,3,17,423,473,578,431,96,35,14,2071,0,4,212,377,458,322,71,21,12,1472,0,6,174,432,454,336,81,31,15,1528,3,4,46,168,193,128,67,43,14,669,320,257,475,517,618,614,727,790,774,5092,4141,3591,7600,8962,10172,10077,8694,5400,2960,61599,3502,628,786,970,984,1419,598,271,120,9273,2005,510,370,450,427,574,458,153,75,5027,835,895,813,890,944,1255,1357,740,257,7984,373,617,732,850,994,1512,3221,2194,733,11233,384,700,804,857,1216,1585,2999,2182,1112,11842,293,912,1123,1238,1415,1591,1976,1086,568,10190,145,1003,1499,1342,1559,1594,1329,614,274,9373,66,832,1946,1667,1956,1821,950,374,161,9774
CED141,162,462,617,699,879,1031,1797,1484,749,7880,150,586,913,1046,1042,900,1099,568,300,6609,75,544,993,998,1132,864,614,241,104,5555,22,377,940,944,1173,883,353,152,57,4895,5,218,968,895,999,765,271,80,46,4252,3,76,593,543,634,467,106,31,11,2457,0,15,400,475,502,383,71,17,7,1869,0,3,201,337,371,256,34,14,3,1219,3,0,163,346,393,262,50,17,5,1240,3,5,37,120,145,115,42,23,15,501,262,212,400,408,508,556,679,669,496,4198,4255,3869,7956,8773,9997,9887,8857,5316,2373,61273,3653,596,667,702,904,1474,564,184,57,8804,2214,499,315,354,424,630,378,152,41,5010,893,1001,846,824,914,1421,1514,750,234,8395,421,717,772,894,1138,1717,4051,2859,790,13368,449,767,913,993,1300,1664,3009,2328,1074,12493,386,1091,1243,1346,1405,1453,2016,1079,426,10443,165,1084,1613,1457,1711,1515,1250,540,183,9523,57,902,1951,1705,2093,1779,878,304,116,9788
CED142,169,1032,1660,566,406,479,658,449,226,5652,167,1079,1821,612,387,385,357,158,57,5024,105,960,1802,696,427,358,285,116,40,4779,76,1064,2566,878,498,436,249,74,32,5872,66,916,3566,1071,640,451,261,66,19,7059,20,428,3029,1064,574,357,158,22,8,5660,16,177,2823,1118,619,405,143,31,8,5334,12,83,1759,976,539,296,92,30,8,3796,13,72,2684,2010,976,612,176,28,8,6589,20,33,803,1409,979,497,175,43,10,3968,561,1849,3984,1649,1065,912,634,391,200,11246,4554,15181,32168,14139,8744,7099,4599,2301,856,89643,3994,8021,4679,1388,974,1040,558,232,59,20942,916,1162,779,360,309,299,232,78,27,4155,669,1963,1790,798,821,946,607,429,129,8159,403,1852,2573,981,915,1061,1296,880,248,10220,294,1906,3018,1063,849,944,1280,792,334,10464,289,2001,3350,1145,737,735,676,314,111,9347,199,1844,3572,1334,845,721,528,209,60,9313,150,1978,5102,1889,1159,855,528,155,37,11848
CED143,82,269,359,416,427,450,739,608,388,3738,60,303,521,646,635,534,655,419,208,3978,53,378,738,676,662,589,544,247,109,4002,29,402,1094,752,793,649,517,238,103,4571,11,366,1514,950,970,774,483,181,105,5354,3,135,1312,810,796,577,317,116,58,4127,0,47,1172,967,836,567,275,98,57,4016,0,13,719,821,648,425,200,73,35,2931,8,13,1193,1628,1172,649,288,121,64,5134,4,3,444,1601,1464,594,300,112,65,4592,272,280,907,861,726,575,567,447,538,5175,3696,3476,11385,12514,11111,8058,6449,3649,2238,62578,3707,609,905,1454,1151,882,595,279,128,9711,1895,510,256,421,412,374,320,156,42,4385,573,797,402,489,502,583,711,417,222,4696,221,627,441,501,565,601,901,803,415,5085,196,537,582,551,630,684,1159,928,552,5813,143,598,859,865,864,817,1069,685,327,6232,99,711,1245,1014,941,932,938,477,202,6553,58,769,1907,1295,1272,1101,935,454,176,7961
CED144,110,518,872,844,842,829,1152,1060,692,6918,82,592,1264,984,991,650,455,273,195,5495,55,568,1221,1013,1052,618,259,134,81,5003,29,487,1375,945,935,607,190,74,53,4687,4,346,1358,935,802,516,142,47,20,4164,3,149,904,637,565,306,73,10,6,2653,0,41,562,499,445,270,47,7,7,1881,3,5,302,367,313,158,30,8,5,1186,0,4,296,457,413,195,30,9,3,1399,3,5,56,180,156,64,29,8,11,522,451,498,1073,870,766,647,507,422,308,5547,5266,6313,14407,11874,11195,9013,5862,4079,2117,70134,5870,2557,3932,2451,2054,2148,1050,624,258,20955,2013,1019,701,560,543,506,407,205,83,6027,898,1454,1886,1593,1595,1961,1436,1021,338,12183,367,1135,1647,1357,1632,2040,2830,2080,723,13805,293,1167,1832,1511,1544,1530,1957,1621,958,12411,233,1203,2446,1843,1760,1296,877,509,272,10438,149,1173,2740,2069,2055,1384,586,290,133,10587,74,1098,3266,2399,2137,1442,482,139,89,11128
CED145,38,323,475,326,336,343,564,475,338,3220,42,376,680,463,446,442,493,311,185,3426,31,394,901,567,444,440,464,231,124,3593,13,453,1273,717,590,528,459,217,95,4352,13,470,1985,912,717,671,488,189,81,5528,4,203,1950,865,669,519,350,110,53,4727,4,72,1807,955,674,542,277,136,88,4567,7,30,1253,785,499,391,243,96,45,3350,7,25,1943,1695,1069,633,371,145,75,5962,3,18,747,1894,1460,818,465,201,153,5755,269,495,2066,1287,964,765,773,710,740,8071,2893,4282,16623,12260,9343,7284,6206,3708,2492,65092,3273,809,1076,1165,953,674,575,336,215,9072,1083,531,244,299,281,249,239,122,64,3100,348,703,454,396,412,418,482,407,158,3772,154,592,600,459,442,505,762,599,381,4495,98,554,792,487,493,550,953,749,464,5136,84,648,1100,718,668,707,839,528,284,5572,64,738,1489,859,718,706,816,403,202,5979,42,805,2254,1232,1008,897,831,381,172,7615
CED146,160,515,805,850,880,823,971,721,293,6017,124,609,1137,1192,1096,714,356,171,67,5468,102,703,1188,1250,1197,762,233,97,18,5555,34,648,1363,1272,1198,680,149,56,12,5408,15,443,1364,1059,1055,588,107,33,11,4678,3,140,864,782,583,327,43,5,3,2758,3,50,622,573,450,233,33,6,0,1965,0,7,268,380,320,168,17,3,0,1170,0,5,236,375,301,134,21,4,0,1077,7,5,45,107,89,45,29,14,8,345,567,442,913,893,833,680,581,450,330,5676,6334,6147,12269,12655,11725,9143,5233,2842,1156,67510,6800,1785,2079,1934,1766,2087,906,335,93,17784,2226,968,569,603,524,465,297,97,32,5777,1250,1298,1357,1554,1613,1797,1287,624,141,10932,508,881,1158,1396,1607,2033,2688,1483,451,12214,417,931,1277,1313,1401,1342,1572,1067,400,9708,352,1237,1695,1779,1663,1228,671,347,98,9076,235,1437,2165,2149,2131,1497,539,189,52,10395,116,1383,2907,2608,2626,1648,417,102,26,11834
