CED_CODE_2016,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_more_15_19_yrs,F_3000_more_20_24_yrs,F_3000_more_25_34_yrs,F_3000_more_35_44_yrs,F_3000_more_45_54_yrs,F_3000_more_55_64_yrs,F_3000_more_65_74_yrs,F_3000_more_75_84_yrs,F_3000_more_85ov,F_3000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot
CED508,103,385,588,685,621,639,1003,850,430,5305,131,494,861,855,850,698,635,325,174,5026,63,509,996,899,923,623,415,143,55,4619,27,471,1195,946,1044,719,256,90,44,4803,7,345,1326,1096,1073,812,199,53,22,4945,3,180,1134,838,755,497,113,20,6,3543,3,59,888,695,694,486,86,22,3,2928,0,25,573,529,510,325,69,12,3,2058,0,20,597,704,635,394,80,11,8,2445,3,4,128,305,276,154,63,26,9,975,304,363,951,754,742,668,568,527,479,5352,4195,4621,12069,11334,10455,8641,5806,3393,1663,62170,3718,898,1671,1658,1226,1328,622,266,89,11483,1996,604,523,513,397,460,361,99,41,4998,851,1115,1066,963,866,1099,981,591,162,7692,341,755,831,796,872,1130,2047,1580,434,8778,262,699,864,893,887,1014,1645,1263,591,8117,290,919,1311,1161,1125,1057,1185,630,250,7933,184,970,1594,1259,1278,1014,755,314,100,7462,82,929,2271,1670,1718,1325,626,201,72,8894
CED509,146,356,558,611,619,632,1193,861,376,5350,142,449,785,830,863,751,748,341,137,5038,83,498,840,818,909,681,432,191,66,4521,28,438,984,892,992,697,256,115,32,4443,20,281,994,915,1099,810,222,69,30,4431,0,125,707,610,693,493,122,24,0,2790,0,45,499,535,597,373,82,26,3,2150,0,10,220,347,416,267,52,11,3,1340,0,16,276,429,511,302,66,10,0,1613,3,5,57,169,180,111,37,22,4,578,371,334,630,617,676,601,625,460,397,4709,4430,4229,9361,9596,10001,8623,6597,3449,1424,57700,4179,941,1737,1482,1331,1624,731,176,63,12273,2011,508,497,523,427,538,412,120,34,5081,903,999,1027,925,913,1070,1144,607,162,7762,355,649,784,794,834,1054,2517,1624,441,9050,359,646,854,838,889,1001,2020,1390,517,8512,335,890,1166,1100,1173,1163,1379,669,190,8054,190,1042,1442,1280,1333,1127,884,418,130,7842,91,1017,1997,1669,1792,1404,722,239,71,9008
CED510,141,354,396,568,628,679,1024,658,327,4774,103,458,607,755,955,879,783,274,171,4969,79,491,647,853,1009,756,448,166,79,4533,25,444,765,821,1101,837,310,87,44,4443,4,350,900,877,1242,1029,225,42,31,4719,3,175,725,704,947,616,148,26,8,3346,0,62,571,612,795,544,107,11,5,2710,0,18,301,478,586,428,68,17,7,1902,0,14,356,649,774,489,74,14,6,2372,0,11,99,239,304,137,55,16,3,856,274,227,372,468,493,482,379,268,190,3144,4829,4364,7594,9786,11274,9820,6006,2715,1221,57618,4380,974,1156,1525,1322,1617,628,185,76,11872,2721,749,363,493,438,622,450,141,40,6028,992,1107,739,678,683,954,1065,475,143,6846,381,795,597,626,673,890,1867,1175,353,7354,340,709,609,704,774,941,1699,1010,455,7228,291,885,898,917,1172,1244,1493,548,253,7700,175,963,1077,1105,1284,1147,975,336,125,7190,73,994,1482,1257,1612,1505,811,219,86,8048
CED511,236,325,638,738,796,932,1341,962,395,6355,210,456,842,895,1038,942,717,352,157,5613,130,477,927,904,1039,871,497,232,84,5166,54,355,732,859,1139,806,313,153,47,4453,23,255,714,795,985,781,252,103,31,3943,6,172,552,551,611,456,121,40,3,2515,5,67,414,439,535,371,98,31,12,1968,3,31,286,302,370,302,50,21,3,1367,3,14,258,388,438,279,77,33,10,1495,4,8,76,168,178,144,72,27,10,693,586,405,1031,946,1072,1155,950,681,487,7314,4391,3588,9471,9640,10854,10469,7389,3959,1657,61413,3484,537,1242,989,1041,1592,601,172,65,9717,1707,271,546,500,491,620,402,128,49,4720,699,644,1217,1135,1185,1616,1312,630,154,8601,424,480,977,976,1194,1627,3186,1804,504,11159,498,507,866,989,1231,1536,2441,1586,592,10251,448,804,1184,1205,1471,1581,1508,708,250,9170,309,951,1504,1401,1641,1507,1104,501,165,9078,169,892,1564,1596,2061,1669,812,282,93,9139
CED512,199,493,869,820,790,675,1040,611,188,5685,183,718,1384,1211,1053,690,610,264,83,6196,109,765,1418,1189,1197,692,366,139,50,5921,50,699,1592,1280,1352,729,219,75,26,6020,21,463,1626,1233,1384,760,174,47,18,5728,3,205,1022,885,934,457,84,8,13,3617,3,58,700,747,727,367,48,4,4,2661,0,22,341,480,467,226,42,11,5,1595,3,13,274,486,559,271,60,7,4,1675,5,9,72,165,156,98,30,17,7,554,593,557,1258,1171,1017,785,644,462,373,6860,5951,5908,14715,13530,12684,8872,6111,2827,1011,71606,5533,1111,2255,1981,1664,1788,742,228,61,15355,2451,612,706,612,479,507,400,140,31,5934,1084,1042,1344,1168,1024,1185,1200,550,89,8694,513,755,1067,1030,974,1175,2570,1406,262,9752,491,848,1155,1016,1081,1037,1834,1050,296,8816,451,1267,1793,1526,1402,1071,1198,561,143,9423,232,1393,2215,1657,1631,1141,812,323,89,9500,129,1443,3019,2199,2278,1448,563,172,57,11314
CED513,130,518,770,490,509,556,935,865,530,5304,82,537,999,668,636,634,625,319,195,4687,48,563,1113,755,694,593,380,178,85,4410,19,548,1517,850,728,600,273,97,57,4690,14,420,1823,930,897,693,221,72,39,5108,0,253,1521,771,727,524,133,23,9,3961,3,84,1326,768,679,468,101,20,16,3452,3,37,832,619,480,327,67,7,3,2370,3,39,1093,1095,890,507,106,21,9,3749,3,10,304,613,437,232,58,32,19,1707,325,593,1679,878,745,690,602,595,696,6803,3473,5662,16290,11079,9258,8220,5623,3518,2154,65277,3061,1371,2258,1581,1038,1250,619,254,79,11511,1508,659,539,488,370,492,322,119,53,4548,708,1154,1226,852,761,1026,953,545,208,7431,265,893,1205,757,736,1054,1821,1505,539,8780,234,958,1346,789,819,932,1648,1322,717,8768,190,990,1734,988,953,1019,1160,576,280,7891,98,1028,2068,1187,1082,995,783,388,134,7771,69,1040,2948,1594,1378,1158,642,202,111,9133
CED514,93,366,653,603,555,721,1221,1037,519,5771,85,424,996,815,736,704,745,418,213,5136,46,450,1154,883,761,642,517,257,91,4794,17,439,1337,896,859,676,350,143,62,4778,8,351,1604,946,933,749,297,88,48,5018,0,186,1217,761,683,478,147,35,5,3512,0,79,948,674,601,407,99,18,15,2840,0,25,634,491,427,278,58,15,5,1929,0,19,632,762,601,375,74,23,11,2498,3,7,156,270,229,153,51,24,14,907,273,355,1016,720,582,569,613,577,461,5157,3789,4634,13579,10586,9051,8220,6650,4375,1998,62893,3448,1134,2126,1517,1065,1234,713,316,92,11641,1744,674,515,506,369,438,356,202,47,4846,777,1183,1293,1009,953,1106,1035,731,266,8345,318,815,1119,859,889,1094,2072,1921,582,9663,204,781,1175,881,894,1119,1914,1591,705,9259,195,868,1619,1166,1086,1062,1326,740,311,8375,101,881,2109,1388,1232,1046,999,528,162,8447,48,867,2841,1724,1553,1268,753,322,122,9498
CED515,147,639,865,573,503,619,1041,1005,575,5959,140,659,1104,772,647,615,617,361,267,5184,65,681,1205,778,677,578,422,189,102,4701,39,563,1551,913,848,639,290,114,67,5013,14,452,1926,952,913,767,247,78,54,5398,0,235,1411,720,713,507,143,30,15,3778,4,89,1089,712,594,447,104,22,20,3075,0,25,685,528,411,316,57,12,6,2054,0,16,736,770,695,449,79,16,14,2772,4,10,164,358,343,189,67,25,14,1171,358,703,1605,925,768,757,690,712,923,7448,4082,7355,16681,10937,9162,8488,5860,3830,2519,68919,3922,2847,3341,1858,1240,1532,676,195,73,15675,1654,937,658,541,338,471,280,144,31,5058,963,1776,1574,993,885,1000,861,549,191,8794,388,1298,1424,765,770,1027,1827,1416,502,9426,296,1236,1575,916,809,967,1736,1488,789,9812,294,1323,2036,1163,955,947,1132,644,390,8887,150,1368,2338,1327,1061,995,808,371,182,8603,101,1253,3453,1807,1551,1223,685,217,108,10409
CED516,79,330,364,505,523,580,1004,950,517,4854,63,375,486,641,729,710,837,431,267,4532,37,328,572,715,705,767,554,285,162,4126,20,355,684,678,882,742,435,176,158,4121,8,319,823,742,997,832,319,115,71,4230,0,176,723,620,732,629,192,53,14,3136,6,64,618,629,723,520,120,45,21,2744,0,23,373,470,555,396,83,38,17,1955,0,12,403,629,812,579,112,43,22,2620,3,9,111,379,409,227,101,42,15,1300,292,193,384,366,434,416,417,548,683,3737,4717,4361,7447,9141,9955,9288,6626,4153,2585,58266,4878,1387,1321,1657,1405,1631,824,326,93,13516,2415,1047,399,509,474,674,468,198,110,6288,963,1274,747,706,731,978,1107,584,256,7349,357,834,607,533,664,825,1682,1409,577,7482,215,660,642,669,707,842,1624,1407,720,7491,179,777,853,875,959,1055,1482,795,403,7364,111,671,1046,1018,1003,1118,1094,571,275,6902,47,748,1321,1129,1320,1276,1004,382,257,7480
CED594,3,18,32,18,33,32,41,5,0,181,3,27,33,12,15,38,27,0,0,162,3,25,48,8,22,26,8,3,0,142,3,18,42,13,16,23,0,0,0,113,0,12,40,20,9,14,9,0,0,100,0,3,14,3,6,6,0,0,0,42,0,3,15,14,8,9,0,0,0,48,0,4,12,5,4,5,0,0,0,36,0,0,14,12,8,5,0,0,0,43,0,3,3,3,0,5,0,0,0,15,12,50,116,42,62,71,53,7,4,421,65,242,534,305,325,442,254,37,11,2220,54,70,132,76,71,109,26,7,0,545,18,25,36,33,42,48,12,3,0,212,31,75,137,184,187,131,62,6,0,820,8,29,65,80,97,109,145,28,6,554,8,30,64,42,65,68,115,15,3,407,3,45,61,32,35,63,70,3,0,310,3,46,104,28,41,57,25,3,0,302,4,23,95,46,45,51,21,6,0,293
CED597,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,3,6,3,8,7,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,3,0,0,0,0,13
CED601,131,358,541,561,629,709,1203,977,582,5685,121,432,734,757,767,692,652,364,247,4761,44,413,729,709,803,578,351,162,102,3883,10,276,634,637,736,513,235,113,53,3200,4,157,615,575,670,523,143,66,27,2778,0,71,331,364,419,294,66,21,9,1567,0,15,244,314,379,268,45,18,13,1289,0,3,117,199,232,173,27,8,3,771,0,3,88,152,211,138,30,12,3,632,4,5,27,77,85,61,35,17,16,330,305,264,442,422,491,535,566,412,281,3708,3157,3345,6007,6248,7081,6914,5575,3239,1662,43224,2563,611,496,441,523,832,326,106,31,5929,1546,432,296,278,297,392,241,73,20,3571,784,1086,1002,850,936,1265,1053,416,141,7533,310,638,710,714,892,1366,2484,1542,430,9082,289,648,807,797,979,1152,2011,1452,783,8912,246,836,1102,1099,1106,1131,1242,630,358,7753,118,901,1312,1159,1352,1107,720,343,174,7179,28,638,1545,1289,1516,1165,546,230,73,7026
CED602,126,306,525,573,759,849,1259,984,482,5862,122,423,683,765,835,732,659,308,167,4695,41,428,690,658,815,545,360,162,54,3750,15,196,521,547,744,521,178,86,34,2850,7,129,437,451,604,483,118,51,23,2300,3,51,257,270,349,246,58,21,8,1262,0,20,165,182,300,229,32,5,0,939,0,3,90,132,170,129,24,4,4,558,0,9,57,103,133,105,22,8,0,434,3,11,21,38,57,55,35,16,9,234,278,158,347,353,424,557,610,522,340,3591,2931,2551,5220,5649,7044,7154,5890,3362,1440,41243,2284,248,412,430,573,917,316,85,31,5306,1329,228,232,294,330,455,255,88,15,3224,709,689,816,834,921,1432,1168,515,115,7208,276,381,689,803,1083,1624,3044,1757,458,10112,294,517,773,834,1161,1416,2132,1553,656,9341,264,703,948,1056,1151,1209,1220,585,228,7360,127,855,1190,1069,1330,1084,743,351,117,6872,63,582,1249,1131,1479,1226,481,175,63,6457
CED603,138,391,545,467,513,687,1050,821,466,5070,83,462,784,670,579,631,657,346,252,4460,43,370,783,653,599,583,399,212,99,3740,13,296,767,676,700,600,310,116,73,3560,9,202,823,683,813,631,197,79,49,3496,0,74,575,532,582,432,104,27,22,2344,0,17,349,454,512,361,72,33,11,1808,3,8,191,313,358,232,54,24,14,1196,0,5,133,337,443,261,61,29,14,1290,0,7,34,137,168,110,53,25,17,556,253,261,496,417,432,493,453,385,331,3522,3172,3798,7231,6643,6932,6859,5120,3075,1747,44581,2630,937,972,483,447,683,291,108,36,6584,1565,632,358,257,244,365,212,73,28,3729,747,1291,1011,651,654,892,757,398,158,6550,250,694,884,651,704,1024,1649,1172,441,7477,260,705,962,759,897,1112,1644,1228,633,8196,174,828,1389,993,916,1028,1132,618,365,7451,100,781,1464,1073,998,1061,805,424,184,6883,45,617,1710,1287,1307,1167,672,269,135,7217
CED604,114,248,454,486,608,726,1175,922,472,5202,71,333,679,789,765,777,772,386,212,4785,29,319,716,759,750,669,481,224,102,4054,15,259,755,727,770,653,305,127,55,3666,6,172,712,716,910,695,190,68,34,3510,0,62,502,523,556,427,87,19,5,2172,0,14,344,434,502,327,55,18,9,1699,0,5,144,276,321,232,24,7,4,1015,0,0,100,233,337,189,30,7,5,919,4,13,21,92,101,63,26,21,7,354,222,138,302,363,376,495,516,378,250,3045,2928,2457,5955,6743,7481,7764,6062,3297,1491,44180,2587,311,403,399,510,915,343,128,36,5636,1592,370,229,259,293,543,378,102,21,3793,626,692,732,674,712,1115,1056,501,165,6269,231,415,553,662,822,1371,2333,1385,360,8130,230,472,644,718,959,1173,1981,1437,670,8291,192,635,971,1040,1078,1242,1411,714,318,7595,89,642,1216,1167,1189,1163,970,485,178,7105,43,611,1624,1394,1415,1388,779,307,101,7656
CED605,120,252,476,594,748,989,1354,821,352,5705,95,378,763,799,855,765,690,277,141,4759,34,358,676,719,824,637,402,155,44,3850,9,230,525,591,733,585,210,73,26,2993,4,105,479,484,605,499,127,57,16,2381,0,43,241,269,373,268,71,11,7,1285,0,10,134,181,300,216,56,7,12,913,3,3,63,106,154,121,29,3,0,487,0,3,37,77,143,102,28,8,0,402,6,14,26,47,58,70,43,17,9,297,392,229,397,448,599,707,688,429,168,4054,2899,2382,5208,5886,7548,8342,6609,2947,1072,42892,2495,218,334,411,673,1139,363,98,41,5772,1140,258,217,304,397,610,314,82,25,3343,600,630,802,901,1156,1840,1384,540,98,7942,293,389,712,809,1285,2118,3634,1636,367,11239,271,406,719,908,1257,1707,2494,1380,545,9681,232,668,1077,1102,1279,1395,1419,569,223,7962,121,756,1217,1230,1467,1301,929,355,82,7457,52,556,1292,1303,1618,1451,610,182,66,7130
CED694,0,0,4,9,7,10,10,0,0,41,3,3,8,5,0,3,3,0,0,29,0,3,3,3,4,3,0,0,0,13,0,0,5,0,3,0,0,0,0,11,0,0,3,4,3,3,0,0,0,14,0,0,3,4,0,3,0,0,0,13,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,6,10,8,15,9,7,0,0,52,33,29,69,54,59,56,38,5,0,350,20,9,12,12,4,12,0,0,0,68,4,3,4,3,4,6,3,0,0,36,23,23,24,23,29,15,9,0,0,156,0,7,13,19,14,18,18,0,0,102,7,8,9,20,20,13,21,4,0,94,3,7,11,14,9,10,6,0,0,52,0,6,15,6,12,3,0,0,0,49,0,3,12,4,9,3,3,0,0,44
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,3,0,0,18,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
CED701,92,174,390,375,364,324,308,151,55,2241,99,215,571,508,427,341,194,73,17,2437,112,302,586,442,457,318,147,35,8,2409,69,326,710,528,523,350,114,26,4,2652,29,275,823,592,739,472,117,13,10,3060,10,111,585,488,576,371,73,10,0,2217,5,47,458,472,533,309,45,5,0,1879,0,26,230,323,402,304,37,0,0,1326,3,7,270,422,441,304,38,8,0,1495,4,11,48,108,130,73,25,3,0,401,952,745,1628,1286,1269,902,416,126,47,7380,3614,3887,9372,7902,7827,5719,2492,813,229,41858,2424,439,701,520,491,613,278,74,10,5551,1085,621,1061,735,593,357,166,53,13,4683,1020,1712,2911,2156,1717,1208,680,259,57,11723,218,376,848,759,747,691,783,310,63,4807,190,300,629,594,572,577,655,296,82,3894,243,433,888,806,695,577,400,133,29,4208,222,614,991,726,771,606,313,77,15,4337,164,681,1293,923,975,718,278,52,6,5099
CED702,111,251,457,341,243,279,388,229,77,2377,106,316,708,496,375,322,236,125,42,2725,115,484,885,602,491,344,205,69,16,3205,79,570,1132,770,641,412,193,38,9,3843,40,505,1486,945,811,553,168,41,11,4555,4,229,1243,777,679,426,103,11,3,3478,4,96,976,796,599,373,76,10,0,2926,4,38,526,587,558,332,50,9,0,2107,0,13,527,768,718,443,68,8,3,2550,4,13,110,257,257,186,39,15,0,882,417,507,1412,917,769,671,370,164,73,5302,3019,3861,11575,8829,7202,5417,2811,1081,321,44117,2429,618,1374,957,612,701,362,91,25,7168,1105,207,296,245,163,154,144,45,10,2373,576,411,568,428,390,401,446,190,33,3437,259,384,615,452,400,502,785,396,90,3879,224,440,706,502,394,468,700,371,119,3918,253,571,1056,678,558,517,483,222,67,4410,227,839,1403,908,746,605,411,131,29,5294,202,1178,2136,1433,1162,817,410,87,14,7433
CED794,0,8,18,25,26,27,17,0,0,120,0,7,12,11,4,16,15,0,0,68,8,10,21,9,9,12,10,0,0,76,0,7,18,8,4,11,3,0,0,45,0,3,8,7,4,4,0,0,0,33,0,0,6,3,3,5,0,0,0,29,0,0,6,6,6,8,0,0,0,25,0,0,3,6,3,0,0,0,0,9,0,0,3,4,0,3,0,0,0,14,0,0,0,0,3,0,0,0,0,9,0,23,72,37,46,38,18,3,0,247,17,85,239,180,203,212,105,10,0,1043,3,18,24,17,31,48,6,0,0,144,0,0,10,13,8,13,5,0,0,56,3,23,35,53,56,48,23,4,0,246,0,10,42,63,62,66,64,11,0,311,0,9,24,42,52,45,51,5,0,230,7,17,19,18,14,24,34,3,0,132,8,28,36,13,19,28,13,0,0,145,0,17,35,14,18,24,11,0,0,130
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,3,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
CED801,224,532,570,473,505,717,1106,791,391,5308,223,638,838,651,654,767,970,505,237,5472,158,629,936,779,720,831,815,393,173,5433,90,705,1157,931,999,952,715,292,121,5959,36,777,1770,1158,1203,1140,627,225,114,7055,15,414,2183,1304,1338,1022,390,137,65,6877,8,124,1839,1489,1551,1060,300,93,39,6494,0,25,890,1043,1073,722,177,61,28,4027,3,27,1122,2164,2351,1236,285,70,41,7301,7,13,157,653,933,512,160,75,33,2539,394,437,1052,777,815,721,669,603,665,6140,6446,7059,14693,13367,13942,11987,8647,4597,2369,83106,5405,1879,1362,1033,913,1130,566,200,96,12587,3172,914,430,382,408,475,448,189,67,6477,1368,1570,869,721,659,863,1084,662,177,7978,481,1015,730,706,707,971,1655,1191,371,7828,443,1033,977,764,851,1058,1657,1135,530,8444,544,1320,1410,988,975,1160,1528,821,353,9094,375,1416,1687,1249,1125,1311,1363,720,277,9530,239,1622,2506,1691,1712,1769,1451,670,231,11886
CED802,178,709,786,629,474,566,923,646,306,5213,211,778,1206,874,583,657,812,387,168,5667,120,798,1293,996,738,673,682,289,101,5700,76,790,1665,1198,926,790,542,195,86,6265,36,884,2372,1549,1207,890,469,149,63,7623,4,404,2661,1622,1146,799,260,72,31,6988,0,104,2061,1729,1391,789,223,49,24,6370,0,30,1087,1347,939,480,119,23,11,4028,8,16,1182,2237,1896,893,151,26,9,6416,6,15,142,526,524,253,51,35,12,1558,364,596,1126,842,638,600,488,357,354,5374,5732,8491,19042,16215,12182,9755,7004,3386,1495,83302,4820,2430,2382,1441,877,1209,644,215,73,14086,2847,964,623,555,351,456,430,159,51,6425,1305,1794,1188,871,664,895,963,536,147,8367,481,1345,1130,813,717,940,1495,1051,305,8275,400,1391,1352,1002,745,874,1381,934,410,8499,452,1568,2012,1298,920,962,1259,649,246,9367,261,1585,2390,1615,1194,1115,1198,541,176,10076,162,1605,3308,2173,1621,1440,1146,501,187,12125
