CED_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED223,..,443,502,140,126,150,90,24,18,1492,..,143,539,554,745,1315,1506,1270,815,6899,145,191,208,119,112,107,122,93,48,1145,12283,7830,8300,9796,9821,8739,6211,3402,1471,67849,..,167,5986,12489,12242,11073,8008,3488,808,54274,..,529,3105,2233,1611,982,368,56,14,8894,..,64,330,1059,1779,1147,465,388,244,5471,24794,..,..,..,..,..,..,..,..,24794,..,8649,..,..,..,..,..,..,..,8649,..,4002,3267,857,618,312,52,0,0,9121,..,665,526,182,181,310,279,244,173,2553,..,408,393,106,92,71,30,8,4,1117,..,897,1185,348,300,290,192,59,32,3302,..,285,1071,1243,1558,2249,2296,1717,1075,11485,271,355,419,243,254,193,192,124,63,2121,25065,16025,16291,18771,18631,16625,11884,6079,2408,131786
CED224,..,1256,1474,236,107,123,105,51,19,3375,..,412,989,855,762,1144,1558,1388,1055,8170,109,244,244,105,83,108,92,69,62,1118,11325,10215,9595,8973,10389,7988,5880,3435,1744,69544,..,168,5480,10994,13805,10776,7413,3470,991,53095,..,793,3667,1551,1169,672,316,89,27,8289,..,42,162,855,1671,950,341,268,185,4478,22873,..,..,..,..,..,..,..,..,22873,..,11130,..,..,..,..,..,..,..,11130,..,2696,2704,551,449,194,25,0,0,6616,..,1146,742,133,149,276,286,231,164,3120,..,717,565,98,66,53,16,4,4,1521,..,2488,3073,537,264,239,203,97,33,6929,..,970,1930,1571,1441,1812,2162,1833,1360,13082,205,466,485,200,185,174,145,106,88,2053,23076,20614,18810,16489,19199,15129,10918,6104,2852,133189
CED225,..,156,229,104,140,164,99,32,8,930,..,96,321,396,573,1057,1103,855,448,4850,165,292,198,96,99,139,117,60,29,1196,15449,9854,8995,11658,11475,8546,5272,2416,860,74520,..,275,7714,15598,15561,11501,6936,2674,472,60731,..,793,3234,2606,2231,1117,383,75,14,10442,..,132,561,1390,1990,1046,359,209,127,5815,31655,..,..,..,..,..,..,..,..,31655,..,10610,..,..,..,..,..,..,..,10610,..,6377,3257,711,380,165,37,0,0,10931,..,722,478,180,243,383,380,295,165,2836,..,461,397,168,141,89,39,9,7,1303,..,357,589,316,355,359,219,54,15,2271,..,212,748,1009,1398,1902,1693,1219,626,8804,338,534,433,255,223,244,212,100,38,2384,31997,20470,17407,22228,22526,16799,10252,4633,1466,147776
CED226,..,367,508,218,214,208,102,38,8,1653,..,161,650,684,791,1058,1160,769,300,5577,287,344,367,186,156,184,130,64,20,1746,26115,12922,21554,17831,12930,9423,5418,2338,689,109225,..,945,22731,25809,16771,11857,6706,2324,348,87490,..,1292,4985,3221,2081,1020,301,48,5,12955,..,280,1543,2501,2749,1350,529,308,144,9401,53522,..,..,..,..,..,..,..,..,53522,..,12005,..,..,..,..,..,..,..,12005,..,7096,4666,1145,522,219,28,0,0,13674,..,1821,1681,490,546,924,691,355,177,6683,..,964,1199,397,233,134,54,14,3,2999,..,1019,1609,607,502,459,230,71,15,4505,..,380,1743,1884,1935,2005,1772,1058,409,11179,615,668,791,460,356,320,215,126,34,3578,54140,26472,40946,36493,25706,18288,10512,4305,1127,217990
CED227,..,418,365,103,177,184,134,30,9,1424,..,263,557,424,856,1578,1792,1944,1151,8573,206,304,194,111,151,234,242,143,57,1644,11219,6852,6932,7069,8601,8649,6813,4383,1833,62349,..,329,5086,7849,10012,10998,8524,4389,1059,48251,..,1448,2923,1721,1508,1015,475,123,23,9234,..,269,930,1341,1454,616,315,295,207,5435,22818,..,..,..,..,..,..,..,..,22818,..,5452,..,..,..,..,..,..,..,5452,..,3674,1381,568,493,263,36,0,0,6423,..,585,271,116,203,292,277,174,104,2024,..,374,254,131,110,60,28,9,8,963,..,888,925,311,424,451,290,71,17,3383,..,587,1309,1233,2167,3324,3224,2796,1580,16218,434,601,491,286,342,435,425,250,83,3358,23257,14198,13577,13559,16720,17460,13590,8116,3073,123556
CED228,..,842,937,211,153,190,95,54,14,2496,..,233,958,803,863,1217,1432,1501,883,7892,161,258,331,178,136,155,138,140,61,1568,12883,10256,12842,10880,10388,8942,6524,4319,1751,78793,..,631,9395,12480,12335,10621,8109,4316,932,58822,..,746,3531,1915,1342,754,228,53,3,8574,..,126,650,1600,2162,1387,647,596,401,7568,26107,..,..,..,..,..,..,..,..,26107,..,9681,..,..,..,..,..,..,..,9681,..,4466,4568,1496,1072,466,80,0,0,12158,..,1502,1267,442,522,700,496,415,257,5605,..,998,1088,332,241,159,47,19,8,2892,..,2192,2660,678,431,399,214,101,37,6701,..,448,1910,1756,1968,2290,2260,2026,1182,13846,336,515,687,454,315,303,240,216,94,3163,26439,21314,25752,21159,20388,17081,12327,7739,2921,155120
CED229,..,215,317,107,174,200,111,23,9,1160,..,172,585,571,760,1233,1374,880,364,5939,294,367,314,141,161,159,166,64,40,1696,22621,12049,15539,15294,13514,10166,6536,2639,873,99238,..,561,14845,20301,17213,13179,8581,2903,527,78104,..,1415,5234,3564,2632,1355,396,76,14,14684,..,251,1254,2205,2732,1293,497,266,179,8676,46193,..,..,..,..,..,..,..,..,46193,..,11331,..,..,..,..,..,..,..,11331,..,7835,4056,1091,500,218,44,0,0,13751,..,962,811,282,354,591,541,388,194,4128,..,580,568,214,186,131,48,22,3,1752,..,594,759,284,396,421,237,54,19,2776,..,359,1432,1525,1891,2306,2161,1262,515,11452,564,691,688,374,342,296,301,109,64,3429,46758,24577,29656,29830,26251,19801,12809,5089,1514,196278
CED230,..,319,293,108,198,246,166,61,16,1411,..,183,599,476,946,1806,2066,1735,943,8759,262,368,261,125,154,253,246,126,63,1850,15628,8786,10041,9563,10281,9887,8180,4224,1581,78166,..,423,8076,11003,11514,11597,10169,4412,909,58097,..,1668,4226,2587,2209,1389,572,114,10,12786,..,362,1190,1814,2076,945,420,320,201,7339,31376,..,..,..,..,..,..,..,..,31376,..,7299,..,..,..,..,..,..,..,7299,..,5185,2100,750,510,268,36,0,0,8856,..,636,403,171,235,416,365,262,123,2616,..,452,360,150,141,80,46,24,10,1261,..,628,692,274,433,466,311,131,33,2974,..,417,1401,1347,2271,3423,3361,2494,1274,15997,503,788,602,327,367,451,412,213,81,3754,31879,17870,19061,18419,19756,19042,15691,7975,2646,152346
CED231,..,9985,8250,984,296,197,106,46,11,19879,..,3058,3830,2435,1678,1805,1572,1025,421,15827,122,599,756,233,140,160,114,82,32,2225,8670,21491,28810,11965,8173,6542,4247,2238,810,92948,..,525,11321,9910,6909,5542,3881,1643,382,40115,..,3236,13058,4567,2276,1288,469,94,24,25006,..,82,564,1155,1595,999,397,308,199,5298,17295,..,..,..,..,..,..,..,..,17295,..,4641,..,..,..,..,..,..,..,4641,..,1567,1657,558,453,210,28,0,0,4480,..,3195,1940,390,241,332,250,178,92,6614,..,1470,1932,233,68,56,23,5,0,3795,..,17655,16847,2227,776,439,257,88,29,38309,..,5616,7540,4928,3609,3339,2604,1512,615,29757,265,1062,1541,494,316,273,187,114,56,4312,17566,39044,56395,24467,16245,12480,8087,3934,1396,179619
CED232,..,2504,3615,685,264,193,110,48,14,7432,..,784,2926,2779,1965,1914,1700,1124,656,13839,107,263,485,218,147,136,109,73,29,1561,8687,8797,18872,11543,8825,7043,4866,2384,1071,72084,..,397,8971,10040,7807,6830,5222,2092,587,41941,..,1675,9841,4181,2415,1311,590,104,31,20143,..,33,247,820,1378,849,288,176,138,3934,17458,..,..,..,..,..,..,..,..,17458,..,4723,..,..,..,..,..,..,..,4723,..,1413,1441,419,312,144,30,0,0,3750,..,1191,1092,261,151,216,155,130,76,3263,..,545,872,122,73,43,19,7,3,1677,..,4508,7356,1529,649,457,268,97,29,14892,..,1464,5734,5222,4013,3564,2830,1638,932,25393,221,490,906,478,299,246,183,105,52,2981,17681,16435,36453,23060,17099,13659,9579,4337,1834,140159
CED233,..,226,319,98,93,98,71,45,18,963,..,117,354,314,424,743,1199,1364,721,5239,102,169,152,89,85,124,110,104,42,963,10637,8235,7212,8459,10267,8652,6920,4365,1466,66208,..,119,5506,11455,14243,12441,9786,5412,1080,60053,..,357,1633,1105,1039,585,246,65,21,5044,..,39,245,874,1614,1004,416,385,214,4792,21882,..,..,..,..,..,..,..,..,21882,..,10249,..,..,..,..,..,..,..,10249,..,4112,4072,1019,762,280,42,3,0,10296,..,755,531,170,217,407,359,377,226,3028,..,562,468,139,112,64,29,20,3,1400,..,554,783,239,194,215,142,76,26,2229,..,302,735,722,981,1211,1657,1805,959,8371,188,313,322,184,172,197,166,162,67,1758,22068,17362,14294,15901,19332,16396,12845,8304,2598,129104
CED234,..,304,358,104,212,222,142,69,15,1432,..,185,486,420,846,1551,1734,1771,946,7948,235,324,244,126,167,234,224,124,40,1722,12159,7119,7087,7618,9083,9040,7197,4324,1573,65199,..,391,5426,8461,10467,11268,9195,4598,1003,50799,..,1232,2843,1896,1749,1201,554,145,30,9643,..,313,896,1529,1626,746,375,308,195,5988,24561,..,..,..,..,..,..,..,..,24561,..,6006,..,..,..,..,..,..,..,6006,..,4292,1539,691,492,272,36,3,0,7322,..,519,255,117,234,313,291,203,117,2047,..,377,249,113,114,76,40,10,5,988,..,689,798,312,440,457,335,141,32,3211,..,441,1193,1220,2173,3158,3195,2631,1294,15306,507,619,543,360,353,443,426,232,68,3546,25068,14885,13744,14688,17659,17929,14442,8272,2740,129429
CED235,..,449,350,113,125,137,70,23,8,1284,..,185,457,426,499,859,1080,1009,421,4938,150,260,253,147,124,145,139,103,44,1371,15189,10487,12620,11107,10966,9214,6195,3330,923,80040,..,641,11799,14834,14343,12562,8637,3775,562,67160,..,575,2624,1768,1361,716,205,62,6,7306,..,136,764,1580,2133,1307,621,418,174,7137,31084,..,..,..,..,..,..,..,..,31084,..,10171,..,..,..,..,..,..,..,10171,..,6367,5392,1600,876,282,33,0,0,14558,..,1173,989,318,389,573,496,409,203,4561,..,598,716,218,180,96,37,14,4,1866,..,1135,1141,379,318,297,150,45,11,3466,..,362,1111,1100,1259,1548,1597,1353,591,8921,339,498,571,355,267,246,243,155,65,2726,31425,21647,25120,22156,21125,17631,12021,6222,1613,158964
CED236,..,410,317,123,181,206,123,51,9,1421,..,220,470,399,935,1690,1850,1802,1026,8392,181,294,156,118,148,227,211,106,55,1511,10676,6333,5992,6866,8756,8883,7002,4059,1596,60159,..,200,4108,7570,9922,10867,8876,4013,819,46374,..,1305,2759,1909,1782,1227,483,116,27,9609,..,203,718,1258,1464,685,349,324,207,5209,21528,..,..,..,..,..,..,..,..,21528,..,5126,..,..,..,..,..,..,..,5126,..,3804,1281,642,509,272,41,0,0,6544,..,395,184,111,161,263,237,160,89,1596,..,326,193,74,58,44,21,11,3,738,..,881,830,284,389,451,303,123,21,3279,..,540,1135,1163,2213,3337,3263,2616,1398,15662,372,599,426,303,334,428,403,200,86,3160,21904,13378,11628,13312,16836,17586,13968,7565,2647,118820
CED237,..,2286,3050,658,253,203,119,43,10,6624,..,325,1451,1395,1155,1489,1358,1751,1044,9973,169,305,432,190,143,136,130,157,89,1752,12606,9910,17029,12548,9648,7158,5045,4566,1944,80443,..,606,10492,13555,10304,7175,5282,4110,1114,52635,..,1067,6834,3914,2102,995,274,68,9,15254,..,83,415,1153,1692,1043,534,669,365,5943,25533,..,..,..,..,..,..,..,..,25533,..,6865,..,..,..,..,..,..,..,6865,..,3474,3083,1163,1016,484,67,5,0,9284,..,1122,1240,338,347,411,389,321,214,4383,..,843,1363,229,112,65,32,6,3,2655,..,4477,6872,1490,585,423,228,103,30,14208,..,590,2881,2694,2399,2692,2184,2331,1453,17226,361,548,875,408,365,246,207,243,129,3378,25891,19674,34042,24938,18916,13538,9208,7844,3308,157364
CED294,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,154,279,344,173,120,132,83,17,3,1302,154,279,344,173,120,132,83,17,3,1302,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,314,539,839,476,367,299,190,47,14,3080,314,539,839,476,367,299,190,47,14,3080
CED297,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
CED301,..,435,314,166,278,257,145,69,9,1677,..,183,501,461,811,1256,1267,1049,516,6043,317,441,282,146,143,177,144,68,28,1745,16152,9562,10706,9436,9361,7964,5595,2858,947,72579,..,623,7924,9607,10139,9462,6876,2807,472,47917,..,2464,4756,2763,1949,1007,368,81,0,13390,..,533,1754,2282,1968,855,464,351,174,8381,32398,..,..,..,..,..,..,..,..,32398,..,6301,..,..,..,..,..,..,..,6301,..,5390,2089,924,612,239,29,4,0,9282,..,984,530,240,413,571,471,289,155,3643,..,805,542,291,227,151,65,29,7,2113,..,917,896,473,616,616,322,129,19,3990,..,398,1265,1302,1951,2401,2121,1585,716,11743,612,822,681,399,319,340,254,103,40,3560,33007,19233,20436,18283,18198,15646,10973,5373,1583,142728
CED302,..,814,612,190,215,225,111,37,5,2210,..,173,391,479,697,1169,1438,1314,810,6475,222,333,242,130,109,154,111,58,24,1388,13553,9194,9417,10750,10302,8013,5883,3450,1451,72009,..,288,7451,13632,12814,9788,7123,3355,690,55142,..,1118,3533,2202,1735,944,339,86,10,9968,..,145,648,1479,1871,923,431,391,256,6140,27405,..,..,..,..,..,..,..,..,27405,..,8102,..,..,..,..,..,..,..,8102,..,4588,2409,803,603,321,47,0,0,8770,..,953,568,221,308,470,463,337,221,3543,..,803,733,246,181,120,53,19,7,2162,..,1672,1463,544,475,451,258,89,17,4979,..,322,864,1056,1512,2042,2136,1788,1072,10797,425,615,526,300,259,276,206,99,44,2755,27832,18610,18197,20490,19764,15332,11052,6171,2317,139760
CED303,..,206,223,133,209,255,173,44,10,1247,..,113,241,320,631,1303,1641,1396,697,6346,226,259,189,125,145,191,165,93,50,1441,12865,8318,7613,9174,10608,9610,7344,3602,1291,70425,..,332,5999,10903,13128,12435,9385,3766,788,56742,..,1320,3214,2262,1925,1189,567,146,25,10638,..,201,847,1656,1842,894,441,262,168,6309,26179,..,..,..,..,..,..,..,..,26179,..,7480,..,..,..,..,..,..,..,7480,..,5518,2346,768,453,204,49,0,0,9340,..,612,375,160,245,449,443,349,191,2830,..,582,448,207,175,132,54,22,11,1634,..,456,621,344,460,532,332,113,20,2880,..,258,625,875,1434,2250,2557,1921,971,10889,473,535,439,309,330,325,295,143,58,2911,26648,17289,14901,17476,19991,18424,14129,6727,2233,137823
CED304,..,3707,3440,575,254,222,123,40,8,8376,..,768,2083,1646,1431,1591,1446,984,669,10619,186,536,549,224,136,158,105,51,30,1975,10123,12339,16868,10894,9066,6559,4063,2038,1070,73012,..,455,8442,11340,10130,7072,4129,1641,420,43651,..,2756,8512,3179,1931,968,358,50,10,17768,..,66,339,1006,1395,713,248,188,176,4129,20378,..,..,..,..,..,..,..,..,20378,..,5878,..,..,..,..,..,..,..,5878,..,2152,1212,393,283,185,35,0,0,4255,..,1446,1018,239,167,230,207,140,87,3530,..,1146,1247,217,106,55,31,16,3,2829,..,7193,7738,1441,719,485,271,106,22,17983,..,1481,4498,3508,3153,3010,2472,1452,868,20440,356,993,1095,489,324,281,183,84,49,3848,20726,23571,34092,21814,18222,13014,7941,3684,1631,144691
CED305,..,458,303,123,202,180,110,36,10,1413,..,336,504,388,798,1181,1257,1170,617,6252,256,385,284,151,171,237,178,124,49,1829,13939,8076,8978,8667,9129,7871,5351,2999,1038,66051,..,491,7254,9922,10557,9971,6805,2907,531,48448,..,2246,3964,2283,1958,1155,387,87,11,12094,..,367,1147,1578,1455,647,323,306,149,5973,28226,..,..,..,..,..,..,..,..,28226,..,5109,..,..,..,..,..,..,..,5109,..,4433,1412,643,473,223,20,0,0,7206,..,716,311,162,249,395,331,252,112,2526,..,569,329,153,128,88,42,20,5,1338,..,967,804,384,489,399,243,79,11,3377,..,654,1301,1216,2026,2577,2338,1748,861,12731,524,790,702,397,415,449,339,185,68,3873,28753,16347,17216,16753,17757,15911,10823,5588,1757,130898
CED306,..,583,480,138,225,218,109,42,10,1803,..,347,598,473,876,1253,1277,1197,602,6637,230,353,274,128,240,243,178,97,35,1769,13926,8239,9131,9343,10017,8577,5627,3008,1031,68886,..,416,6535,10312,11575,10825,7342,3015,539,50555,..,2137,4202,2498,2205,1289,457,106,15,12895,..,285,1164,1741,1497,653,327,281,160,6116,28148,..,..,..,..,..,..,..,..,28148,..,5601,..,..,..,..,..,..,..,5601,..,4507,1428,603,458,233,35,0,0,7259,..,715,352,159,254,365,309,238,112,2507,..,513,375,150,159,99,60,7,11,1364,..,1221,1217,430,497,487,273,111,18,4256,..,715,1518,1440,2254,2754,2436,1790,841,13745,486,778,622,343,472,472,345,163,50,3720,28633,16885,17401,17671,19361,17181,11580,5716,1728,136163
CED307,..,282,281,138,169,174,89,27,5,1156,..,123,310,374,544,900,1129,776,449,4609,214,307,199,107,125,138,118,34,26,1263,14851,8740,8723,10634,10383,8059,5843,2194,822,70258,..,409,7262,13336,13583,11093,7967,2430,396,56480,..,1434,3557,2511,1953,929,313,52,11,10760,..,212,837,1624,1741,821,381,201,109,5926,30175,..,..,..,..,..,..,..,..,30175,..,7832,..,..,..,..,..,..,..,7832,..,5292,2325,834,422,142,28,4,0,9044,..,715,405,199,273,409,479,281,161,2925,..,620,401,188,158,104,46,14,4,1531,..,599,716,384,372,343,163,52,20,2651,..,286,771,992,1280,1592,1704,1051,584,8268,473,575,429,287,272,238,209,69,31,2579,30648,17977,16725,20364,20056,15667,11282,4141,1314,138182
CED308,..,890,558,250,333,381,222,74,13,2720,..,219,469,469,834,1456,1866,1309,590,7211,225,334,253,146,150,199,160,78,37,1584,14763,10114,10338,11197,11175,9487,7813,3678,1244,79815,..,417,7223,12278,12811,10830,9564,4017,756,57896,..,2012,4821,2991,2393,1360,625,178,25,14413,..,275,1212,2130,2136,1089,500,319,206,7866,29819,..,..,..,..,..,..,..,..,29819,..,7420,..,..,..,..,..,..,..,7420,..,5503,2325,854,554,290,56,3,0,9580,..,893,577,237,316,509,470,367,212,3572,..,945,674,326,258,149,77,29,13,2476,..,1753,1420,656,704,757,473,174,31,5966,..,428,1031,1322,1784,2355,2838,1817,801,12379,452,621,565,349,311,315,290,118,48,3073,30268,20276,19861,21142,21262,17650,14903,7013,2088,154465
CED309,..,689,537,185,341,378,214,77,20,2433,..,187,382,459,913,1690,1903,1553,858,7937,189,330,246,141,208,283,206,106,49,1760,13305,7943,8021,9750,10972,9882,7868,4144,1531,73418,..,328,5840,10838,12012,11366,9801,4623,946,55752,..,1383,3364,2593,2246,1588,716,181,16,12075,..,169,805,1788,2018,837,343,256,195,6406,26784,..,..,..,..,..,..,..,..,26784,..,6035,..,..,..,..,..,..,..,6035,..,4317,1697,619,466,241,51,3,0,7392,..,590,353,149,254,387,386,287,188,2587,..,636,547,236,228,159,62,28,10,1904,..,1286,1257,494,696,743,456,167,39,5132,..,372,857,1139,1877,2760,2912,2104,1150,13165,387,620,551,347,407,479,392,175,64,3428,27168,15731,15255,18199,20196,18555,15116,7828,2603,140653
CED310,..,599,521,179,276,292,174,76,16,2136,..,117,289,347,743,1465,1817,1595,911,7289,183,297,207,125,165,257,216,111,58,1615,11462,7101,7018,8422,9375,8901,8016,4401,1626,66317,..,310,4870,9307,10412,10212,10097,5093,1028,51343,..,1175,3032,2271,1972,1293,695,164,23,10626,..,153,798,1659,1776,818,340,278,198,6026,23342,..,..,..,..,..,..,..,..,23342,..,5603,..,..,..,..,..,..,..,5603,..,4121,1495,659,482,267,51,0,0,7075,..,565,304,143,204,354,372,235,171,2354,..,581,454,222,214,134,59,21,7,1696,..,1129,1160,444,570,583,368,143,35,4431,..,273,727,934,1555,2483,2818,2251,1260,12304,352,599,445,324,328,424,370,192,76,3107,23699,14515,13284,15970,17520,16570,15169,8383,2800,127909
CED311,..,397,319,129,215,212,118,34,9,1423,..,358,513,362,781,1068,1067,812,351,5320,333,396,296,142,227,293,214,91,28,2015,15464,7650,9383,9179,9734,8057,5358,2309,661,67803,..,547,7845,11091,11817,10650,7105,2619,376,52045,..,2407,4151,2435,2224,1286,564,109,7,13181,..,391,1139,1480,1356,538,305,245,106,5563,31054,..,..,..,..,..,..,..,..,31054,..,4709,..,..,..,..,..,..,..,4709,..,4162,1233,603,419,172,22,3,0,6610,..,645,274,135,260,365,334,223,117,2356,..,462,301,148,160,85,76,22,5,1267,..,898,801,366,477,501,279,82,13,3404,..,803,1462,1265,2246,2723,2359,1391,523,12769,652,845,700,418,527,560,415,176,42,4337,31703,15867,17908,17937,19479,16873,11456,4875,1186,137289
CED312,..,344,365,185,281,246,155,47,14,1642,..,162,324,342,592,1048,1350,980,405,5202,337,365,283,151,168,208,128,67,29,1745,17271,10442,11270,11105,10079,8453,6166,2746,857,78380,..,588,8515,12458,11580,10343,7617,2789,455,54345,..,2301,5071,3138,2129,1014,429,103,22,14210,..,478,1646,2206,2037,988,529,264,129,8279,34683,..,..,..,..,..,..,..,..,34683,..,7252,..,..,..,..,..,..,..,7252,..,6498,2589,981,547,207,40,0,0,10866,..,1189,649,305,463,621,570,346,210,4360,..,982,676,381,310,159,96,20,4,2628,..,807,955,527,590,547,346,107,21,3898,..,344,940,1071,1466,1894,2079,1384,569,9745,646,739,663,405,354,344,218,106,43,3501,35329,21183,21699,21479,19475,16117,11924,5121,1454,153777
CED313,..,2503,2671,550,256,247,104,33,16,6387,..,450,1485,1276,1224,1529,1419,988,669,9046,187,443,482,215,140,151,116,67,44,1844,11536,10638,15397,11566,9342,6722,4117,2233,1153,72704,..,376,8622,12732,10504,6925,4128,1947,501,45739,..,2107,7393,3351,1955,956,332,64,7,16170,..,101,445,1261,1592,865,328,216,209,5009,23320,..,..,..,..,..,..,..,..,23320,..,6522,..,..,..,..,..,..,..,6522,..,2585,1511,526,356,265,28,0,0,5275,..,1282,975,246,209,331,268,176,129,3614,..,1138,1354,252,143,69,28,7,3,2995,..,5143,5988,1347,662,506,222,82,29,13979,..,881,2995,2740,2560,2799,2289,1448,879,16594,380,829,938,485,307,249,174,95,55,3512,23705,20960,30229,22947,18297,12965,7787,4036,1814,142722
CED314,..,663,387,131,195,195,110,52,35,1763,..,341,617,498,917,1523,1744,1649,967,8269,246,396,250,106,153,231,200,114,56,1748,14267,8580,8837,8615,9132,8407,6597,3884,1528,69849,..,637,7490,10177,10737,10373,8053,3861,796,52124,..,2058,3279,1610,1433,814,357,83,15,9640,..,338,1081,1687,1605,676,363,287,167,6212,28300,..,..,..,..,..,..,..,..,28300,..,5842,..,..,..,..,..,..,..,5842,..,4388,1464,657,470,221,37,0,0,7243,..,730,379,162,223,362,306,227,120,2504,..,578,314,172,107,82,41,15,10,1316,..,1408,994,348,441,399,217,102,60,3958,..,681,1462,1263,1909,2602,2638,2238,1239,14029,492,777,589,307,307,395,345,185,70,3471,28792,17448,17049,16378,17235,15921,12360,6988,2469,134637
