CED_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
CED604,0,3,17,38,47,60,102,102,16,12,3,3,6,9,10,425,0,0,3,4,9,8,3,16,3,10,3,0,3,0,0,61,0,0,0,0,6,9,34,37,3,6,5,4,3,0,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,5,0,3,0,0,0,0,0,0,16,22,498,1024,1787,647,431,436,356,62,45,46,33,28,18,197,5628,0,0,13,80,46,59,80,60,15,15,11,19,3,4,12,425,0,0,0,3,0,4,15,10,0,0,3,10,5,0,0,51,0,0,3,4,16,14,19,23,0,0,0,0,3,0,0,87,7,91,139,213,139,195,222,188,45,47,61,45,38,38,60,1518,53,1026,1758,2681,1463,1322,1576,1366,245,255,256,238,214,143,456,13056
CED605,0,0,11,13,34,26,63,24,8,3,11,0,3,0,6,199,0,0,0,0,3,4,3,0,0,0,0,3,0,0,0,13,0,0,0,0,4,13,8,16,0,4,4,4,3,4,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,17,11,449,977,1722,527,322,295,196,16,15,17,11,7,10,179,4746,0,4,6,56,39,36,50,23,3,4,8,7,8,4,3,257,0,0,0,4,0,0,0,6,0,0,0,0,5,3,0,18,0,0,0,3,10,4,17,6,0,0,0,0,0,0,0,46,3,64,132,190,114,74,77,72,5,19,22,13,11,3,33,846,26,866,1463,2440,1260,856,851,567,70,92,112,96,126,53,357,9227
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,4,6,4,3,0,0,0,3,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,21,0,7,7,16,10,12,12,13,3,7,4,11,13,14,14,139
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,3,0,3,3,0,0,0,6,18
CED701,0,4,3,8,20,20,80,115,33,9,17,17,10,8,12,351,0,0,3,8,3,13,10,34,5,18,18,8,17,8,9,153,0,0,0,4,24,34,36,56,10,10,10,12,10,11,21,246,0,0,0,3,4,4,0,3,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,116,373,631,227,192,222,221,42,60,50,53,52,20,140,2404,0,0,9,43,27,42,103,57,30,69,50,122,149,83,26,806,0,0,0,4,66,69,32,41,11,15,34,17,12,7,42,352,0,0,3,4,11,14,57,107,26,24,10,12,14,3,5,305,0,24,69,226,201,183,300,343,78,63,68,76,123,79,216,2043,12,273,664,1394,1384,1297,1677,2410,546,649,591,658,744,460,994,13760
CED702,0,0,7,14,23,35,138,148,41,30,25,19,21,31,14,547,0,0,3,19,36,63,47,135,36,54,57,58,51,49,14,622,0,0,0,14,55,99,137,170,35,29,27,55,33,18,49,720,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,10,0,3,4,8,0,0,0,5,5,0,3,41,4,141,474,862,355,313,415,518,157,206,185,163,199,103,148,4246,0,0,3,39,38,31,65,59,23,27,25,19,41,21,13,404,0,0,0,3,118,126,71,94,16,32,41,34,28,16,18,603,0,0,7,3,10,14,70,140,14,28,15,32,16,8,10,369,5,52,117,620,763,568,729,1333,243,280,472,398,539,333,288,6724,21,413,1153,2606,2840,2837,3553,6912,1509,1855,1941,1864,2119,1291,1167,32079
CED794,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,24,6,8,14,3,0,0,3,11,18,11,8,138,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,3,3,0,0,10,17,11,9,67,0,15,23,51,35,35,30,29,15,7,15,26,57,33,31,402
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,33,11,53
CED801,0,11,33,55,101,118,258,160,37,33,24,39,33,19,11,935,0,4,32,69,125,302,213,215,42,38,44,29,40,21,22,1180,0,0,3,22,61,105,140,124,19,24,29,27,40,17,17,621,0,3,4,51,13,50,10,14,3,3,3,3,0,0,7,172,0,0,3,15,13,17,25,19,0,3,10,0,0,4,3,113,41,664,1615,2391,1003,712,794,514,142,182,92,102,116,45,231,8631,0,12,38,173,161,191,233,161,59,50,46,86,87,79,34,1410,0,5,3,48,393,204,84,106,20,15,26,29,31,22,31,1017,0,0,11,12,27,23,66,77,8,10,3,7,16,4,0,264,10,298,688,1246,968,1190,1281,1100,221,290,346,342,372,299,247,8899,105,2089,4054,6152,4882,5775,6283,5954,1391,1649,1676,2059,2452,1510,1383,47404
CED802,3,3,19,42,81,90,250,234,93,86,50,53,46,10,21,1080,0,3,12,39,70,345,302,402,78,85,65,67,73,36,13,1588,0,0,3,22,58,67,146,167,36,34,43,36,33,15,24,691,0,0,5,80,27,40,40,13,3,3,3,6,3,0,4,232,0,3,0,17,9,14,31,20,3,6,0,0,5,3,0,115,28,506,1202,1777,731,634,636,573,215,160,121,139,80,47,146,6983,3,12,21,151,125,166,241,191,84,66,65,76,83,51,32,1383,0,0,3,42,537,606,296,339,61,77,72,97,81,63,47,2321,0,0,11,5,30,17,82,145,19,10,9,14,8,3,3,359,8,212,486,1094,891,1484,2276,2022,359,386,540,574,587,398,274,11585,73,1587,3126,5078,4323,6728,10239,10184,2191,2251,2417,3052,3207,2163,1584,58200
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,0,3,0,4,32,0,3,9,7,13,7,10,18,5,4,3,7,14,12,6,130
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,3,0,4,0,3,0,0,0,0,0,3,3,8,22
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
